Proceso,Etapa,Participacion
RES_RM_coc_gas_licuado_electricidad,2,0.08285596893363854
RES_RM_refrigeracion,2,0.08285596893363854
RES_RM_iluminacion,2,0.08285596893363854
RES_RM_otros_electricos,2,0.08285596893363854
RES_RM_enfriamiento,2,0.08285596893363854
RES_VI_calef_electricidad,2,0.08285596893363854
RES_VI_refrigeracion,2,0.08285596893363854
RES_VI_iluminacion,2,0.08285596893363854
RES_VI_otros_electricos,2,0.08285596893363854
RES_VI_enfriamiento,2,0.08285596893363854
RES_VII_calef_electricidad,2,0.08285596893363854
RES_VII_refrigeracion,2,0.08285596893363854
RES_VII_iluminacion,2,0.08285596893363854
RES_VII_otros_electricos,2,0.08285596893363854
RES_VII_enfriamiento,2,0.08285596893363854
RES_VIII_calef_electricidad,2,0.08285596893363854
RES_VIII_refrigeracion,2,0.08285596893363854
RES_VIII_iluminacion,2,0.08285596893363854
RES_VIII_otros_electricos,2,0.08285596893363854
RES_VIII_enfriamiento,2,0.08285596893363854
RES_IX_coc_electricidad,2,0.08285596893363854
RES_IX_refrigeracion,2,0.08285596893363854
RES_IX_iluminacion,2,0.08285596893363854
RES_IX_otros_electricos,2,0.08285596893363854
RES_XIV_calef_electricidad,2,0.08285596893363854
RES_XIV_refrigeracion,2,0.08285596893363854
RES_XIV_iluminacion,2,0.08285596893363854
RES_XIV_otros_electricos,2,0.08285596893363854
RES_XIV_enfriamiento,2,0.08285596893363854
RES_X_calef_electricidad,2,0.08285596893363854
RES_X_refrigeracion,2,0.08285596893363854
RES_X_iluminacion,2,0.08285596893363854
RES_X_otros_electricos,2,0.08285596893363854
RES_X_enfriamiento,2,0.08285596893363854
COM_electricidad,2,0.034510252147554474
PUB_electricidad,2,0.0931851723773391
RES_XV_calef_electricidad,3,0.08761741127368808
RES_XV_refrigeracion,3,0.08761741127368808
RES_XV_iluminacion,3,0.08761741127368808
RES_XV_otros_electricos,3,0.08761741127368808
RES_XV_enfriamiento,3,0.08761741127368808
RES_I_coc_electricidad,3,0.08761741127368808
RES_I_refrigeracion,3,0.08761741127368808
RES_I_iluminacion,3,0.08761741127368808
RES_I_otros_electricos,3,0.08761741127368808
RES_I_enfriamiento,3,0.08761741127368808
RES_II_coc_electricidad,3,0.08761741127368808
RES_II_refrigeracion,3,0.08761741127368808
RES_II_iluminacion,3,0.08761741127368808
RES_II_otros_electricos,3,0.08761741127368808
RES_II_enfriamiento,3,0.08761741127368808
RES_III_coc_electricidad,3,0.08761741127368808
RES_III_refrigeracion,3,0.08761741127368808
RES_III_iluminacion,3,0.08761741127368808
RES_III_otros_electricos,3,0.08761741127368808
RES_III_enfriamiento,3,0.08761741127368808
RES_IV_coc_electricidad,3,0.08761741127368808
RES_IV_refrigeracion,3,0.08761741127368808
RES_IV_iluminacion,3,0.08761741127368808
RES_IV_otros_electricos,3,0.08761741127368808
RES_IV_enfriamiento,3,0.08761741127368808
RES_V_calef_electricidad,3,0.08761741127368808
RES_V_coc_electricidad,3,0.08761741127368808
RES_V_refrigeracion,3,0.08761741127368808
RES_V_iluminacion,3,0.08761741127368808
RES_V_otros_electricos,3,0.08761741127368808
RES_V_enfriamiento,3,0.08761741127368808
RES_RM_calef_biomasa_electricidad,3,0.08761741127368808
RES_RM_calef_electricidad,3,0.08761741127368808
RES_RM_coc_electricidad,3,0.08761741127368808
RES_RM_coc_gas_licuado_electricidad,3,0.08761741127368808
RES_RM_refrigeracion,3,0.08761741127368808
RES_RM_iluminacion,3,0.08761741127368808
RES_RM_otros_electricos,3,0.08761741127368808
RES_RM_enfriamiento,3,0.08761741127368808
RES_VI_calef_electricidad,3,0.08761741127368808
RES_VI_refrigeracion,3,0.08761741127368808
RES_VI_iluminacion,3,0.08761741127368808
RES_VI_otros_electricos,3,0.08761741127368808
RES_VI_enfriamiento,3,0.08761741127368808
RES_VII_calef_electricidad,3,0.08761741127368808
RES_VII_refrigeracion,3,0.08761741127368808
RES_VII_iluminacion,3,0.08761741127368808
RES_VII_otros_electricos,3,0.08761741127368808
RES_VII_enfriamiento,3,0.08761741127368808
RES_VIII_calef_electricidad,3,0.08761741127368808
RES_VIII_refrigeracion,3,0.08761741127368808
RES_VIII_iluminacion,3,0.08761741127368808
RES_VIII_otros_electricos,3,0.08761741127368808
RES_VIII_enfriamiento,3,0.08761741127368808
RES_IX_coc_electricidad,3,0.08761741127368808
RES_IX_refrigeracion,3,0.08761741127368808
RES_IX_iluminacion,3,0.08761741127368808
RES_IX_otros_electricos,3,0.08761741127368808
RES_XIV_calef_electricidad,3,0.08761741127368808
RES_XIV_refrigeracion,3,0.08761741127368808
RES_XIV_iluminacion,3,0.08761741127368808
RES_XIV_otros_electricos,3,0.08761741127368808
RES_XIV_enfriamiento,3,0.08761741127368808
RES_X_calef_electricidad,3,0.08761741127368808
RES_X_refrigeracion,3,0.08761741127368808
RES_X_iluminacion,3,0.08761741127368808
RES_X_otros_electricos,3,0.08761741127368808
RES_X_enfriamiento,3,0.08761741127368808
COM_electricidad,3,0.12624173467392813
PUB_electricidad,3,0.07198503861085491
RES_XV_calef_electricidad,4,0.08007928124848891
RES_XV_refrigeracion,4,0.08007928124848891
RES_XV_iluminacion,4,0.08007928124848891
RES_XV_otros_electricos,4,0.08007928124848891
RES_XV_enfriamiento,4,0.08007928124848891
RES_I_coc_electricidad,4,0.08007928124848891
RES_I_refrigeracion,4,0.08007928124848891
RES_I_iluminacion,4,0.08007928124848891
RES_I_otros_electricos,4,0.08007928124848891
RES_I_enfriamiento,4,0.08007928124848891
RES_II_coc_electricidad,4,0.08007928124848891
RES_II_refrigeracion,4,0.08007928124848891
RES_II_iluminacion,4,0.08007928124848891
RES_II_otros_electricos,4,0.08007928124848891
RES_II_enfriamiento,4,0.08007928124848891
RES_III_coc_electricidad,4,0.08007928124848891
RES_III_refrigeracion,4,0.08007928124848891
RES_III_iluminacion,4,0.08007928124848891
RES_III_otros_electricos,4,0.08007928124848891
RES_III_enfriamiento,4,0.08007928124848891
RES_IV_coc_electricidad,4,0.08007928124848891
RES_IV_refrigeracion,4,0.08007928124848891
RES_IV_iluminacion,4,0.08007928124848891
RES_IV_otros_electricos,4,0.08007928124848891
RES_IV_enfriamiento,4,0.08007928124848891
RES_V_calef_electricidad,4,0.08007928124848891
RES_V_coc_electricidad,4,0.08007928124848891
RES_V_refrigeracion,4,0.08007928124848891
RES_V_iluminacion,4,0.08007928124848891
RES_V_otros_electricos,4,0.08007928124848891
RES_V_enfriamiento,4,0.08007928124848891
RES_RM_calef_biomasa_electricidad,4,0.08007928124848891
RES_RM_calef_electricidad,4,0.08007928124848891
RES_RM_coc_electricidad,4,0.08007928124848891
RES_RM_coc_gas_licuado_electricidad,4,0.08007928124848891
RES_RM_refrigeracion,4,0.08007928124848891
RES_RM_iluminacion,4,0.08007928124848891
RES_RM_otros_electricos,4,0.08007928124848891
RES_RM_enfriamiento,4,0.08007928124848891
RES_VI_calef_electricidad,4,0.08007928124848891
RES_VI_refrigeracion,4,0.08007928124848891
RES_VI_iluminacion,4,0.08007928124848891
RES_VI_otros_electricos,4,0.08007928124848891
RES_VI_enfriamiento,4,0.08007928124848891
RES_VII_calef_electricidad,4,0.08007928124848891
RES_VII_refrigeracion,4,0.08007928124848891
RES_VII_iluminacion,4,0.08007928124848891
RES_VII_otros_electricos,4,0.08007928124848891
RES_VII_enfriamiento,4,0.08007928124848891
RES_VIII_calef_electricidad,4,0.08007928124848891
RES_VIII_refrigeracion,4,0.08007928124848891
RES_VIII_iluminacion,4,0.08007928124848891
RES_VIII_otros_electricos,4,0.08007928124848891
RES_VIII_enfriamiento,4,0.08007928124848891
RES_IX_coc_electricidad,4,0.08007928124848891
RES_IX_refrigeracion,4,0.08007928124848891
RES_IX_iluminacion,4,0.08007928124848891
RES_IX_otros_electricos,4,0.08007928124848891
RES_XIV_calef_electricidad,4,0.08007928124848891
RES_XIV_refrigeracion,4,0.08007928124848891
RES_XIV_iluminacion,4,0.08007928124848891
RES_XIV_otros_electricos,4,0.08007928124848891
RES_XIV_enfriamiento,4,0.08007928124848891
RES_X_calef_electricidad,4,0.08007928124848891
RES_X_refrigeracion,4,0.08007928124848891
RES_X_iluminacion,4,0.08007928124848891
RES_X_otros_electricos,4,0.08007928124848891
RES_X_enfriamiento,4,0.08007928124848891
COM_electricidad,4,0.08601313459336249
PUB_electricidad,4,0.07472302880984362
RES_XV_calef_electricidad,5,0.0833984505070869
RES_XV_refrigeracion,5,0.0833984505070869
RES_XV_iluminacion,5,0.0833984505070869
RES_XV_otros_electricos,5,0.0833984505070869
RES_XV_enfriamiento,5,0.0833984505070869
RES_I_coc_electricidad,5,0.0833984505070869
RES_I_refrigeracion,5,0.0833984505070869
RES_I_iluminacion,5,0.0833984505070869
RES_I_otros_electricos,5,0.0833984505070869
RES_I_enfriamiento,5,0.0833984505070869
RES_II_coc_electricidad,5,0.0833984505070869
RES_II_refrigeracion,5,0.0833984505070869
RES_II_iluminacion,5,0.0833984505070869
RES_II_otros_electricos,5,0.0833984505070869
RES_II_enfriamiento,5,0.0833984505070869
RES_III_coc_electricidad,5,0.0833984505070869
RES_III_refrigeracion,5,0.0833984505070869
RES_III_iluminacion,5,0.0833984505070869
RES_III_otros_electricos,5,0.0833984505070869
RES_III_enfriamiento,5,0.0833984505070869
RES_IV_coc_electricidad,5,0.0833984505070869
RES_IV_refrigeracion,5,0.0833984505070869
RES_IV_iluminacion,5,0.0833984505070869
RES_IV_otros_electricos,5,0.0833984505070869
RES_IV_enfriamiento,5,0.0833984505070869
RES_V_calef_electricidad,5,0.0833984505070869
RES_V_coc_electricidad,5,0.0833984505070869
RES_V_refrigeracion,5,0.0833984505070869
RES_V_iluminacion,5,0.0833984505070869
RES_V_otros_electricos,5,0.0833984505070869
RES_V_enfriamiento,5,0.0833984505070869
RES_RM_calef_biomasa_electricidad,5,0.0833984505070869
RES_RM_calef_electricidad,5,0.0833984505070869
RES_RM_coc_electricidad,5,0.0833984505070869
RES_RM_coc_gas_licuado_electricidad,5,0.0833984505070869
RES_RM_refrigeracion,5,0.0833984505070869
RES_RM_iluminacion,5,0.0833984505070869
RES_RM_otros_electricos,5,0.0833984505070869
RES_RM_enfriamiento,5,0.0833984505070869
RES_VI_calef_electricidad,5,0.0833984505070869
RES_VI_refrigeracion,5,0.0833984505070869
RES_VI_iluminacion,5,0.0833984505070869
RES_VI_otros_electricos,5,0.0833984505070869
RES_VI_enfriamiento,5,0.0833984505070869
RES_VII_calef_electricidad,5,0.0833984505070869
RES_VII_refrigeracion,5,0.0833984505070869
RES_VII_iluminacion,5,0.0833984505070869
RES_VII_otros_electricos,5,0.0833984505070869
RES_VII_enfriamiento,5,0.0833984505070869
RES_VIII_calef_electricidad,5,0.0833984505070869
RES_VIII_refrigeracion,5,0.0833984505070869
RES_VIII_iluminacion,5,0.0833984505070869
RES_VIII_otros_electricos,5,0.0833984505070869
RES_VIII_enfriamiento,5,0.0833984505070869
RES_IX_coc_electricidad,5,0.0833984505070869
RES_IX_refrigeracion,5,0.0833984505070869
RES_IX_iluminacion,5,0.0833984505070869
RES_IX_otros_electricos,5,0.0833984505070869
RES_XIV_calef_electricidad,5,0.0833984505070869
RES_XIV_refrigeracion,5,0.0833984505070869
RES_XIV_iluminacion,5,0.0833984505070869
RES_XIV_otros_electricos,5,0.0833984505070869
RES_XIV_enfriamiento,5,0.0833984505070869
RES_X_calef_electricidad,5,0.0833984505070869
RES_X_refrigeracion,5,0.0833984505070869
RES_X_iluminacion,5,0.0833984505070869
RES_X_otros_electricos,5,0.0833984505070869
RES_X_enfriamiento,5,0.0833984505070869
COM_electricidad,5,0.08644819184991201
PUB_electricidad,5,0.03900080965251827
RES_XV_calef_electricidad,6,0.08563854534820489
RES_XV_refrigeracion,6,0.08563854534820489
RES_XV_iluminacion,6,0.08563854534820489
RES_XV_otros_electricos,6,0.08563854534820489
RES_XV_enfriamiento,6,0.08563854534820489
RES_I_coc_electricidad,6,0.08563854534820489
RES_I_refrigeracion,6,0.08563854534820489
RES_I_iluminacion,6,0.08563854534820489
RES_I_otros_electricos,6,0.08563854534820489
RES_I_enfriamiento,6,0.08563854534820489
RES_II_coc_electricidad,6,0.08563854534820489
RES_II_refrigeracion,6,0.08563854534820489
RES_II_iluminacion,6,0.08563854534820489
RES_II_otros_electricos,6,0.08563854534820489
RES_II_enfriamiento,6,0.08563854534820489
RES_III_coc_electricidad,6,0.08563854534820489
RES_III_refrigeracion,6,0.08563854534820489
RES_III_iluminacion,6,0.08563854534820489
RES_III_otros_electricos,6,0.08563854534820489
RES_III_enfriamiento,6,0.08563854534820489
RES_IV_coc_electricidad,6,0.08563854534820489
RES_IV_refrigeracion,6,0.08563854534820489
RES_IV_iluminacion,6,0.08563854534820489
RES_IV_otros_electricos,6,0.08563854534820489
RES_IV_enfriamiento,6,0.08563854534820489
RES_V_calef_electricidad,6,0.08563854534820489
RES_V_coc_electricidad,6,0.08563854534820489
RES_V_refrigeracion,6,0.08563854534820489
RES_V_iluminacion,6,0.08563854534820489
RES_V_otros_electricos,6,0.08563854534820489
RES_V_enfriamiento,6,0.08563854534820489
RES_RM_calef_biomasa_electricidad,6,0.08563854534820489
RES_RM_calef_electricidad,6,0.08563854534820489
RES_RM_coc_electricidad,6,0.08563854534820489
RES_RM_coc_gas_licuado_electricidad,6,0.08563854534820489
RES_RM_refrigeracion,6,0.08563854534820489
RES_RM_iluminacion,6,0.08563854534820489
RES_RM_otros_electricos,6,0.08563854534820489
RES_RM_enfriamiento,6,0.08563854534820489
RES_VI_calef_electricidad,6,0.08563854534820489
RES_VI_refrigeracion,6,0.08563854534820489
RES_VI_iluminacion,6,0.08563854534820489
RES_VI_otros_electricos,6,0.08563854534820489
RES_VI_enfriamiento,6,0.08563854534820489
RES_VII_calef_electricidad,6,0.08563854534820489
RES_VII_refrigeracion,6,0.08563854534820489
RES_VII_iluminacion,6,0.08563854534820489
RES_VII_otros_electricos,6,0.08563854534820489
RES_VII_enfriamiento,6,0.08563854534820489
RES_VIII_calef_electricidad,6,0.08563854534820489
RES_VIII_refrigeracion,6,0.08563854534820489
RES_VIII_iluminacion,6,0.08563854534820489
RES_VIII_otros_electricos,6,0.08563854534820489
RES_VIII_enfriamiento,6,0.08563854534820489
RES_IX_coc_electricidad,6,0.08563854534820489
RES_IX_refrigeracion,6,0.08563854534820489
RES_IX_iluminacion,6,0.08563854534820489
RES_IX_otros_electricos,6,0.08563854534820489
RES_XIV_calef_electricidad,6,0.08563854534820489
RES_XIV_refrigeracion,6,0.08563854534820489
RES_XIV_iluminacion,6,0.08563854534820489
RES_XIV_otros_electricos,6,0.08563854534820489
RES_XIV_enfriamiento,6,0.08563854534820489
RES_X_calef_electricidad,6,0.08563854534820489
RES_X_refrigeracion,6,0.08563854534820489
RES_X_iluminacion,6,0.08563854534820489
RES_X_otros_electricos,6,0.08563854534820489
RES_X_enfriamiento,6,0.08563854534820489
COM_electricidad,6,0.08556605173535264
PUB_electricidad,6,0.08579213887141166
RES_XV_calef_electricidad,7,0.087000620237574
RES_XV_refrigeracion,7,0.087000620237574
RES_XV_iluminacion,7,0.087000620237574
RES_XV_otros_electricos,7,0.087000620237574
RES_XV_enfriamiento,7,0.087000620237574
RES_I_coc_electricidad,7,0.087000620237574
RES_I_refrigeracion,7,0.087000620237574
RES_I_iluminacion,7,0.087000620237574
RES_I_otros_electricos,7,0.087000620237574
RES_I_enfriamiento,7,0.087000620237574
RES_II_coc_electricidad,7,0.087000620237574
RES_II_refrigeracion,7,0.087000620237574
RES_II_iluminacion,7,0.087000620237574
RES_II_otros_electricos,7,0.087000620237574
RES_II_enfriamiento,7,0.087000620237574
RES_III_coc_electricidad,7,0.087000620237574
RES_III_refrigeracion,7,0.087000620237574
RES_III_iluminacion,7,0.087000620237574
RES_III_otros_electricos,7,0.087000620237574
RES_III_enfriamiento,7,0.087000620237574
RES_IV_coc_electricidad,7,0.087000620237574
RES_IV_refrigeracion,7,0.087000620237574
RES_IV_iluminacion,7,0.087000620237574
RES_IV_otros_electricos,7,0.087000620237574
RES_IV_enfriamiento,7,0.087000620237574
RES_V_calef_electricidad,7,0.087000620237574
RES_V_coc_electricidad,7,0.087000620237574
RES_V_refrigeracion,7,0.087000620237574
RES_V_iluminacion,7,0.087000620237574
RES_V_otros_electricos,7,0.087000620237574
RES_V_enfriamiento,7,0.087000620237574
RES_RM_calef_biomasa_electricidad,7,0.087000620237574
RES_RM_calef_electricidad,7,0.087000620237574
RES_RM_coc_electricidad,7,0.087000620237574
RES_RM_coc_gas_licuado_electricidad,7,0.087000620237574
RES_RM_refrigeracion,7,0.087000620237574
RES_RM_iluminacion,7,0.087000620237574
RES_RM_otros_electricos,7,0.087000620237574
RES_RM_enfriamiento,7,0.087000620237574
RES_VI_calef_electricidad,7,0.087000620237574
RES_VI_refrigeracion,7,0.087000620237574
RES_VI_iluminacion,7,0.087000620237574
RES_VI_otros_electricos,7,0.087000620237574
RES_VI_enfriamiento,7,0.087000620237574
RES_VII_calef_electricidad,7,0.087000620237574
RES_VII_refrigeracion,7,0.087000620237574
RES_VII_iluminacion,7,0.087000620237574
RES_VII_otros_electricos,7,0.087000620237574
RES_VII_enfriamiento,7,0.087000620237574
RES_VIII_calef_electricidad,7,0.087000620237574
RES_VIII_refrigeracion,7,0.087000620237574
RES_VIII_iluminacion,7,0.087000620237574
RES_VIII_otros_electricos,7,0.087000620237574
RES_VIII_enfriamiento,7,0.087000620237574
RES_IX_coc_electricidad,7,0.087000620237574
RES_IX_refrigeracion,7,0.087000620237574
RES_IX_iluminacion,7,0.087000620237574
RES_IX_otros_electricos,7,0.087000620237574
RES_XIV_calef_electricidad,7,0.087000620237574
RES_XIV_refrigeracion,7,0.087000620237574
RES_XIV_iluminacion,7,0.087000620237574
RES_XIV_otros_electricos,7,0.087000620237574
RES_XIV_enfriamiento,7,0.087000620237574
RES_X_calef_electricidad,7,0.087000620237574
RES_X_refrigeracion,7,0.087000620237574
RES_X_iluminacion,7,0.087000620237574
RES_X_otros_electricos,7,0.087000620237574
RES_X_enfriamiento,7,0.087000620237574
COM_electricidad,7,0.08597323540317797
PUB_electricidad,7,0.09753644583687773
RES_XV_calef_electricidad,8,0.0828574439880119
RES_XV_refrigeracion,8,0.0828574439880119
RES_XV_iluminacion,8,0.0828574439880119
RES_XV_otros_electricos,8,0.0828574439880119
RES_XV_enfriamiento,8,0.0828574439880119
RES_I_coc_electricidad,8,0.0828574439880119
RES_I_refrigeracion,8,0.0828574439880119
RES_I_iluminacion,8,0.0828574439880119
RES_I_otros_electricos,8,0.0828574439880119
RES_I_enfriamiento,8,0.0828574439880119
RES_II_coc_electricidad,8,0.0828574439880119
RES_II_refrigeracion,8,0.0828574439880119
RES_II_iluminacion,8,0.0828574439880119
RES_II_otros_electricos,8,0.0828574439880119
RES_II_enfriamiento,8,0.0828574439880119
RES_III_coc_electricidad,8,0.0828574439880119
RES_III_refrigeracion,8,0.0828574439880119
RES_III_iluminacion,8,0.0828574439880119
RES_III_otros_electricos,8,0.0828574439880119
RES_III_enfriamiento,8,0.0828574439880119
RES_IV_coc_electricidad,8,0.0828574439880119
RES_IV_refrigeracion,8,0.0828574439880119
RES_IV_iluminacion,8,0.0828574439880119
RES_IV_otros_electricos,8,0.0828574439880119
RES_IV_enfriamiento,8,0.0828574439880119
RES_V_calef_electricidad,8,0.0828574439880119
RES_V_coc_electricidad,8,0.0828574439880119
RES_V_refrigeracion,8,0.0828574439880119
RES_V_iluminacion,8,0.0828574439880119
RES_V_otros_electricos,8,0.0828574439880119
RES_V_enfriamiento,8,0.0828574439880119
RES_RM_calef_biomasa_electricidad,8,0.0828574439880119
RES_RM_calef_electricidad,8,0.0828574439880119
RES_RM_coc_electricidad,8,0.0828574439880119
RES_RM_coc_gas_licuado_electricidad,8,0.0828574439880119
RES_RM_refrigeracion,8,0.0828574439880119
RES_RM_iluminacion,8,0.0828574439880119
RES_RM_otros_electricos,8,0.0828574439880119
RES_RM_enfriamiento,8,0.0828574439880119
RES_VI_calef_electricidad,8,0.0828574439880119
RES_VI_refrigeracion,8,0.0828574439880119
RES_VI_iluminacion,8,0.0828574439880119
RES_VI_otros_electricos,8,0.0828574439880119
RES_VI_enfriamiento,8,0.0828574439880119
RES_VII_calef_electricidad,8,0.0828574439880119
RES_VII_refrigeracion,8,0.0828574439880119
RES_VII_iluminacion,8,0.0828574439880119
RES_VII_otros_electricos,8,0.0828574439880119
RES_VII_enfriamiento,8,0.0828574439880119
RES_VIII_calef_electricidad,8,0.0828574439880119
RES_VIII_refrigeracion,8,0.0828574439880119
RES_VIII_iluminacion,8,0.0828574439880119
RES_VIII_otros_electricos,8,0.0828574439880119
RES_VIII_enfriamiento,8,0.0828574439880119
RES_IX_coc_electricidad,8,0.0828574439880119
RES_IX_refrigeracion,8,0.0828574439880119
RES_IX_iluminacion,8,0.0828574439880119
RES_IX_otros_electricos,8,0.0828574439880119
RES_XIV_calef_electricidad,8,0.0828574439880119
RES_XIV_refrigeracion,8,0.0828574439880119
RES_XIV_iluminacion,8,0.0828574439880119
RES_XIV_otros_electricos,8,0.0828574439880119
RES_XIV_enfriamiento,8,0.0828574439880119
RES_X_calef_electricidad,8,0.0828574439880119
RES_X_refrigeracion,8,0.0828574439880119
RES_X_iluminacion,8,0.0828574439880119
RES_X_otros_electricos,8,0.0828574439880119
RES_X_enfriamiento,8,0.0828574439880119
COM_electricidad,8,0.08741880914252059
PUB_electricidad,8,0.08357305158518129
RES_XV_calef_electricidad,9,0.07666712785905339
RES_XV_refrigeracion,9,0.07666712785905339
RES_XV_iluminacion,9,0.07666712785905339
RES_XV_otros_electricos,9,0.07666712785905339
RES_XV_enfriamiento,9,0.07666712785905339
RES_I_coc_electricidad,9,0.07666712785905339
RES_I_refrigeracion,9,0.07666712785905339
RES_I_iluminacion,9,0.07666712785905339
RES_I_otros_electricos,9,0.07666712785905339
RES_I_enfriamiento,9,0.07666712785905339
RES_II_coc_electricidad,9,0.07666712785905339
RES_II_refrigeracion,9,0.07666712785905339
RES_II_iluminacion,9,0.07666712785905339
RES_II_otros_electricos,9,0.07666712785905339
RES_II_enfriamiento,9,0.07666712785905339
RES_III_coc_electricidad,9,0.07666712785905339
RES_III_refrigeracion,9,0.07666712785905339
RES_III_iluminacion,9,0.07666712785905339
RES_III_otros_electricos,9,0.07666712785905339
RES_III_enfriamiento,9,0.07666712785905339
RES_IV_coc_electricidad,9,0.07666712785905339
RES_IV_refrigeracion,9,0.07666712785905339
RES_IV_iluminacion,9,0.07666712785905339
RES_IV_otros_electricos,9,0.07666712785905339
RES_IV_enfriamiento,9,0.07666712785905339
RES_V_calef_electricidad,9,0.07666712785905339
RES_V_coc_electricidad,9,0.07666712785905339
RES_V_refrigeracion,9,0.07666712785905339
