Proceso,Agno,COMA
Eolica_VIII,2034,28.153016230016256
Eolica_X-XIV,2034,28.153016230016256
Hidro_Pasada_XIII,2034,57.47736919568732
Hidro_Pasada_VI,2034,57.47736919568732
Hidro_Pasada_VII,2034,57.47736919568732
Hidro_Pasada_VIII,2034,57.47736919568732
Hidro_Pasada_X-XIV,2034,57.47736919568732
Solar_FV_SING,2034,15.873890571329532
Solar_FV_II-III,2034,15.873890571329532
Solar_FV_IV,2034,15.873890571329532
Solar_FV_V,2034,15.873890571329532
Solar_FV_XIII,2034,15.873890571329532
Solar_FV_VI,2034,15.873890571329532
Carbon_SING,2035,66.65801454519503
Carbon_II-III,2035,66.65801454519503
GNL_CC_SING,2035,35.6855122592615
GNL_CC_II-III,2035,35.6855122592615
GNL_CC_VIII,2035,35.6855122592615
GNL_CA_SING,2035,35.6855122592615
GNL_CA_II-III,2035,35.6855122592615
GNL_CA_VIII,2035,35.6855122592615
Diesel_SING,2035,22.5
Diesel_IV,2035,22.5
Diesel_X-XIV,2035,22.5
Biomasa_VII,2035,120.2717494932412
Biomasa_VIII,2035,120.2717494932412
Biomasa_X-XIV,2035,120.2717494932412
Geotermica_SING,2035,159.08423343481658
Geotermica_VI,2035,159.08423343481658
Geotermica_VII,2035,159.08423343481658
Geotermica_VIII,2035,159.08423343481658
Solar_CSP_SING,2035,30.0
Solar_CSP_II-III,2035,30.0
Eolica_SING,2035,28.015348181542237
Eolica_II-III,2035,28.015348181542237
Eolica_IV,2035,28.015348181542237
Eolica_V,2035,28.015348181542237
Eolica_VI,2035,28.015348181542237
Eolica_VIII,2035,28.015348181542237
Eolica_X-XIV,2035,28.015348181542237
Hidro_Pasada_XIII,2035,57.63175946560745
Hidro_Pasada_VI,2035,57.63175946560745
Hidro_Pasada_VII,2035,57.63175946560745
Hidro_Pasada_VIII,2035,57.63175946560745
Hidro_Pasada_X-XIV,2035,57.63175946560745
Solar_FV_SING,2035,15.666473307443553
Solar_FV_II-III,2035,15.666473307443553
Solar_FV_IV,2035,15.666473307443553
Solar_FV_V,2035,15.666473307443553
Solar_FV_XIII,2035,15.666473307443553
Solar_FV_VI,2035,15.666473307443553
Carbon_SING,2036,66.77156379953152
Carbon_II-III,2036,66.77156379953152
GNL_CC_SING,2036,35.95157998587667
GNL_CC_II-III,2036,35.95157998587667
GNL_CC_VIII,2036,35.95157998587667
GNL_CA_SING,2036,35.95157998587667
GNL_CA_II-III,2036,35.95157998587667
GNL_CA_VIII,2036,35.95157998587667
Diesel_SING,2036,22.5
Diesel_IV,2036,22.5
Diesel_X-XIV,2036,22.5
Biomasa_VII,2036,119.69642645424703
Biomasa_VIII,2036,119.69642645424703
Biomasa_X-XIV,2036,119.69642645424703
Geotermica_SING,2036,157.92939421581394
Geotermica_VI,2036,157.92939421581394
Geotermica_VII,2036,157.92939421581394
Geotermica_VIII,2036,157.92939421581394
Solar_CSP_SING,2036,30.0
Solar_CSP_II-III,2036,30.0
Eolica_SING,2036,27.847239894886673
Eolica_II-III,2036,27.847239894886673
Eolica_IV,2036,27.847239894886673
Eolica_V,2036,27.847239894886673
Eolica_VI,2036,27.847239894886673
Eolica_VIII,2036,27.847239894886673
Eolica_X-XIV,2036,27.847239894886673
Hidro_Pasada_XIII,2036,57.786149735527594
Hidro_Pasada_VI,2036,57.786149735527594
Hidro_Pasada_VII,2036,57.786149735527594
Hidro_Pasada_VIII,2036,57.786149735527594
Hidro_Pasada_X-XIV,2036,57.786149735527594
Solar_FV_SING,2036,15.497930279396822
Solar_FV_II-III,2036,15.497930279396822
Solar_FV_IV,2036,15.497930279396822
Solar_FV_V,2036,15.497930279396822
Solar_FV_XIII,2036,15.497930279396822
Solar_FV_VI,2036,15.497930279396822
Carbon_SING,2037,66.88511305386803
Carbon_II-III,2037,66.88511305386803
GNL_CC_SING,2037,36.21764771249184
GNL_CC_II-III,2037,36.21764771249184
GNL_CC_VIII,2037,36.21764771249184
GNL_CA_SING,2037,36.21764771249184
GNL_CA_II-III,2037,36.21764771249184
GNL_CA_VIII,2037,36.21764771249184
Diesel_SING,2037,22.5
Diesel_IV,2037,22.5
Diesel_X-XIV,2037,22.5
Biomasa_VII,2037,119.12110341525288
Biomasa_VIII,2037,119.12110341525288
Biomasa_X-XIV,2037,119.12110341525288
Geotermica_SING,2037,156.7745549968113
Geotermica_VI,2037,156.7745549968113
Geotermica_VII,2037,156.7745549968113
Geotermica_VIII,2037,156.7745549968113
Solar_CSP_SING,2037,30.0
Solar_CSP_II-III,2037,30.0
Eolica_SING,2037,27.679372952439984
Eolica_II-III,2037,27.679372952439984
Eolica_IV,2037,27.679372952439984
Eolica_V,2037,27.679372952439984
Eolica_VI,2037,27.679372952439984
Eolica_VIII,2037,27.679372952439984
Eolica_X-XIV,2037,27.679372952439984
Hidro_Pasada_XIII,2037,57.94054000544773
Hidro_Pasada_VI,2037,57.94054000544773
Hidro_Pasada_VII,2037,57.94054000544773
Hidro_Pasada_VIII,2037,57.94054000544773
Hidro_Pasada_X-XIV,2037,57.94054000544773
Solar_FV_SING,2037,15.329387251350092
Solar_FV_II-III,2037,15.329387251350092
Solar_FV_IV,2037,15.329387251350092
Solar_FV_V,2037,15.329387251350092
Solar_FV_XIII,2037,15.329387251350092
Solar_FV_VI,2037,15.329387251350092
Carbon_SING,2038,66.99866230820452
Carbon_II-III,2038,66.99866230820452
GNL_CC_SING,2038,36.483715439107016
GNL_CC_II-III,2038,36.483715439107016
GNL_CC_VIII,2038,36.483715439107016
GNL_CA_SING,2038,36.483715439107016
GNL_CA_II-III,2038,36.483715439107016
GNL_CA_VIII,2038,36.483715439107016
Diesel_SING,2038,22.5
Diesel_IV,2038,22.5
Diesel_X-XIV,2038,22.5
Biomasa_VII,2038,118.5457803762587
Biomasa_VIII,2038,118.5457803762587
Biomasa_X-XIV,2038,118.5457803762587
Geotermica_SING,2038,155.61971577780866
Geotermica_VI,2038,155.61971577780866
Geotermica_VII,2038,155.61971577780866
Geotermica_VIII,2038,155.61971577780866
Solar_CSP_SING,2038,30.0
Solar_CSP_II-III,2038,30.0
Eolica_SING,2038,27.511582910695175
Eolica_II-III,2038,27.511582910695175
Eolica_IV,2038,27.511582910695175
Eolica_V,2038,27.511582910695175
Eolica_VI,2038,27.511582910695175
Eolica_VIII,2038,27.511582910695175
Eolica_X-XIV,2038,27.511582910695175
Hidro_Pasada_XIII,2038,58.094930275367865
Hidro_Pasada_VI,2038,58.094930275367865
Hidro_Pasada_VII,2038,58.094930275367865
Hidro_Pasada_VIII,2038,58.094930275367865
Hidro_Pasada_X-XIV,2038,58.094930275367865
Solar_FV_SING,2038,15.160844223303357
Solar_FV_II-III,2038,15.160844223303357
Solar_FV_IV,2038,15.160844223303357
Solar_FV_V,2038,15.160844223303357
Solar_FV_XIII,2038,15.160844223303357
Solar_FV_VI,2038,15.160844223303357
Carbon_SING,2039,67.11221156254102
Carbon_II-III,2039,67.11221156254102
GNL_CC_SING,2039,36.749783165722185
GNL_CC_II-III,2039,36.749783165722185
GNL_CC_VIII,2039,36.749783165722185
GNL_CA_SING,2039,36.749783165722185
GNL_CA_II-III,2039,36.749783165722185
GNL_CA_VIII,2039,36.749783165722185
Diesel_SING,2039,22.5
Diesel_IV,2039,22.5
Diesel_X-XIV,2039,22.5
Biomasa_VII,2039,117.97045733726453
Biomasa_VIII,2039,117.97045733726453
Biomasa_X-XIV,2039,117.97045733726453
Geotermica_SING,2039,154.46487655880603
Geotermica_VI,2039,154.46487655880603
Geotermica_VII,2039,154.46487655880603
Geotermica_VIII,2039,154.46487655880603
Solar_CSP_SING,2039,30.0
Solar_CSP_II-III,2039,30.0
Eolica_SING,2039,27.343817372202302
Eolica_II-III,2039,27.343817372202302
Eolica_IV,2039,27.343817372202302
Eolica_V,2039,27.343817372202302
Eolica_VI,2039,27.343817372202302
Eolica_VIII,2039,27.343817372202302
Eolica_X-XIV,2039,27.343817372202302
Hidro_Pasada_XIII,2039,58.249320545288
Hidro_Pasada_VI,2039,58.249320545288
Hidro_Pasada_VII,2039,58.249320545288
Hidro_Pasada_VIII,2039,58.249320545288
Hidro_Pasada_X-XIV,2039,58.249320545288
Solar_FV_SING,2039,14.992301195256626
Solar_FV_II-III,2039,14.992301195256626
Solar_FV_IV,2039,14.992301195256626
Solar_FV_V,2039,14.992301195256626
Solar_FV_XIII,2039,14.992301195256626
Solar_FV_VI,2039,14.992301195256626
Carbon_SING,2040,67.22576081687751
Carbon_II-III,2040,67.22576081687751
GNL_CC_SING,2040,37.015850892337355
GNL_CC_II-III,2040,37.015850892337355
GNL_CC_VIII,2040,37.015850892337355
GNL_CA_SING,2040,37.015850892337355
GNL_CA_II-III,2040,37.015850892337355
GNL_CA_VIII,2040,37.015850892337355
Diesel_SING,2040,22.5
Diesel_IV,2040,22.5
Diesel_X-XIV,2040,22.5
Biomasa_VII,2040,117.39513429827038
Biomasa_VIII,2040,117.39513429827038
Biomasa_X-XIV,2040,117.39513429827038
Geotermica_SING,2040,153.3100373398034
Geotermica_VI,2040,153.3100373398034
Geotermica_VII,2040,153.3100373398034
Geotermica_VIII,2040,153.3100373398034
Solar_CSP_SING,2040,30.0
Solar_CSP_II-III,2040,30.0
Eolica_SING,2040,27.17605964130207
Eolica_II-III,2040,27.17605964130207
Eolica_IV,2040,27.17605964130207
Eolica_V,2040,27.17605964130207
Eolica_VI,2040,27.17605964130207
Eolica_VIII,2040,27.17605964130207
Eolica_X-XIV,2040,27.17605964130207
Hidro_Pasada_XIII,2040,58.403710815208136
Hidro_Pasada_VI,2040,58.403710815208136
Hidro_Pasada_VII,2040,58.403710815208136
Hidro_Pasada_VIII,2040,58.403710815208136
Hidro_Pasada_X-XIV,2040,58.403710815208136
Solar_FV_SING,2040,14.823758167209895
Solar_FV_II-III,2040,14.823758167209895
Solar_FV_IV,2040,14.823758167209895
Solar_FV_V,2040,14.823758167209895
Solar_FV_XIII,2040,14.823758167209895
Solar_FV_VI,2040,14.823758167209895
Carbon_SING,2041,67.33244928249194
Carbon_II-III,2041,67.33244928249194
GNL_CC_SING,2041,37.26584247236102
GNL_CC_II-III,2041,37.26584247236102
GNL_CC_VIII,2041,37.26584247236102
GNL_CA_SING,2041,37.26584247236102
GNL_CA_II-III,2041,37.26584247236102
GNL_CA_VIII,2041,37.26584247236102
Diesel_SING,2041,22.5
Diesel_IV,2041,22.5
Diesel_X-XIV,2041,22.5
Biomasa_VII,2041,116.79461319864333
Biomasa_VIII,2041,116.79461319864333
Biomasa_X-XIV,2041,116.79461319864333
Geotermica_SING,2041,152.5226469632107
Geotermica_VI,2041,152.5226469632107
Geotermica_VII,2041,152.5226469632107
Geotermica_VIII,2041,152.5226469632107
Solar_CSP_SING,2041,30.0
Solar_CSP_II-III,2041,30.0
Eolica_SING,2041,26.985730246465334
Eolica_II-III,2041,26.985730246465334
Eolica_IV,2041,26.985730246465334
Eolica_V,2041,26.985730246465334
Eolica_VI,2041,26.985730246465334
Eolica_VIII,2041,26.985730246465334
Eolica_X-XIV,2041,26.985730246465334
Hidro_Pasada_XIII,2041,58.506637661821564
Hidro_Pasada_VI,2041,58.506637661821564
Hidro_Pasada_VII,2041,58.506637661821564
Hidro_Pasada_VIII,2041,58.506637661821564
Hidro_Pasada_X-XIV,2041,58.506637661821564
Solar_FV_SING,2041,14.750449101283458
Solar_FV_II-III,2041,14.750449101283458
Solar_FV_IV,2041,14.750449101283458
Solar_FV_V,2041,14.750449101283458
Solar_FV_XIII,2041,14.750449101283458
Solar_FV_VI,2041,14.750449101283458
Carbon_SING,2042,67.43913774810636
Carbon_II-III,2042,67.43913774810636
GNL_CC_SING,2042,37.5158340523847
GNL_CC_II-III,2042,37.5158340523847
GNL_CC_VIII,2042,37.5158340523847
GNL_CA_SING,2042,37.5158340523847
GNL_CA_II-III,2042,37.5158340523847
GNL_CA_VIII,2042,37.5158340523847
Diesel_SING,2042,22.5
Diesel_IV,2042,22.5
Diesel_X-XIV,2042,22.5
Biomasa_VII,2042,116.1940920990163
Biomasa_VIII,2042,116.1940920990163
Biomasa_X-XIV,2042,116.1940920990163
Geotermica_SING,2042,151.735256586618
Geotermica_VI,2042,151.735256586618
Geotermica_VII,2042,151.735256586618
Geotermica_VIII,2042,151.735256586618
Solar_CSP_SING,2042,30.0
Solar_CSP_II-III,2042,30.0
Eolica_SING,2042,26.79540164431971
Eolica_II-III,2042,26.79540164431971
Eolica_IV,2042,26.79540164431971
Eolica_V,2042,26.79540164431971
Eolica_VI,2042,26.79540164431971
Eolica_VIII,2042,26.79540164431971
Eolica_X-XIV,2042,26.79540164431971
Hidro_Pasada_XIII,2042,58.60956450843499
Hidro_Pasada_VI,2042,58.60956450843499
Hidro_Pasada_VII,2042,58.60956450843499
Hidro_Pasada_VIII,2042,58.60956450843499
Hidro_Pasada_X-XIV,2042,58.60956450843499
Solar_FV_SING,2042,14.677140035357017
Solar_FV_II-III,2042,14.677140035357017
Solar_FV_IV,2042,14.677140035357017
Solar_FV_V,2042,14.677140035357017
Solar_FV_XIII,2042,14.677140035357017
Solar_FV_VI,2042,14.677140035357017
Carbon_SING,2043,67.54582621372079
Carbon_II-III,2043,67.54582621372079
GNL_CC_SING,2043,37.765825632408365
GNL_CC_II-III,2043,37.765825632408365
GNL_CC_VIII,2043,37.765825632408365
GNL_CA_SING,2043,37.765825632408365
GNL_CA_II-III,2043,37.765825632408365
GNL_CA_VIII,2043,37.765825632408365
Diesel_SING,2043,22.5
Diesel_IV,2043,22.5
Diesel_X-XIV,2043,22.5
Biomasa_VII,2043,115.59357099938926
Biomasa_VIII,2043,115.59357099938926
Biomasa_X-XIV,2043,115.59357099938926
Geotermica_SING,2043,150.94786621002527
Geotermica_VI,2043,150.94786621002527
Geotermica_VII,2043,150.94786621002527
Geotermica_VIII,2043,150.94786621002527
Solar_CSP_SING,2043,30.0
Solar_CSP_II-III,2043,30.0
Eolica_SING,2043,26.60507329475319
Eolica_II-III,2043,26.60507329475319
Eolica_IV,2043,26.60507329475319
Eolica_V,2043,26.60507329475319
Eolica_VI,2043,26.60507329475319
Eolica_VIII,2043,26.60507329475319
Eolica_X-XIV,2043,26.60507329475319
Hidro_Pasada_XIII,2043,58.71249135504842
Hidro_Pasada_VI,2043,58.71249135504842
Hidro_Pasada_VII,2043,58.71249135504842
Hidro_Pasada_VIII,2043,58.71249135504842
Hidro_Pasada_X-XIV,2043,58.71249135504842
Solar_FV_SING,2043,14.603830969430579
Solar_FV_II-III,2043,14.603830969430579
Solar_FV_IV,2043,14.603830969430579
Solar_FV_V,2043,14.603830969430579
Solar_FV_XIII,2043,14.603830969430579
Solar_FV_VI,2043,14.603830969430579
Carbon_SING,2044,67.65251467933521
Carbon_II-III,2044,67.65251467933521
GNL_CC_SING,2044,38.01581721243204
GNL_CC_II-III,2044,38.01581721243204
GNL_CC_VIII,2044,38.01581721243204
GNL_CA_SING,2044,38.01581721243204
GNL_CA_II-III,2044,38.01581721243204
GNL_CA_VIII,2044,38.01581721243204
Diesel_SING,2044,22.5
Diesel_IV,2044,22.5
Diesel_X-XIV,2044,22.5
Biomasa_VII,2044,114.99304989976223
Biomasa_VIII,2044,114.99304989976223
Biomasa_X-XIV,2044,114.99304989976223
Geotermica_SING,2044,150.16047583343257
Geotermica_VI,2044,150.16047583343257
Geotermica_VII,2044,150.16047583343257
Geotermica_VIII,2044,150.16047583343257
Solar_CSP_SING,2044,30.0
Solar_CSP_II-III,2044,30.0
Eolica_SING,2044,26.414745025667187
Eolica_II-III,2044,26.414745025667187
Eolica_IV,2044,26.414745025667187
Eolica_V,2044,26.414745025667187
Eolica_VI,2044,26.414745025667187
Eolica_VIII,2044,26.414745025667187
Eolica_X-XIV,2044,26.414745025667187
Hidro_Pasada_XIII,2044,58.81541820166185
Hidro_Pasada_VI,2044,58.81541820166185
Hidro_Pasada_VII,2044,58.81541820166185
Hidro_Pasada_VIII,2044,58.81541820166185
Hidro_Pasada_X-XIV,2044,58.81541820166185
Solar_FV_SING,2044,14.530521903504141
Solar_FV_II-III,2044,14.530521903504141
Solar_FV_IV,2044,14.530521903504141
Solar_FV_V,2044,14.530521903504141
Solar_FV_XIII,2044,14.530521903504141
Solar_FV_VI,2044,14.530521903504141
Carbon_SING,2045,67.75920314494964
Carbon_II-III,2045,67.75920314494964
GNL_CC_SING,2045,38.26580879245571
GNL_CC_II-III,2045,38.26580879245571
GNL_CC_VIII,2045,38.26580879245571
GNL_CA_SING,2045,38.26580879245571
GNL_CA_II-III,2045,38.26580879245571
GNL_CA_VIII,2045,38.26580879245571
Diesel_SING,2045,22.5
Diesel_IV,2045,22.5
Diesel_X-XIV,2045,22.5
Biomasa_VII,2045,114.39252880013518
Biomasa_VIII,2045,114.39252880013518
Biomasa_X-XIV,2045,114.39252880013518
Geotermica_SING,2045,149.37308545683987
Geotermica_VI,2045,149.37308545683987
Geotermica_VII,2045,149.37308545683987
Geotermica_VIII,2045,149.37308545683987
Solar_CSP_SING,2045,30.0
Solar_CSP_II-III,2045,30.0
Eolica_SING,2045,26.224416782225106
Eolica_II-III,2045,26.224416782225106
Eolica_IV,2045,26.224416782225106
Eolica_V,2045,26.224416782225106
Eolica_VI,2045,26.224416782225106
Eolica_VIII,2045,26.224416782225106
Eolica_X-XIV,2045,26.224416782225106
Hidro_Pasada_XIII,2045,58.91834504827528
Hidro_Pasada_VI,2045,58.91834504827528
Hidro_Pasada_VII,2045,58.91834504827528
Hidro_Pasada_VIII,2045,58.91834504827528
Hidro_Pasada_X-XIV,2045,58.91834504827528
Solar_FV_SING,2045,14.4572128375777
Solar_FV_II-III,2045,14.4572128375777
Solar_FV_IV,2045,14.4572128375777
Solar_FV_V,2045,14.4572128375777
Solar_FV_XIII,2045,14.4572128375777
Solar_FV_VI,2045,14.4572128375777
Carbon_SING,2046,67.86423982404742
Carbon_II-III,2046,67.86423982404742
GNL_CC_SING,2046,38.512453085868216
GNL_CC_II-III,2046,38.512453085868216
GNL_CC_VIII,2046,38.512453085868216
GNL_CA_SING,2046,38.512453085868216
GNL_CA_II-III,2046,38.512453085868216
GNL_CA_VIII,2046,38.512453085868216
Diesel_SING,2046,22.5
Diesel_IV,2046,22.5
Diesel_X-XIV,2046,22.5
Biomasa_VII,2046,113.79200770050815
Biomasa_VIII,2046,113.79200770050815
Biomasa_X-XIV,2046,113.79200770050815
Geotermica_SING,2046,148.58569508024715
Geotermica_VI,2046,148.58569508024715
Geotermica_VII,2046,148.58569508024715
Geotermica_VIII,2046,148.58569508024715
Solar_CSP_SING,2046,30.0
Solar_CSP_II-III,2046,30.0
Eolica_SING,2046,26.027179120627842
Eolica_II-III,2046,26.027179120627842
Eolica_IV,2046,26.027179120627842
Eolica_V,2046,26.027179120627842
Eolica_VI,2046,26.027179120627842
Eolica_VIII,2046,26.027179120627842
Eolica_X-XIV,2046,26.027179120627842
Hidro_Pasada_XIII,2046,59.0212718948887
Hidro_Pasada_VI,2046,59.0212718948887
Hidro_Pasada_VII,2046,59.0212718948887
Hidro_Pasada_VIII,2046,59.0212718948887
Hidro_Pasada_X-XIV,2046,59.0212718948887
Solar_FV_SING,2046,14.389420006699943
Solar_FV_II-III,2046,14.389420006699943
Solar_FV_IV,2046,14.389420006699943
Solar_FV_V,2046,14.389420006699943
Solar_FV_XIII,2046,14.389420006699943
Solar_FV_VI,2046,14.389420006699943
Carbon_SING,2047,67.96765029014
Carbon_II-III,2047,67.96765029014
GNL_CC_SING,2047,38.75579491148967
GNL_CC_II-III,2047,38.75579491148967
GNL_CC_VIII,2047,38.75579491148967
GNL_CA_SING,2047,38.75579491148967
GNL_CA_II-III,2047,38.75579491148967
GNL_CA_VIII,2047,38.75579491148967
Diesel_SING,2047,22.5
Diesel_IV,2047,22.5
Diesel_X-XIV,2047,22.5
Biomasa_VII,2047,113.1914866008811
Biomasa_VIII,2047,113.1914866008811
Biomasa_X-XIV,2047,113.1914866008811
Geotermica_SING,2047,147.79830470365445
Geotermica_VI,2047,147.79830470365445
Geotermica_VII,2047,147.79830470365445
Geotermica_VIII,2047,147.79830470365445
Solar_CSP_SING,2047,30.0
Solar_CSP_II-III,2047,30.0
Eolica_SING,2047,25.82278120456257
Eolica_II-III,2047,25.82278120456257
Eolica_IV,2047,25.82278120456257
Eolica_V,2047,25.82278120456257
Eolica_VI,2047,25.82278120456257
Eolica_VIII,2047,25.82278120456257
Eolica_X-XIV,2047,25.82278120456257
Hidro_Pasada_XIII,2047,59.12419874150213
Hidro_Pasada_VI,2047,59.12419874150213
Hidro_Pasada_VII,2047,59.12419874150213
Hidro_Pasada_VIII,2047,59.12419874150213
Hidro_Pasada_X-XIV,2047,59.12419874150213
Solar_FV_SING,2047,14.326728334662647
Solar_FV_II-III,2047,14.326728334662647
Solar_FV_IV,2047,14.326728334662647
Solar_FV_V,2047,14.326728334662647
Solar_FV_XIII,2047,14.326728334662647
Solar_FV_VI,2047,14.326728334662647
Carbon_SING,2048,68.06945972080118
Carbon_II-III,2048,68.06945972080118
GNL_CC_SING,2048,38.995878488034236
GNL_CC_II-III,2048,38.995878488034236
GNL_CC_VIII,2048,38.995878488034236
GNL_CA_SING,2048,38.995878488034236
GNL_CA_II-III,2048,38.995878488034236
GNL_CA_VIII,2048,38.995878488034236
Diesel_SING,2048,22.5
Diesel_IV,2048,22.5
Diesel_X-XIV,2048,22.5
Biomasa_VII,2048,112.59096550125408
Biomasa_VIII,2048,112.59096550125408
Biomasa_X-XIV,2048,112.59096550125408
Geotermica_SING,2048,147.01091432706176
Geotermica_VI,2048,147.01091432706176
Geotermica_VII,2048,147.01091432706176
Geotermica_VIII,2048,147.01091432706176
Solar_CSP_SING,2048,30.0
Solar_CSP_II-III,2048,30.0
Eolica_SING,2048,25.61096309567975
Eolica_II-III,2048,25.61096309567975
Eolica_IV,2048,25.61096309567975
Eolica_V,2048,25.61096309567975
Eolica_VI,2048,25.61096309567975
Eolica_VIII,2048,25.61096309567975
Eolica_X-XIV,2048,25.61096309567975
Hidro_Pasada_XIII,2048,59.227125588115555
Hidro_Pasada_VI,2048,59.227125588115555
Hidro_Pasada_VII,2048,59.227125588115555
Hidro_Pasada_VIII,2048,59.227125588115555
Hidro_Pasada_X-XIV,2048,59.227125588115555
Solar_FV_SING,2048,14.268753978201296
Solar_FV_II-III,2048,14.268753978201296
Solar_FV_IV,2048,14.268753978201296
Solar_FV_V,2048,14.268753978201296
Solar_FV_XIII,2048,14.268753978201296
Solar_FV_VI,2048,14.268753978201296
Carbon_SING,2049,68.1696929037971
Carbon_II-III,2049,68.1696929037971
GNL_CC_SING,2049,39.23274744214532
GNL_CC_II-III,2049,39.23274744214532
GNL_CC_VIII,2049,39.23274744214532
GNL_CA_SING,2049,39.23274744214532
GNL_CA_II-III,2049,39.23274744214532
GNL_CA_VIII,2049,39.23274744214532
Diesel_SING,2049,22.5
Diesel_IV,2049,22.5
Diesel_X-XIV,2049,22.5
Biomasa_VII,2049,111.99044440162704
Biomasa_VIII,2049,111.99044440162704
Biomasa_X-XIV,2049,111.99044440162704
Geotermica_SING,2049,146.22352395046906
Geotermica_VI,2049,146.22352395046906
Geotermica_VII,2049,146.22352395046906
Geotermica_VIII,2049,146.22352395046906
Solar_CSP_SING,2049,30.0
Solar_CSP_II-III,2049,30.0
Eolica_SING,2049,25.3914554204423
Eolica_II-III,2049,25.3914554204423
Eolica_IV,2049,25.3914554204423
Eolica_V,2049,25.3914554204423
Eolica_VI,2049,25.3914554204423
Eolica_VIII,2049,25.3914554204423
Eolica_X-XIV,2049,25.3914554204423
Hidro_Pasada_XIII,2049,59.330052434728984
Hidro_Pasada_VI,2049,59.330052434728984
Hidro_Pasada_VII,2049,59.330052434728984
Hidro_Pasada_VIII,2049,59.330052434728984
Hidro_Pasada_X-XIV,2049,59.330052434728984
Solar_FV_SING,2049,14.21514197683198
Solar_FV_II-III,2049,14.21514197683198
Solar_FV_IV,2049,14.21514197683198
Solar_FV_V,2049,14.21514197683198
Solar_FV_XIII,2049,14.21514197683198
Solar_FV_VI,2049,14.21514197683198
Carbon_SING,2050,68.26837424312146
Carbon_II-III,2050,68.26837424312146
GNL_CC_SING,2050,39.4664448163231
GNL_CC_II-III,2050,39.4664448163231
GNL_CC_VIII,2050,39.4664448163231
GNL_CA_SING,2050,39.4664448163231
GNL_CA_II-III,2050,39.4664448163231
GNL_CA_VIII,2050,39.4664448163231
Diesel_SING,2050,22.5
Diesel_IV,2050,22.5
Diesel_X-XIV,2050,22.5
Biomasa_VII,2050,111.38992330200004
Biomasa_VIII,2050,111.38992330200004
Biomasa_X-XIV,2050,111.38992330200004
Geotermica_SING,2050,145.43613357387636
Geotermica_VI,2050,145.43613357387636
Geotermica_VII,2050,145.43613357387636
Geotermica_VIII,2050,145.43613357387636
Solar_CSP_SING,2050,30.0
Solar_CSP_II-III,2050,30.0
Eolica_SING,2050,25.163979026735404
Eolica_II-III,2050,25.163979026735404
Eolica_IV,2050,25.163979026735404
Eolica_V,2050,25.163979026735404
Eolica_VI,2050,25.163979026735404
Eolica_VIII,2050,25.163979026735404
Eolica_X-XIV,2050,25.163979026735404
Hidro_Pasada_XIII,2050,59.43297928134241
Hidro_Pasada_VI,2050,59.43297928134241
Hidro_Pasada_VII,2050,59.43297928134241
Hidro_Pasada_VIII,2050,59.43297928134241
Hidro_Pasada_X-XIV,2050,59.43297928134241
Solar_FV_SING,2050,14.16556407952941
Solar_FV_II-III,2050,14.16556407952941
Solar_FV_IV,2050,14.16556407952941
Solar_FV_V,2050,14.16556407952941
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2017,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2018,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2019,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2020,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2021,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2022,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2023,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2024,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2025,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2026,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2027,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2028,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2029,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2030,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2031,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2032,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2033,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2034,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2035,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2036,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2037,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2038,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2039,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2040,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2041,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2042,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2043,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2044,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2045,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2046,5.85
TRANS_TRACTOCAMION_DIESEL_NUEVO_2,2047,5.85
