Energeticos,Agno,Precio
kerosene,2041,1303.712687895404
kerosene,2042,1305.8041156036556
kerosene,2043,1312.1261126396062
kerosene,2044,1317.852359167429
kerosene,2045,1324.545485778764
kerosene,2046,1334.6236065577068
kerosene,2047,1346.5188962529312
kerosene,2048,1349.0612011824962
kerosene,2049,1364.3456215335975
kerosene,2050,1375.11982671054
gas_coque,2017,120.0
gas_coque,2018,120.0
gas_coque,2019,121.1
gas_coque,2020,122.7
gas_coque,2021,122.9
gas_coque,2022,123.9
gas_coque,2023,123.8
gas_coque,2024,123.8
gas_coque,2025,123.9
gas_coque,2026,123.9
gas_coque,2027,123.4
gas_coque,2028,123.0
gas_coque,2029,122.5
gas_coque,2030,123.1
gas_coque,2031,123.2
gas_coque,2032,123.5
gas_coque,2033,124.0
gas_coque,2034,124.7
gas_coque,2035,124.9
gas_coque,2036,125.4
gas_coque,2037,125.4
gas_coque,2038,125.8
gas_coque,2039,126.0
gas_coque,2040,126.4
gas_coque,2041,126.3
gas_coque,2042,126.3
gas_coque,2043,126.3
gas_coque,2044,126.2
gas_coque,2045,126.2
gas_coque,2046,126.2
gas_coque,2047,126.5
gas_coque,2048,126.2
gas_coque,2049,126.4
gas_coque,2050,126.6
gas_alto_horno,2017,13.96398994666667
gas_alto_horno,2018,13.96398994666667
gas_alto_horno,2019,13.96398994666667
gas_alto_horno,2020,14.909067221025861
gas_alto_horno,2021,14.710290861283497
gas_alto_horno,2022,14.472791720462
gas_alto_horno,2023,14.51707231836916
gas_alto_horno,2024,14.748901681305973
gas_alto_horno,2025,14.910102860799924
gas_alto_horno,2026,15.147574011357255
gas_alto_horno,2027,15.341814198913575
gas_alto_horno,2028,15.535839211314132
gas_alto_horno,2029,15.70852164728978
gas_alto_horno,2030,15.78289352856455
gas_alto_horno,2031,15.959363397159864
gas_alto_horno,2032,15.961273732689046
gas_alto_horno,2033,15.826152481829732
gas_alto_horno,2034,15.782129044474582
gas_alto_horno,2035,15.934058448964267
gas_alto_horno,2036,15.899845599198533
gas_alto_horno,2037,15.900403655090294
gas_alto_horno,2038,15.869965992203655
gas_alto_horno,2039,15.91767014929635
gas_alto_horno,2040,15.89170393110988
gas_alto_horno,2041,15.925719099634957
gas_alto_horno,2042,16.088477237573027
gas_alto_horno,2043,16.31628999760233
gas_alto_horno,2044,16.404553796859904
gas_alto_horno,2045,16.528470195096144
gas_alto_horno,2046,16.63781066326907
gas_alto_horno,2047,16.772358113713032
gas_alto_horno,2048,16.984442094673778
gas_alto_horno,2049,17.078634581759555
gas_alto_horno,2050,17.225123378652402
solar,2017,0.0
solar,2018,0.0
solar,2019,0.0
solar,2020,0.0
solar,2021,0.0
solar,2022,0.0
solar,2023,0.0
solar,2024,0.0
solar,2025,0.0
solar,2026,0.0
solar,2027,0.0
solar,2028,0.0
solar,2029,0.0
solar,2030,0.0
solar,2031,0.0
solar,2032,0.0
solar,2033,0.0
solar,2034,0.0
solar,2035,0.0
solar,2036,0.0
solar,2037,0.0
solar,2038,0.0
solar,2039,0.0
solar,2040,0.0
solar,2041,0.0
solar,2042,0.0
solar,2043,0.0
solar,2044,0.0
solar,2045,0.0
solar,2046,0.0
solar,2047,0.0
solar,2048,0.0
solar,2049,0.0
solar,2050,0.0
hidrogeno,2017,172907.949790795
hidrogeno,2018,169520.5718270572
hidrogeno,2019,166133.1938633194
hidrogeno,2020,162745.81589958162
hidrogeno,2021,159358.43793584383
hidrogeno,2022,155971.05997210604
hidrogeno,2023,152583.68200836823
hidrogeno,2024,152153.94002789402
hidrogeno,2025,151724.19804741984
hidrogeno,2026,151294.45606694566
hidrogeno,2027,150864.71408647147
hidrogeno,2028,150434.9721059973
hidrogeno,2029,150005.2301255231
hidrogeno,2030,149575.48814504893
hidrogeno,2031,149145.74616457472
hidrogeno,2032,148716.00418410054
hidrogeno,2033,148286.26220362636
hidrogeno,2034,147856.52022315218
hidrogeno,2035,147426.77824267783
hidrogeno,2036,147426.77824267783
hidrogeno,2037,147426.77824267783
hidrogeno,2038,147426.77824267783
hidrogeno,2039,147426.77824267783
hidrogeno,2040,147426.77824267783
hidrogeno,2041,147426.77824267783
hidrogeno,2042,147426.77824267783
hidrogeno,2043,147426.77824267783
hidrogeno,2044,147426.77824267783
hidrogeno,2045,147426.77824267783
hidrogeno,2046,147426.77824267783
hidrogeno,2047,147426.77824267783
hidrogeno,2048,147426.77824267783
hidrogeno,2049,147426.77824267783
hidrogeno,2050,147426.77824267783
gasolina,2017,1428.4175052981975
gasolina,2018,1428.4175052981975
gasolina,2019,1428.4175052981975
gasolina,2020,1504.263655941055
gasolina,2021,1561.1022063693476
gasolina,2022,1604.8771679587144
gasolina,2023,1631.6344627307244
gasolina,2024,1656.1664623210959
gasolina,2025,1699.0907036916233
gasolina,2026,1738.7086945695778
gasolina,2027,1763.3449369040768
gasolina,2028,1774.9453988217044
gasolina,2029,1798.7494081006298
gasolina,2030,1840.6130455752455
gasolina,2031,1879.696306907319
gasolina,2032,1926.003388446806
gasolina,2033,1928.0758149842993
gasolina,2034,1958.8898769357363
gasolina,2035,1970.7618981927599
gasolina,2036,2019.3006444407242
gasolina,2037,2028.2327406755949
gasolina,2038,2047.931201520762
gasolina,2039,2077.1834865620476
gasolina,2040,2093.896192862681
gasolina,2041,2105.4351344722995
gasolina,2042,2108.8126925946112
gasolina,2043,2119.022422700872
gasolina,2044,2128.270043545761
gasolina,2045,2139.0791305921753
gasolina,2046,2155.354825209902
gasolina,2047,2174.565162803135
gasolina,2048,2178.670866591206
gasolina,2049,2203.3544919912174
gasolina,2050,2220.754330418937
electricidad_iym,2017,99.6
electricidad_iym,2018,99.6
electricidad_iym,2019,99.6
electricidad_iym,2020,99.6
electricidad_iym,2021,99.6
electricidad_iym,2022,99.6
electricidad_iym,2023,99.6
electricidad_iym,2024,99.6
electricidad_iym,2025,99.6
electricidad_iym,2026,99.6
electricidad_iym,2027,99.6
electricidad_iym,2028,99.6
electricidad_iym,2029,99.6
electricidad_iym,2030,99.6
electricidad_iym,2031,99.6
electricidad_iym,2032,99.6
electricidad_iym,2033,99.6
electricidad_iym,2034,99.6
electricidad_iym,2035,99.6
electricidad_iym,2036,99.6
electricidad_iym,2037,99.6
electricidad_iym,2038,99.6
electricidad_iym,2039,99.6
electricidad_iym,2040,99.6
electricidad_iym,2041,99.6
electricidad_iym,2042,99.6
electricidad_iym,2043,99.6
electricidad_iym,2044,99.6
electricidad_iym,2045,99.6
electricidad_iym,2046,99.6
electricidad_iym,2047,99.6
electricidad_iym,2048,99.6
electricidad_iym,2049,99.6
electricidad_iym,2050,99.6
electricidad_residencial,2017,145.6
electricidad_residencial,2018,145.6
electricidad_residencial,2019,145.6
electricidad_residencial,2020,145.6
electricidad_residencial,2021,145.6
electricidad_residencial,2022,145.6
electricidad_residencial,2023,145.6
electricidad_residencial,2024,145.6
electricidad_residencial,2025,145.6
electricidad_residencial,2026,145.6
electricidad_residencial,2027,145.6
electricidad_residencial,2028,145.6
electricidad_residencial,2029,145.6
electricidad_residencial,2030,145.6
electricidad_residencial,2031,145.6
electricidad_residencial,2032,145.6
electricidad_residencial,2033,145.6
electricidad_residencial,2034,145.6
electricidad_residencial,2035,145.6
electricidad_residencial,2036,145.6
electricidad_residencial,2037,145.6
electricidad_residencial,2038,145.6
electricidad_residencial,2039,145.6
electricidad_residencial,2040,145.6
electricidad_residencial,2041,145.6
electricidad_residencial,2042,145.6
electricidad_residencial,2043,145.6
electricidad_residencial,2044,145.6
electricidad_residencial,2045,145.6
electricidad_residencial,2046,145.6
electricidad_residencial,2047,145.6
electricidad_residencial,2048,145.6
electricidad_residencial,2049,145.6
electricidad_residencial,2050,145.6
diesel_iym,2017,657.1
diesel_iym,2018,657.1
diesel_iym,2019,657.1
diesel_iym,2020,692.0
diesel_iym,2021,718.1
diesel_iym,2022,738.3
diesel_iym,2023,750.6
diesel_iym,2024,761.9
diesel_iym,2025,781.6
diesel_iym,2026,799.9
diesel_iym,2027,811.2
diesel_iym,2028,816.5
diesel_iym,2029,827.5
diesel_iym,2030,846.7
diesel_iym,2031,864.7
diesel_iym,2032,886.0
diesel_iym,2033,887.0
diesel_iym,2034,901.1
diesel_iym,2035,906.6
diesel_iym,2036,928.9
diesel_iym,2037,933.0
diesel_iym,2038,942.1
diesel_iym,2039,955.6
diesel_iym,2040,963.2
diesel_iym,2041,968.6
diesel_iym,2042,970.1
diesel_iym,2043,974.8
diesel_iym,2044,979.1
diesel_iym,2045,984.0
diesel_iym,2046,991.5
diesel_iym,2047,1000.4
diesel_iym,2048,1002.2
diesel_iym,2049,1013.6
diesel_iym,2050,1021.6
diesel_residencial,2017,1177.8
diesel_residencial,2018,1177.8
diesel_residencial,2019,1177.8
diesel_residencial,2020,1240.4
diesel_residencial,2021,1287.3
diesel_residencial,2022,1323.3
diesel_residencial,2023,1345.4
diesel_residencial,2024,1365.6
diesel_residencial,2025,1401.0
diesel_residencial,2026,1433.7
diesel_residencial,2027,1454.0
diesel_residencial,2028,1463.6
diesel_residencial,2029,1483.2
diesel_residencial,2030,1517.7
diesel_residencial,2031,1550.0
diesel_residencial,2032,1588.1
diesel_residencial,2033,1589.8
diesel_residencial,2034,1615.3
diesel_residencial,2035,1625.0
diesel_residencial,2036,1665.1
diesel_residencial,2037,1672.4
diesel_residencial,2038,1688.7
diesel_residencial,2039,1712.8
diesel_residencial,2040,1726.6
diesel_residencial,2041,1736.1
diesel_residencial,2042,1738.9
diesel_residencial,2043,1747.3
diesel_residencial,2044,1754.9
diesel_residencial,2045,1763.8
diesel_residencial,2046,1777.3
diesel_residencial,2047,1793.1
diesel_residencial,2048,1796.5
diesel_residencial,2049,1816.8
diesel_residencial,2050,1831.2
biomasa_residencial,2017,117.51994584680892
biomasa_residencial,2018,117.51994584680892
biomasa_residencial,2019,117.51994584680892
biomasa_residencial,2020,117.51994584680892
biomasa_residencial,2021,117.51994584680892
biomasa_residencial,2022,117.51994584680892
biomasa_residencial,2023,117.51994584680892
biomasa_residencial,2024,117.51994584680892
biomasa_residencial,2025,117.51994584680892
biomasa_residencial,2026,117.51994584680892
biomasa_residencial,2027,117.51994584680892
biomasa_residencial,2028,117.51994584680892
biomasa_residencial,2029,117.51994584680892
biomasa_residencial,2030,117.51994584680892
biomasa_residencial,2031,117.51994584680892
biomasa_residencial,2032,117.51994584680892
biomasa_residencial,2033,117.51994584680892
biomasa_residencial,2034,117.51994584680892
biomasa_residencial,2035,117.51994584680892
biomasa_residencial,2036,117.51994584680892
biomasa_residencial,2037,117.51994584680892
biomasa_residencial,2038,117.51994584680892
biomasa_residencial,2039,117.51994584680892
biomasa_residencial,2040,117.51994584680892
biomasa_residencial,2041,117.51994584680892
biomasa_residencial,2042,117.51994584680892
biomasa_residencial,2043,117.51994584680892
biomasa_residencial,2044,117.51994584680892
biomasa_residencial,2045,117.51994584680892
biomasa_residencial,2046,117.51994584680892
biomasa_residencial,2047,117.51994584680892
biomasa_residencial,2048,117.51994584680892
biomasa_residencial,2049,117.51994584680892
biomasa_residencial,2050,117.51994584680892
diesel_transporte,2017,884.3649626627484
diesel_transporte,2018,884.3649626627484
diesel_transporte,2019,884.3649626627484
diesel_transporte,2020,931.3229969437558
diesel_transporte,2021,966.5130043056638
diesel_transporte,2022,993.6150540410889
diesel_transporte,2023,1010.1810887642945
diesel_transporte,2024,1025.3693938790882
diesel_transporte,2025,1051.9447438563686
diesel_transporte,2026,1076.4731208145054
diesel_transporte,2027,1091.725964924499
diesel_transporte,2028,1098.90806821895
diesel_transporte,2029,1113.6456583836587
diesel_transporte,2030,1139.5643649626825
diesel_transporte,2031,1163.7616789976028
diesel_transporte,2032,1192.4314203615884
diesel_transporte,2033,1193.7145056014806
diesel_transporte,2034,1212.7921748726096
diesel_transporte,2035,1220.142406577805
diesel_transporte,2036,1250.1938210655576
diesel_transporte,2037,1255.7238799761717
diesel_transporte,2038,1267.9196340363358
diesel_transporte,2039,1286.0303725790814
diesel_transporte,2040,1296.3775797707683
diesel_transporte,2041,1303.5215944778881
diesel_transporte,2042,1305.6127156323478
diesel_transporte,2043,1311.9337860131923
diesel_transporte,2044,1317.6591932088302
diesel_transporte,2045,1324.351338766249
diesel_transporte,2046,1334.427982331263
diesel_transporte,2047,1346.3215284586129
diesel_transporte,2048,1348.8634607464587
diesel_transporte,2049,1364.1456407633616
diesel_transporte,2050,1374.918266696881
fuel_oil,2017,395.7
fuel_oil,2018,395.7
fuel_oil,2019,395.7
fuel_oil,2020,395.7485424
fuel_oil,2021,395.7485424
fuel_oil,2022,395.7485424
fuel_oil,2023,395.7485424
fuel_oil,2024,419.8190165
fuel_oil,2025,438.873995
fuel_oil,2026,444.8774788
fuel_oil,2027,460.9399066
fuel_oil,2028,485.0320054
fuel_oil,2029,502.7971298
fuel_oil,2030,524.9709294
fuel_oil,2031,546.0885171
fuel_oil,2032,561.9024324
fuel_oil,2033,576.918243
fuel_oil,2034,591.4586064
fuel_oil,2035,603.7143956
fuel_oil,2036,615.6319816
fuel_oil,2037,626.5096901
fuel_oil,2038,637.3188964
fuel_oil,2039,648.2059609
fuel_oil,2040,657.3549322
fuel_oil,2041,664.7905321
fuel_oil,2042,673.330567
fuel_oil,2043,680.3779144
fuel_oil,2044,687.202147
fuel_oil,2045,693.7803227
fuel_oil,2046,698.4824156
fuel_oil,2047,702.8095348
fuel_oil,2048,707.9874601
fuel_oil,2049,711.1473977
fuel_oil,2050,715.3971882
carbon_generacion,2017,64.08655595
carbon_generacion,2018,64.08655595
carbon_generacion,2019,64.08655595
carbon_generacion,2020,76.50250464
carbon_generacion,2021,76.99209095
carbon_generacion,2022,77.07059708
carbon_generacion,2023,77.07623492
carbon_generacion,2024,75.01934114
carbon_generacion,2025,75.51132902
carbon_generacion,2026,75.64011776
carbon_generacion,2027,75.8918672
carbon_generacion,2028,76.12674214
carbon_generacion,2029,76.26581895
carbon_generacion,2030,76.39369203
carbon_generacion,2031,76.5668915
carbon_generacion,2032,76.53911571
carbon_generacion,2033,76.67109058
carbon_generacion,2034,76.77331854
carbon_generacion,2035,76.796635
carbon_generacion,2036,76.82599564
carbon_generacion,2037,77.03790709
carbon_generacion,2038,77.27815203
carbon_generacion,2039,77.31043262
carbon_generacion,2040,76.98335532
carbon_generacion,2041,76.63957217
carbon_generacion,2042,76.49173006
carbon_generacion,2043,76.44435102
carbon_generacion,2044,76.44798404
carbon_generacion,2045,76.38953614
carbon_generacion,2046,76.34033899
carbon_generacion,2047,76.27585281
carbon_generacion,2048,76.33834557
carbon_generacion,2049,76.47550067
carbon_generacion,2050,76.4758318
diesel_generacion,2017,571.6
diesel_generacion,2018,571.6
diesel_generacion,2019,571.6
diesel_generacion,2020,571.6156609
diesel_generacion,2021,571.6156609
diesel_generacion,2022,571.6156609
diesel_generacion,2023,571.6156609
diesel_generacion,2024,600.7102444
diesel_generacion,2025,623.742473
diesel_generacion,2026,630.9990339
diesel_generacion,2027,650.4140918
diesel_generacion,2028,679.5348135
diesel_generacion,2029,701.0079633
diesel_generacion,2030,727.8099889
diesel_generacion,2031,753.3353448
diesel_generacion,2032,772.4500195
diesel_generacion,2033,790.6000049
diesel_generacion,2034,808.1753055
diesel_generacion,2035,822.9891841
diesel_generacion,2036,837.3942681
diesel_generacion,2037,850.5424261
diesel_generacion,2038,863.6077839
diesel_generacion,2039,876.7672509
diesel_generacion,2040,887.8258411
diesel_generacion,2041,896.8134364
diesel_generacion,2042,907.13599
diesel_generacion,2043,915.6542949
diesel_generacion,2044,923.9029153
diesel_generacion,2045,931.8541207
diesel_generacion,2046,937.5376578
diesel_generacion,2047,942.7679549
diesel_generacion,2048,949.0266426
diesel_generacion,2049,952.8461381
diesel_generacion,2050,957.9829662
gas_natural_generacion,2017,8.0
gas_natural_generacion,2018,8.0
gas_natural_generacion,2019,8.0
gas_natural_generacion,2020,8.03204098
gas_natural_generacion,2021,8.03204098
gas_natural_generacion,2022,8.03204098
gas_natural_generacion,2023,8.03204098
gas_natural_generacion,2024,8.37137228
gas_natural_generacion,2025,8.419851385
gas_natural_generacion,2026,8.458930015
gas_natural_generacion,2027,8.634481094
gas_natural_generacion,2028,8.848778638
gas_natural_generacion,2029,9.14832175
gas_natural_generacion,2030,9.331194407
gas_natural_generacion,2031,9.402357077
gas_natural_generacion,2032,9.603675868
gas_natural_generacion,2033,9.658426381
gas_natural_generacion,2034,9.720029532
gas_natural_generacion,2035,9.718322284
gas_natural_generacion,2036,9.91034525
gas_natural_generacion,2037,9.986637494
gas_natural_generacion,2038,10.11206296
gas_natural_generacion,2039,10.19037357
gas_natural_generacion,2040,10.31442439
gas_natural_generacion,2041,10.37469646
gas_natural_generacion,2042,10.42613078
gas_natural_generacion,2043,10.45333385
gas_natural_generacion,2044,10.60985373
gas_natural_generacion,2045,10.62705822
gas_natural_generacion,2046,10.73018457
gas_natural_generacion,2047,10.88116968
gas_natural_generacion,2048,10.98368887
gas_natural_generacion,2049,11.07708361
gas_natural_generacion,2050,11.17965603
biomasa_generacion,2017,4.0
biomasa_generacion,2018,5.0
biomasa_generacion,2019,6.0
biomasa_generacion,2020,7.0
biomasa_generacion,2021,8.0
biomasa_generacion,2022,9.0
biomasa_generacion,2023,10.0
biomasa_generacion,2024,11.0
biomasa_generacion,2025,12.0
biomasa_generacion,2026,13.0
biomasa_generacion,2027,14.0
biomasa_generacion,2028,15.0
biomasa_generacion,2029,16.0
biomasa_generacion,2030,17.0
biomasa_generacion,2031,18.0
biomasa_generacion,2032,19.0
biomasa_generacion,2033,20.0
biomasa_generacion,2034,21.0
biomasa_generacion,2035,22.0
biomasa_generacion,2036,23.0
biomasa_generacion,2037,24.0
biomasa_generacion,2038,25.0
