Proceso,Hidrologia,Etapa,Factor_Planta
MAITENES,25,9,0.540770609
MAITENES,25,10,0.554977454
MAITENES,25,11,0.561827957
MAITENES,25,12,0.533298647
MAITENES,26,1,0.545438779
MAITENES,26,2,0.495391705
MAITENES,26,3,0.470863684
MAITENES,26,4,0.500896057
MAITENES,26,5,0.496878252
MAITENES,26,6,0.433243728
MAITENES,26,7,0.509885536
MAITENES,26,8,0.439646202
MAITENES,26,9,0.51344086
MAITENES,26,10,0.541536594
MAITENES,26,11,0.540322581
MAITENES,26,12,0.541536594
MAITENES,27,1,0.489507458
MAITENES,27,2,0.461309524
MAITENES,27,3,0.4578564
MAITENES,27,4,0.46953405
MAITENES,27,5,0.502081165
MAITENES,27,6,0.495967742
MAITENES,27,7,0.461325009
MAITENES,27,8,0.422303156
MAITENES,27,9,0.411290323
MAITENES,27,10,0.481269511
MAITENES,27,11,0.504032258
MAITENES,27,12,0.460457856
MAITENES,28,1,0.420568852
MAITENES,28,2,0.41858679
MAITENES,28,3,0.388484218
MAITENES,28,4,0.491935484
MAITENES,28,5,0.493409643
MAITENES,28,6,0.445340502
MAITENES,28,7,0.463926465
MAITENES,28,8,0.489941034
MAITENES,28,9,0.534050179
MAITENES,28,10,0.541103018
MAITENES,28,11,0.5640681
MAITENES,28,12,0.552809573
MAITENES,29,1,0.561914672
MAITENES,29,2,0.536674347
MAITENES,29,3,0.496878252
MAITENES,29,4,0.474462366
MAITENES,29,5,0.472597988
MAITENES,29,6,0.477598566
MAITENES,29,7,0.506850503
MAITENES,29,8,0.509885536
MAITENES,29,9,0.516577061
MAITENES,29,10,0.536767256
MAITENES,29,11,0.551075269
MAITENES,29,12,0.566250434
MAITENES,30,1,0.533298647
MAITENES,30,2,0.495391705
MAITENES,30,3,0.472597988
MAITENES,30,4,0.479390681
MAITENES,30,5,0.493409643
MAITENES,30,6,0.49327957
MAITENES,30,7,0.49254249
MAITENES,30,8,0.483003815
MAITENES,30,9,0.508064516
MAITENES,30,10,0.485605272
MAITENES,30,11,0.497311828
MAITENES,30,12,0.434443288
MAITENES,31,1,0.474332293
MAITENES,31,2,0.457469278
MAITENES,31,3,0.475199445
MAITENES,31,4,0.477598566
MAITENES,31,5,0.469562955
MAITENES,31,6,0.472222222
MAITENES,31,7,0.485605272
MAITENES,31,8,0.495577523
MAITENES,31,9,0.505376344
MAITENES,31,10,0.53069719
MAITENES,31,11,0.561827957
MAITENES,31,12,0.561481096
MAITENES,32,1,0.508584807
MAITENES,32,2,0.480990783
MAITENES,32,3,0.475199445
MAITENES,32,4,0.46953405
MAITENES,32,5,0.478668054
MAITENES,32,6,0.472222222
MAITENES,32,7,0.483003815
MAITENES,32,8,0.486472425
MAITENES,32,9,0.498207885
MAITENES,32,10,0.493409643
MAITENES,32,11,0.52688172
MAITENES,32,12,0.524627125
MAITENES,33,1,0.495143947
MAITENES,33,2,0.503552227
MAITENES,33,3,0.481269511
MAITENES,33,4,0.469982079
MAITENES,33,5,0.472597988
MAITENES,33,6,0.465501792
MAITENES,33,7,0.432708984
MAITENES,33,8,0.371574749
MAITENES,33,9,0.384408602
MAITENES,33,10,0.380679847
MAITENES,33,11,0.455197133
MAITENES,33,12,0.455254943
MAITENES,34,1,0.433576136
MAITENES,34,2,0.446428571
MAITENES,34,3,0.437478321
MAITENES,34,4,0.41218638
MAITENES,34,5,0.354665279
MAITENES,34,6,0.393369176
MAITENES,34,7,0.429240375
MAITENES,34,8,0.467828651
MAITENES,34,9,0.490143369
MAITENES,34,10,0.493409643
MAITENES,34,11,0.490143369
MAITENES,34,12,0.493409643
MAITENES,35,1,0.476066597
MAITENES,35,2,0.479070661
MAITENES,35,3,0.451786334
MAITENES,35,4,0.461021505
MAITENES,35,5,0.474332293
MAITENES,35,6,0.47311828
MAITENES,35,7,0.462192161
MAITENES,35,8,0.463926465
MAITENES,35,9,0.434139785
MAITENES,35,10,0.468262227
MAITENES,35,11,0.479390681
MAITENES,35,12,0.464793618
MAITENES,36,1,0.443114811
MAITENES,36,2,0.421466974
MAITENES,36,3,0.406694416
MAITENES,36,4,0.407258065
MAITENES,36,5,0.432708984
MAITENES,36,6,0.382616487
MAITENES,36,7,0.326916407
MAITENES,36,8,0.36463753
MAITENES,36,9,0.419354839
MAITENES,36,10,0.472597988
MAITENES,36,11,0.45609319
MAITENES,36,12,0.474332293
MAITENES,37,1,0.443981963
MAITENES,37,2,0.434907834
MAITENES,37,3,0.416233091
MAITENES,37,4,0.423835125
MAITENES,37,5,0.457422823
MAITENES,37,6,0.427419355
MAITENES,37,7,0.447450572
MAITENES,37,8,0.467828651
MAITENES,37,9,0.491039427
MAITENES,37,10,0.516822754
MAITENES,37,11,0.45609319
MAITENES,37,12,0.561914672
MAITENES,38,1,0.527662157
MAITENES,38,2,0.499231951
MAITENES,38,3,0.466961498
MAITENES,38,4,0.46281362
MAITENES,38,5,0.463926465
MAITENES,38,6,0.452956989
MAITENES,38,7,0.448751301
MAITENES,38,8,0.326916407
MAITENES,38,9,0.51344086
MAITENES,38,10,0.489073881
MAITENES,38,11,0.475806452
MAITENES,38,12,0.420568852
MAITENES,39,1,0.476066597
MAITENES,39,2,0.469470046
MAITENES,39,3,0.430541103
MAITENES,39,4,0.442204301
MAITENES,39,5,0.464793618
MAITENES,39,6,0.47311828
MAITENES,39,7,0.49037461
MAITENES,39,8,0.48473812
MAITENES,39,9,0.479390681
MAITENES,39,10,0.523326396
MAITENES,39,11,0.548387097
MAITENES,39,12,0.548907388
MAITENES,40,1,0.533298647
MAITENES,40,2,0.507392473
MAITENES,40,3,0.48473812
MAITENES,40,4,0.481182796
MAITENES,40,5,0.470863684
MAITENES,40,6,0.487455197
MAITENES,40,7,0.496878252
MAITENES,40,8,0.493409643
MAITENES,40,9,0.490143369
MAITENES,40,10,0.499913285
MAITENES,40,11,0.516129032
MAITENES,40,12,0.512486993
MAITENES,41,1,0.487773153
MAITENES,41,2,0.480510753
MAITENES,41,3,0.462192161
MAITENES,41,4,0.470430108
MAITENES,41,5,0.475199445
MAITENES,41,6,0.477598566
MAITENES,41,7,0.472597988
MAITENES,41,8,0.474332293
MAITENES,41,9,0.491039427
MAITENES,41,10,0.482570239
MAITENES,41,11,0.494623656
MAITENES,41,12,0.517689906
MAITENES,42,1,0.489073881
MAITENES,42,2,0.456029186
MAITENES,42,3,0.450052029
MAITENES,42,4,0.461917563
MAITENES,42,5,0.465227194
MAITENES,42,6,0.47311828
MAITENES,42,7,0.481269511
MAITENES,42,8,0.468262227
MAITENES,42,9,0.484767025
MAITENES,42,10,0.526361429
MAITENES,42,11,0.500896057
MAITENES,42,12,0.516822754
MAITENES,43,1,0.511186264
MAITENES,43,2,0.491551459
MAITENES,43,3,0.46566077
MAITENES,43,4,0.462365591
MAITENES,43,5,0.468262227
MAITENES,43,6,0.472670251
MAITENES,43,7,0.472597988
MAITENES,43,8,0.48473812
MAITENES,43,9,0.495967742
MAITENES,43,10,0.502948318
MAITENES,43,11,0.51702509
MAITENES,43,12,0.516822754
MAITENES,44,1,0.491675338
MAITENES,44,2,0.460829493
MAITENES,44,3,0.45438779
MAITENES,44,4,0.451164875
MAITENES,44,5,0.455254943
MAITENES,44,6,0.466845878
MAITENES,44,7,0.468262227
MAITENES,44,8,0.470863684
MAITENES,44,9,0.482526882
MAITENES,44,10,0.50381547
MAITENES,44,11,0.515232975
MAITENES,44,12,0.506416927
MAITENES,45,1,0.482136663
MAITENES,45,2,0.490591398
MAITENES,45,3,0.462192161
MAITENES,45,4,0.465053763
MAITENES,45,5,0.476066597
MAITENES,45,6,0.48655914
MAITENES,45,7,0.487773153
MAITENES,45,8,0.489073881
MAITENES,45,9,0.519713262
MAITENES,45,10,0.524627125
MAITENES,45,11,0.548835125
MAITENES,45,12,0.530263614
MAITENES,46,1,0.495577523
MAITENES,46,2,0.475230415
MAITENES,46,3,0.463926465
MAITENES,46,4,0.45609319
MAITENES,46,5,0.447884148
MAITENES,46,6,0.45609319
MAITENES,46,7,0.466961498
MAITENES,46,8,0.459157128
MAITENES,46,9,0.477598566
MAITENES,46,10,0.486038848
MAITENES,46,11,0.498655914
MAITENES,46,12,0.523759972
MAITENES,47,1,0.502081165
MAITENES,47,2,0.463709677
MAITENES,47,3,0.459157128
MAITENES,47,4,0.466845878
MAITENES,47,5,0.471730836
MAITENES,47,6,0.491935484
MAITENES,47,7,0.478234478
MAITENES,47,8,0.48473812
MAITENES,47,9,0.480286738
MAITENES,47,10,0.486472425
MAITENES,47,11,0.509856631
MAITENES,47,12,0.502948318
MAITENES,48,1,0.47129726
MAITENES,48,2,0.486751152
MAITENES,48,3,0.53069719
MAITENES,48,4,0.438172043
MAITENES,48,5,0.411897329
MAITENES,48,6,0.380824373
MAITENES,48,7,0.363770378
MAITENES,48,8,0.350329518
MAITENES,48,9,0.397849462
MAITENES,48,10,0.443114811
MAITENES,48,11,0.468637993
MAITENES,48,12,0.44094693
MAITENES,49,1,0.476066597
MAITENES,49,2,0.395545315
MAITENES,49,3,0.366805411
MAITENES,49,4,0.353942652
MAITENES,49,5,0.346427333
MAITENES,49,6,0.330645161
MAITENES,49,7,0.342958724
MAITENES,49,8,0.326049254
MAITENES,49,9,0.371863799
MAITENES,49,10,0.323447797
MAITENES,49,11,0.387096774
MAITENES,49,12,0.422303156
MAITENES,50,1,0.467828651
MAITENES,50,2,0.44546851
MAITENES,50,3,0.448751301
MAITENES,50,4,0.426523297
MAITENES,50,5,0.425771766
MAITENES,50,6,0.387096774
MAITENES,50,7,0.364203954
MAITENES,50,8,0.367238987
MAITENES,50,9,0.390681004
MAITENES,50,10,0.432708984
MAITENES,50,11,0.434139785
MAITENES,50,12,0.456989247
MAITENES,51,1,0.418834547
MAITENES,51,2,0.403225806
MAITENES,51,3,0.39498786
MAITENES,51,4,0.418010753
MAITENES,51,5,0.414932362
MAITENES,51,6,0.389784946
MAITENES,51,7,0.359868193
MAITENES,51,8,0.349462366
MAITENES,51,9,0.350358423
MAITENES,51,10,0.450919181
MAITENES,51,11,0.466845878
MAITENES,51,12,0.447016996
MAITENES,52,1,0.416666667
MAITENES,52,2,0.400345622
MAITENES,52,3,0.387617066
MAITENES,52,4,0.380824373
MAITENES,52,5,0.342958724
MAITENES,52,6,0.322580645
MAITENES,52,7,0.299167534
MAITENES,52,8,0.285293097
MAITENES,52,9,0.362007168
MAITENES,52,10,0.410163025
MAITENES,52,11,0.422043011
MAITENES,52,12,0.485605272
MAITENES,53,1,0.382414152
MAITENES,53,2,0.407066052
MAITENES,53,3,0.402358654
MAITENES,53,4,0.373655914
MAITENES,53,5,0.361602497
MAITENES,53,6,0.344086022
MAITENES,53,7,0.356399584
MAITENES,53,8,0.377211238
MAITENES,53,9,0.39516129
MAITENES,53,10,0.395855012
MAITENES,53,11,0.401433692
MAITENES,53,12,0.489507458
MAITENES,54,1,0.387617066
MAITENES,54,2,0.384984639
MAITENES,54,3,0.385015609
MAITENES,54,4,0.373655914
MAITENES,54,5,0.37027402
MAITENES,54,6,0.380824373
MAITENES,54,7,0.385015609
MAITENES,54,8,0.372008325
MAITENES,54,9,0.373655914
MAITENES,54,10,0.387617066
MAITENES,54,11,0.390681004
MAITENES,54,12,0.385449185
MAITENES,55,1,0.38371488
MAITENES,55,2,0.363863287
MAITENES,55,3,0.377211238
MAITENES,55,4,0.362007168
MAITENES,55,5,0.48473812
MAITENES,55,6,0.459677419
MAITENES,55,7,0.475199445
MAITENES,55,8,0.474332293
MAITENES,55,9,0.447132616
MAITENES,55,10,0.463926465
MAITENES,55,11,0.468637993
MAITENES,55,12,0.489507458
MAITENES,56,1,0.481269511
MAITENES,56,2,0.41858679
MAITENES,56,3,0.462192161
MAITENES,56,4,0.366039427
MAITENES,56,5,0.48473812
MAITENES,56,6,0.459677419
MAITENES,56,7,0.475199445
MAITENES,56,8,0.474332293
MAITENES,56,9,0.447132616
MAITENES,56,10,0.468262227
MAITENES,56,11,0.468637993
MAITENES,56,12,0.489507458
MAITENES,57,1,0.489507458
MAITENES,57,2,0.432987711
MAITENES,57,3,0.462192161
MAITENES,57,4,0.366039427
MAITENES,57,5,0.48473812
MAITENES,57,6,0.459677419
MAITENES,57,7,0.475199445
MAITENES,57,8,0.474332293
MAITENES,57,9,0.447132616
MAITENES,57,10,0.468262227
MAITENES,57,11,0.481182796
MAITENES,57,12,0.502948318
MAITENES,58,1,0.481269511
MAITENES,58,2,0.427707373
MAITENES,58,3,0.448751301
MAITENES,58,4,0.362007168
MAITENES,58,5,0.48473812
MAITENES,58,6,0.459677419
MAITENES,58,7,0.46566077
MAITENES,58,8,0.465227194
MAITENES,58,9,0.447132616
MAITENES,58,10,0.468262227
MAITENES,58,11,0.463261649
MAITENES,58,12,0.520291363
MAITENES_AM,1,1,0.06503642
MAITENES_AM,1,2,0.064324117
MAITENES_AM,1,3,0.0
MAITENES_AM,1,4,0.0
MAITENES_AM,1,5,0.0
MAITENES_AM,1,6,0.0
MAITENES_AM,1,7,0.0
MAITENES_AM,1,8,0.0
MAITENES_AM,1,9,0.0
MAITENES_AM,1,10,0.0
MAITENES_AM,1,11,0.0
MAITENES_AM,1,12,0.0
MAITENES_AM,2,1,0.0
MAITENES_AM,2,2,0.0
MAITENES_AM,2,3,0.0
MAITENES_AM,2,4,0.0
MAITENES_AM,2,5,0.0
MAITENES_AM,2,6,0.0
MAITENES_AM,2,7,0.0
MAITENES_AM,2,8,0.0
MAITENES_AM,2,9,0.0
MAITENES_AM,2,10,0.0
MAITENES_AM,2,11,0.0
MAITENES_AM,2,12,0.0
MAITENES_AM,3,1,0.058099202
MAITENES_AM,3,2,0.0
MAITENES_AM,3,3,0.0
MAITENES_AM,3,4,0.0
MAITENES_AM,3,5,0.0
MAITENES_AM,3,6,0.0
MAITENES_AM,3,7,0.0
MAITENES_AM,3,8,0.0
MAITENES_AM,3,9,0.0
MAITENES_AM,3,10,0.0
MAITENES_AM,3,11,0.0
MAITENES_AM,3,12,0.0
MAITENES_AM,4,1,0.0
MAITENES_AM,4,2,0.0
MAITENES_AM,4,3,0.0
MAITENES_AM,4,4,0.0
MAITENES_AM,4,5,0.0
MAITENES_AM,4,6,0.0
MAITENES_AM,4,7,0.0
MAITENES_AM,4,8,0.0
MAITENES_AM,4,9,0.0
MAITENES_AM,4,10,0.0
MAITENES_AM,4,11,0.0
MAITENES_AM,4,12,0.0
MAITENES_AM,5,1,0.0
MAITENES_AM,5,2,0.0
MAITENES_AM,5,3,0.0
MAITENES_AM,5,4,0.0
MAITENES_AM,5,5,0.0
MAITENES_AM,5,6,0.0
MAITENES_AM,5,7,0.0
MAITENES_AM,5,8,0.0
MAITENES_AM,5,9,0.0
MAITENES_AM,5,10,0.0
MAITENES_AM,5,11,0.0
MAITENES_AM,5,12,0.0
MAITENES_AM,6,1,0.0
MAITENES_AM,6,2,0.0
MAITENES_AM,6,3,0.0
MAITENES_AM,6,4,0.0
MAITENES_AM,6,5,0.0
MAITENES_AM,6,6,0.0
MAITENES_AM,6,7,0.0
MAITENES_AM,6,8,0.0
MAITENES_AM,6,9,0.0
MAITENES_AM,6,10,0.0
MAITENES_AM,6,11,0.0
MAITENES_AM,6,12,0.024280264
MAITENES_AM,7,1,0.0
MAITENES_AM,7,2,0.0
MAITENES_AM,7,3,0.0
MAITENES_AM,7,4,0.0
MAITENES_AM,7,5,0.0
MAITENES_AM,7,6,0.0
MAITENES_AM,7,7,0.0
MAITENES_AM,7,8,0.0
MAITENES_AM,7,9,0.0
MAITENES_AM,7,10,0.0
MAITENES_AM,7,11,0.0
MAITENES_AM,7,12,0.0
MAITENES_AM,8,1,0.0
MAITENES_AM,8,2,0.0
MAITENES_AM,8,3,0.0
MAITENES_AM,8,4,0.0
MAITENES_AM,8,5,0.0
MAITENES_AM,8,6,0.0
MAITENES_AM,8,7,0.0
MAITENES_AM,8,8,0.0
MAITENES_AM,8,9,0.0
MAITENES_AM,8,10,0.0
MAITENES_AM,8,11,0.0
MAITENES_AM,8,12,0.0
MAITENES_AM,9,1,0.0
MAITENES_AM,9,2,0.0
MAITENES_AM,9,3,0.0
MAITENES_AM,9,4,0.0
MAITENES_AM,9,5,0.0
MAITENES_AM,9,6,0.0
MAITENES_AM,9,7,0.0
MAITENES_AM,9,8,0.0
MAITENES_AM,9,9,0.0
MAITENES_AM,9,10,0.0
MAITENES_AM,9,11,0.0
MAITENES_AM,9,12,0.06503642
MAITENES_AM,10,1,0.06503642
MAITENES_AM,10,2,0.064324117
MAITENES_AM,10,3,0.044224766
MAITENES_AM,10,4,0.0
MAITENES_AM,10,5,0.0
MAITENES_AM,10,6,0.0
MAITENES_AM,10,7,0.0
MAITENES_AM,10,8,0.0
MAITENES_AM,10,9,0.0
MAITENES_AM,10,10,0.0
MAITENES_AM,10,11,0.0
MAITENES_AM,10,12,0.0
MAITENES_AM,11,1,0.00780437
MAITENES_AM,11,2,0.0
MAITENES_AM,11,3,0.0
MAITENES_AM,11,4,0.0
MAITENES_AM,11,5,0.0
MAITENES_AM,11,6,0.0
MAITENES_AM,11,7,0.0
MAITENES_AM,11,8,0.0
MAITENES_AM,11,9,0.0
MAITENES_AM,11,10,0.0
MAITENES_AM,11,11,0.0
MAITENES_AM,11,12,0.0
MAITENES_AM,12,1,0.052462712
MAITENES_AM,12,2,0.0
MAITENES_AM,12,3,0.0
MAITENES_AM,12,4,0.0
MAITENES_AM,12,5,0.0
MAITENES_AM,12,6,0.0
MAITENES_AM,12,7,0.0
MAITENES_AM,12,8,0.0
MAITENES_AM,12,9,0.0
MAITENES_AM,12,10,0.0
MAITENES_AM,12,11,0.0
MAITENES_AM,12,12,0.0
MAITENES_AM,13,1,0.0
MAITENES_AM,13,2,0.0
MAITENES_AM,13,3,0.0
MAITENES_AM,13,4,0.0
MAITENES_AM,13,5,0.0
MAITENES_AM,13,6,0.0
MAITENES_AM,13,7,0.0
MAITENES_AM,13,8,0.0
MAITENES_AM,13,9,0.0
MAITENES_AM,13,10,0.0
MAITENES_AM,13,11,0.0
MAITENES_AM,13,12,0.0
MAITENES_AM,14,1,0.0
MAITENES_AM,14,2,0.0
MAITENES_AM,14,3,0.0
MAITENES_AM,14,4,0.0
MAITENES_AM,14,5,0.0
MAITENES_AM,14,6,0.0
MAITENES_AM,14,7,0.0
MAITENES_AM,14,8,0.0
MAITENES_AM,14,9,0.0
MAITENES_AM,14,10,0.0
MAITENES_AM,14,11,0.015232975
MAITENES_AM,14,12,0.06503642
MAITENES_AM,15,1,0.056364898
MAITENES_AM,15,2,0.0
MAITENES_AM,15,3,0.0
MAITENES_AM,15,4,0.0
MAITENES_AM,15,5,0.0
MAITENES_AM,15,6,0.0
MAITENES_AM,15,7,0.0
MAITENES_AM,15,8,0.0
MAITENES_AM,15,9,0.0
MAITENES_AM,15,10,0.0
MAITENES_AM,15,11,0.0
MAITENES_AM,15,12,0.058099202
MAITENES_AM,16,1,0.06503642
MAITENES_AM,16,2,0.064324117
MAITENES_AM,16,3,0.0
MAITENES_AM,16,4,0.0
MAITENES_AM,16,5,0.0
MAITENES_AM,16,6,0.0
MAITENES_AM,16,7,0.0
MAITENES_AM,16,8,0.0
MAITENES_AM,16,9,0.0
MAITENES_AM,16,10,0.0
MAITENES_AM,16,11,0.0
MAITENES_AM,16,12,0.0
MAITENES_AM,17,1,0.042490461
MAITENES_AM,17,2,0.0
MAITENES_AM,17,3,0.0
MAITENES_AM,17,4,0.0
MAITENES_AM,17,5,0.0
MAITENES_AM,17,6,0.0
MAITENES_AM,17,7,0.0
MAITENES_AM,17,8,0.0
MAITENES_AM,17,9,0.0
MAITENES_AM,17,10,0.0
MAITENES_AM,17,11,0.0
MAITENES_AM,17,12,0.06503642
MAITENES_AM,18,1,0.062434964
MAITENES_AM,18,2,0.064324117
MAITENES_AM,18,3,0.0
MAITENES_AM,18,4,0.0
MAITENES_AM,18,5,0.0
MAITENES_AM,18,6,0.0
MAITENES_AM,18,7,0.0
MAITENES_AM,18,8,0.0
MAITENES_AM,18,9,0.0
MAITENES_AM,18,10,0.0
MAITENES_AM,18,11,0.0
MAITENES_AM,18,12,0.0
MAITENES_AM,19,1,0.0
MAITENES_AM,19,2,0.0
MAITENES_AM,19,3,0.0
MAITENES_AM,19,4,0.0
MAITENES_AM,19,5,0.0
MAITENES_AM,19,6,0.0
MAITENES_AM,19,7,0.0
MAITENES_AM,19,8,0.0
MAITENES_AM,19,9,0.0
MAITENES_AM,19,10,0.0
MAITENES_AM,19,11,0.008064516
MAITENES_AM,19,12,0.06503642
MAITENES_AM,20,1,0.06503642
MAITENES_AM,20,2,0.064324117
MAITENES_AM,20,3,0.037287548
MAITENES_AM,20,4,0.0
MAITENES_AM,20,5,0.0
MAITENES_AM,20,6,0.0
MAITENES_AM,20,7,0.0
MAITENES_AM,20,8,0.0
MAITENES_AM,20,9,0.0
MAITENES_AM,20,10,0.0
MAITENES_AM,20,11,0.0
MAITENES_AM,20,12,0.06503642
MAITENES_AM,21,1,0.06503642
MAITENES_AM,21,2,0.041762673
MAITENES_AM,21,3,0.0
MAITENES_AM,21,4,0.0
MAITENES_AM,21,5,0.0
MAITENES_AM,21,6,0.0
MAITENES_AM,21,7,0.0
MAITENES_AM,21,8,0.0
MAITENES_AM,21,9,0.0
MAITENES_AM,21,10,0.0
MAITENES_AM,21,11,0.0
MAITENES_AM,21,12,0.06503642
MAITENES_AM,22,1,0.025147416
MAITENES_AM,22,2,0.045602919
MAITENES_AM,22,3,0.0
MAITENES_AM,22,4,0.0
MAITENES_AM,22,5,0.0
MAITENES_AM,22,6,0.0
MAITENES_AM,22,7,0.0
MAITENES_AM,22,8,0.0
MAITENES_AM,22,9,0.0
MAITENES_AM,22,10,0.0
MAITENES_AM,22,11,0.0
MAITENES_AM,22,12,0.055497745
MAITENES_AM,23,1,0.059833507
MAITENES_AM,23,2,0.0
MAITENES_AM,23,3,0.0
MAITENES_AM,23,4,0.0
MAITENES_AM,23,5,0.0
MAITENES_AM,23,6,0.0
MAITENES_AM,23,7,0.0
MAITENES_AM,23,8,0.0
MAITENES_AM,23,9,0.0
MAITENES_AM,23,10,0.0
MAITENES_AM,23,11,0.0
MAITENES_AM,23,12,0.02471384
MAITENES_AM,24,1,0.06503642
MAITENES_AM,24,2,0.057603687
MAITENES_AM,24,3,0.0
MAITENES_AM,24,4,0.0
MAITENES_AM,24,5,0.0
MAITENES_AM,24,6,0.0
MAITENES_AM,24,7,0.0
MAITENES_AM,24,8,0.0
MAITENES_AM,24,9,0.0
MAITENES_AM,24,10,0.0
MAITENES_AM,24,11,0.060035842
MAITENES_AM,24,12,0.06503642
MAITENES_AM,25,1,0.06503642
MAITENES_AM,25,2,0.064324117
MAITENES_AM,25,3,0.058099202
MAITENES_AM,25,4,0.0
MAITENES_AM,25,5,0.0
MAITENES_AM,25,6,0.0
MAITENES_AM,25,7,0.0
MAITENES_AM,25,8,0.0
MAITENES_AM,25,9,0.0
MAITENES_AM,25,10,0.0
MAITENES_AM,25,11,0.0
MAITENES_AM,25,12,0.0
MAITENES_AM,26,1,0.0
MAITENES_AM,26,2,0.0
MAITENES_AM,26,3,0.0
MAITENES_AM,26,4,0.0
MAITENES_AM,26,5,0.0
MAITENES_AM,26,6,0.0
MAITENES_AM,26,7,0.0
MAITENES_AM,26,8,0.0
MAITENES_AM,26,9,0.0
MAITENES_AM,26,10,0.0
MAITENES_AM,26,11,0.0
MAITENES_AM,26,12,0.0
MAITENES_AM,27,1,0.0
MAITENES_AM,27,2,0.0
MAITENES_AM,27,3,0.0
MAITENES_AM,27,4,0.0
MAITENES_AM,27,5,0.0
MAITENES_AM,27,6,0.0
MAITENES_AM,27,7,0.0
MAITENES_AM,27,8,0.0
MAITENES_AM,27,9,0.0
MAITENES_AM,27,10,0.0
MAITENES_AM,27,11,0.0
MAITENES_AM,27,12,0.0
MAITENES_AM,28,1,0.0
MAITENES_AM,28,2,0.0
MAITENES_AM,28,3,0.0
MAITENES_AM,28,4,0.0
MAITENES_AM,28,5,0.0
MAITENES_AM,28,6,0.0
MAITENES_AM,28,7,0.0
MAITENES_AM,28,8,0.0
MAITENES_AM,28,9,0.0
MAITENES_AM,28,10,0.0
MAITENES_AM,28,11,0.0
MAITENES_AM,28,12,0.0
MAITENES_AM,29,1,0.06286854
MAITENES_AM,29,2,0.054723502
MAITENES_AM,29,3,0.0
MAITENES_AM,29,4,0.0
MAITENES_AM,29,5,0.0
MAITENES_AM,29,6,0.0
MAITENES_AM,29,7,0.0
MAITENES_AM,29,8,0.0
MAITENES_AM,29,9,0.0
MAITENES_AM,29,10,0.0
MAITENES_AM,29,11,0.0
MAITENES_AM,29,12,0.031217482
MAITENES_AM,30,1,0.062434964
MAITENES_AM,30,2,0.041282642
MAITENES_AM,30,3,0.0
MAITENES_AM,30,4,0.0
MAITENES_AM,30,5,0.0
MAITENES_AM,30,6,0.0
MAITENES_AM,30,7,0.0
MAITENES_AM,30,8,0.0
MAITENES_AM,30,9,0.0
MAITENES_AM,30,10,0.0
MAITENES_AM,30,11,0.0
MAITENES_AM,30,12,0.019510926
MAITENES_AM,31,1,0.06286854
MAITENES_AM,31,2,0.0
MAITENES_AM,31,3,0.0
MAITENES_AM,31,4,0.0
MAITENES_AM,31,5,0.0
MAITENES_AM,31,6,0.0
MAITENES_AM,31,7,0.0
MAITENES_AM,31,8,0.0
MAITENES_AM,31,9,0.0
MAITENES_AM,31,10,0.0
MAITENES_AM,31,11,0.0
MAITENES_AM,31,12,0.0
MAITENES_AM,32,1,0.00780437
MAITENES_AM,32,2,0.0
MAITENES_AM,32,3,0.0
MAITENES_AM,32,4,0.0
MAITENES_AM,32,5,0.0
MAITENES_AM,32,6,0.0
MAITENES_AM,32,7,0.0
MAITENES_AM,32,8,0.0
MAITENES_AM,32,9,0.0
MAITENES_AM,32,10,0.0
MAITENES_AM,32,11,0.0
MAITENES_AM,32,12,0.016475893
MAITENES_AM,33,1,0.0
MAITENES_AM,33,2,0.0
MAITENES_AM,33,3,0.0
MAITENES_AM,33,4,0.0
MAITENES_AM,33,5,0.0
MAITENES_AM,33,6,0.0
MAITENES_AM,33,7,0.0
MAITENES_AM,33,8,0.0
MAITENES_AM,33,9,0.0
MAITENES_AM,33,10,0.0
MAITENES_AM,33,11,0.0
MAITENES_AM,33,12,0.0
MAITENES_AM,34,1,0.0
MAITENES_AM,34,2,0.0
MAITENES_AM,34,3,0.0
MAITENES_AM,34,4,0.0
MAITENES_AM,34,5,0.0
MAITENES_AM,34,6,0.0
MAITENES_AM,34,7,0.0
MAITENES_AM,34,8,0.0
MAITENES_AM,34,9,0.0
MAITENES_AM,34,10,0.0
MAITENES_AM,34,11,0.0
MAITENES_AM,34,12,0.062434964
MAITENES_AM,35,1,0.06503642
MAITENES_AM,35,2,0.0
MAITENES_AM,35,3,0.0
MAITENES_AM,35,4,0.0
MAITENES_AM,35,5,0.0
MAITENES_AM,35,6,0.0
MAITENES_AM,35,7,0.0
MAITENES_AM,35,8,0.0
MAITENES_AM,35,9,0.0
MAITENES_AM,35,10,0.0
MAITENES_AM,35,11,0.0
MAITENES_AM,35,12,0.0
MAITENES_AM,36,1,0.0
MAITENES_AM,36,2,0.0
MAITENES_AM,36,3,0.0
MAITENES_AM,36,4,0.0
MAITENES_AM,36,5,0.0
MAITENES_AM,36,6,0.0
MAITENES_AM,36,7,0.0
MAITENES_AM,36,8,0.0
MAITENES_AM,36,9,0.0
MAITENES_AM,36,10,0.0
MAITENES_AM,36,11,0.0
MAITENES_AM,36,12,0.0
MAITENES_AM,37,1,0.016475893
MAITENES_AM,37,2,0.0
MAITENES_AM,37,3,0.0
MAITENES_AM,37,4,0.0
MAITENES_AM,37,5,0.0
MAITENES_AM,37,6,0.0
MAITENES_AM,37,7,0.0
