Proceso,Hidrologia,Etapa,Factor_Planta
CHANLEUFU,48,8,1.004111322
CHANLEUFU,48,9,1.004901961
CHANLEUFU,48,10,0.976438963
CHANLEUFU,48,11,0.661764706
CHANLEUFU,48,12,0.189753321
CHANLEUFU,49,1,0.245098039
CHANLEUFU,49,2,0.709033613
CHANLEUFU,49,3,0.719481341
CHANLEUFU,49,4,0.939542484
CHANLEUFU,49,5,1.004111322
CHANLEUFU,49,6,1.004901961
CHANLEUFU,49,7,0.466476913
CHANLEUFU,49,8,1.004111322
CHANLEUFU,49,9,1.004901961
CHANLEUFU,49,10,1.004111322
CHANLEUFU,49,11,0.968137255
CHANLEUFU,49,12,0.735294118
CHANLEUFU,50,1,0.980392157
CHANLEUFU,50,2,0.538340336
CHANLEUFU,50,3,0.324161923
CHANLEUFU,50,4,0.416666667
CHANLEUFU,50,5,0.419038583
CHANLEUFU,50,6,0.253267974
CHANLEUFU,50,7,0.229285262
CHANLEUFU,50,8,1.004111322
CHANLEUFU,50,9,1.004901961
CHANLEUFU,50,10,1.004111322
CHANLEUFU,50,11,1.004901961
CHANLEUFU,50,12,0.735294118
CHANLEUFU,51,1,1.004111322
CHANLEUFU,51,2,0.586484594
CHANLEUFU,51,3,0.660183428
CHANLEUFU,51,4,0.710784314
CHANLEUFU,51,5,1.004111322
CHANLEUFU,51,6,1.004901961
CHANLEUFU,51,7,1.004111322
CHANLEUFU,51,8,1.004111322
CHANLEUFU,51,9,1.004901961
CHANLEUFU,51,10,1.004111322
CHANLEUFU,51,11,1.004901961
CHANLEUFU,51,12,0.735294118
CHANLEUFU,52,1,0.91714105
CHANLEUFU,52,2,0.81407563
CHANLEUFU,52,3,0.735294118
CHANLEUFU,52,4,0.653594771
CHANLEUFU,52,5,1.004111322
CHANLEUFU,52,6,1.004901961
CHANLEUFU,52,7,1.004111322
CHANLEUFU,52,8,1.004111322
CHANLEUFU,52,9,1.004901961
CHANLEUFU,52,10,1.004111322
CHANLEUFU,52,11,0.923202614
CHANLEUFU,52,12,0.735294118
CHANLEUFU,53,1,0.592979127
CHANLEUFU,53,2,0.481442577
CHANLEUFU,53,3,0.506008855
CHANLEUFU,53,4,0.645424837
CHANLEUFU,53,5,0.158127767
CHANLEUFU,53,6,0.294117647
CHANLEUFU,53,7,0.664136622
CHANLEUFU,53,8,1.004111322
CHANLEUFU,53,9,0.968137255
CHANLEUFU,53,10,0.782732448
CHANLEUFU,53,11,0.947712418
CHANLEUFU,53,12,0.782732448
CHANLEUFU,54,1,0.885515497
CHANLEUFU,54,2,0.516456583
CHANLEUFU,54,3,0.675996205
CHANLEUFU,54,4,0.710784314
CHANLEUFU,54,5,0.166034156
CHANLEUFU,54,6,0.318627451
CHANLEUFU,54,7,0.727387729
CHANLEUFU,54,8,1.004111322
CHANLEUFU,54,9,1.004901961
CHANLEUFU,54,10,0.861796331
CHANLEUFU,54,11,1.004901961
CHANLEUFU,54,12,0.853889943
CHANLEUFU,55,1,0.972485769
CHANLEUFU,55,2,0.56460084
CHANLEUFU,55,3,0.7471537
CHANLEUFU,55,4,1.004901961
CHANLEUFU,55,5,1.004111322
CHANLEUFU,55,6,1.004901961
CHANLEUFU,55,7,1.004111322
CHANLEUFU,55,8,1.004111322
CHANLEUFU,55,9,1.004901961
CHANLEUFU,55,10,1.004111322
CHANLEUFU,55,11,1.004901961
CHANLEUFU,55,12,0.52972802
CHANLEUFU,56,1,0.940860215
CHANLEUFU,56,2,0.551470588
CHANLEUFU,56,3,0.3399747
CHANLEUFU,56,4,1.004901961
CHANLEUFU,56,5,1.004111322
CHANLEUFU,56,6,1.004901961
CHANLEUFU,56,7,0.877609108
CHANLEUFU,56,8,1.004111322
CHANLEUFU,56,9,1.004901961
CHANLEUFU,56,10,1.004111322
CHANLEUFU,56,11,1.004901961
CHANLEUFU,56,12,0.3399747
CHANLEUFU,57,1,0.324161923
CHANLEUFU,57,2,0.253851541
CHANLEUFU,57,3,0.308349146
CHANLEUFU,57,4,0.39624183
CHANLEUFU,57,5,0.925047438
CHANLEUFU,57,6,1.004901961
CHANLEUFU,57,7,0.909234662
CHANLEUFU,57,8,1.004111322
CHANLEUFU,57,9,1.004901961
CHANLEUFU,57,10,0.893421885
CHANLEUFU,57,11,0.661764706
CHANLEUFU,57,12,0.407179001
CHANLEUFU,58,1,0.466476913
CHANLEUFU,58,2,0.105042017
CHANLEUFU,58,3,0.185800127
CHANLEUFU,58,4,1.004901961
CHANLEUFU,58,5,1.004111322
CHANLEUFU,58,6,1.004901961
CHANLEUFU,58,7,1.004111322
CHANLEUFU,58,8,1.004111322
CHANLEUFU,58,9,1.004901961
CHANLEUFU,58,10,1.004111322
CHANLEUFU,58,11,1.004901961
CHANLEUFU,58,12,0.853889943
CHAPIQUINA,1,1,0.395007529
CHAPIQUINA,1,2,0.396238377
CHAPIQUINA,1,3,0.395007529
CHAPIQUINA,1,4,0.394477318
CHAPIQUINA,1,5,0.395007529
CHAPIQUINA,1,6,0.394477318
CHAPIQUINA,1,7,0.395007529
CHAPIQUINA,1,8,0.395007529
CHAPIQUINA,1,9,0.394477318
CHAPIQUINA,1,10,0.395007529
CHAPIQUINA,1,11,0.394477318
CHAPIQUINA,1,12,0.395007529
CHAPIQUINA,2,1,0.395007529
CHAPIQUINA,2,2,0.396238377
CHAPIQUINA,2,3,0.395007529
CHAPIQUINA,2,4,0.394477318
CHAPIQUINA,2,5,0.395007529
CHAPIQUINA,2,6,0.394477318
CHAPIQUINA,2,7,0.395007529
CHAPIQUINA,2,8,0.395007529
CHAPIQUINA,2,9,0.394477318
CHAPIQUINA,2,10,0.395007529
CHAPIQUINA,2,11,0.394477318
CHAPIQUINA,2,12,0.395007529
CHAPIQUINA,3,1,0.395007529
CHAPIQUINA,3,2,0.396238377
CHAPIQUINA,3,3,0.395007529
CHAPIQUINA,3,4,0.394477318
CHAPIQUINA,3,5,0.395007529
CHAPIQUINA,3,6,0.394477318
CHAPIQUINA,3,7,0.395007529
CHAPIQUINA,3,8,0.395007529
CHAPIQUINA,3,9,0.394477318
CHAPIQUINA,3,10,0.395007529
CHAPIQUINA,3,11,0.394477318
CHAPIQUINA,3,12,0.395007529
CHAPIQUINA,4,1,0.395007529
CHAPIQUINA,4,2,0.396238377
CHAPIQUINA,4,3,0.395007529
CHAPIQUINA,4,4,0.394477318
CHAPIQUINA,4,5,0.395007529
CHAPIQUINA,4,6,0.394477318
CHAPIQUINA,4,7,0.395007529
CHAPIQUINA,4,8,0.395007529
CHAPIQUINA,4,9,0.394477318
CHAPIQUINA,4,10,0.395007529
CHAPIQUINA,4,11,0.394477318
CHAPIQUINA,4,12,0.395007529
CHAPIQUINA,5,1,0.395007529
CHAPIQUINA,5,2,0.396238377
CHAPIQUINA,5,3,0.395007529
CHAPIQUINA,5,4,0.394477318
CHAPIQUINA,5,5,0.395007529
CHAPIQUINA,5,6,0.394477318
CHAPIQUINA,5,7,0.395007529
CHAPIQUINA,5,8,0.395007529
CHAPIQUINA,5,9,0.394477318
CHAPIQUINA,5,10,0.395007529
CHAPIQUINA,5,11,0.394477318
CHAPIQUINA,5,12,0.395007529
CHAPIQUINA,6,1,0.395007529
CHAPIQUINA,6,2,0.396238377
CHAPIQUINA,6,3,0.395007529
CHAPIQUINA,6,4,0.394477318
CHAPIQUINA,6,5,0.395007529
CHAPIQUINA,6,6,0.394477318
CHAPIQUINA,6,7,0.395007529
CHAPIQUINA,6,8,0.395007529
CHAPIQUINA,6,9,0.394477318
CHAPIQUINA,6,10,0.395007529
CHAPIQUINA,6,11,0.394477318
CHAPIQUINA,6,12,0.395007529
CHAPIQUINA,7,1,0.395007529
CHAPIQUINA,7,2,0.396238377
CHAPIQUINA,7,3,0.395007529
CHAPIQUINA,7,4,0.394477318
CHAPIQUINA,7,5,0.395007529
CHAPIQUINA,7,6,0.394477318
CHAPIQUINA,7,7,0.395007529
CHAPIQUINA,7,8,0.395007529
CHAPIQUINA,7,9,0.394477318
CHAPIQUINA,7,10,0.395007529
CHAPIQUINA,7,11,0.394477318
CHAPIQUINA,7,12,0.395007529
CHAPIQUINA,8,1,0.395007529
CHAPIQUINA,8,2,0.396238377
CHAPIQUINA,8,3,0.395007529
CHAPIQUINA,8,4,0.394477318
CHAPIQUINA,8,5,0.395007529
CHAPIQUINA,8,6,0.394477318
CHAPIQUINA,8,7,0.395007529
CHAPIQUINA,8,8,0.395007529
CHAPIQUINA,8,9,0.394477318
CHAPIQUINA,8,10,0.395007529
CHAPIQUINA,8,11,0.394477318
CHAPIQUINA,8,12,0.395007529
CHAPIQUINA,9,1,0.395007529
CHAPIQUINA,9,2,0.396238377
CHAPIQUINA,9,3,0.395007529
CHAPIQUINA,9,4,0.394477318
CHAPIQUINA,9,5,0.395007529
CHAPIQUINA,9,6,0.394477318
CHAPIQUINA,9,7,0.395007529
CHAPIQUINA,9,8,0.395007529
CHAPIQUINA,9,9,0.394477318
CHAPIQUINA,9,10,0.395007529
CHAPIQUINA,9,11,0.394477318
CHAPIQUINA,9,12,0.395007529
CHAPIQUINA,10,1,0.395007529
CHAPIQUINA,10,2,0.396238377
CHAPIQUINA,10,3,0.395007529
CHAPIQUINA,10,4,0.394477318
CHAPIQUINA,10,5,0.395007529
CHAPIQUINA,10,6,0.394477318
CHAPIQUINA,10,7,0.395007529
CHAPIQUINA,10,8,0.395007529
CHAPIQUINA,10,9,0.394477318
CHAPIQUINA,10,10,0.395007529
CHAPIQUINA,10,11,0.394477318
CHAPIQUINA,10,12,0.395007529
CHAPIQUINA,11,1,0.395007529
CHAPIQUINA,11,2,0.396238377
CHAPIQUINA,11,3,0.395007529
CHAPIQUINA,11,4,0.394477318
CHAPIQUINA,11,5,0.395007529
CHAPIQUINA,11,6,0.394477318
CHAPIQUINA,11,7,0.395007529
CHAPIQUINA,11,8,0.395007529
CHAPIQUINA,11,9,0.394477318
CHAPIQUINA,11,10,0.395007529
CHAPIQUINA,11,11,0.394477318
CHAPIQUINA,11,12,0.395007529
CHAPIQUINA,12,1,0.395007529
CHAPIQUINA,12,2,0.396238377
CHAPIQUINA,12,3,0.395007529
CHAPIQUINA,12,4,0.394477318
CHAPIQUINA,12,5,0.395007529
CHAPIQUINA,12,6,0.394477318
CHAPIQUINA,12,7,0.395007529
CHAPIQUINA,12,8,0.395007529
CHAPIQUINA,12,9,0.394477318
CHAPIQUINA,12,10,0.395007529
CHAPIQUINA,12,11,0.394477318
CHAPIQUINA,12,12,0.395007529
CHAPIQUINA,13,1,0.395007529
CHAPIQUINA,13,2,0.396238377
CHAPIQUINA,13,3,0.395007529
CHAPIQUINA,13,4,0.394477318
CHAPIQUINA,13,5,0.395007529
CHAPIQUINA,13,6,0.394477318
CHAPIQUINA,13,7,0.395007529
CHAPIQUINA,13,8,0.395007529
CHAPIQUINA,13,9,0.394477318
CHAPIQUINA,13,10,0.395007529
CHAPIQUINA,13,11,0.394477318
CHAPIQUINA,13,12,0.395007529
CHAPIQUINA,14,1,0.395007529
CHAPIQUINA,14,2,0.396238377
CHAPIQUINA,14,3,0.395007529
CHAPIQUINA,14,4,0.394477318
CHAPIQUINA,14,5,0.395007529
CHAPIQUINA,14,6,0.394477318
CHAPIQUINA,14,7,0.395007529
CHAPIQUINA,14,8,0.395007529
CHAPIQUINA,14,9,0.394477318
CHAPIQUINA,14,10,0.395007529
CHAPIQUINA,14,11,0.394477318
CHAPIQUINA,14,12,0.395007529
CHAPIQUINA,15,1,0.395007529
CHAPIQUINA,15,2,0.396238377
CHAPIQUINA,15,3,0.395007529
CHAPIQUINA,15,4,0.394477318
CHAPIQUINA,15,5,0.395007529
CHAPIQUINA,15,6,0.394477318
CHAPIQUINA,15,7,0.395007529
CHAPIQUINA,15,8,0.395007529
CHAPIQUINA,15,9,0.394477318
CHAPIQUINA,15,10,0.395007529
CHAPIQUINA,15,11,0.394477318
CHAPIQUINA,15,12,0.395007529
CHAPIQUINA,16,1,0.395007529
CHAPIQUINA,16,2,0.396238377
CHAPIQUINA,16,3,0.395007529
CHAPIQUINA,16,4,0.394477318
CHAPIQUINA,16,5,0.395007529
CHAPIQUINA,16,6,0.394477318
CHAPIQUINA,16,7,0.395007529
CHAPIQUINA,16,8,0.395007529
CHAPIQUINA,16,9,0.394477318
CHAPIQUINA,16,10,0.395007529
CHAPIQUINA,16,11,0.394477318
CHAPIQUINA,16,12,0.395007529
CHAPIQUINA,17,1,0.395007529
CHAPIQUINA,17,2,0.396238377
CHAPIQUINA,17,3,0.395007529
CHAPIQUINA,17,4,0.394477318
CHAPIQUINA,17,5,0.395007529
CHAPIQUINA,17,6,0.394477318
CHAPIQUINA,17,7,0.395007529
CHAPIQUINA,17,8,0.395007529
CHAPIQUINA,17,9,0.394477318
CHAPIQUINA,17,10,0.395007529
CHAPIQUINA,17,11,0.394477318
CHAPIQUINA,17,12,0.395007529
CHAPIQUINA,18,1,0.395007529
CHAPIQUINA,18,2,0.396238377
CHAPIQUINA,18,3,0.395007529
CHAPIQUINA,18,4,0.394477318
CHAPIQUINA,18,5,0.395007529
CHAPIQUINA,18,6,0.394477318
CHAPIQUINA,18,7,0.395007529
CHAPIQUINA,18,8,0.395007529
CHAPIQUINA,18,9,0.394477318
CHAPIQUINA,18,10,0.395007529
CHAPIQUINA,18,11,0.394477318
CHAPIQUINA,18,12,0.395007529
CHAPIQUINA,19,1,0.395007529
CHAPIQUINA,19,2,0.396238377
CHAPIQUINA,19,3,0.395007529
CHAPIQUINA,19,4,0.394477318
CHAPIQUINA,19,5,0.395007529
CHAPIQUINA,19,6,0.394477318
CHAPIQUINA,19,7,0.395007529
CHAPIQUINA,19,8,0.395007529
CHAPIQUINA,19,9,0.394477318
CHAPIQUINA,19,10,0.395007529
CHAPIQUINA,19,11,0.394477318
CHAPIQUINA,19,12,0.395007529
CHAPIQUINA,20,1,0.395007529
CHAPIQUINA,20,2,0.396238377
CHAPIQUINA,20,3,0.395007529
CHAPIQUINA,20,4,0.394477318
CHAPIQUINA,20,5,0.395007529
CHAPIQUINA,20,6,0.394477318
CHAPIQUINA,20,7,0.395007529
CHAPIQUINA,20,8,0.395007529
CHAPIQUINA,20,9,0.394477318
CHAPIQUINA,20,10,0.395007529
CHAPIQUINA,20,11,0.394477318
CHAPIQUINA,20,12,0.395007529
CHAPIQUINA,21,1,0.395007529
CHAPIQUINA,21,2,0.396238377
CHAPIQUINA,21,3,0.395007529
CHAPIQUINA,21,4,0.394477318
CHAPIQUINA,21,5,0.395007529
CHAPIQUINA,21,6,0.394477318
CHAPIQUINA,21,7,0.395007529
CHAPIQUINA,21,8,0.395007529
CHAPIQUINA,21,9,0.394477318
CHAPIQUINA,21,10,0.395007529
CHAPIQUINA,21,11,0.394477318
CHAPIQUINA,21,12,0.395007529
CHAPIQUINA,22,1,0.395007529
CHAPIQUINA,22,2,0.396238377
CHAPIQUINA,22,3,0.395007529
CHAPIQUINA,22,4,0.394477318
CHAPIQUINA,22,5,0.395007529
CHAPIQUINA,22,6,0.394477318
CHAPIQUINA,22,7,0.395007529
CHAPIQUINA,22,8,0.395007529
CHAPIQUINA,22,9,0.394477318
CHAPIQUINA,22,10,0.395007529
CHAPIQUINA,22,11,0.394477318
CHAPIQUINA,22,12,0.395007529
CHAPIQUINA,23,1,0.395007529
CHAPIQUINA,23,2,0.396238377
CHAPIQUINA,23,3,0.395007529
CHAPIQUINA,23,4,0.394477318
CHAPIQUINA,23,5,0.395007529
CHAPIQUINA,23,6,0.394477318
CHAPIQUINA,23,7,0.395007529
CHAPIQUINA,23,8,0.395007529
CHAPIQUINA,23,9,0.394477318
CHAPIQUINA,23,10,0.395007529
CHAPIQUINA,23,11,0.394477318
CHAPIQUINA,23,12,0.395007529
CHAPIQUINA,24,1,0.395007529
CHAPIQUINA,24,2,0.396238377
CHAPIQUINA,24,3,0.395007529
CHAPIQUINA,24,4,0.394477318
CHAPIQUINA,24,5,0.395007529
CHAPIQUINA,24,6,0.394477318
CHAPIQUINA,24,7,0.395007529
CHAPIQUINA,24,8,0.395007529
CHAPIQUINA,24,9,0.394477318
CHAPIQUINA,24,10,0.395007529
CHAPIQUINA,24,11,0.394477318
CHAPIQUINA,24,12,0.395007529
CHAPIQUINA,25,1,0.395007529
CHAPIQUINA,25,2,0.396238377
CHAPIQUINA,25,3,0.395007529
CHAPIQUINA,25,4,0.394477318
CHAPIQUINA,25,5,0.395007529
CHAPIQUINA,25,6,0.394477318
CHAPIQUINA,25,7,0.395007529
CHAPIQUINA,25,8,0.395007529
CHAPIQUINA,25,9,0.394477318
CHAPIQUINA,25,10,0.395007529
CHAPIQUINA,25,11,0.394477318
CHAPIQUINA,25,12,0.395007529
CHAPIQUINA,26,1,0.395007529
CHAPIQUINA,26,2,0.396238377
CHAPIQUINA,26,3,0.395007529
CHAPIQUINA,26,4,0.394477318
CHAPIQUINA,26,5,0.395007529
CHAPIQUINA,26,6,0.394477318
CHAPIQUINA,26,7,0.395007529
CHAPIQUINA,26,8,0.395007529
CHAPIQUINA,26,9,0.394477318
CHAPIQUINA,26,10,0.395007529
CHAPIQUINA,26,11,0.394477318
CHAPIQUINA,26,12,0.395007529
CHAPIQUINA,27,1,0.395007529
CHAPIQUINA,27,2,0.396238377
CHAPIQUINA,27,3,0.395007529
CHAPIQUINA,27,4,0.394477318
CHAPIQUINA,27,5,0.395007529
CHAPIQUINA,27,6,0.394477318
CHAPIQUINA,27,7,0.395007529
CHAPIQUINA,27,8,0.395007529
CHAPIQUINA,27,9,0.394477318
CHAPIQUINA,27,10,0.395007529
CHAPIQUINA,27,11,0.394477318
CHAPIQUINA,27,12,0.395007529
CHAPIQUINA,28,1,0.395007529
CHAPIQUINA,28,2,0.396238377
CHAPIQUINA,28,3,0.395007529
CHAPIQUINA,28,4,0.394477318
CHAPIQUINA,28,5,0.395007529
CHAPIQUINA,28,6,0.394477318
CHAPIQUINA,28,7,0.395007529
CHAPIQUINA,28,8,0.395007529
CHAPIQUINA,28,9,0.394477318
CHAPIQUINA,28,10,0.395007529
CHAPIQUINA,28,11,0.394477318
CHAPIQUINA,28,12,0.395007529
CHAPIQUINA,29,1,0.395007529
CHAPIQUINA,29,2,0.396238377
CHAPIQUINA,29,3,0.395007529
CHAPIQUINA,29,4,0.394477318
CHAPIQUINA,29,5,0.395007529
CHAPIQUINA,29,6,0.394477318
CHAPIQUINA,29,7,0.395007529
CHAPIQUINA,29,8,0.395007529
CHAPIQUINA,29,9,0.394477318
CHAPIQUINA,29,10,0.395007529
CHAPIQUINA,29,11,0.394477318
CHAPIQUINA,29,12,0.395007529
CHAPIQUINA,30,1,0.395007529
CHAPIQUINA,30,2,0.396238377
CHAPIQUINA,30,3,0.395007529
CHAPIQUINA,30,4,0.394477318
CHAPIQUINA,30,5,0.395007529
CHAPIQUINA,30,6,0.394477318
CHAPIQUINA,30,7,0.395007529
CHAPIQUINA,30,8,0.395007529
CHAPIQUINA,30,9,0.394477318
CHAPIQUINA,30,10,0.395007529
CHAPIQUINA,30,11,0.394477318
CHAPIQUINA,30,12,0.395007529
CHAPIQUINA,31,1,0.395007529
CHAPIQUINA,31,2,0.396238377
CHAPIQUINA,31,3,0.395007529
CHAPIQUINA,31,4,0.394477318
CHAPIQUINA,31,5,0.395007529
CHAPIQUINA,31,6,0.394477318
CHAPIQUINA,31,7,0.395007529
CHAPIQUINA,31,8,0.395007529
CHAPIQUINA,31,9,0.394477318
CHAPIQUINA,31,10,0.395007529
CHAPIQUINA,31,11,0.394477318
CHAPIQUINA,31,12,0.395007529
CHAPIQUINA,32,1,0.395007529
CHAPIQUINA,32,2,0.396238377
CHAPIQUINA,32,3,0.395007529
CHAPIQUINA,32,4,0.394477318
CHAPIQUINA,32,5,0.395007529
CHAPIQUINA,32,6,0.394477318
CHAPIQUINA,32,7,0.395007529
CHAPIQUINA,32,8,0.395007529
CHAPIQUINA,32,9,0.394477318
CHAPIQUINA,32,10,0.395007529
CHAPIQUINA,32,11,0.394477318
CHAPIQUINA,32,12,0.395007529
CHAPIQUINA,33,1,0.395007529
CHAPIQUINA,33,2,0.396238377
CHAPIQUINA,33,3,0.395007529
CHAPIQUINA,33,4,0.394477318
CHAPIQUINA,33,5,0.395007529
CHAPIQUINA,33,6,0.394477318
CHAPIQUINA,33,7,0.395007529
CHAPIQUINA,33,8,0.395007529
CHAPIQUINA,33,9,0.394477318
CHAPIQUINA,33,10,0.395007529
CHAPIQUINA,33,11,0.394477318
CHAPIQUINA,33,12,0.395007529
CHAPIQUINA,34,1,0.395007529
CHAPIQUINA,34,2,0.396238377
CHAPIQUINA,34,3,0.395007529
CHAPIQUINA,34,4,0.394477318
CHAPIQUINA,34,5,0.395007529
CHAPIQUINA,34,6,0.394477318
CHAPIQUINA,34,7,0.395007529
CHAPIQUINA,34,8,0.395007529
CHAPIQUINA,34,9,0.394477318
CHAPIQUINA,34,10,0.395007529
CHAPIQUINA,34,11,0.394477318
CHAPIQUINA,34,12,0.395007529
CHAPIQUINA,35,1,0.395007529
CHAPIQUINA,35,2,0.396238377
CHAPIQUINA,35,3,0.395007529
CHAPIQUINA,35,4,0.394477318
CHAPIQUINA,35,5,0.395007529
CHAPIQUINA,35,6,0.394477318
CHAPIQUINA,35,7,0.395007529
CHAPIQUINA,35,8,0.395007529
CHAPIQUINA,35,9,0.394477318
CHAPIQUINA,35,10,0.395007529
CHAPIQUINA,35,11,0.394477318
CHAPIQUINA,35,12,0.395007529
CHAPIQUINA,36,1,0.395007529
CHAPIQUINA,36,2,0.396238377
CHAPIQUINA,36,3,0.395007529
CHAPIQUINA,36,4,0.394477318
CHAPIQUINA,36,5,0.395007529
CHAPIQUINA,36,6,0.394477318
CHAPIQUINA,36,7,0.395007529
CHAPIQUINA,36,8,0.395007529
CHAPIQUINA,36,9,0.394477318
CHAPIQUINA,36,10,0.395007529
CHAPIQUINA,36,11,0.394477318
CHAPIQUINA,36,12,0.395007529
CHAPIQUINA,37,1,0.395007529
CHAPIQUINA,37,2,0.396238377
CHAPIQUINA,37,3,0.395007529
CHAPIQUINA,37,4,0.394477318
CHAPIQUINA,37,5,0.395007529
CHAPIQUINA,37,6,0.394477318
CHAPIQUINA,37,7,0.395007529
CHAPIQUINA,37,8,0.395007529
CHAPIQUINA,37,9,0.394477318
CHAPIQUINA,37,10,0.395007529
CHAPIQUINA,37,11,0.394477318
CHAPIQUINA,37,12,0.395007529
CHAPIQUINA,38,1,0.395007529
CHAPIQUINA,38,2,0.396238377
CHAPIQUINA,38,3,0.395007529
CHAPIQUINA,38,4,0.394477318
CHAPIQUINA,38,5,0.395007529
CHAPIQUINA,38,6,0.394477318
CHAPIQUINA,38,7,0.395007529
CHAPIQUINA,38,8,0.395007529
CHAPIQUINA,38,9,0.394477318
CHAPIQUINA,38,10,0.395007529
CHAPIQUINA,38,11,0.394477318
CHAPIQUINA,38,12,0.395007529
CHAPIQUINA,39,1,0.395007529
CHAPIQUINA,39,2,0.396238377
CHAPIQUINA,39,3,0.395007529
CHAPIQUINA,39,4,0.394477318
CHAPIQUINA,39,5,0.395007529
CHAPIQUINA,39,6,0.394477318
CHAPIQUINA,39,7,0.395007529
CHAPIQUINA,39,8,0.395007529
CHAPIQUINA,39,9,0.394477318
CHAPIQUINA,39,10,0.395007529
CHAPIQUINA,39,11,0.394477318
CHAPIQUINA,39,12,0.395007529
CHAPIQUINA,40,1,0.395007529
CHAPIQUINA,40,2,0.396238377
CHAPIQUINA,40,3,0.395007529
CHAPIQUINA,40,4,0.394477318
CHAPIQUINA,40,5,0.395007529
CHAPIQUINA,40,6,0.394477318
CHAPIQUINA,40,7,0.395007529
CHAPIQUINA,40,8,0.395007529
CHAPIQUINA,40,9,0.394477318
CHAPIQUINA,40,10,0.395007529
CHAPIQUINA,40,11,0.394477318
CHAPIQUINA,40,12,0.395007529
CHAPIQUINA,41,1,0.395007529
CHAPIQUINA,41,2,0.396238377
CHAPIQUINA,41,3,0.395007529
CHAPIQUINA,41,4,0.394477318
CHAPIQUINA,41,5,0.395007529
CHAPIQUINA,41,6,0.394477318
CHAPIQUINA,41,7,0.395007529
CHAPIQUINA,41,8,0.395007529
CHAPIQUINA,41,9,0.394477318
CHAPIQUINA,41,10,0.395007529
CHAPIQUINA,41,11,0.394477318
CHAPIQUINA,41,12,0.395007529
CHAPIQUINA,42,1,0.395007529
CHAPIQUINA,42,2,0.396238377
CHAPIQUINA,42,3,0.395007529
CHAPIQUINA,42,4,0.394477318
CHAPIQUINA,42,5,0.395007529
CHAPIQUINA,42,6,0.394477318
CHAPIQUINA,42,7,0.395007529
CHAPIQUINA,42,8,0.395007529
CHAPIQUINA,42,9,0.394477318
CHAPIQUINA,42,10,0.395007529
CHAPIQUINA,42,11,0.394477318
CHAPIQUINA,42,12,0.395007529
CHAPIQUINA,43,1,0.395007529
CHAPIQUINA,43,2,0.396238377
CHAPIQUINA,43,3,0.395007529
CHAPIQUINA,43,4,0.394477318
CHAPIQUINA,43,5,0.395007529
CHAPIQUINA,43,6,0.394477318
CHAPIQUINA,43,7,0.395007529
CHAPIQUINA,43,8,0.395007529
CHAPIQUINA,43,9,0.394477318
CHAPIQUINA,43,10,0.395007529
CHAPIQUINA,43,11,0.394477318
CHAPIQUINA,43,12,0.395007529
CHAPIQUINA,44,1,0.395007529
CHAPIQUINA,44,2,0.396238377
CHAPIQUINA,44,3,0.395007529
CHAPIQUINA,44,4,0.394477318
CHAPIQUINA,44,5,0.395007529
CHAPIQUINA,44,6,0.394477318
CHAPIQUINA,44,7,0.395007529
CHAPIQUINA,44,8,0.395007529
CHAPIQUINA,44,9,0.394477318
CHAPIQUINA,44,10,0.395007529
CHAPIQUINA,44,11,0.394477318
CHAPIQUINA,44,12,0.395007529
CHAPIQUINA,45,1,0.395007529
CHAPIQUINA,45,2,0.396238377
CHAPIQUINA,45,3,0.395007529
CHAPIQUINA,45,4,0.394477318
CHAPIQUINA,45,5,0.395007529
CHAPIQUINA,45,6,0.394477318
CHAPIQUINA,45,7,0.395007529
CHAPIQUINA,45,8,0.395007529
CHAPIQUINA,45,9,0.394477318
CHAPIQUINA,45,10,0.395007529
CHAPIQUINA,45,11,0.394477318
CHAPIQUINA,45,12,0.395007529
CHAPIQUINA,46,1,0.395007529
CHAPIQUINA,46,2,0.396238377
CHAPIQUINA,46,3,0.395007529
CHAPIQUINA,46,4,0.394477318
CHAPIQUINA,46,5,0.395007529
CHAPIQUINA,46,6,0.394477318
CHAPIQUINA,46,7,0.395007529
CHAPIQUINA,46,8,0.395007529
CHAPIQUINA,46,9,0.394477318
CHAPIQUINA,46,10,0.395007529
CHAPIQUINA,46,11,0.394477318
CHAPIQUINA,46,12,0.395007529
CHAPIQUINA,47,1,0.395007529
CHAPIQUINA,47,2,0.396238377
CHAPIQUINA,47,3,0.395007529
CHAPIQUINA,47,4,0.394477318
CHAPIQUINA,47,5,0.395007529
CHAPIQUINA,47,6,0.394477318
CHAPIQUINA,47,7,0.395007529
CHAPIQUINA,47,8,0.395007529
CHAPIQUINA,47,9,0.394477318
CHAPIQUINA,47,10,0.395007529
CHAPIQUINA,47,11,0.394477318
CHAPIQUINA,47,12,0.395007529
CHAPIQUINA,48,1,0.395007529
CHAPIQUINA,48,2,0.396238377
CHAPIQUINA,48,3,0.395007529
CHAPIQUINA,48,4,0.394477318
CHAPIQUINA,48,5,0.395007529
CHAPIQUINA,48,6,0.394477318
CHAPIQUINA,48,7,0.395007529
CHAPIQUINA,48,8,0.395007529
CHAPIQUINA,48,9,0.394477318
CHAPIQUINA,48,10,0.395007529
CHAPIQUINA,48,11,0.394477318
CHAPIQUINA,48,12,0.395007529
CHAPIQUINA,49,1,0.395007529
CHAPIQUINA,49,2,0.396238377
CHAPIQUINA,49,3,0.395007529
CHAPIQUINA,49,4,0.394477318
