Proceso,Agno,Pmax
TRANS_VEH_HIBRIDO_2018,2040,910.0
TRANS_VEH_HIBRIDO_2018,2041,910.0
TRANS_VEH_HIBRIDO_2018,2042,910.0
TRANS_VEH_HIBRIDO_2018,2043,910.0
TRANS_VEH_HIBRIDO_2018,2044,910.0
TRANS_VEH_HIBRIDO_2018,2045,910.0
TRANS_VEH_HIBRIDO_2018,2046,910.0
TRANS_VEH_HIBRIDO_2018,2047,910.0
TRANS_VEH_HIBRIDO_2018,2048,910.0
TRANS_VEH_HIBRIDO_2018,2049,910.0
TRANS_VEH_HIBRIDO_2018,2050,910.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2017,0.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2018,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2019,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2020,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2021,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2022,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2023,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2024,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2025,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2026,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2027,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2028,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2029,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2030,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2031,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2032,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2033,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2034,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2035,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2036,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2037,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2038,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2039,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2040,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2041,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2042,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2043,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2044,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2045,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2046,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2047,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2048,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2049,14133.0
TRANS_VEH_MEDIANO_GASOLINA_2018,2050,14133.0
TRANS_VEH_MEDIANO_DIESEL_2018,2017,0.0
TRANS_VEH_MEDIANO_DIESEL_2018,2018,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2019,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2020,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2021,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2022,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2023,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2024,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2025,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2026,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2027,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2028,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2029,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2030,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2031,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2032,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2033,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2034,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2035,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2036,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2037,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2038,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2039,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2040,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2041,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2042,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2043,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2044,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2045,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2046,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2047,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2048,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2049,77796.0
TRANS_VEH_MEDIANO_DIESEL_2018,2050,77796.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2017,0.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2018,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2019,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2020,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2021,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2022,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2023,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2024,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2025,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2026,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2027,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2028,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2029,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2030,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2031,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2032,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2033,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2034,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2035,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2036,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2037,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2038,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2039,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2040,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2041,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2042,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2043,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2044,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2045,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2046,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2047,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2048,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2049,62.0
TRANS_VEH_MEDIANO_HIBRIDO_2018,2050,62.0
I_AZU_motriz_meps_electricidad,2017,0.0
I_AZU_motriz_meps_electricidad,2018,0.0
I_AZU_motriz_meps_electricidad,2019,0.0
I_AZU_motriz_meps_electricidad,2020,0.0
I_AZU_motriz_meps_electricidad,2021,0.0
I_AZU_motriz_meps_electricidad,2022,0.0
I_AZU_motriz_meps_electricidad,2023,0.0
I_AZU_motriz_meps_electricidad,2024,0.0
I_AZU_motriz_meps_electricidad,2025,0.0
I_AZU_motriz_meps_electricidad,2026,2.115
I_AZU_motriz_meps_electricidad,2027,2.3760000000000003
I_AZU_motriz_meps_electricidad,2028,2.637
I_AZU_motriz_meps_electricidad,2029,2.907
I_AZU_motriz_meps_electricidad,2030,3.168
I_AZU_motriz_meps_electricidad,2031,3.168
I_AZU_motriz_meps_electricidad,2032,3.168
I_AZU_motriz_meps_electricidad,2033,3.168
I_AZU_motriz_meps_electricidad,2034,3.168
I_AZU_motriz_meps_electricidad,2035,3.168
I_AZU_motriz_meps_electricidad,2036,3.168
I_AZU_motriz_meps_electricidad,2037,3.168
I_AZU_motriz_meps_electricidad,2038,3.168
I_AZU_motriz_meps_electricidad,2039,3.168
I_AZU_motriz_meps_electricidad,2040,3.168
I_AZU_motriz_meps_electricidad,2041,3.168
I_AZU_motriz_meps_electricidad,2042,3.168
I_AZU_motriz_meps_electricidad,2043,3.168
I_AZU_motriz_meps_electricidad,2044,3.168
I_AZU_motriz_meps_electricidad,2045,3.168
I_AZU_motriz_meps_electricidad,2046,3.168
I_AZU_motriz_meps_electricidad,2047,3.168
I_AZU_motriz_meps_electricidad,2048,3.168
I_AZU_motriz_meps_electricidad,2049,3.168
I_AZU_motriz_meps_electricidad,2050,3.168
I_CEL_motriz_meps_electricidad,2017,0.0
I_CEL_motriz_meps_electricidad,2018,0.0
I_CEL_motriz_meps_electricidad,2019,0.0
I_CEL_motriz_meps_electricidad,2020,0.0
I_CEL_motriz_meps_electricidad,2021,0.0
I_CEL_motriz_meps_electricidad,2022,0.0
I_CEL_motriz_meps_electricidad,2023,0.0
I_CEL_motriz_meps_electricidad,2024,0.0
I_CEL_motriz_meps_electricidad,2025,0.0
I_CEL_motriz_meps_electricidad,2026,125.01
I_CEL_motriz_meps_electricidad,2027,140.634
I_CEL_motriz_meps_electricidad,2028,156.258
I_CEL_motriz_meps_electricidad,2029,171.882
I_CEL_motriz_meps_electricidad,2030,187.515
I_CEL_motriz_meps_electricidad,2031,187.515
I_CEL_motriz_meps_electricidad,2032,187.515
I_CEL_motriz_meps_electricidad,2033,187.515
I_CEL_motriz_meps_electricidad,2034,187.515
I_CEL_motriz_meps_electricidad,2035,187.515
I_CEL_motriz_meps_electricidad,2036,187.515
I_CEL_motriz_meps_electricidad,2037,187.515
I_CEL_motriz_meps_electricidad,2038,187.515
I_CEL_motriz_meps_electricidad,2039,187.515
I_CEL_motriz_meps_electricidad,2040,187.515
I_CEL_motriz_meps_electricidad,2041,187.515
I_CEL_motriz_meps_electricidad,2042,187.515
I_CEL_motriz_meps_electricidad,2043,187.515
I_CEL_motriz_meps_electricidad,2044,187.515
I_CEL_motriz_meps_electricidad,2045,187.515
I_CEL_motriz_meps_electricidad,2046,187.515
I_CEL_motriz_meps_electricidad,2047,187.515
I_CEL_motriz_meps_electricidad,2048,187.515
I_CEL_motriz_meps_electricidad,2049,187.515
I_CEL_motriz_meps_electricidad,2050,187.515
I_CEL_impuesto_motriz_meps_electricidad,2017,0.0
I_CEL_impuesto_motriz_meps_electricidad,2018,0.0
I_CEL_impuesto_motriz_meps_electricidad,2019,0.0
I_CEL_impuesto_motriz_meps_electricidad,2020,0.0
I_CEL_impuesto_motriz_meps_electricidad,2021,0.0
I_CEL_impuesto_motriz_meps_electricidad,2022,0.0
I_CEL_impuesto_motriz_meps_electricidad,2023,0.0
I_CEL_impuesto_motriz_meps_electricidad,2024,0.0
I_CEL_impuesto_motriz_meps_electricidad,2025,0.0
I_CEL_impuesto_motriz_meps_electricidad,2026,173.925
I_CEL_impuesto_motriz_meps_electricidad,2027,195.669
I_CEL_impuesto_motriz_meps_electricidad,2028,217.413
I_CEL_impuesto_motriz_meps_electricidad,2029,239.14800000000002
I_CEL_impuesto_motriz_meps_electricidad,2030,260.892
I_CEL_impuesto_motriz_meps_electricidad,2031,260.892
I_CEL_impuesto_motriz_meps_electricidad,2032,260.892
I_CEL_impuesto_motriz_meps_electricidad,2033,260.892
I_CEL_impuesto_motriz_meps_electricidad,2034,260.892
I_CEL_impuesto_motriz_meps_electricidad,2035,260.892
I_CEL_impuesto_motriz_meps_electricidad,2036,260.892
I_CEL_impuesto_motriz_meps_electricidad,2037,260.892
I_CEL_impuesto_motriz_meps_electricidad,2038,260.892
I_CEL_impuesto_motriz_meps_electricidad,2039,260.892
I_CEL_impuesto_motriz_meps_electricidad,2040,260.892
I_CEL_impuesto_motriz_meps_electricidad,2041,260.892
I_CEL_impuesto_motriz_meps_electricidad,2042,260.892
I_CEL_impuesto_motriz_meps_electricidad,2043,260.892
I_CEL_impuesto_motriz_meps_electricidad,2044,260.892
I_CEL_impuesto_motriz_meps_electricidad,2045,260.892
I_CEL_impuesto_motriz_meps_electricidad,2046,260.892
I_CEL_impuesto_motriz_meps_electricidad,2047,260.892
I_CEL_impuesto_motriz_meps_electricidad,2048,260.892
I_CEL_impuesto_motriz_meps_electricidad,2049,260.892
I_CEL_impuesto_motriz_meps_electricidad,2050,260.892
I_CEM_motriz_meps_electricidad,2017,0.0
I_CEM_motriz_meps_electricidad,2018,0.0
I_CEM_motriz_meps_electricidad,2019,0.0
I_CEM_motriz_meps_electricidad,2020,0.0
I_CEM_motriz_meps_electricidad,2021,0.0
I_CEM_motriz_meps_electricidad,2022,0.0
I_CEM_motriz_meps_electricidad,2023,0.0
I_CEM_motriz_meps_electricidad,2024,0.0
I_CEM_motriz_meps_electricidad,2025,0.0
I_CEM_motriz_meps_electricidad,2026,27.855
I_CEM_motriz_meps_electricidad,2027,31.338
I_CEM_motriz_meps_electricidad,2028,34.821
I_CEM_motriz_meps_electricidad,2029,38.304
I_CEM_motriz_meps_electricidad,2030,41.787
I_CEM_motriz_meps_electricidad,2031,41.787
I_CEM_motriz_meps_electricidad,2032,41.787
I_CEM_motriz_meps_electricidad,2033,41.787
I_CEM_motriz_meps_electricidad,2034,41.787
I_CEM_motriz_meps_electricidad,2035,41.787
I_CEM_motriz_meps_electricidad,2036,41.787
I_CEM_motriz_meps_electricidad,2037,41.787
I_CEM_motriz_meps_electricidad,2038,41.787
I_CEM_motriz_meps_electricidad,2039,41.787
I_CEM_motriz_meps_electricidad,2040,41.787
I_CEM_motriz_meps_electricidad,2041,41.787
I_CEM_motriz_meps_electricidad,2042,41.787
I_CEM_motriz_meps_electricidad,2043,41.787
I_CEM_motriz_meps_electricidad,2044,41.787
I_CEM_motriz_meps_electricidad,2045,41.787
I_CEM_motriz_meps_electricidad,2046,41.787
I_CEM_motriz_meps_electricidad,2047,41.787
I_CEM_motriz_meps_electricidad,2048,41.787
I_CEM_motriz_meps_electricidad,2049,41.787
I_CEM_motriz_meps_electricidad,2050,41.787
I_HIE_motriz_meps_electricidad,2017,0.0
I_HIE_motriz_meps_electricidad,2018,0.0
I_HIE_motriz_meps_electricidad,2019,0.0
I_HIE_motriz_meps_electricidad,2020,0.0
I_HIE_motriz_meps_electricidad,2021,0.0
I_HIE_motriz_meps_electricidad,2022,0.0
I_HIE_motriz_meps_electricidad,2023,0.0
I_HIE_motriz_meps_electricidad,2024,0.0
I_HIE_motriz_meps_electricidad,2025,0.0
I_HIE_motriz_meps_electricidad,2026,72.423
I_HIE_motriz_meps_electricidad,2027,81.477
I_HIE_motriz_meps_electricidad,2028,90.531
I_HIE_motriz_meps_electricidad,2029,99.58500000000001
I_HIE_motriz_meps_electricidad,2030,108.639
I_HIE_motriz_meps_electricidad,2031,108.639
I_HIE_motriz_meps_electricidad,2032,108.639
I_HIE_motriz_meps_electricidad,2033,108.639
I_HIE_motriz_meps_electricidad,2034,108.639
I_HIE_motriz_meps_electricidad,2035,108.639
I_HIE_motriz_meps_electricidad,2036,108.639
I_HIE_motriz_meps_electricidad,2037,108.639
I_HIE_motriz_meps_electricidad,2038,108.639
I_HIE_motriz_meps_electricidad,2039,108.639
I_HIE_motriz_meps_electricidad,2040,108.639
I_HIE_motriz_meps_electricidad,2041,108.639
I_HIE_motriz_meps_electricidad,2042,108.639
I_HIE_motriz_meps_electricidad,2043,108.639
I_HIE_motriz_meps_electricidad,2044,108.639
I_HIE_motriz_meps_electricidad,2045,108.639
I_HIE_motriz_meps_electricidad,2046,108.639
I_HIE_motriz_meps_electricidad,2047,108.639
I_HIE_motriz_meps_electricidad,2048,108.639
I_HIE_motriz_meps_electricidad,2049,108.639
I_HIE_motriz_meps_electricidad,2050,108.639
I_PES_motriz_meps_electricidad,2017,0.0
I_PES_motriz_meps_electricidad,2018,0.0
I_PES_motriz_meps_electricidad,2019,0.0
I_PES_motriz_meps_electricidad,2020,0.0
I_PES_motriz_meps_electricidad,2021,0.0
I_PES_motriz_meps_electricidad,2022,0.0
I_PES_motriz_meps_electricidad,2023,0.0
I_PES_motriz_meps_electricidad,2024,0.0
I_PES_motriz_meps_electricidad,2025,0.0
I_PES_motriz_meps_electricidad,2026,0.459
I_PES_motriz_meps_electricidad,2027,0.513
I_PES_motriz_meps_electricidad,2028,0.5670000000000001
I_PES_motriz_meps_electricidad,2029,0.63
I_PES_motriz_meps_electricidad,2030,0.684
I_PES_motriz_meps_electricidad,2031,0.684
I_PES_motriz_meps_electricidad,2032,0.684
I_PES_motriz_meps_electricidad,2033,0.684
I_PES_motriz_meps_electricidad,2034,0.684
I_PES_motriz_meps_electricidad,2035,0.684
I_PES_motriz_meps_electricidad,2036,0.684
I_PES_motriz_meps_electricidad,2037,0.684
I_PES_motriz_meps_electricidad,2038,0.684
I_PES_motriz_meps_electricidad,2039,0.684
I_PES_motriz_meps_electricidad,2040,0.684
I_PES_motriz_meps_electricidad,2041,0.684
I_PES_motriz_meps_electricidad,2042,0.684
I_PES_motriz_meps_electricidad,2043,0.684
I_PES_motriz_meps_electricidad,2044,0.684
I_PES_motriz_meps_electricidad,2045,0.684
I_PES_motriz_meps_electricidad,2046,0.684
I_PES_motriz_meps_electricidad,2047,0.684
I_PES_motriz_meps_electricidad,2048,0.684
I_PES_motriz_meps_electricidad,2049,0.684
I_PES_motriz_meps_electricidad,2050,0.684
I_PES_impuesto_meps_motriz_electricidad,2017,0.0
I_PES_impuesto_meps_motriz_electricidad,2018,0.0
I_PES_impuesto_meps_motriz_electricidad,2019,0.0
I_PES_impuesto_meps_motriz_electricidad,2020,0.0
I_PES_impuesto_meps_motriz_electricidad,2021,0.0
I_PES_impuesto_meps_motriz_electricidad,2022,0.0
I_PES_impuesto_meps_motriz_electricidad,2023,0.0
I_PES_impuesto_meps_motriz_electricidad,2024,0.0
I_PES_impuesto_meps_motriz_electricidad,2025,0.0
I_PES_impuesto_meps_motriz_electricidad,2026,8.901000000000002
I_PES_impuesto_meps_motriz_electricidad,2027,10.017000000000001
I_PES_impuesto_meps_motriz_electricidad,2028,11.133
I_PES_impuesto_meps_motriz_electricidad,2029,12.24
I_PES_impuesto_meps_motriz_electricidad,2030,13.356
I_PES_impuesto_meps_motriz_electricidad,2031,13.356
I_PES_impuesto_meps_motriz_electricidad,2032,13.356
I_PES_impuesto_meps_motriz_electricidad,2033,13.356
I_PES_impuesto_meps_motriz_electricidad,2034,13.356
I_PES_impuesto_meps_motriz_electricidad,2035,13.356
I_PES_impuesto_meps_motriz_electricidad,2036,13.356
I_PES_impuesto_meps_motriz_electricidad,2037,13.356
I_PES_impuesto_meps_motriz_electricidad,2038,13.356
I_PES_impuesto_meps_motriz_electricidad,2039,13.356
I_PES_impuesto_meps_motriz_electricidad,2040,13.356
I_PES_impuesto_meps_motriz_electricidad,2041,13.356
I_PES_impuesto_meps_motriz_electricidad,2042,13.356
I_PES_impuesto_meps_motriz_electricidad,2043,13.356
I_PES_impuesto_meps_motriz_electricidad,2044,13.356
I_PES_impuesto_meps_motriz_electricidad,2045,13.356
I_PES_impuesto_meps_motriz_electricidad,2046,13.356
I_PES_impuesto_meps_motriz_electricidad,2047,13.356
I_PES_impuesto_meps_motriz_electricidad,2048,13.356
I_PES_impuesto_meps_motriz_electricidad,2049,13.356
I_PES_impuesto_meps_motriz_electricidad,2050,13.356
I_SID_motriz_meps_electricidad,2017,0.0
I_SID_motriz_meps_electricidad,2018,0.0
I_SID_motriz_meps_electricidad,2019,0.0
I_SID_motriz_meps_electricidad,2020,0.0
I_SID_motriz_meps_electricidad,2021,0.0
I_SID_motriz_meps_electricidad,2022,0.0
I_SID_motriz_meps_electricidad,2023,0.0
I_SID_motriz_meps_electricidad,2024,0.0
I_SID_motriz_meps_electricidad,2025,0.0
I_SID_motriz_meps_electricidad,2026,47.115
I_SID_motriz_meps_electricidad,2027,53.001000000000005
I_SID_motriz_meps_electricidad,2028,58.896
I_SID_motriz_meps_electricidad,2029,64.78200000000001
I_SID_motriz_meps_electricidad,2030,70.66799999999999
I_SID_motriz_meps_electricidad,2031,70.66799999999999
I_SID_motriz_meps_electricidad,2032,70.66799999999999
I_SID_motriz_meps_electricidad,2033,70.66799999999999
I_SID_motriz_meps_electricidad,2034,70.66799999999999
I_SID_motriz_meps_electricidad,2035,70.66799999999999
I_SID_motriz_meps_electricidad,2036,70.66799999999999
I_SID_motriz_meps_electricidad,2037,70.66799999999999
I_SID_motriz_meps_electricidad,2038,70.66799999999999
I_SID_motriz_meps_electricidad,2039,70.66799999999999
I_SID_motriz_meps_electricidad,2040,70.66799999999999
I_SID_motriz_meps_electricidad,2041,70.66799999999999
I_SID_motriz_meps_electricidad,2042,70.66799999999999
I_SID_motriz_meps_electricidad,2043,70.66799999999999
I_SID_motriz_meps_electricidad,2044,70.66799999999999
I_SID_motriz_meps_electricidad,2045,70.66799999999999
I_SID_motriz_meps_electricidad,2046,70.66799999999999
I_SID_motriz_meps_electricidad,2047,70.66799999999999
I_SID_motriz_meps_electricidad,2048,70.66799999999999
I_SID_motriz_meps_electricidad,2049,70.66799999999999
I_SID_motriz_meps_electricidad,2050,70.66799999999999
I_MIN_motriz_meps_electricidad,2017,0.0
I_MIN_motriz_meps_electricidad,2018,0.0
I_MIN_motriz_meps_electricidad,2019,0.0
I_MIN_motriz_meps_electricidad,2020,0.0
I_MIN_motriz_meps_electricidad,2021,0.0
I_MIN_motriz_meps_electricidad,2022,0.0
I_MIN_motriz_meps_electricidad,2023,0.0
I_MIN_motriz_meps_electricidad,2024,0.0
I_MIN_motriz_meps_electricidad,2025,0.0
I_MIN_motriz_meps_electricidad,2026,79.40700000000001
I_MIN_motriz_meps_electricidad,2027,89.334
I_MIN_motriz_meps_electricidad,2028,99.26100000000001
I_MIN_motriz_meps_electricidad,2029,109.179
I_MIN_motriz_meps_electricidad,2030,119.10600000000001
I_MIN_motriz_meps_electricidad,2031,119.10600000000001
I_MIN_motriz_meps_electricidad,2032,119.10600000000001
I_MIN_motriz_meps_electricidad,2033,119.10600000000001
I_MIN_motriz_meps_electricidad,2034,119.10600000000001
I_MIN_motriz_meps_electricidad,2035,119.10600000000001
I_MIN_motriz_meps_electricidad,2036,119.10600000000001
I_MIN_motriz_meps_electricidad,2037,119.10600000000001
I_MIN_motriz_meps_electricidad,2038,119.10600000000001
I_MIN_motriz_meps_electricidad,2039,119.10600000000001
I_MIN_motriz_meps_electricidad,2040,119.10600000000001
I_MIN_motriz_meps_electricidad,2041,119.10600000000001
I_MIN_motriz_meps_electricidad,2042,119.10600000000001
I_MIN_motriz_meps_electricidad,2043,119.10600000000001
I_MIN_motriz_meps_electricidad,2044,119.10600000000001
I_MIN_motriz_meps_electricidad,2045,119.10600000000001
I_MIN_motriz_meps_electricidad,2046,119.10600000000001
I_MIN_motriz_meps_electricidad,2047,119.10600000000001
I_MIN_motriz_meps_electricidad,2048,119.10600000000001
I_MIN_motriz_meps_electricidad,2049,119.10600000000001
I_MIN_motriz_meps_electricidad,2050,119.10600000000001
I_IND_motriz_meps_electricidad,2017,0.0
I_IND_motriz_meps_electricidad,2018,0.0
I_IND_motriz_meps_electricidad,2019,0.0
I_IND_motriz_meps_electricidad,2020,0.0
I_IND_motriz_meps_electricidad,2021,0.0
I_IND_motriz_meps_electricidad,2022,0.0
I_IND_motriz_meps_electricidad,2023,0.0
I_IND_motriz_meps_electricidad,2024,0.0
I_IND_motriz_meps_electricidad,2025,0.0
I_IND_motriz_meps_electricidad,2026,159.22799999999998
I_IND_motriz_meps_electricidad,2027,179.136
I_IND_motriz_meps_electricidad,2028,199.044
I_IND_motriz_meps_electricidad,2029,218.943
I_IND_motriz_meps_electricidad,2030,238.851
I_IND_motriz_meps_electricidad,2031,238.851
I_IND_motriz_meps_electricidad,2032,238.851
I_IND_motriz_meps_electricidad,2033,238.851
I_IND_motriz_meps_electricidad,2034,238.851
I_IND_motriz_meps_electricidad,2035,238.851
I_IND_motriz_meps_electricidad,2036,238.851
I_IND_motriz_meps_electricidad,2037,238.851
I_IND_motriz_meps_electricidad,2038,238.851
I_IND_motriz_meps_electricidad,2039,238.851
I_IND_motriz_meps_electricidad,2040,238.851
I_IND_motriz_meps_electricidad,2041,238.851
I_IND_motriz_meps_electricidad,2042,238.851
I_IND_motriz_meps_electricidad,2043,238.851
I_IND_motriz_meps_electricidad,2044,238.851
I_IND_motriz_meps_electricidad,2045,238.851
I_IND_motriz_meps_electricidad,2046,238.851
I_IND_motriz_meps_electricidad,2047,238.851
I_IND_motriz_meps_electricidad,2048,238.851
I_IND_motriz_meps_electricidad,2049,238.851
I_IND_motriz_meps_electricidad,2050,238.851
I_IND_impuesto_motriz_meps_electricidad,2017,0.0
I_IND_impuesto_motriz_meps_electricidad,2018,0.0
I_IND_impuesto_motriz_meps_electricidad,2019,0.0
I_IND_impuesto_motriz_meps_electricidad,2020,0.0
I_IND_impuesto_motriz_meps_electricidad,2021,0.0
I_IND_impuesto_motriz_meps_electricidad,2022,0.0
I_IND_impuesto_motriz_meps_electricidad,2023,0.0
I_IND_impuesto_motriz_meps_electricidad,2024,0.0
I_IND_impuesto_motriz_meps_electricidad,2025,0.0
I_IND_impuesto_motriz_meps_electricidad,2026,455.877
I_IND_impuesto_motriz_meps_electricidad,2027,512.856
I_IND_impuesto_motriz_meps_electricidad,2028,569.8439999999999
I_IND_impuesto_motriz_meps_electricidad,2029,626.832
I_IND_impuesto_motriz_meps_electricidad,2030,683.811
I_IND_impuesto_motriz_meps_electricidad,2031,683.811
I_IND_impuesto_motriz_meps_electricidad,2032,683.811
I_IND_impuesto_motriz_meps_electricidad,2033,683.811
I_IND_impuesto_motriz_meps_electricidad,2034,683.811
I_IND_impuesto_motriz_meps_electricidad,2035,683.811
I_IND_impuesto_motriz_meps_electricidad,2036,683.811
I_IND_impuesto_motriz_meps_electricidad,2037,683.811
I_IND_impuesto_motriz_meps_electricidad,2038,683.811
I_IND_impuesto_motriz_meps_electricidad,2039,683.811
I_IND_impuesto_motriz_meps_electricidad,2040,683.811
I_IND_impuesto_motriz_meps_electricidad,2041,683.811
I_IND_impuesto_motriz_meps_electricidad,2042,683.811
I_IND_impuesto_motriz_meps_electricidad,2043,683.811
I_IND_impuesto_motriz_meps_electricidad,2044,683.811
I_IND_impuesto_motriz_meps_electricidad,2045,683.811
I_IND_impuesto_motriz_meps_electricidad,2046,683.811
I_IND_impuesto_motriz_meps_electricidad,2047,683.811
I_IND_impuesto_motriz_meps_electricidad,2048,683.811
I_IND_impuesto_motriz_meps_electricidad,2049,683.811
I_IND_impuesto_motriz_meps_electricidad,2050,683.811
I_COB_motriz_meps_electricidad,2017,0.0
I_COB_motriz_meps_electricidad,2018,0.0
I_COB_motriz_meps_electricidad,2019,0.0
I_COB_motriz_meps_electricidad,2020,0.0
I_COB_motriz_meps_electricidad,2021,0.0
I_COB_motriz_meps_electricidad,2022,0.0
I_COB_motriz_meps_electricidad,2023,0.0
I_COB_motriz_meps_electricidad,2024,0.0
I_COB_motriz_meps_electricidad,2025,0.0
I_COB_motriz_meps_electricidad,2026,1705.536
I_COB_motriz_meps_electricidad,2027,1918.728
I_COB_motriz_meps_electricidad,2028,2131.92
I_COB_motriz_meps_electricidad,2029,2345.103
I_COB_motriz_meps_electricidad,2030,2558.295
