Producto,Agno,Demanda
hierro_existente,2027,9.549299999999999
hierro_existente,2028,9.549299999999999
hierro_existente,2029,9.549299999999999
hierro_existente,2030,9.549299999999999
hierro_existente,2031,9.549299999999999
hierro_existente,2032,9.549299999999999
hierro_existente,2033,9.549299999999999
hierro_existente,2034,9.549299999999999
hierro_existente,2035,9.549299999999999
hierro_existente,2036,9.549299999999999
hierro_existente,2037,9.549299999999999
hierro_existente,2038,9.549299999999999
hierro_existente,2039,9.549299999999999
hierro_existente,2040,9.549299999999999
hierro_existente,2041,9.549299999999999
hierro_existente,2042,9.549299999999999
hierro_existente,2043,9.549299999999999
hierro_existente,2044,9.549299999999999
hierro_existente,2045,9.549299999999999
hierro_existente,2046,9.549299999999999
hierro_existente,2047,9.549299999999999
hierro_existente,2048,9.549299999999999
hierro_existente,2049,9.549299999999999
hierro_existente,2050,9.549299999999999
pesca_existente,2017,4752.855
pesca_existente,2018,4752.855
pesca_existente,2019,4752.855
pesca_existente,2020,4752.855
pesca_existente,2021,4752.855
pesca_existente,2022,4752.855
pesca_existente,2023,4752.855
pesca_existente,2024,4752.855
pesca_existente,2025,4752.855
pesca_existente,2026,4752.855
pesca_existente,2027,4752.855
pesca_existente,2028,4752.855
pesca_existente,2029,4752.855
pesca_existente,2030,4752.855
pesca_existente,2031,4752.855
pesca_existente,2032,4752.855
pesca_existente,2033,4752.855
pesca_existente,2034,4752.855
pesca_existente,2035,4752.855
pesca_existente,2036,4752.855
pesca_existente,2037,4752.855
pesca_existente,2038,4752.855
pesca_existente,2039,4752.855
pesca_existente,2040,4752.855
pesca_existente,2041,4752.855
pesca_existente,2042,4752.855
pesca_existente,2043,4752.855
pesca_existente,2044,4752.855
pesca_existente,2045,4752.855
pesca_existente,2046,4752.855
pesca_existente,2047,4752.855
pesca_existente,2048,4752.855
pesca_existente,2049,4752.855
pesca_existente,2050,4752.855
acero_existente,2017,1157.0
acero_existente,2018,1157.0
acero_existente,2019,1157.0
acero_existente,2020,1157.0
acero_existente,2021,1157.0
acero_existente,2022,1157.0
acero_existente,2023,1157.0
acero_existente,2024,1157.0
acero_existente,2025,1157.0
acero_existente,2026,1157.0
acero_existente,2027,1157.0
acero_existente,2028,1157.0
acero_existente,2029,1157.0
acero_existente,2030,1157.0
acero_existente,2031,1157.0
acero_existente,2032,1157.0
acero_existente,2033,1157.0
acero_existente,2034,1157.0
acero_existente,2035,1157.0
acero_existente,2036,1157.0
acero_existente,2037,1157.0
acero_existente,2038,1157.0
acero_existente,2039,1157.0
acero_existente,2040,1157.0
acero_existente,2041,1157.0
acero_existente,2042,1157.0
acero_existente,2043,1157.0
acero_existente,2044,1157.0
acero_existente,2045,1157.0
acero_existente,2046,1157.0
acero_existente,2047,1157.0
acero_existente,2048,1157.0
acero_existente,2049,1157.0
acero_existente,2050,1157.0
petroquimica_existente,2017,414.03
petroquimica_existente,2018,406.82467311102806
petroquimica_existente,2019,406.82467311102806
petroquimica_existente,2020,406.82467311102806
petroquimica_existente,2021,406.82467311102806
petroquimica_existente,2022,406.82467311102806
petroquimica_existente,2023,406.82467311102806
petroquimica_existente,2024,406.82467311102806
petroquimica_existente,2025,406.82467311102806
petroquimica_existente,2026,406.82467311102806
petroquimica_existente,2027,406.82467311102806
petroquimica_existente,2028,406.82467311102806
petroquimica_existente,2029,406.824673111028
petroquimica_existente,2030,406.82467311102806
petroquimica_existente,2031,406.82467311102806
petroquimica_existente,2032,406.82467311102806
petroquimica_existente,2033,406.82467311102806
petroquimica_existente,2034,406.82467311102806
petroquimica_existente,2035,406.82467311102806
petroquimica_existente,2036,406.82467311102806
petroquimica_existente,2037,406.82467311102806
petroquimica_existente,2038,406.82467311102806
petroquimica_existente,2039,406.82467311102806
petroquimica_existente,2040,406.82467311102806
petroquimica_existente,2041,406.82467311102806
petroquimica_existente,2042,406.82467311102806
petroquimica_existente,2043,406.82467311102806
petroquimica_existente,2044,406.82467311102806
petroquimica_existente,2045,406.82467311102806
petroquimica_existente,2046,406.82467311102806
petroquimica_existente,2047,406.82467311102806
petroquimica_existente,2048,406.82467311102806
petroquimica_existente,2049,406.82467311102806
petroquimica_existente,2050,406.82467311102806
mineral_existente,2017,21585.619672593002
mineral_existente,2018,21585.619672593002
mineral_existente,2019,21585.619672593002
mineral_existente,2020,21585.619672593002
mineral_existente,2021,21585.619672593002
mineral_existente,2022,21585.619672593002
mineral_existente,2023,21585.619672593002
mineral_existente,2024,21585.619672593002
mineral_existente,2025,21585.619672593002
mineral_existente,2026,21585.619672593002
mineral_existente,2027,21585.619672593002
mineral_existente,2028,21585.619672593002
mineral_existente,2029,21585.619672593002
mineral_existente,2030,21585.619672593002
mineral_existente,2031,21585.619672593002
mineral_existente,2032,21585.619672593002
mineral_existente,2033,21585.619672593002
mineral_existente,2034,21585.619672593002
mineral_existente,2035,21585.619672593002
mineral_existente,2036,21585.619672593002
mineral_existente,2037,21585.619672593002
mineral_existente,2038,21585.619672593002
mineral_existente,2039,21585.619672593002
mineral_existente,2040,21585.619672593002
mineral_existente,2041,21585.619672593002
mineral_existente,2042,21585.619672593002
mineral_existente,2043,21585.619672593002
mineral_existente,2044,21585.619672593002
mineral_existente,2045,21585.619672593002
mineral_existente,2046,21585.619672593002
mineral_existente,2047,21585.619672593002
mineral_existente,2048,21585.619672593002
mineral_existente,2049,21585.619672593002
mineral_existente,2050,21585.619672593002
manufactura_existente,2017,31901.31
manufactura_existente,2018,31901.31
manufactura_existente,2019,31901.31
manufactura_existente,2020,31901.31
manufactura_existente,2021,31901.31
manufactura_existente,2022,31901.31
manufactura_existente,2023,31901.31
manufactura_existente,2024,31901.31
manufactura_existente,2025,31901.31
manufactura_existente,2026,31901.31
manufactura_existente,2027,31901.31
manufactura_existente,2028,31901.31
manufactura_existente,2029,31901.31
manufactura_existente,2030,31901.31
manufactura_existente,2031,31901.31
manufactura_existente,2032,31901.31
manufactura_existente,2033,31901.31
manufactura_existente,2034,31901.31
manufactura_existente,2035,31901.31
manufactura_existente,2036,31901.31
manufactura_existente,2037,31901.31
manufactura_existente,2038,31901.31
manufactura_existente,2039,31901.31
manufactura_existente,2040,31901.31
manufactura_existente,2041,31901.31
manufactura_existente,2042,31901.31
manufactura_existente,2043,31901.31
manufactura_existente,2044,31901.31
manufactura_existente,2045,31901.31
manufactura_existente,2046,31901.31
manufactura_existente,2047,31901.31
manufactura_existente,2048,31901.31
manufactura_existente,2049,31901.31
manufactura_existente,2050,31901.31
cobre_existente,2017,5503.5
cobre_existente,2018,5503.5
cobre_existente,2019,5503.5
cobre_existente,2020,5503.5
cobre_existente,2021,5503.5
cobre_existente,2022,5503.5
cobre_existente,2023,5503.5
cobre_existente,2024,5503.5
cobre_existente,2025,5503.5
cobre_existente,2026,5503.5
cobre_existente,2027,5503.5
cobre_existente,2028,5503.5
cobre_existente,2029,5503.5
cobre_existente,2030,5503.5
cobre_existente,2031,5503.5
cobre_existente,2032,5503.5
cobre_existente,2033,5503.5
cobre_existente,2034,5503.5
cobre_existente,2035,5503.5
cobre_existente,2036,5503.5
cobre_existente,2037,5503.5
cobre_existente,2038,5503.5
cobre_existente,2039,5503.5
cobre_existente,2040,5503.5
cobre_existente,2041,5503.5
cobre_existente,2042,5503.5
cobre_existente,2043,5503.5
cobre_existente,2044,5503.5
cobre_existente,2045,5503.5
cobre_existente,2046,5503.5
cobre_existente,2047,5503.5
cobre_existente,2048,5503.5
cobre_existente,2049,5503.5
cobre_existente,2050,5503.5
celulosa_nuevo,2017,0.0
celulosa_nuevo,2018,7.0
celulosa_nuevo,2019,7.0
celulosa_nuevo,2020,7.0
celulosa_nuevo,2021,160.0
celulosa_nuevo,2022,1231.0
celulosa_nuevo,2023,1231.0
celulosa_nuevo,2024,1231.0
celulosa_nuevo,2025,1231.0
celulosa_nuevo,2026,1231.0
celulosa_nuevo,2027,1231.0
celulosa_nuevo,2028,1231.0
celulosa_nuevo,2029,1231.0
celulosa_nuevo,2030,1231.0
celulosa_nuevo,2031,1231.0
celulosa_nuevo,2032,1231.0
celulosa_nuevo,2033,1231.0
celulosa_nuevo,2034,1231.0
celulosa_nuevo,2035,1231.0
celulosa_nuevo,2036,1231.0
celulosa_nuevo,2037,1231.0
celulosa_nuevo,2038,1231.0
celulosa_nuevo,2039,1231.0
celulosa_nuevo,2040,1231.0
celulosa_nuevo,2041,1231.0
celulosa_nuevo,2042,1231.0
celulosa_nuevo,2043,1231.0
celulosa_nuevo,2044,1231.0
celulosa_nuevo,2045,1231.0
celulosa_nuevo,2046,1231.0
celulosa_nuevo,2047,1231.0
celulosa_nuevo,2048,1231.0
celulosa_nuevo,2049,1231.0
celulosa_nuevo,2050,1231.0
azucar_nuevo,2017,0.0
azucar_nuevo,2018,0.0
azucar_nuevo,2019,0.0
azucar_nuevo,2020,0.0
azucar_nuevo,2021,0.0
azucar_nuevo,2022,0.0
azucar_nuevo,2023,0.0
azucar_nuevo,2024,0.0
azucar_nuevo,2025,0.0
azucar_nuevo,2026,0.0
azucar_nuevo,2027,0.0
azucar_nuevo,2028,0.0
azucar_nuevo,2029,0.0
azucar_nuevo,2030,0.0
azucar_nuevo,2031,0.0
azucar_nuevo,2032,0.0
azucar_nuevo,2033,0.0
azucar_nuevo,2034,0.0
azucar_nuevo,2035,0.0
azucar_nuevo,2036,0.0
azucar_nuevo,2037,0.0
azucar_nuevo,2038,0.0
azucar_nuevo,2039,0.0
azucar_nuevo,2040,0.0
azucar_nuevo,2041,0.0
azucar_nuevo,2042,0.0
azucar_nuevo,2043,0.0
azucar_nuevo,2044,0.0
azucar_nuevo,2045,0.0
azucar_nuevo,2046,0.0
azucar_nuevo,2047,0.0
azucar_nuevo,2048,0.0
azucar_nuevo,2049,0.0
azucar_nuevo,2050,0.0
cemento_nuevo,2017,0.0
cemento_nuevo,2018,120.55269820112517
cemento_nuevo,2019,275.11899505776546
cemento_nuevo,2020,454.80421677767663
cemento_nuevo,2021,618.4035700305067
cemento_nuevo,2022,769.8976913544993
cemento_nuevo,2023,912.2223902415853
cemento_nuevo,2024,1047.4947226645445
cemento_nuevo,2025,1177.2081170839929
cemento_nuevo,2026,1302.3897704282554
cemento_nuevo,2027,1423.7227463998224
cemento_nuevo,2028,1541.6384362453055
cemento_nuevo,2029,1656.38550905777
cemento_nuevo,2030,1768.080827509837
cemento_nuevo,2031,1876.7468193559207
cemento_nuevo,2032,1987.8163036034302
cemento_nuevo,2033,2100.5228047872915
cemento_nuevo,2034,2213.1554955824595
cemento_nuevo,2035,2326.578174140929
cemento_nuevo,2036,2440.400325208937
cemento_nuevo,2037,2554.315073948872
cemento_nuevo,2038,2668.0746992861004
cemento_nuevo,2039,2781.473290441292
cemento_nuevo,2040,2894.3344625676336
cemento_nuevo,2041,3006.502663650028
cemento_nuevo,2042,3119.1462809321483
cemento_nuevo,2043,3230.633748958725
cemento_nuevo,2044,3340.902382417913
cemento_nuevo,2045,3449.877080313592
cemento_nuevo,2046,3557.473971438473
cemento_nuevo,2047,3663.603058021986
cemento_nuevo,2048,3768.1701458615
cemento_nuevo,2049,3871.0782666796795
cemento_nuevo,2050,3972.2287393530232
hierro_nuevo,2017,0.0
hierro_nuevo,2018,0.04570000000000185
hierro_nuevo,2019,0.09770000000000145
hierro_nuevo,2020,0.15570000000000128
hierro_nuevo,2021,0.21270000000000167
hierro_nuevo,2022,0.2687000000000008
hierro_nuevo,2023,0.32370000000000054
hierro_nuevo,2024,0.3777000000000008
hierro_nuevo,2025,0.4297000000000004
hierro_nuevo,2026,0.48070000000000057
hierro_nuevo,2027,0.5307000000000013
hierro_nuevo,2028,0.5797000000000008
hierro_nuevo,2029,0.6267000000000014
hierro_nuevo,2030,0.6727000000000007
hierro_nuevo,2031,0.7167000000000012
hierro_nuevo,2032,0.7597000000000005
hierro_nuevo,2033,0.803700000000001
hierro_nuevo,2034,0.8457000000000008
hierro_nuevo,2035,0.8877000000000006
hierro_nuevo,2036,0.928700000000001
hierro_nuevo,2037,0.9697000000000013
hierro_nuevo,2038,1.008700000000001
hierro_nuevo,2039,1.048700000000002
hierro_nuevo,2040,1.085700000000001
hierro_nuevo,2041,1.1247000000000007
hierro_nuevo,2042,1.160700000000002
hierro_nuevo,2043,1.197700000000001
hierro_nuevo,2044,1.2337000000000007
hierro_nuevo,2045,1.2677000000000014
hierro_nuevo,2046,1.301700000000002
hierro_nuevo,2047,1.3367000000000004
hierro_nuevo,2048,1.3687000000000005
hierro_nuevo,2049,1.4007000000000005
hierro_nuevo,2050,1.431700000000001
pesca_nuevo,2017,0.0
pesca_nuevo,2018,0.0
pesca_nuevo,2019,0.0
pesca_nuevo,2020,0.0
pesca_nuevo,2021,0.0
pesca_nuevo,2022,0.0
pesca_nuevo,2023,0.0
pesca_nuevo,2024,0.0
pesca_nuevo,2025,0.0
pesca_nuevo,2026,0.0
pesca_nuevo,2027,0.0
pesca_nuevo,2028,0.0
pesca_nuevo,2029,0.0
pesca_nuevo,2030,0.0
pesca_nuevo,2031,0.0
pesca_nuevo,2032,0.0
pesca_nuevo,2033,0.0
pesca_nuevo,2034,0.0
pesca_nuevo,2035,0.0
pesca_nuevo,2036,0.0
pesca_nuevo,2037,0.0
pesca_nuevo,2038,0.0
pesca_nuevo,2039,0.0
pesca_nuevo,2040,0.0
pesca_nuevo,2041,0.0
pesca_nuevo,2042,0.0
pesca_nuevo,2043,0.0
pesca_nuevo,2044,0.0
pesca_nuevo,2045,0.0
pesca_nuevo,2046,0.0
pesca_nuevo,2047,0.0
pesca_nuevo,2048,0.0
pesca_nuevo,2049,0.0
pesca_nuevo,2050,0.0
acero_nuevo,2017,0.0
acero_nuevo,2018,0.0
acero_nuevo,2019,0.0
acero_nuevo,2020,0.0
acero_nuevo,2021,0.0
acero_nuevo,2022,0.0
acero_nuevo,2023,0.0
acero_nuevo,2024,0.0
acero_nuevo,2025,0.0
acero_nuevo,2026,0.0
acero_nuevo,2027,0.0
acero_nuevo,2028,0.0
acero_nuevo,2029,0.0
acero_nuevo,2030,0.0
acero_nuevo,2031,0.0
acero_nuevo,2032,0.0
acero_nuevo,2033,0.0
acero_nuevo,2034,0.0
acero_nuevo,2035,0.0
acero_nuevo,2036,0.0
acero_nuevo,2037,0.0
acero_nuevo,2038,0.0
acero_nuevo,2039,0.0
acero_nuevo,2040,0.0
acero_nuevo,2041,0.0
acero_nuevo,2042,0.0
acero_nuevo,2043,0.0
acero_nuevo,2044,0.0
acero_nuevo,2045,0.0
acero_nuevo,2046,0.0
acero_nuevo,2047,0.0
acero_nuevo,2048,0.0
acero_nuevo,2049,0.0
acero_nuevo,2050,0.0
petroquimica_nuevo,2017,0.0
petroquimica_nuevo,2018,0.0
petroquimica_nuevo,2019,0.0
petroquimica_nuevo,2020,0.0
petroquimica_nuevo,2021,0.0
petroquimica_nuevo,2022,0.0
petroquimica_nuevo,2023,0.0
petroquimica_nuevo,2024,0.0
petroquimica_nuevo,2025,0.0
petroquimica_nuevo,2026,0.0
petroquimica_nuevo,2027,0.0
petroquimica_nuevo,2028,0.0
petroquimica_nuevo,2029,0.0
petroquimica_nuevo,2030,0.0
petroquimica_nuevo,2031,0.0
petroquimica_nuevo,2032,0.0
petroquimica_nuevo,2033,0.0
petroquimica_nuevo,2034,0.0
petroquimica_nuevo,2035,0.0
petroquimica_nuevo,2036,0.0
petroquimica_nuevo,2037,0.0
petroquimica_nuevo,2038,0.0
petroquimica_nuevo,2039,0.0
petroquimica_nuevo,2040,0.0
petroquimica_nuevo,2041,0.0
petroquimica_nuevo,2042,0.0
petroquimica_nuevo,2043,0.0
petroquimica_nuevo,2044,0.0
petroquimica_nuevo,2045,0.0
petroquimica_nuevo,2046,0.0
petroquimica_nuevo,2047,0.0
petroquimica_nuevo,2048,0.0
petroquimica_nuevo,2049,0.0
petroquimica_nuevo,2050,0.0
mineral_nuevo,2017,0.0
mineral_nuevo,2018,565.7751506685818
mineral_nuevo,2019,1223.4700532629831
mineral_nuevo,2020,1963.633888966844
mineral_nuevo,2021,2754.6981375393007
mineral_nuevo,2022,3547.8592075997767
mineral_nuevo,2023,4342.219793029086
mineral_nuevo,2024,5136.825027795749
mineral_nuevo,2025,5930.6682407068
mineral_nuevo,2026,6733.349899843157
mineral_nuevo,2027,7532.8791453653685
mineral_nuevo,2028,8328.146465482561
mineral_nuevo,2029,9118.004938408667
mineral_nuevo,2030,9901.275350469255
mineral_nuevo,2031,10676.751107819928
mineral_nuevo,2032,11454.939188574219
mineral_nuevo,2033,12235.428891929176
mineral_nuevo,2034,13015.326970012207
mineral_nuevo,2035,13796.528156448137
mineral_nuevo,2036,14578.559665562509
mineral_nuevo,2037,15360.930866702965
mineral_nuevo,2038,16143.134465107487
mineral_nuevo,2039,16924.647628881972
mineral_nuevo,2040,17704.933075514662
mineral_nuevo,2041,18483.440128686812
mineral_nuevo,2042,19262.521686651464
mineral_nuevo,2043,20038.7995160417
mineral_nuevo,2044,20811.688266655674
mineral_nuevo,2045,21580.59310237211
mineral_nuevo,2046,22344.91070513726
mineral_nuevo,2047,23104.030280760922
mineral_nuevo,2048,23857.334568353526
mineral_nuevo,2049,24604.20085466406
mineral_nuevo,2050,25344.00199408828
manufactura_nuevo,2017,0.0
manufactura_nuevo,2018,189.6899999999987
manufactura_nuevo,2019,546.6899999999987
manufactura_nuevo,2020,979.6899999999987
manufactura_nuevo,2021,1447.6899999999987
manufactura_nuevo,2022,1931.6899999999987
manufactura_nuevo,2023,2422.6899999999987
manufactura_nuevo,2024,2915.6899999999987
manufactura_nuevo,2025,3409.6899999999987
manufactura_nuevo,2026,3903.6899999999987
manufactura_nuevo,2027,4396.689999999999
manufactura_nuevo,2028,4888.689999999999
manufactura_nuevo,2029,5379.689999999999
manufactura_nuevo,2030,5869.689999999999
manufactura_nuevo,2031,6357.689999999999
manufactura_nuevo,2032,6843.689999999999
manufactura_nuevo,2033,7328.689999999999
manufactura_nuevo,2034,7811.689999999999
manufactura_nuevo,2035,8292.689999999999
manufactura_nuevo,2036,8772.689999999999
manufactura_nuevo,2037,9249.689999999999
manufactura_nuevo,2038,9725.689999999999
manufactura_nuevo,2039,10198.689999999999
manufactura_nuevo,2040,10669.689999999999
manufactura_nuevo,2041,11138.689999999999
manufactura_nuevo,2042,11604.689999999999
manufactura_nuevo,2043,12068.689999999999
manufactura_nuevo,2044,12529.689999999999
manufactura_nuevo,2045,12987.689999999999
manufactura_nuevo,2046,13443.689999999999
manufactura_nuevo,2047,13896.689999999999
manufactura_nuevo,2048,14347.689999999999
manufactura_nuevo,2049,14795.689999999999
manufactura_nuevo,2050,15240.689999999999
cobre_nuevo,2017,0.0
cobre_nuevo,2018,155.0
cobre_nuevo,2019,645.8999999999996
cobre_nuevo,2020,956.6999999999998
cobre_nuevo,2021,1037.1999999999998
cobre_nuevo,2022,1301.8000000000002
cobre_nuevo,2023,1549.6999999999998
cobre_nuevo,2024,1678.0
cobre_nuevo,2025,1745.0
cobre_nuevo,2026,1646.3000000000002
cobre_nuevo,2027,1680.8999999999996
cobre_nuevo,2028,1660.8000000000002
cobre_nuevo,2029,1768.3000000000002
cobre_nuevo,2030,1877.3000000000002
cobre_nuevo,2031,1988.1000000000004
cobre_nuevo,2032,2100.3999999999996
cobre_nuevo,2033,2214.5
cobre_nuevo,2034,2330.3
cobre_nuevo,2035,2447.8
cobre_nuevo,2036,2567.0
cobre_nuevo,2037,2688.1000000000004
cobre_nuevo,2038,2811.0
cobre_nuevo,2039,2935.7000000000007
cobre_nuevo,2040,3062.2999999999993
cobre_nuevo,2041,3190.7999999999993
cobre_nuevo,2042,3321.2000000000007
cobre_nuevo,2043,3453.5
cobre_nuevo,2044,3587.8999999999996
cobre_nuevo,2045,3724.2999999999993
cobre_nuevo,2046,3862.7000000000007
cobre_nuevo,2047,4003.2000000000007
cobre_nuevo,2048,4145.799999999999
cobre_nuevo,2049,4290.5
cobre_nuevo,2050,4437.4
calefaccion_biomasa_XV,2017,21.7
calefaccion_biomasa_XV,2018,22.350655458008156
calefaccion_biomasa_XV,2019,22.994820854222127
calefaccion_biomasa_XV,2020,23.63995975970522
calefaccion_biomasa_XV,2021,24.130892789722957
calefaccion_biomasa_XV,2022,24.538806555057995
calefaccion_biomasa_XV,2023,24.9261829547464
calefaccion_biomasa_XV,2024,25.306276434576066
calefaccion_biomasa_XV,2025,25.681251463609296
calefaccion_biomasa_XV,2026,26.051144841165534
calefaccion_biomasa_XV,2027,26.415561810908848
calefaccion_biomasa_XV,2028,26.773987182366913
calefaccion_biomasa_XV,2029,27.125949255172216
calefaccion_biomasa_XV,2030,27.47097298356456
calefaccion_biomasa_XV,2031,27.81092844205063
calefaccion_biomasa_XV,2032,28.14393217455303
calefaccion_biomasa_XV,2033,28.469649641804022
calefaccion_biomasa_XV,2034,28.78779983081871
calefaccion_biomasa_XV,2035,29.098182018036443
calefaccion_biomasa_XV,2036,29.40070922324761
calefaccion_biomasa_XV,2037,29.695334610954728
calefaccion_biomasa_XV,2038,29.98208494429921
calefaccion_biomasa_XV,2039,30.2610137495639
calefaccion_biomasa_XV,2040,30.53221804313645
calefaccion_biomasa_XV,2041,30.795845022294653
calefaccion_biomasa_XV,2042,31.0520151211749
calefaccion_biomasa_XV,2043,31.30082870155752
calefaccion_biomasa_XV,2044,31.542332598939986
calefaccion_biomasa_XV,2045,31.776469941646795
calefaccion_biomasa_XV,2046,32.003210621143836
calefaccion_biomasa_XV,2047,32.222471002614185
calefaccion_biomasa_XV,2048,32.43419086898964
calefaccion_biomasa_XV,2049,32.6383267301654
calefaccion_biomasa_XV,2050,32.8347715335758
calefaccion_gas_licuado_XV,2017,2.7
calefaccion_gas_licuado_XV,2018,2.780957130719909
calefaccion_gas_licuado_XV,2019,2.861106742230403
calefaccion_gas_licuado_XV,2020,2.941377481622309
calefaccion_gas_licuado_XV,2021,3.002461314850322
calefaccion_gas_licuado_XV,2022,3.0532155621500734
calefaccion_gas_licuado_XV,2023,3.1014144690237453
calefaccion_gas_licuado_XV,2024,3.1487072061454096
calefaccion_gas_licuado_XV,2025,3.195363085333876
calefaccion_gas_licuado_XV,2026,3.241386685306311
calefaccion_gas_licuado_XV,2027,3.2867288889149258
calefaccion_gas_licuado_XV,2028,3.3313255941193853
calefaccion_gas_licuado_XV,2029,3.3751181100905527
calefaccion_gas_licuado_XV,2030,3.418047329752273
calefaccion_gas_licuado_XV,2031,3.4603459351860235
calefaccion_gas_licuado_XV,2032,3.5017795793222666
calefaccion_gas_licuado_XV,2033,3.5423066374594874
calefaccion_gas_licuado_XV,2034,3.5818921448484113
calefaccion_gas_licuado_XV,2035,3.6205111266681294
calefaccion_gas_licuado_XV,2036,3.6581527604962467
calefaccion_gas_licuado_XV,2037,3.694811218874552
calefaccion_gas_licuado_XV,2038,3.7304898317791646
calefaccion_gas_licuado_XV,2039,3.7651952591623292
calefaccion_gas_licuado_XV,2040,3.798939572187485
calefaccion_gas_licuado_XV,2041,3.8317410857232983
calefaccion_gas_licuado_XV,2042,3.8636147846623152
calefaccion_gas_licuado_XV,2043,3.8945731564149915
calefaccion_gas_licuado_XV,2044,3.924622028439538
calefaccion_gas_licuado_XV,2045,3.953754324536698
calefaccion_gas_licuado_XV,2046,3.981966298483335
calefaccion_gas_licuado_XV,2047,4.00924754410407
calefaccion_gas_licuado_XV,2048,4.035590568952629
calefaccion_gas_licuado_XV,2049,4.060989961817816
calefaccion_gas_licuado_XV,2050,4.085432402795146
calefaccion_gas_natural_XV,2017,0.0
calefaccion_gas_natural_XV,2018,0.0
calefaccion_gas_natural_XV,2019,0.0
calefaccion_gas_natural_XV,2020,0.0
calefaccion_gas_natural_XV,2021,0.0
calefaccion_gas_natural_XV,2022,0.0
calefaccion_gas_natural_XV,2023,0.0
calefaccion_gas_natural_XV,2024,0.0
calefaccion_gas_natural_XV,2025,0.0
calefaccion_gas_natural_XV,2026,0.0
calefaccion_gas_natural_XV,2027,0.0
calefaccion_gas_natural_XV,2028,0.0
calefaccion_gas_natural_XV,2029,0.0
calefaccion_gas_natural_XV,2030,0.0
calefaccion_gas_natural_XV,2031,0.0
calefaccion_gas_natural_XV,2032,0.0
calefaccion_gas_natural_XV,2033,0.0
calefaccion_gas_natural_XV,2034,0.0
calefaccion_gas_natural_XV,2035,0.0
