Demanda,Etapa,Participacion
refrigeracion_V,12,0.08333333333333333
iluminacion_V,12,0.08333333333333333
otros_electricos_V,12,0.08333333333333333
enfriamiento_V,12,0.08333333333333333
calefaccion_biomasa_VI,1,0.0
calefaccion_electricidad_VI,1,0.0
coccion_electricidad_VI,1,0.08333333333333333
coccion_gas_licuado_VI,1,0.08333333333333333
refrigeracion_VI,1,0.08333333333333333
iluminacion_VI,1,0.08333333333333333
otros_electricos_VI,1,0.08333333333333333
enfriamiento_VI,1,0.08333333333333333
calefaccion_biomasa_VI,2,0.0
calefaccion_electricidad_VI,2,0.0
coccion_electricidad_VI,2,0.08333333333333333
coccion_gas_licuado_VI,2,0.08333333333333333
refrigeracion_VI,2,0.08333333333333333
iluminacion_VI,2,0.08333333333333333
otros_electricos_VI,2,0.08333333333333333
enfriamiento_VI,2,0.08333333333333333
calefaccion_biomasa_VI,3,0.0
calefaccion_electricidad_VI,3,0.0
coccion_electricidad_VI,3,0.08333333333333333
coccion_gas_licuado_VI,3,0.08333333333333333
refrigeracion_VI,3,0.08333333333333333
iluminacion_VI,3,0.08333333333333333
otros_electricos_VI,3,0.08333333333333333
enfriamiento_VI,3,0.08333333333333333
calefaccion_biomasa_VI,4,0.05
calefaccion_electricidad_VI,4,0.05
coccion_electricidad_VI,4,0.08333333333333333
coccion_gas_licuado_VI,4,0.08333333333333333
refrigeracion_VI,4,0.08333333333333333
iluminacion_VI,4,0.08333333333333333
otros_electricos_VI,4,0.08333333333333333
enfriamiento_VI,4,0.08333333333333333
calefaccion_biomasa_VI,5,0.15
calefaccion_electricidad_VI,5,0.15
coccion_electricidad_VI,5,0.08333333333333333
coccion_gas_licuado_VI,5,0.08333333333333333
refrigeracion_VI,5,0.08333333333333333
iluminacion_VI,5,0.08333333333333333
otros_electricos_VI,5,0.08333333333333333
enfriamiento_VI,5,0.08333333333333333
calefaccion_biomasa_VI,6,0.25
calefaccion_electricidad_VI,6,0.25
coccion_electricidad_VI,6,0.08333333333333333
coccion_gas_licuado_VI,6,0.08333333333333333
refrigeracion_VI,6,0.08333333333333333
iluminacion_VI,6,0.08333333333333333
otros_electricos_VI,6,0.08333333333333333
enfriamiento_VI,6,0.08333333333333333
calefaccion_biomasa_VI,7,0.25
calefaccion_electricidad_VI,7,0.25
coccion_electricidad_VI,7,0.08333333333333333
coccion_gas_licuado_VI,7,0.08333333333333333
refrigeracion_VI,7,0.08333333333333333
iluminacion_VI,7,0.08333333333333333
otros_electricos_VI,7,0.08333333333333333
enfriamiento_VI,7,0.08333333333333333
calefaccion_biomasa_VI,8,0.15
calefaccion_electricidad_VI,8,0.15
coccion_electricidad_VI,8,0.08333333333333333
coccion_gas_licuado_VI,8,0.08333333333333333
refrigeracion_VI,8,0.08333333333333333
iluminacion_VI,8,0.08333333333333333
otros_electricos_VI,8,0.08333333333333333
enfriamiento_VI,8,0.08333333333333333
calefaccion_biomasa_VI,9,0.1
calefaccion_electricidad_VI,9,0.1
coccion_electricidad_VI,9,0.08333333333333333
coccion_gas_licuado_VI,9,0.08333333333333333
refrigeracion_VI,9,0.08333333333333333
iluminacion_VI,9,0.08333333333333333
otros_electricos_VI,9,0.08333333333333333
enfriamiento_VI,9,0.08333333333333333
calefaccion_biomasa_VI,10,0.05
calefaccion_electricidad_VI,10,0.05
coccion_electricidad_VI,10,0.08333333333333333
coccion_gas_licuado_VI,10,0.08333333333333333
refrigeracion_VI,10,0.08333333333333333
iluminacion_VI,10,0.08333333333333333
otros_electricos_VI,10,0.08333333333333333
enfriamiento_VI,10,0.08333333333333333
calefaccion_biomasa_VI,11,0.0
calefaccion_electricidad_VI,11,0.0
coccion_electricidad_VI,11,0.08333333333333333
coccion_gas_licuado_VI,11,0.08333333333333333
refrigeracion_VI,11,0.08333333333333333
iluminacion_VI,11,0.08333333333333333
otros_electricos_VI,11,0.08333333333333333
enfriamiento_VI,11,0.08333333333333333
calefaccion_biomasa_VI,12,0.0
calefaccion_electricidad_VI,12,0.0
coccion_electricidad_VI,12,0.08333333333333333
coccion_gas_licuado_VI,12,0.08333333333333333
refrigeracion_VI,12,0.08333333333333333
iluminacion_VI,12,0.08333333333333333
otros_electricos_VI,12,0.08333333333333333
enfriamiento_VI,12,0.08333333333333333
