Proceso,Barra,Participacion,Perdidas
I_IND_motriz_electricidad,V,0.09061737121612709,0.0
I_IND_motriz_electricidad,VI,0.05130087097903331,0.0
I_IND_motriz_electricidad,VII,0.05295665170465819,0.0
I_IND_motriz_electricidad,VIII,0.1343819767113017,0.0
I_IND_motriz_electricidad,XIII,0.516527782031323,0.0
I_IND_motriz_electricidad,X-XIV,0.08380285932334658,0.0
I_IND_nuevo_calor_electricidad,II-III,0.01272723779773246,0.0
I_IND_nuevo_calor_electricidad,IV,0.019421761506331483,0.0
I_IND_nuevo_calor_electricidad,SING,0.031241067965079868,0.0
I_IND_nuevo_calor_electricidad,V,0.09061737121612709,0.0
I_IND_nuevo_calor_electricidad,VI,0.05130087097903331,0.0
I_IND_nuevo_calor_electricidad,VII,0.05295665170465819,0.0
I_IND_nuevo_calor_electricidad,VIII,0.1343819767113017,0.0
I_IND_nuevo_calor_electricidad,XIII,0.516527782031323,0.0
I_IND_nuevo_calor_electricidad,X-XIV,0.08380285932334658,0.0
I_IND_nuevo_electricidad,II-III,0.01272723779773246,0.0
I_IND_nuevo_electricidad,IV,0.019421761506331483,0.0
I_IND_nuevo_electricidad,SING,0.031241067965079868,0.0
I_IND_nuevo_electricidad,V,0.09061737121612709,0.0
I_IND_nuevo_electricidad,VI,0.05130087097903331,0.0
I_IND_nuevo_electricidad,VII,0.05295665170465819,0.0
I_IND_nuevo_electricidad,VIII,0.1343819767113017,0.0
I_IND_nuevo_electricidad,XIII,0.516527782031323,0.0
I_IND_nuevo_electricidad,X-XIV,0.08380285932334658,0.0
I_IND_nuevo_motriz_electricidad_norm,II-III,0.01272723779773246,0.0
I_IND_nuevo_motriz_electricidad_norm,IV,0.019421761506331483,0.0
I_IND_nuevo_motriz_electricidad_norm,SING,0.031241067965079868,0.0
I_IND_nuevo_motriz_electricidad_norm,V,0.09061737121612709,0.0
I_IND_nuevo_motriz_electricidad_norm,VI,0.05130087097903331,0.0
I_IND_nuevo_motriz_electricidad_norm,VII,0.05295665170465819,0.0
I_IND_nuevo_motriz_electricidad_norm,VIII,0.1343819767113017,0.0
I_IND_nuevo_motriz_electricidad_norm,XIII,0.516527782031323,0.0
I_IND_nuevo_motriz_electricidad_norm,X-XIV,0.08380285932334658,0.0
I_IND_nuevo_motriz_electricidad_prem,II-III,0.01272723779773246,0.0
I_IND_nuevo_motriz_electricidad_prem,IV,0.019421761506331483,0.0
I_IND_nuevo_motriz_electricidad_prem,SING,0.031241067965079868,0.0
I_IND_nuevo_motriz_electricidad_prem,V,0.09061737121612709,0.0
I_IND_nuevo_motriz_electricidad_prem,VI,0.05130087097903331,0.0
I_IND_nuevo_motriz_electricidad_prem,VII,0.05295665170465819,0.0
I_IND_nuevo_motriz_electricidad_prem,VIII,0.1343819767113017,0.0
I_IND_nuevo_motriz_electricidad_prem,XIII,0.516527782031323,0.0
I_IND_nuevo_motriz_electricidad_prem,X-XIV,0.08380285932334658,0.0
I_MIN_calor_electricidad,II-III,0.05450496980279152,0.0
I_MIN_calor_electricidad,IV,0.038147630652290127,0.0
I_MIN_calor_electricidad,SING,0.36789060338456553,0.0
I_MIN_calor_electricidad,V,0.35262512969919985,0.0
I_MIN_calor_electricidad,VI,0.0,0.0
I_MIN_calor_electricidad,VII,0.0012191289163187337,0.0
I_MIN_calor_electricidad,VIII,2.2579235786448233e-05,0.0
I_MIN_calor_electricidad,XIII,0.14891945257118308,0.0
I_MIN_calor_electricidad,X-XIV,0.0,0.0
I_MIN_electricidad,II-III,0.05450496980279152,0.0
I_MIN_electricidad,IV,0.038147630652290127,0.0
I_MIN_electricidad,SING,0.36789060338456553,0.0
I_MIN_electricidad,V,0.35262512969919985,0.0
I_MIN_electricidad,VI,0.0,0.0
I_MIN_electricidad,VII,0.0012191289163187337,0.0
I_MIN_electricidad,VIII,2.2579235786448233e-05,0.0
I_MIN_electricidad,XIII,0.14891945257118308,0.0
I_MIN_electricidad,X-XIV,0.0,0.0
I_MIN_motriz_electricidad,II-III,0.05450496980279152,0.0
I_MIN_motriz_electricidad,IV,0.038147630652290127,0.0
I_MIN_motriz_electricidad,SING,0.36789060338456553,0.0
I_MIN_motriz_electricidad,V,0.35262512969919985,0.0
I_MIN_motriz_electricidad,VI,0.0,0.0
I_MIN_motriz_electricidad,VII,0.0012191289163187337,0.0
I_MIN_motriz_electricidad,VIII,2.2579235786448233e-05,0.0
I_MIN_motriz_electricidad,XIII,0.14891945257118308,0.0
I_MIN_motriz_electricidad,X-XIV,0.0,0.0
I_MIN_nuevo_calor_electricidad,II-III,0.05450496980279152,0.0
I_MIN_nuevo_calor_electricidad,IV,0.038147630652290127,0.0
I_MIN_nuevo_calor_electricidad,SING,0.36789060338456553,0.0
I_MIN_nuevo_calor_electricidad,V,0.35262512969919985,0.0
I_MIN_nuevo_calor_electricidad,VI,0.0,0.0
I_MIN_nuevo_calor_electricidad,VII,0.0012191289163187337,0.0
I_MIN_nuevo_calor_electricidad,VIII,2.2579235786448233e-05,0.0
I_MIN_nuevo_calor_electricidad,XIII,0.14891945257118308,0.0
I_MIN_nuevo_calor_electricidad,X-XIV,0.0,0.0
I_MIN_nuevo_electricidad,II-III,0.05450496980279152,0.0
I_MIN_nuevo_electricidad,IV,0.038147630652290127,0.0
I_MIN_nuevo_electricidad,SING,0.36789060338456553,0.0
I_MIN_nuevo_electricidad,V,0.35262512969919985,0.0
I_MIN_nuevo_electricidad,VI,0.0,0.0
I_MIN_nuevo_electricidad,VII,0.0012191289163187337,0.0
I_MIN_nuevo_electricidad,VIII,2.2579235786448233e-05,0.0
I_MIN_nuevo_electricidad,XIII,0.14891945257118308,0.0
I_MIN_nuevo_electricidad,X-XIV,0.0,0.0
I_MIN_nuevo_motriz_electricidad_norm,II-III,0.05450496980279152,0.0
I_MIN_nuevo_motriz_electricidad_norm,IV,0.038147630652290127,0.0
I_MIN_nuevo_motriz_electricidad_norm,SING,0.36789060338456553,0.0
I_MIN_nuevo_motriz_electricidad_norm,V,0.35262512969919985,0.0
I_MIN_nuevo_motriz_electricidad_norm,VI,0.0,0.0
I_MIN_nuevo_motriz_electricidad_norm,VII,0.0012191289163187337,0.0
I_MIN_nuevo_motriz_electricidad_norm,VIII,2.2579235786448233e-05,0.0
I_MIN_nuevo_motriz_electricidad_norm,XIII,0.14891945257118308,0.0
I_MIN_nuevo_motriz_electricidad_norm,X-XIV,0.0,0.0
I_MIN_nuevo_motriz_electricidad_prem,II-III,0.05450496980279152,0.0
I_MIN_nuevo_motriz_electricidad_prem,IV,0.038147630652290127,0.0
I_MIN_nuevo_motriz_electricidad_prem,SING,0.36789060338456553,0.0
I_MIN_nuevo_motriz_electricidad_prem,V,0.35262512969919985,0.0
I_MIN_nuevo_motriz_electricidad_prem,VI,0.0,0.0
I_MIN_nuevo_motriz_electricidad_prem,VII,0.0012191289163187337,0.0
I_MIN_nuevo_motriz_electricidad_prem,VIII,2.2579235786448233e-05,0.0
I_MIN_nuevo_motriz_electricidad_prem,XIII,0.14891945257118308,0.0
I_MIN_nuevo_motriz_electricidad_prem,X-XIV,0.0,0.0
I_PES_calor_electricidad,II-III,0.0,0.0
I_PES_calor_electricidad,IV,0.030161969987969744,0.0
I_PES_calor_electricidad,SING,0.22999178476781895,0.0
I_PES_calor_electricidad,V,0.0,0.0
I_PES_calor_electricidad,VI,0.2369086456670009,0.0
I_PES_calor_electricidad,VII,0.0,0.0
I_PES_calor_electricidad,VIII,0.2511721264039122,0.0
I_PES_calor_electricidad,XIII,0.0,0.0
I_PES_calor_electricidad,X-XIV,0.2416379983551014,0.0
I_PES_electricidad,II-III,0.0,0.0
I_PES_electricidad,IV,0.030161969987969744,0.0
I_PES_electricidad,SING,0.22999178476781895,0.0
I_PES_electricidad,V,0.0,0.0
I_PES_electricidad,VI,0.2369086456670009,0.0
I_PES_electricidad,VII,0.0,0.0
I_PES_electricidad,VIII,0.2511721264039122,0.0
I_PES_electricidad,XIII,0.0,0.0
I_PES_electricidad,X-XIV,0.2416379983551014,0.0
I_PES_impuesto_calor_electricidad,II-III,0.0,0.0
I_PES_impuesto_calor_electricidad,IV,0.030161969987969744,0.0
I_PES_impuesto_calor_electricidad,SING,0.22999178476781895,0.0
I_PES_impuesto_calor_electricidad,V,0.0,0.0
I_PES_impuesto_calor_electricidad,VI,0.2369086456670009,0.0
I_PES_impuesto_calor_electricidad,VII,0.0,0.0
I_PES_impuesto_calor_electricidad,VIII,0.2511721264039122,0.0
I_PES_impuesto_calor_electricidad,XIII,0.0,0.0
I_PES_impuesto_calor_electricidad,X-XIV,0.2416379983551014,0.0
I_PES_impuesto_electricidad,II-III,0.0,0.0
I_PES_impuesto_electricidad,IV,0.030161969987969744,0.0
I_PES_impuesto_electricidad,SING,0.22999178476781895,0.0
I_PES_impuesto_electricidad,V,0.0,0.0
I_PES_impuesto_electricidad,VI,0.2369086456670009,0.0
I_PES_impuesto_electricidad,VII,0.0,0.0
I_PES_impuesto_electricidad,VIII,0.2511721264039122,0.0
I_PES_impuesto_electricidad,XIII,0.0,0.0
I_PES_impuesto_electricidad,X-XIV,0.2416379983551014,0.0
I_PES_impuesto_motriz_electricidad,II-III,0.0,0.0
I_PES_impuesto_motriz_electricidad,IV,0.030161969987969744,0.0
I_PES_impuesto_motriz_electricidad,SING,0.22999178476781895,0.0
I_PES_impuesto_motriz_electricidad,V,0.0,0.0
I_PES_impuesto_motriz_electricidad,VI,0.2369086456670009,0.0
I_PES_impuesto_motriz_electricidad,VII,0.0,0.0
I_PES_impuesto_motriz_electricidad,VIII,0.2511721264039122,0.0
I_PES_impuesto_motriz_electricidad,XIII,0.0,0.0
I_PES_impuesto_motriz_electricidad,X-XIV,0.2416379983551014,0.0
I_PES_motriz_electricidad,II-III,0.0,0.0
I_PES_motriz_electricidad,IV,0.030161969987969744,0.0
I_PES_motriz_electricidad,SING,0.22999178476781895,0.0
I_PES_motriz_electricidad,V,0.0,0.0
I_PES_motriz_electricidad,VI,0.2369086456670009,0.0
I_PES_motriz_electricidad,VII,0.0,0.0
I_PES_motriz_electricidad,VIII,0.2511721264039122,0.0
I_PES_motriz_electricidad,XIII,0.0,0.0
I_PES_motriz_electricidad,X-XIV,0.2416379983551014,0.0
I_PES_nuevo_calor_electricidad,II-III,0.0,0.0
I_PES_nuevo_calor_electricidad,IV,0.030161969987969744,0.0
I_PES_nuevo_calor_electricidad,SING,0.22999178476781895,0.0
I_PES_nuevo_calor_electricidad,V,0.0,0.0
I_PES_nuevo_calor_electricidad,VI,0.2369086456670009,0.0
I_PES_nuevo_calor_electricidad,VII,0.0,0.0
I_PES_nuevo_calor_electricidad,VIII,0.2511721264039122,0.0
I_PES_nuevo_calor_electricidad,XIII,0.0,0.0
I_PES_nuevo_calor_electricidad,X-XIV,0.2416379983551014,0.0
I_PES_nuevo_electricidad,II-III,0.0,0.0
I_PES_nuevo_electricidad,IV,0.030161969987969744,0.0
I_PES_nuevo_electricidad,SING,0.22999178476781895,0.0
I_PES_nuevo_electricidad,V,0.0,0.0
I_PES_nuevo_electricidad,VI,0.2369086456670009,0.0
I_PES_nuevo_electricidad,VII,0.0,0.0
I_PES_nuevo_electricidad,VIII,0.2511721264039122,0.0
I_PES_nuevo_electricidad,XIII,0.0,0.0
I_PES_nuevo_electricidad,X-XIV,0.2416379983551014,0.0
I_PES_nuevo_motriz_electricidad_norm,II-III,0.0,0.0
I_PES_nuevo_motriz_electricidad_norm,IV,0.030161969987969744,0.0
I_PES_nuevo_motriz_electricidad_norm,SING,0.22999178476781895,0.0
I_PES_nuevo_motriz_electricidad_norm,V,0.0,0.0
I_PES_nuevo_motriz_electricidad_norm,VI,0.2369086456670009,0.0
I_PES_nuevo_motriz_electricidad_norm,VII,0.0,0.0
I_PES_nuevo_motriz_electricidad_norm,VIII,0.2511721264039122,0.0
I_PES_nuevo_motriz_electricidad_norm,XIII,0.0,0.0
I_PES_nuevo_motriz_electricidad_norm,X-XIV,0.2416379983551014,0.0
I_PES_nuevo_motriz_electricidad_prem,II-III,0.0,0.0
I_PES_nuevo_motriz_electricidad_prem,IV,0.030161969987969744,0.0
I_PES_nuevo_motriz_electricidad_prem,SING,0.22999178476781895,0.0
I_PES_nuevo_motriz_electricidad_prem,V,0.0,0.0
I_PES_nuevo_motriz_electricidad_prem,VI,0.2369086456670009,0.0
I_PES_nuevo_motriz_electricidad_prem,VII,0.0,0.0
I_PES_nuevo_motriz_electricidad_prem,VIII,0.2511721264039122,0.0
I_PES_nuevo_motriz_electricidad_prem,XIII,0.0,0.0
I_PES_nuevo_motriz_electricidad_prem,X-XIV,0.2416379983551014,0.0
I_PET_calor_electricidad,II-III,0.0,0.0
I_PET_calor_electricidad,IV,0.0,0.0
I_PET_calor_electricidad,SING,0.0,0.0
I_PET_calor_electricidad,V,0.0,0.0
I_PET_calor_electricidad,VI,0.0,0.0
I_PET_calor_electricidad,VII,0.0,0.0
I_PET_calor_electricidad,VIII,1.0,0.0
I_PET_calor_electricidad,XIII,0.0,0.0
I_PET_calor_electricidad,X-XIV,0.0,0.0
I_PET_electricidad,II-III,0.0,0.0
I_PET_electricidad,IV,0.0,0.0
I_PET_electricidad,SING,0.0,0.0
I_PET_electricidad,V,0.0,0.0
I_PET_electricidad,VI,0.0,0.0
I_PET_electricidad,VII,0.0,0.0
I_PET_electricidad,VIII,1.0,0.0
I_PET_electricidad,XIII,0.0,0.0
I_PET_electricidad,X-XIV,0.0,0.0
I_PET_motriz_electricidad,II-III,0.0,0.0
I_PET_motriz_electricidad,IV,0.0,0.0
I_PET_motriz_electricidad,SING,0.0,0.0
I_PET_motriz_electricidad,V,0.0,0.0
I_PET_motriz_electricidad,VI,0.0,0.0
I_PET_motriz_electricidad,VII,0.0,0.0
I_PET_motriz_electricidad,VIII,1.0,0.0
I_PET_motriz_electricidad,XIII,0.0,0.0
I_PET_motriz_electricidad,X-XIV,0.0,0.0
I_PET_nuevo_calor_electricidad,II-III,0.0,0.0
I_PET_nuevo_calor_electricidad,IV,0.0,0.0
I_PET_nuevo_calor_electricidad,SING,0.0,0.0
I_PET_nuevo_calor_electricidad,V,0.0,0.0
I_PET_nuevo_calor_electricidad,VI,0.0,0.0
I_PET_nuevo_calor_electricidad,VII,0.0,0.0
I_PET_nuevo_calor_electricidad,VIII,1.0,0.0
I_PET_nuevo_calor_electricidad,XIII,0.0,0.0
I_PET_nuevo_calor_electricidad,X-XIV,0.0,0.0
I_PET_nuevo_electricidad,II-III,0.0,0.0
I_PET_nuevo_electricidad,IV,0.0,0.0
I_PET_nuevo_electricidad,SING,0.0,0.0
I_PET_nuevo_electricidad,V,0.0,0.0
I_PET_nuevo_electricidad,VI,0.0,0.0
I_PET_nuevo_electricidad,VII,0.0,0.0
I_PET_nuevo_electricidad,VIII,1.0,0.0
I_PET_nuevo_electricidad,XIII,0.0,0.0
I_PET_nuevo_electricidad,X-XIV,0.0,0.0
I_PET_nuevo_motriz_electricidad_norm,II-III,0.0,0.0
I_PET_nuevo_motriz_electricidad_norm,IV,0.0,0.0
I_PET_nuevo_motriz_electricidad_norm,SING,0.0,0.0
I_PET_nuevo_motriz_electricidad_norm,V,0.0,0.0
I_PET_nuevo_motriz_electricidad_norm,VI,0.0,0.0
I_PET_nuevo_motriz_electricidad_norm,VII,0.0,0.0
I_PET_nuevo_motriz_electricidad_norm,VIII,1.0,0.0
I_PET_nuevo_motriz_electricidad_norm,XIII,0.0,0.0
I_PET_nuevo_motriz_electricidad_norm,X-XIV,0.0,0.0
I_PET_nuevo_motriz_electricidad_prem,II-III,0.0,0.0
I_PET_nuevo_motriz_electricidad_prem,IV,0.0,0.0
I_PET_nuevo_motriz_electricidad_prem,SING,0.0,0.0
I_PET_nuevo_motriz_electricidad_prem,V,0.0,0.0
I_PET_nuevo_motriz_electricidad_prem,VI,0.0,0.0
I_PET_nuevo_motriz_electricidad_prem,VII,0.0,0.0
I_PET_nuevo_motriz_electricidad_prem,VIII,1.0,0.0
I_PET_nuevo_motriz_electricidad_prem,XIII,0.0,0.0
I_PET_nuevo_motriz_electricidad_prem,X-XIV,0.0,0.0
I_SID_electricidad,II-III,0.0,0.0
I_SID_electricidad,IV,0.0,0.0
I_SID_electricidad,SING,0.0,0.0
I_SID_electricidad,V,0.0,0.0
I_SID_electricidad,VI,0.0,0.0
I_SID_electricidad,VII,0.0,0.0
I_SID_electricidad,VIII,0.6196255997776489,0.0
I_SID_electricidad,XIII,0.3803744002223511,0.0
I_SID_electricidad,X-XIV,0.0,0.0
I_SID_motriz_electricidad,II-III,0.0,0.0
I_SID_motriz_electricidad,IV,0.0,0.0
I_SID_motriz_electricidad,SING,0.0,0.0
I_SID_motriz_electricidad,V,0.0,0.0
I_SID_motriz_electricidad,VI,0.0,0.0
I_SID_motriz_electricidad,VII,0.0,0.0
I_SID_motriz_electricidad,VIII,0.6196255997776489,0.0
I_SID_motriz_electricidad,XIII,0.3803744002223511,0.0
I_SID_motriz_electricidad,X-XIV,0.0,0.0
I_SID_nuevo_electricidad,II-III,0.0,0.0
I_SID_nuevo_electricidad,IV,0.0,0.0
I_SID_nuevo_electricidad,SING,0.0,0.0
I_SID_nuevo_electricidad,V,0.0,0.0
I_SID_nuevo_electricidad,VI,0.0,0.0
I_SID_nuevo_electricidad,VII,0.0,0.0
I_SID_nuevo_electricidad,VIII,0.6196255997776489,0.0
I_SID_nuevo_electricidad,XIII,0.3803744002223511,0.0
I_SID_nuevo_electricidad,X-XIV,0.0,0.0
I_SID_nuevo_motriz_electricidad_norm,II-III,0.0,0.0
I_SID_nuevo_motriz_electricidad_norm,IV,0.0,0.0
I_SID_nuevo_motriz_electricidad_norm,SING,0.0,0.0
I_SID_nuevo_motriz_electricidad_norm,V,0.0,0.0
I_SID_nuevo_motriz_electricidad_norm,VI,0.0,0.0
I_SID_nuevo_motriz_electricidad_norm,VII,0.0,0.0
I_SID_nuevo_motriz_electricidad_norm,VIII,0.6196255997776489,0.0
I_SID_nuevo_motriz_electricidad_norm,XIII,0.3803744002223511,0.0
I_SID_nuevo_motriz_electricidad_norm,X-XIV,0.0,0.0
I_SID_nuevo_motriz_electricidad_prem,II-III,0.0,0.0
I_SID_nuevo_motriz_electricidad_prem,IV,0.0,0.0
I_SID_nuevo_motriz_electricidad_prem,SING,0.0,0.0
I_SID_nuevo_motriz_electricidad_prem,V,0.0,0.0
I_SID_nuevo_motriz_electricidad_prem,VI,0.0,0.0
I_SID_nuevo_motriz_electricidad_prem,VII,0.0,0.0
I_SID_nuevo_motriz_electricidad_prem,VIII,0.6196255997776489,0.0
I_SID_nuevo_motriz_electricidad_prem,XIII,0.3803744002223511,0.0
I_SID_nuevo_motriz_electricidad_prem,X-XIV,0.0,0.0
TRANS_VEH_ELECTRICO_2014,SING,0.02,0.0
TRANS_VEH_ELECTRICO_2014,II-III,0.02,0.0
TRANS_VEH_ELECTRICO_2014,IV,0.01,0.0
TRANS_VEH_ELECTRICO_2014,V,0.17,0.0
TRANS_VEH_ELECTRICO_2014,XIII,0.73,0.0
TRANS_VEH_ELECTRICO_2014,VI,0.0,0.0
TRANS_VEH_ELECTRICO_2014,VII,0.02,0.0
TRANS_VEH_ELECTRICO_2014,VIII,0.02,0.0
TRANS_VEH_ELECTRICO_2014,X-XIV,0.01,0.0
TRANS_VEH_ELECTRICO_2015,SING,0.02,0.0
TRANS_VEH_ELECTRICO_2015,II-III,0.01,0.0
TRANS_VEH_ELECTRICO_2015,IV,0.06,0.0
TRANS_VEH_ELECTRICO_2015,V,0.33,0.0
TRANS_VEH_ELECTRICO_2015,XIII,0.51,0.0
TRANS_VEH_ELECTRICO_2015,VI,0.01,0.0
TRANS_VEH_ELECTRICO_2015,VII,0.02,0.0
TRANS_VEH_ELECTRICO_2015,VIII,0.02,0.0
TRANS_VEH_ELECTRICO_2015,X-XIV,0.01,0.0
TRANS_VEH_ELECTRICO_2016,SING,0.01,0.0
TRANS_VEH_ELECTRICO_2016,II-III,0.02,0.0
TRANS_VEH_ELECTRICO_2016,IV,0.01,0.0
TRANS_VEH_ELECTRICO_2016,V,0.06,0.0
TRANS_VEH_ELECTRICO_2016,XIII,0.33,0.0
TRANS_VEH_ELECTRICO_2016,VI,0.51,0.0
TRANS_VEH_ELECTRICO_2016,VII,0.01,0.0
TRANS_VEH_ELECTRICO_2016,VIII,0.03,0.0
TRANS_VEH_ELECTRICO_2016,X-XIV,0.02,0.0
TRANS_VEH_ELECTRICO_2017,SING,0.01,0.0
TRANS_VEH_ELECTRICO_2017,II-III,0.02,0.0
TRANS_VEH_ELECTRICO_2017,IV,0.01,0.0
TRANS_VEH_ELECTRICO_2017,V,0.06,0.0
TRANS_VEH_ELECTRICO_2017,XIII,0.33,0.0
TRANS_VEH_ELECTRICO_2017,VI,0.51,0.0
TRANS_VEH_ELECTRICO_2017,VII,0.01,0.0
TRANS_VEH_ELECTRICO_2017,VIII,0.03,0.0
TRANS_VEH_ELECTRICO_2017,X-XIV,0.02,0.0
TRANS_VEH_ELECTRICO_2018,SING,0.01,0.0
TRANS_VEH_ELECTRICO_2018,II-III,0.02,0.0
TRANS_VEH_ELECTRICO_2018,IV,0.01,0.0
TRANS_VEH_ELECTRICO_2018,V,0.06,0.0
TRANS_VEH_ELECTRICO_2018,XIII,0.33,0.0
TRANS_VEH_ELECTRICO_2018,VI,0.51,0.0
TRANS_VEH_ELECTRICO_2018,VII,0.01,0.0
TRANS_VEH_ELECTRICO_2018,VIII,0.03,0.0
TRANS_VEH_ELECTRICO_2018,X-XIV,0.02,0.0
TRANS_VEH_MEDIANO_ELECTRICO_2018,SING,0.01,0.0
TRANS_VEH_MEDIANO_ELECTRICO_2018,II-III,0.02,0.0
TRANS_VEH_MEDIANO_ELECTRICO_2018,IV,0.01,0.0
TRANS_VEH_MEDIANO_ELECTRICO_2018,V,0.06,0.0
TRANS_VEH_MEDIANO_ELECTRICO_2018,XIII,0.33,0.0
TRANS_VEH_MEDIANO_ELECTRICO_2018,VI,0.51,0.0
TRANS_VEH_MEDIANO_ELECTRICO_2018,VII,0.01,0.0
TRANS_VEH_MEDIANO_ELECTRICO_2018,VIII,0.03,0.0
TRANS_VEH_MEDIANO_ELECTRICO_2018,X-XIV,0.02,0.0
TRANS_TAXI_ELECTRICO,SING,0.01,0.0
TRANS_TAXI_ELECTRICO,II-III,0.02,0.0
TRANS_TAXI_ELECTRICO,IV,0.01,0.0
TRANS_TAXI_ELECTRICO,V,0.06,0.0
TRANS_TAXI_ELECTRICO,XIII,0.33,0.0
TRANS_TAXI_ELECTRICO,VI,0.51,0.0
TRANS_TAXI_ELECTRICO,VII,0.01,0.0
TRANS_TAXI_ELECTRICO,VIII,0.03,0.0
TRANS_TAXI_ELECTRICO,X-XIV,0.02,0.0
TRANS_TAXI_ELECTRICO_NUEVO,SING,0.01,0.0
TRANS_TAXI_ELECTRICO_NUEVO,II-III,0.02,0.0
TRANS_TAXI_ELECTRICO_NUEVO,IV,0.01,0.0
TRANS_TAXI_ELECTRICO_NUEVO,V,0.06,0.0
TRANS_TAXI_ELECTRICO_NUEVO,XIII,0.33,0.0
TRANS_TAXI_ELECTRICO_NUEVO,VI,0.51,0.0
TRANS_TAXI_ELECTRICO_NUEVO,VII,0.01,0.0
TRANS_TAXI_ELECTRICO_NUEVO,VIII,0.03,0.0
TRANS_TAXI_ELECTRICO_NUEVO,X-XIV,0.02,0.0
TRANSANTIAGO_ELECTRICO,SING,0.0,0.0
TRANSANTIAGO_ELECTRICO,II-III,0.0,0.0
TRANSANTIAGO_ELECTRICO,IV,0.0,0.0
TRANSANTIAGO_ELECTRICO,V,0.0,0.0
TRANSANTIAGO_ELECTRICO,XIII,1.0,0.0
TRANSANTIAGO_ELECTRICO,VI,0.0,0.0
TRANSANTIAGO_ELECTRICO,VII,0.0,0.0
TRANSANTIAGO_ELECTRICO,VIII,0.0,0.0
TRANSANTIAGO_ELECTRICO,X-XIV,0.0,0.0
TRANSANTIAGO_ELECTRICO_NUEVO,SING,0.0,0.0
TRANSANTIAGO_ELECTRICO_NUEVO,II-III,0.0,0.0
TRANSANTIAGO_ELECTRICO_NUEVO,IV,0.0,0.0
TRANSANTIAGO_ELECTRICO_NUEVO,V,0.0,0.0
TRANSANTIAGO_ELECTRICO_NUEVO,XIII,1.0,0.0
TRANSANTIAGO_ELECTRICO_NUEVO,VI,0.0,0.0
TRANSANTIAGO_ELECTRICO_NUEVO,VII,0.0,0.0
TRANSANTIAGO_ELECTRICO_NUEVO,VIII,0.0,0.0
TRANSANTIAGO_ELECTRICO_NUEVO,X-XIV,0.0,0.0
TRANS_BUS_RM_ELECTRICO,SING,0.0,0.0
TRANS_BUS_RM_ELECTRICO,II-III,0.0,0.0
TRANS_BUS_RM_ELECTRICO,IV,0.0,0.0
TRANS_BUS_RM_ELECTRICO,V,0.0,0.0
TRANS_BUS_RM_ELECTRICO,XIII,1.0,0.0
TRANS_BUS_RM_ELECTRICO,VI,0.0,0.0
TRANS_BUS_RM_ELECTRICO,VII,0.0,0.0
TRANS_BUS_RM_ELECTRICO,VIII,0.0,0.0
TRANS_BUS_RM_ELECTRICO,X-XIV,0.0,0.0
TRANS_BUS_RM_ELECTRICO_NUEVO,SING,0.0,0.0
TRANS_BUS_RM_ELECTRICO_NUEVO,II-III,0.0,0.0
TRANS_BUS_RM_ELECTRICO_NUEVO,IV,0.0,0.0
TRANS_BUS_RM_ELECTRICO_NUEVO,V,0.0,0.0
TRANS_BUS_RM_ELECTRICO_NUEVO,XIII,1.0,0.0
TRANS_BUS_RM_ELECTRICO_NUEVO,VI,0.0,0.0
TRANS_BUS_RM_ELECTRICO_NUEVO,VII,0.0,0.0
TRANS_BUS_RM_ELECTRICO_NUEVO,VIII,0.0,0.0
TRANS_BUS_RM_ELECTRICO_NUEVO,X-XIV,0.0,0.0
TRANS_BUS_ELECTRICO,SING,0.125,0.0
TRANS_BUS_ELECTRICO,II-III,0.125,0.0
TRANS_BUS_ELECTRICO,IV,0.125,0.0
TRANS_BUS_ELECTRICO,V,0.125,0.0
TRANS_BUS_ELECTRICO,XIII,0.0,0.0
TRANS_BUS_ELECTRICO,VI,0.125,0.0
TRANS_BUS_ELECTRICO,VII,0.125,0.0
TRANS_BUS_ELECTRICO,VIII,0.125,0.0
TRANS_BUS_ELECTRICO,X-XIV,0.125,0.0
TRANS_BUS_ELECTRICO_NUEVO,SING,0.125,0.0
TRANS_BUS_ELECTRICO_NUEVO,II-III,0.125,0.0
TRANS_BUS_ELECTRICO_NUEVO,IV,0.125,0.0
TRANS_BUS_ELECTRICO_NUEVO,V,0.125,0.0
TRANS_BUS_ELECTRICO_NUEVO,XIII,0.0,0.0
TRANS_BUS_ELECTRICO_NUEVO,VI,0.125,0.0
TRANS_BUS_ELECTRICO_NUEVO,VII,0.125,0.0
TRANS_BUS_ELECTRICO_NUEVO,VIII,0.125,0.0
TRANS_BUS_ELECTRICO_NUEVO,X-XIV,0.125,0.0
TRANS_MOTO_ELECTRICO,SING,0.032,0.0
TRANS_MOTO_ELECTRICO,II-III,0.032,0.0
TRANS_MOTO_ELECTRICO,IV,0.036,0.0
TRANS_MOTO_ELECTRICO,V,0.088,0.0
TRANS_MOTO_ELECTRICO,XIII,0.498,0.0
TRANS_MOTO_ELECTRICO,VI,0.057,0.0
TRANS_MOTO_ELECTRICO,VII,0.084,0.0
TRANS_MOTO_ELECTRICO,VIII,0.104,0.0
TRANS_MOTO_ELECTRICO,X-XIV,0.0691,0.0
TRANS_MOTO_ELECTRICO_NUEVO,SING,0.032,0.0
TRANS_MOTO_ELECTRICO_NUEVO,II-III,0.032,0.0
TRANS_MOTO_ELECTRICO_NUEVO,IV,0.036,0.0
TRANS_MOTO_ELECTRICO_NUEVO,V,0.088,0.0
