Sector,Energetico,GEI,FE
generacion_electrica,gas_coque,CO2,0.0
generacion_electrica,gas_alto_horno,CO2,260000.0
generacion_electrica,gas_natural,CO2,56100.0
generacion_electrica,metano,CO2,54600.0
generacion_electrica,biogas,CO2,54600.0
generacion_electrica,biomasa,CO2,0.0
generacion_electrica,solar,CO2,0.0
generacion_electrica,diesel,CH4,3.0
generacion_electrica,petroleo_combustible,CH4,3.0
generacion_electrica,gasolina,CH4,3.0
generacion_electrica,kerenose,CH4,3.0
generacion_electrica,gas_licuado,CH4,1.0
generacion_electrica,gasolina_aviacion,CH4,3.0
generacion_electrica,kerosene_aviacion,CH4,3.0
generacion_electrica,nafta,CH4,3.0
generacion_electrica,gas_refineria,CH4,1.0
generacion_electrica,coque_petroleo,CH4,1.0
generacion_electrica,derivados_industria_petroleo,CH4,0.0
generacion_electrica,electricidad,CH4,0.0
generacion_electrica,carbon,CH4,1.0
generacion_electrica,coque_mineral,CH4,1.0
generacion_electrica,alquitran,CH4,3.0
generacion_electrica,gas_corriente,CH4,0.0
generacion_electrica,gas_coque,CH4,0.0
generacion_electrica,gas_alto_horno,CH4,1.0
generacion_electrica,gas_natural,CH4,1.0
generacion_electrica,metano,CH4,1.0
generacion_electrica,biogas,CH4,1.0
generacion_electrica,biomasa,CH4,0.0
generacion_electrica,solar,CH4,0.0
generacion_electrica,diesel,N2O,0.6
generacion_electrica,petroleo_combustible,N2O,0.6
generacion_electrica,gasolina,N2O,0.6
generacion_electrica,kerenose,N2O,0.6
generacion_electrica,gas_licuado,N2O,0.1
generacion_electrica,gasolina_aviacion,N2O,0.6
generacion_electrica,kerosene_aviacion,N2O,0.6
generacion_electrica,nafta,N2O,0.6
generacion_electrica,gas_refineria,N2O,0.1
generacion_electrica,coque_petroleo,N2O,1.5
generacion_electrica,derivados_industria_petroleo,N2O,0.0
generacion_electrica,electricidad,N2O,0.0
generacion_electrica,carbon,N2O,1.5
generacion_electrica,coque_mineral,N2O,1.5
generacion_electrica,alquitran,N2O,0.6
generacion_electrica,gas_corriente,N2O,0.0
generacion_electrica,gas_coque,N2O,0.0
generacion_electrica,gas_alto_horno,N2O,0.1
generacion_electrica,gas_natural,N2O,0.1
generacion_electrica,metano,N2O,0.1
generacion_electrica,biogas,N2O,0.1
generacion_electrica,biomasa,N2O,0.0
generacion_electrica,solar,N2O,0.0
azucar,hidrogeno,CO2,0.0
azucar,hidrogeno,CH4,0.0
azucar,hidrogeno,N2O,0.0
celulosa,hidrogeno,CO2,0.0
celulosa,hidrogeno,CH4,0.0
celulosa,hidrogeno,N2O,0.0
cemento,hidrogeno,CO2,0.0
cemento,hidrogeno,CH4,0.0
cemento,hidrogeno,N2O,0.0
hierro,hidrogeno,CO2,0.0
hierro,hidrogeno,CH4,0.0
hierro,hidrogeno,N2O,0.0
pesca,hidrogeno,CO2,0.0
pesca,hidrogeno,CH4,0.0
pesca,hidrogeno,N2O,0.0
siderurgia,hidrogeno,CO2,0.0
siderurgia,hidrogeno,CH4,0.0
siderurgia,hidrogeno,N2O,0.0
petroquimica,hidrogeno,CO2,0.0
petroquimica,hidrogeno,CH4,0.0
petroquimica,hidrogeno,N2O,0.0
minas_varias,hidrogeno,CO2,0.0
minas_varias,hidrogeno,CH4,0.0
minas_varias,hidrogeno,N2O,0.0
industrias_varias,hidrogeno,CO2,0.0
industrias_varias,hidrogeno,CH4,0.0
industrias_varias,hidrogeno,N2O,0.0
cobre,hidrogeno,CO2,0.0
cobre,hidrogeno,CH4,0.0
cobre,hidrogeno,N2O,0.0
generacion_electrica,hidrogeno,CO2,0.0
generacion_electrica,hidrogeno,CH4,0.0
generacion_electrica,hidrogeno,N2O,0.0
transporte_terrestre,diesel,CO2,74100.0
transporte_terrestre,petroleo_combustible,CO2,74100.0
transporte_terrestre,gasolina,CO2,69300.0
transporte_terrestre,kerosene,CO2,71900.0
transporte_terrestre,gas_licuado,CO2,63100.0
transporte_terrestre,gasolina_aviacion,CO2,70000.0
transporte_terrestre,kerosene_aviacion,CO2,71500.0
transporte_terrestre,nafta,CO2,73300.0
transporte_terrestre,gas_refineria,CO2,57600.0
transporte_terrestre,coque_petroleo,CO2,107000.0
transporte_terrestre,derivados_industria_petroleo,CO2,0.0
transporte_terrestre,electricidad,CO2,0.0
transporte_terrestre,carbon,CO2,94600.0
transporte_terrestre,coque_mineral,CO2,107000.0
transporte_terrestre,alquitran,CO2,80700.0
transporte_terrestre,gas_corriente,CO2,0.0
transporte_terrestre,gas_coque,CO2,0.0
transporte_terrestre,gas_alto_horno,CO2,260000.0
transporte_terrestre,gas_natural,CO2,56100.0
transporte_terrestre,metano,CO2,54600.0
transporte_terrestre,biogas,CO2,54600.0
transporte_terrestre,biomasa,CO2,0.0
transporte_terrestre,solar,CO2,0.0
transporte_terrestre,diesel,CH4,3.0
transporte_terrestre,petroleo_combustible,CH4,3.0
transporte_terrestre,gasolina,CH4,3.0
transporte_terrestre,kerosene,CH4,3.0
transporte_terrestre,gas_licuado,CH4,1.0
transporte_terrestre,gasolina_aviacion,CH4,3.0
transporte_terrestre,kerosene_aviacion,CH4,3.0
transporte_terrestre,nafta,CH4,3.0
transporte_terrestre,gas_refineria,CH4,1.0
transporte_terrestre,coque_petroleo,CH4,1.0
transporte_terrestre,derivados_industria_petroleo,CH4,0.0
transporte_terrestre,electricidad,CH4,0.0
transporte_terrestre,carbon,CH4,1.0
transporte_terrestre,coque_mineral,CH4,1.0
transporte_terrestre,alquitran,CH4,3.0
transporte_terrestre,gas_corriente,CH4,0.0
transporte_terrestre,gas_coque,CH4,0.0
transporte_terrestre,gas_alto_horno,CH4,1.0
transporte_terrestre,gas_natural,CH4,1.0
transporte_terrestre,metano,CH4,1.0
transporte_terrestre,biogas,CH4,1.0
transporte_terrestre,biomasa,CH4,0.0
transporte_terrestre,solar,CH4,0.0
transporte_terrestre,diesel,N2O,0.6
transporte_terrestre,petroleo_combustible,N2O,0.6
transporte_terrestre,gasolina,N2O,0.6
transporte_terrestre,kerosene,N2O,0.6
transporte_terrestre,gas_licuado,N2O,0.1
transporte_terrestre,gasolina_aviacion,N2O,0.6
transporte_terrestre,kerosene_aviacion,N2O,0.6
transporte_terrestre,nafta,N2O,0.6
transporte_terrestre,gas_refineria,N2O,0.1
transporte_terrestre,coque_petroleo,N2O,1.5
transporte_terrestre,derivados_industria_petroleo,N2O,0.0
transporte_terrestre,electricidad,N2O,0.0
transporte_terrestre,carbon,N2O,1.5
transporte_terrestre,coque_mineral,N2O,1.5
transporte_terrestre,alquitran,N2O,0.6
transporte_terrestre,gas_corriente,N2O,0.0
transporte_terrestre,gas_coque,N2O,0.0
transporte_terrestre,gas_alto_horno,N2O,0.1
transporte_terrestre,gas_natural,N2O,0.1
transporte_terrestre,metano,N2O,0.1
transporte_terrestre,biogas,N2O,0.1
transporte_terrestre,biomasa,N2O,0.0
transporte_terrestre,solar,N2O,0.0
residencial,diesel,CO2,74100.0
residencial,petroleo_combustible,CO2,74100.0
residencial,gasolina,CO2,69300.0
residencial,kerosene,CO2,71900.0
residencial,gas_licuado,CO2,63100.0
residencial,gasolina_aviacion,CO2,70000.0
residencial,kerosene_aviacion,CO2,71500.0
residencial,nafta,CO2,73300.0
residencial,gas_refineria,CO2,57600.0
residencial,coque_petroleo,CO2,107000.0
residencial,derivados_industria_petroleo,CO2,0.0
residencial,electricidad,CO2,0.0
residencial,carbon,CO2,94600.0
residencial,coque_mineral,CO2,107000.0
residencial,alquitran,CO2,80700.0
residencial,gas_corriente,CO2,0.0
residencial,gas_coque,CO2,0.0
residencial,gas_alto_horno,CO2,260000.0
residencial,gas_natural,CO2,56100.0
residencial,metano,CO2,54600.0
residencial,biogas,CO2,54600.0
residencial,biomasa,CO2,0.0
residencial,solar,CO2,0.0
residencial,diesel,CH4,3.0
residencial,petroleo_combustible,CH4,3.0
residencial,gasolina,CH4,3.0
residencial,kerosene,CH4,3.0
residencial,gas_licuado,CH4,1.0
residencial,gasolina_aviacion,CH4,3.0
residencial,kerosene_aviacion,CH4,3.0
residencial,nafta,CH4,3.0
residencial,gas_refineria,CH4,1.0
residencial,coque_petroleo,CH4,1.0
residencial,derivados_industria_petroleo,CH4,0.0
residencial,electricidad,CH4,0.0
residencial,carbon,CH4,1.0
residencial,coque_mineral,CH4,1.0
residencial,alquitran,CH4,3.0
residencial,gas_corriente,CH4,0.0
residencial,gas_coque,CH4,0.0
residencial,gas_alto_horno,CH4,1.0
residencial,gas_natural,CH4,1.0
residencial,metano,CH4,1.0
residencial,biogas,CH4,1.0
residencial,biomasa,CH4,0.0
residencial,solar,CH4,0.0
residencial,diesel,N2O,0.6
residencial,petroleo_combustible,N2O,0.6
residencial,gasolina,N2O,0.6
residencial,kerosene,N2O,0.6
residencial,gas_licuado,N2O,0.1
residencial,gasolina_aviacion,N2O,0.6
residencial,kerosene_aviacion,N2O,0.6
residencial,nafta,N2O,0.6
residencial,gas_refineria,N2O,0.1
residencial,coque_petroleo,N2O,1.5
residencial,derivados_industria_petroleo,N2O,0.0
residencial,electricidad,N2O,0.0
residencial,carbon,N2O,1.5
residencial,coque_mineral,N2O,1.5
residencial,alquitran,N2O,0.6
residencial,gas_corriente,N2O,0.0
residencial,gas_coque,N2O,0.0
residencial,gas_alto_horno,N2O,0.1
residencial,gas_natural,N2O,0.1
residencial,metano,N2O,0.1
residencial,biogas,N2O,0.1
residencial,biomasa,N2O,0.0
residencial,solar,N2O,0.0
comercial,diesel,CO2,74100.0
comercial,petroleo_combustible,CO2,74100.0
comercial,gasolina,CO2,69300.0
comercial,kerosene,CO2,71900.0
comercial,gas_licuado,CO2,63100.0
comercial,gasolina_aviacion,CO2,70000.0
comercial,kerosene_aviacion,CO2,71500.0
comercial,nafta,CO2,73300.0
comercial,gas_refineria,CO2,57600.0
comercial,coque_petroleo,CO2,107000.0
comercial,derivados_industria_petroleo,CO2,0.0
comercial,electricidad,CO2,0.0
comercial,carbon,CO2,94600.0
comercial,coque_mineral,CO2,107000.0
comercial,alquitran,CO2,80700.0
comercial,gas_corriente,CO2,0.0
comercial,gas_coque,CO2,0.0
comercial,gas_alto_horno,CO2,260000.0
comercial,gas_natural,CO2,56100.0
comercial,metano,CO2,54600.0
comercial,biogas,CO2,54600.0
comercial,biomasa,CO2,0.0
comercial,solar,CO2,0.0
comercial,diesel,CH4,3.0
comercial,petroleo_combustible,CH4,3.0
comercial,gasolina,CH4,3.0
comercial,kerosene,CH4,3.0
comercial,gas_licuado,CH4,1.0
comercial,gasolina_aviacion,CH4,3.0
comercial,kerosene_aviacion,CH4,3.0
comercial,nafta,CH4,3.0
comercial,gas_refineria,CH4,1.0
comercial,coque_petroleo,CH4,1.0
comercial,derivados_industria_petroleo,CH4,0.0
comercial,electricidad,CH4,0.0
comercial,carbon,CH4,1.0
comercial,coque_mineral,CH4,1.0
comercial,alquitran,CH4,3.0
comercial,gas_corriente,CH4,0.0
comercial,gas_coque,CH4,0.0
comercial,gas_alto_horno,CH4,1.0
comercial,gas_natural,CH4,1.0
comercial,metano,CH4,1.0
comercial,biogas,CH4,1.0
comercial,biomasa,CH4,0.0
comercial,solar,CH4,0.0
comercial,diesel,N2O,0.6
comercial,petroleo_combustible,N2O,0.6
comercial,gasolina,N2O,0.6
comercial,kerosene,N2O,0.6
comercial,gas_licuado,N2O,0.1
comercial,gasolina_aviacion,N2O,0.6
comercial,kerosene_aviacion,N2O,0.6
comercial,nafta,N2O,0.6
comercial,gas_refineria,N2O,0.1
comercial,coque_petroleo,N2O,1.5
comercial,derivados_industria_petroleo,N2O,0.0
comercial,electricidad,N2O,0.0
comercial,carbon,N2O,1.5
comercial,coque_mineral,N2O,1.5
comercial,alquitran,N2O,0.6
comercial,gas_corriente,N2O,0.0
comercial,gas_coque,N2O,0.0
comercial,gas_alto_horno,N2O,0.1
comercial,gas_natural,N2O,0.1
comercial,metano,N2O,0.1
comercial,biogas,N2O,0.1
comercial,biomasa,N2O,0.0
comercial,solar,N2O,0.0
publico,diesel,CO2,74100.0
publico,petroleo_combustible,CO2,74100.0
publico,gasolina,CO2,69300.0
publico,kerosene,CO2,71900.0
publico,gas_licuado,CO2,63100.0
publico,gasolina_aviacion,CO2,70000.0
publico,kerosene_aviacion,CO2,71500.0
publico,nafta,CO2,73300.0
publico,gas_refineria,CO2,57600.0
publico,coque_petroleo,CO2,107000.0
publico,derivados_industria_petroleo,CO2,0.0
publico,electricidad,CO2,0.0
publico,carbon,CO2,94600.0
publico,coque_mineral,CO2,107000.0
publico,alquitran,CO2,80700.0
publico,gas_corriente,CO2,0.0
publico,gas_coque,CO2,0.0
publico,gas_alto_horno,CO2,260000.0
publico,gas_natural,CO2,56100.0
publico,metano,CO2,54600.0
publico,biogas,CO2,54600.0
publico,biomasa,CO2,0.0
publico,solar,CO2,0.0
publico,diesel,CH4,3.0
publico,petroleo_combustible,CH4,3.0
publico,gasolina,CH4,3.0
publico,kerosene,CH4,3.0
publico,gas_licuado,CH4,1.0
publico,gasolina_aviacion,CH4,3.0
publico,kerosene_aviacion,CH4,3.0
publico,nafta,CH4,3.0
publico,gas_refineria,CH4,1.0
publico,coque_petroleo,CH4,1.0
publico,derivados_industria_petroleo,CH4,0.0
publico,electricidad,CH4,0.0
publico,carbon,CH4,1.0
publico,coque_mineral,CH4,1.0
publico,alquitran,CH4,3.0
publico,gas_corriente,CH4,0.0
publico,gas_coque,CH4,0.0
publico,gas_alto_horno,CH4,1.0
publico,gas_natural,CH4,1.0
publico,metano,CH4,1.0
publico,biogas,CH4,1.0
publico,biomasa,CH4,0.0
publico,solar,CH4,0.0
publico,diesel,N2O,0.6
publico,petroleo_combustible,N2O,0.6
publico,gasolina,N2O,0.6
publico,kerosene,N2O,0.6
publico,gas_licuado,N2O,0.1
publico,gasolina_aviacion,N2O,0.6
publico,kerosene_aviacion,N2O,0.6
publico,nafta,N2O,0.6
publico,gas_refineria,N2O,0.1
publico,coque_petroleo,N2O,1.5
publico,derivados_industria_petroleo,N2O,0.0
publico,electricidad,N2O,0.0
publico,carbon,N2O,1.5
publico,coque_mineral,N2O,1.5
publico,alquitran,N2O,0.6
publico,gas_corriente,N2O,0.0
publico,gas_coque,N2O,0.0
publico,gas_alto_horno,N2O,0.1
publico,gas_natural,N2O,0.1
publico,metano,N2O,0.1
publico,biogas,N2O,0.1
publico,biomasa,N2O,0.0
publico,solar,N2O,0.0
transporte_caminero_pasajeros,diesel,CO2,74100.0
transporte_caminero_pasajeros,petroleo_combustible,CO2,74100.0
transporte_caminero_pasajeros,gasolina,CO2,69300.0
transporte_caminero_pasajeros,kerenose,CO2,71900.0
transporte_caminero_pasajeros,gas_licuado,CO2,63100.0
transporte_caminero_pasajeros,gasolina_aviacion,CO2,70000.0
transporte_caminero_pasajeros,kerosene_aviacion,CO2,71500.0
transporte_caminero_pasajeros,nafta,CO2,73300.0
transporte_caminero_pasajeros,gas_refineria,CO2,57600.0
transporte_caminero_pasajeros,coque_petroleo,CO2,107000.0
transporte_caminero_pasajeros,derivados_industria_petroleo,CO2,0.0
transporte_caminero_pasajeros,electricidad,CO2,0.0
transporte_caminero_pasajeros,carbon,CO2,94600.0
transporte_caminero_pasajeros,coque_mineral,CO2,107000.0
transporte_caminero_pasajeros,alquitran,CO2,80700.0
transporte_caminero_pasajeros,gas_corriente,CO2,0.0
transporte_caminero_pasajeros,gas_coque,CO2,0.0
transporte_caminero_pasajeros,gas_alto_horno,CO2,260000.0
transporte_caminero_pasajeros,gas_natural,CO2,56100.0
transporte_caminero_pasajeros,metano,CO2,54600.0
transporte_caminero_pasajeros,biogas,CO2,54600.0
transporte_caminero_pasajeros,biomasa,CO2,112000.0
transporte_caminero_pasajeros,solar,CO2,0.0
transporte_caminero_pasajeros,diesel,CH4,3.0
transporte_caminero_pasajeros,petroleo_combustible,CH4,3.0
transporte_caminero_pasajeros,gasolina,CH4,3.0
transporte_caminero_pasajeros,kerenose,CH4,3.0
transporte_caminero_pasajeros,gas_licuado,CH4,1.0
transporte_caminero_pasajeros,gasolina_aviacion,CH4,3.0
transporte_caminero_pasajeros,kerosene_aviacion,CH4,3.0
transporte_caminero_pasajeros,nafta,CH4,3.0
transporte_caminero_pasajeros,gas_refineria,CH4,1.0
transporte_caminero_pasajeros,coque_petroleo,CH4,1.0
transporte_caminero_pasajeros,derivados_industria_petroleo,CH4,0.0
transporte_caminero_pasajeros,electricidad,CH4,0.0
transporte_caminero_pasajeros,carbon,CH4,1.0
transporte_caminero_pasajeros,coque_mineral,CH4,1.0
transporte_caminero_pasajeros,alquitran,CH4,3.0
transporte_caminero_pasajeros,gas_corriente,CH4,0.0
transporte_caminero_pasajeros,gas_coque,CH4,0.0
transporte_caminero_pasajeros,gas_alto_horno,CH4,1.0
transporte_caminero_pasajeros,gas_natural,CH4,1.0
transporte_caminero_pasajeros,metano,CH4,1.0
transporte_caminero_pasajeros,biogas,CH4,1.0
transporte_caminero_pasajeros,biomasa,CH4,30.0
transporte_caminero_pasajeros,solar,CH4,0.0
transporte_caminero_pasajeros,diesel,N2O,0.6
transporte_caminero_pasajeros,petroleo_combustible,N2O,0.6
transporte_caminero_pasajeros,gasolina,N2O,0.6
transporte_caminero_pasajeros,kerenose,N2O,0.6
transporte_caminero_pasajeros,gas_licuado,N2O,0.1
transporte_caminero_pasajeros,gasolina_aviacion,N2O,0.6
transporte_caminero_pasajeros,kerosene_aviacion,N2O,0.6
transporte_caminero_pasajeros,nafta,N2O,0.6
transporte_caminero_pasajeros,gas_refineria,N2O,0.1
transporte_caminero_pasajeros,coque_petroleo,N2O,1.5
transporte_caminero_pasajeros,derivados_industria_petroleo,N2O,0.0
transporte_caminero_pasajeros,electricidad,N2O,0.0
transporte_caminero_pasajeros,carbon,N2O,1.5
transporte_caminero_pasajeros,coque_mineral,N2O,1.5
transporte_caminero_pasajeros,alquitran,N2O,0.6
transporte_caminero_pasajeros,gas_corriente,N2O,0.0
transporte_caminero_pasajeros,gas_coque,N2O,0.0
transporte_caminero_pasajeros,gas_alto_horno,N2O,0.1
transporte_caminero_pasajeros,gas_natural,N2O,0.1
transporte_caminero_pasajeros,metano,N2O,0.1
transporte_caminero_pasajeros,biogas,N2O,0.1
transporte_caminero_pasajeros,biomasa,N2O,4.0
transporte_caminero_pasajeros,solar,N2O,0.0
transporte_caminero_carga,diesel,CO2,74100.0
transporte_caminero_carga,petroleo_combustible,CO2,74100.0
transporte_caminero_carga,gasolina,CO2,69300.0
transporte_caminero_carga,kerenose,CO2,71900.0
transporte_caminero_carga,gas_licuado,CO2,63100.0
transporte_caminero_carga,gasolina_aviacion,CO2,70000.0
transporte_caminero_carga,kerosene_aviacion,CO2,71500.0
transporte_caminero_carga,nafta,CO2,73300.0
transporte_caminero_carga,gas_refineria,CO2,57600.0
transporte_caminero_carga,coque_petroleo,CO2,107000.0
transporte_caminero_carga,derivados_industria_petroleo,CO2,0.0
transporte_caminero_carga,electricidad,CO2,0.0
transporte_caminero_carga,carbon,CO2,94600.0
transporte_caminero_carga,coque_mineral,CO2,107000.0
transporte_caminero_carga,alquitran,CO2,80700.0
transporte_caminero_carga,gas_corriente,CO2,0.0
transporte_caminero_carga,gas_coque,CO2,0.0
transporte_caminero_carga,gas_alto_horno,CO2,260000.0
transporte_caminero_carga,gas_natural,CO2,56100.0
transporte_caminero_carga,metano,CO2,54600.0
transporte_caminero_carga,biogas,CO2,54600.0
transporte_caminero_carga,biomasa,CO2,112000.0
transporte_caminero_carga,solar,CO2,0.0
transporte_caminero_carga,diesel,CH4,3.0
transporte_caminero_carga,petroleo_combustible,CH4,3.0
transporte_caminero_carga,gasolina,CH4,3.0
transporte_caminero_carga,kerenose,CH4,3.0
transporte_caminero_carga,gas_licuado,CH4,1.0
transporte_caminero_carga,gasolina_aviacion,CH4,3.0
transporte_caminero_carga,kerosene_aviacion,CH4,3.0
transporte_caminero_carga,nafta,CH4,3.0
transporte_caminero_carga,gas_refineria,CH4,1.0
transporte_caminero_carga,coque_petroleo,CH4,1.0
transporte_caminero_carga,derivados_industria_petroleo,CH4,0.0
transporte_caminero_carga,electricidad,CH4,0.0
transporte_caminero_carga,carbon,CH4,1.0
transporte_caminero_carga,coque_mineral,CH4,1.0
transporte_caminero_carga,alquitran,CH4,3.0
transporte_caminero_carga,gas_corriente,CH4,0.0
transporte_caminero_carga,gas_coque,CH4,0.0
transporte_caminero_carga,gas_alto_horno,CH4,1.0
transporte_caminero_carga,gas_natural,CH4,1.0
transporte_caminero_carga,metano,CH4,1.0
transporte_caminero_carga,biogas,CH4,1.0
transporte_caminero_carga,biomasa,CH4,30.0
transporte_caminero_carga,solar,CH4,0.0
transporte_caminero_carga,diesel,N2O,0.6
transporte_caminero_carga,petroleo_combustible,N2O,0.6
transporte_caminero_carga,gasolina,N2O,0.6
transporte_caminero_carga,kerenose,N2O,0.6
transporte_caminero_carga,gas_licuado,N2O,0.1
transporte_caminero_carga,gasolina_aviacion,N2O,0.6
transporte_caminero_carga,kerosene_aviacion,N2O,0.6
transporte_caminero_carga,nafta,N2O,0.6
transporte_caminero_carga,gas_refineria,N2O,0.1
transporte_caminero_carga,coque_petroleo,N2O,1.5
transporte_caminero_carga,derivados_industria_petroleo,N2O,0.0
transporte_caminero_carga,electricidad,N2O,0.0
transporte_caminero_carga,carbon,N2O,1.5
transporte_caminero_carga,coque_mineral,N2O,1.5
transporte_caminero_carga,alquitran,N2O,0.6
transporte_caminero_carga,gas_corriente,N2O,0.0
transporte_caminero_carga,gas_coque,N2O,0.0
transporte_caminero_carga,gas_alto_horno,N2O,0.1
transporte_caminero_carga,gas_natural,N2O,0.1
transporte_caminero_carga,metano,N2O,0.1
transporte_caminero_carga,biogas,N2O,0.1
transporte_caminero_carga,biomasa,N2O,4.0
transporte_caminero_carga,solar,N2O,0.0
transporte_aereo,diesel,CO2,74100.0
transporte_aereo,petroleo_combustible,CO2,74100.0
transporte_aereo,gasolina,CO2,69300.0
transporte_aereo,kerenose,CO2,71900.0
transporte_aereo,gas_licuado,CO2,63100.0
transporte_aereo,gasolina_aviacion,CO2,70000.0
transporte_aereo,kerosene_aviacion,CO2,71500.0
transporte_aereo,nafta,CO2,73300.0
transporte_aereo,gas_refineria,CO2,57600.0
transporte_aereo,coque_petroleo,CO2,107000.0
transporte_aereo,derivados_industria_petroleo,CO2,0.0
transporte_aereo,electricidad,CO2,0.0
transporte_aereo,carbon,CO2,94600.0
transporte_aereo,coque_mineral,CO2,107000.0
transporte_aereo,alquitran,CO2,80700.0
transporte_aereo,gas_corriente,CO2,0.0
transporte_aereo,gas_coque,CO2,0.0
transporte_aereo,gas_alto_horno,CO2,260000.0
transporte_aereo,gas_natural,CO2,56100.0
transporte_aereo,metano,CO2,54600.0
transporte_aereo,biogas,CO2,54600.0
transporte_aereo,biomasa,CO2,112000.0
transporte_aereo,solar,CO2,0.0
transporte_aereo,diesel,CH4,3.0
transporte_aereo,petroleo_combustible,CH4,3.0
transporte_aereo,gasolina,CH4,3.0
transporte_aereo,kerenose,CH4,3.0
transporte_aereo,gas_licuado,CH4,1.0
transporte_aereo,gasolina_aviacion,CH4,3.0
transporte_aereo,kerosene_aviacion,CH4,3.0
transporte_aereo,nafta,CH4,3.0
transporte_aereo,gas_refineria,CH4,1.0
transporte_aereo,coque_petroleo,CH4,1.0
transporte_aereo,derivados_industria_petroleo,CH4,0.0
transporte_aereo,electricidad,CH4,0.0
transporte_aereo,carbon,CH4,1.0
transporte_aereo,coque_mineral,CH4,1.0
transporte_aereo,alquitran,CH4,3.0
transporte_aereo,gas_corriente,CH4,0.0
transporte_aereo,gas_coque,CH4,0.0
transporte_aereo,gas_alto_horno,CH4,1.0
transporte_aereo,gas_natural,CH4,1.0
transporte_aereo,metano,CH4,1.0
transporte_aereo,biogas,CH4,1.0
transporte_aereo,biomasa,CH4,30.0
transporte_aereo,solar,CH4,0.0
transporte_aereo,diesel,N2O,0.6
transporte_aereo,petroleo_combustible,N2O,0.6
transporte_aereo,gasolina,N2O,0.6
transporte_aereo,kerenose,N2O,0.6
transporte_aereo,gas_licuado,N2O,0.1
transporte_aereo,gasolina_aviacion,N2O,0.6
transporte_aereo,kerosene_aviacion,N2O,0.6
transporte_aereo,nafta,N2O,0.6
transporte_aereo,gas_refineria,N2O,0.1
transporte_aereo,coque_petroleo,N2O,1.5
transporte_aereo,derivados_industria_petroleo,N2O,0.0
transporte_aereo,electricidad,N2O,0.0
transporte_aereo,carbon,N2O,1.5
transporte_aereo,coque_mineral,N2O,1.5
transporte_aereo,alquitran,N2O,0.6
transporte_aereo,gas_corriente,N2O,0.0
transporte_aereo,gas_coque,N2O,0.0
transporte_aereo,gas_alto_horno,N2O,0.1
transporte_aereo,gas_natural,N2O,0.1
transporte_aereo,metano,N2O,0.1
transporte_aereo,biogas,N2O,0.1
transporte_aereo,biomasa,N2O,4.0
transporte_aereo,solar,N2O,0.0
transporte_maritimo,diesel,CO2,74100.0
transporte_maritimo,petroleo_combustible,CO2,74100.0
transporte_maritimo,gasolina,CO2,69300.0
transporte_maritimo,kerenose,CO2,71900.0
transporte_maritimo,gas_licuado,CO2,63100.0
transporte_maritimo,gasolina_aviacion,CO2,70000.0
transporte_maritimo,kerosene_aviacion,CO2,71500.0
transporte_maritimo,nafta,CO2,73300.0
transporte_maritimo,gas_refineria,CO2,57600.0
transporte_maritimo,coque_petroleo,CO2,107000.0
transporte_maritimo,derivados_industria_petroleo,CO2,0.0
transporte_maritimo,electricidad,CO2,0.0
transporte_maritimo,carbon,CO2,94600.0
transporte_maritimo,coque_mineral,CO2,107000.0
transporte_maritimo,alquitran,CO2,80700.0
transporte_maritimo,gas_corriente,CO2,0.0
transporte_maritimo,gas_coque,CO2,0.0
transporte_maritimo,gas_alto_horno,CO2,260000.0
transporte_maritimo,gas_natural,CO2,56100.0
transporte_maritimo,metano,CO2,54600.0
transporte_maritimo,biogas,CO2,54600.0
transporte_maritimo,biomasa,CO2,112000.0
transporte_maritimo,solar,CO2,0.0
transporte_maritimo,diesel,CH4,3.0
transporte_maritimo,petroleo_combustible,CH4,3.0
transporte_maritimo,gasolina,CH4,3.0
transporte_maritimo,kerenose,CH4,3.0
transporte_maritimo,gas_licuado,CH4,1.0
transporte_maritimo,gasolina_aviacion,CH4,3.0
transporte_maritimo,kerosene_aviacion,CH4,3.0
transporte_maritimo,nafta,CH4,3.0
transporte_maritimo,gas_refineria,CH4,1.0
transporte_maritimo,coque_petroleo,CH4,1.0
transporte_maritimo,derivados_industria_petroleo,CH4,0.0
transporte_maritimo,electricidad,CH4,0.0
transporte_maritimo,carbon,CH4,1.0
transporte_maritimo,coque_mineral,CH4,1.0
transporte_maritimo,alquitran,CH4,3.0
transporte_maritimo,gas_corriente,CH4,0.0
transporte_maritimo,gas_coque,CH4,0.0
transporte_maritimo,gas_alto_horno,CH4,1.0
transporte_maritimo,gas_natural,CH4,1.0
transporte_maritimo,metano,CH4,1.0
transporte_maritimo,biogas,CH4,1.0
transporte_maritimo,biomasa,CH4,30.0
transporte_maritimo,solar,CH4,0.0
transporte_maritimo,diesel,N2O,0.6
transporte_maritimo,petroleo_combustible,N2O,0.6
transporte_maritimo,gasolina,N2O,0.6
transporte_maritimo,kerenose,N2O,0.6
transporte_maritimo,gas_licuado,N2O,0.1
transporte_maritimo,gasolina_aviacion,N2O,0.6
transporte_maritimo,kerosene_aviacion,N2O,0.6
transporte_maritimo,nafta,N2O,0.6
transporte_maritimo,gas_refineria,N2O,0.1
transporte_maritimo,coque_petroleo,N2O,1.5
transporte_maritimo,derivados_industria_petroleo,N2O,0.0
transporte_maritimo,electricidad,N2O,0.0
transporte_maritimo,carbon,N2O,1.5
transporte_maritimo,coque_mineral,N2O,1.5
transporte_maritimo,alquitran,N2O,0.6
