Barra,Agno,Etapa,Bloque,Demanda
SEN_SIC,2023,11,3,7924.956336486973
SEN_SIC,2023,11,4,8292.803985094728
SEN_SIC,2023,11,5,8503.126961202568
SEN_SIC,2023,12,1,7248.43518115989
SEN_SIC,2023,12,2,7716.181477307516
SEN_SIC,2023,12,3,7941.074427332067
SEN_SIC,2023,12,4,8429.142138458528
SEN_SIC,2023,12,5,8748.902043478578
SEN_SING,2023,1,1,2078.3748296852013
SEN_SING,2023,1,2,2062.0937487796114
SEN_SING,2023,1,3,2018.246361609662
SEN_SING,2023,1,4,2075.0981914657527
SEN_SING,2023,1,5,2153.6643711552383
SEN_SING,2023,2,1,2001.8843812997986
SEN_SING,2023,2,2,1972.1797901292025
SEN_SING,2023,2,3,1947.1416538810981
SEN_SING,2023,2,4,2044.3195627802418
SEN_SING,2023,2,5,2061.0561877933114
SEN_SING,2023,3,1,2013.8825875030072
SEN_SING,2023,3,2,2009.7993261158074
SEN_SING,2023,3,3,1973.1039550605617
SEN_SING,2023,3,4,1993.3388276441474
SEN_SING,2023,3,5,2051.223968117624
SEN_SING,2023,4,1,2207.7959665671897
SEN_SING,2023,4,2,2110.2604023171552
SEN_SING,2023,4,3,2118.27183411091
SEN_SING,2023,4,4,2103.0428436919237
SEN_SING,2023,4,5,2155.0626553113048
SEN_SING,2023,5,1,2215.914951337585
SEN_SING,2023,5,2,2239.402045394261
SEN_SING,2023,5,3,2157.26726526712
SEN_SING,2023,5,4,2133.4837823530297
SEN_SING,2023,5,5,2216.984518248871
SEN_SING,2023,6,1,2208.8533540251765
SEN_SING,2023,6,2,2223.7677426640344
SEN_SING,2023,6,3,2168.63959885098
SEN_SING,2023,6,4,2124.290862351997
SEN_SING,2023,6,5,2167.2450906040417
SEN_SING,2023,7,1,2169.1045485090417
SEN_SING,2023,7,2,2195.7003452879608
SEN_SING,2023,7,3,2137.0012039299654
SEN_SING,2023,7,4,2069.0102793388482
SEN_SING,2023,7,5,2081.8247055323322
SEN_SING,2023,8,1,2188.9384324770795
SEN_SING,2023,8,2,2219.464849810617
SEN_SING,2023,8,3,2165.408297456948
SEN_SING,2023,8,4,2090.3208499398033
SEN_SING,2023,8,5,2128.6045216437733
SEN_SING,2023,9,1,2186.6545003448023
SEN_SING,2023,9,2,2213.5845603556772
SEN_SING,2023,9,3,2167.398878370798
SEN_SING,2023,9,4,2109.370997601069
SEN_SING,2023,9,5,2143.114903178808
SEN_SING,2023,10,1,2190.2539423298113
SEN_SING,2023,10,2,2219.203431771759
SEN_SING,2023,10,3,2162.122419232847
SEN_SING,2023,10,4,2212.5690768670097
SEN_SING,2023,10,5,2233.209298586738
SEN_SING,2023,11,1,2261.4061080811925
SEN_SING,2023,11,2,2192.011734433889
SEN_SING,2023,11,3,2200.992204599793
SEN_SING,2023,11,4,2301.8434534262256
SEN_SING,2023,11,5,2321.5546759079534
SEN_SING,2023,12,1,2277.1361511257187
SEN_SING,2023,12,2,2282.6961519835704
SEN_SING,2023,12,3,2183.8159765638625
SEN_SING,2023,12,4,2218.3955128104744
SEN_SING,2023,12,5,2239.3263411490225
SEN_SIC,2024,1,1,5983.525144854997
SEN_SIC,2024,1,2,6110.710157833122
SEN_SIC,2024,1,3,6137.79072338768
SEN_SIC,2024,1,4,6702.724626279347
SEN_SIC,2024,1,5,7350.006244001191
SEN_SIC,2024,2,1,6396.82878110838
SEN_SIC,2024,2,2,6276.442670619573
SEN_SIC,2024,2,3,6310.181955200622
SEN_SIC,2024,2,4,7135.897606332801
SEN_SIC,2024,2,5,7136.94684911861
SEN_SIC,2024,3,1,7230.733695000428
SEN_SIC,2024,3,2,7378.934284003075
SEN_SIC,2024,3,3,7808.729779118825
SEN_SIC,2024,3,4,8328.87032269538
SEN_SIC,2024,3,5,8747.555433750507
SEN_SIC,2024,4,1,6850.922101425782
SEN_SIC,2024,4,2,6946.667817656128
SEN_SIC,2024,4,3,7372.214214753853
SEN_SIC,2024,4,4,7445.026771459382
SEN_SIC,2024,4,5,7949.084593418151
SEN_SIC,2024,5,1,6868.38055306004
SEN_SIC,2024,5,2,7301.760977048546
SEN_SIC,2024,5,3,7152.760733041391
SEN_SIC,2024,5,4,7215.849692789778
SEN_SIC,2024,5,5,7896.490748594543
SEN_SIC,2024,6,1,7032.389279601551
SEN_SIC,2024,6,2,7325.7898360509025
SEN_SIC,2024,6,3,7543.369190596147
SEN_SIC,2024,6,4,7404.685890212404
SEN_SIC,2024,6,5,8145.598763861908
SEN_SIC,2024,7,1,7145.136348563743
SEN_SIC,2024,7,2,7362.694926370057
SEN_SIC,2024,7,3,7545.851118879593
SEN_SIC,2024,7,4,7522.389093241518
SEN_SIC,2024,7,5,7962.649822041835
SEN_SIC,2024,8,1,6807.398528087251
SEN_SIC,2024,8,2,7407.211461478205
SEN_SIC,2024,8,3,7683.309448546059
SEN_SIC,2024,8,4,7064.0096136275615
SEN_SIC,2024,8,5,7638.785217569609
SEN_SIC,2024,9,1,6748.397301713147
SEN_SIC,2024,9,2,7053.150046359739
SEN_SIC,2024,9,3,7417.02587446139
SEN_SIC,2024,9,4,7173.967582463565
SEN_SIC,2024,9,5,7478.349415165734
SEN_SIC,2024,10,1,6747.384135870754
SEN_SIC,2024,10,2,7008.245937444999
SEN_SIC,2024,10,3,7499.320202192725
SEN_SIC,2024,10,4,7867.507379601584
SEN_SIC,2024,10,5,8420.668826706386
SEN_SIC,2024,11,1,7095.499066677647
SEN_SIC,2024,11,2,7238.8791484885605
SEN_SIC,2024,11,3,8143.843000503567
SEN_SIC,2024,11,4,8521.850571923693
SEN_SIC,2024,11,5,8737.982651911932
SEN_SIC,2024,12,1,7448.6363846466365
SEN_SIC,2024,12,2,7929.301796310206
SEN_SIC,2024,12,3,8160.40627173649
SEN_SIC,2024,12,4,8661.954374245151
SEN_SIC,2024,12,5,8990.54602242243
SEN_SING,2024,1,1,2135.7793772599725
SEN_SING,2024,1,2,2119.04861419404
SEN_SING,2024,1,3,2073.9901656761203
SEN_SING,2024,1,4,2132.4122385533806
SEN_SING,2024,1,5,2213.1484098802434
SEN_SING,2024,2,1,2057.1762687707997
SEN_SING,2024,2,2,2026.6512391534484
SEN_SING,2024,2,3,2000.9215515725868
SEN_SING,2024,2,4,2100.783506590333
SEN_SING,2024,2,5,2117.98239585578
SEN_SING,2024,3,1,2069.5058644755395
SEN_SING,2024,3,2,2065.3098237334257
SEN_SING,2024,3,3,2027.6009294467453
SEN_SING,2024,3,4,2048.3946876025116
SEN_SING,2024,3,5,2107.8786110542655
SEN_SING,2024,4,1,2268.7751156542627
SEN_SING,2024,4,2,2168.5456268732664
SEN_SING,2024,4,3,2176.7783337762926
SEN_SING,2024,4,4,2161.128719852568
SEN_SING,2024,4,5,2214.585314533543
SEN_SING,2024,5,1,2277.118346138595
SEN_SING,2024,5,2,2301.254151866002
SEN_SING,2024,5,3,2216.850815641082
SEN_SING,2024,5,4,2192.4104348195815
SEN_SING,2024,5,5,2278.217454402945
SEN_SING,2024,6,1,2269.861708069782
SEN_SING,2024,6,2,2285.1880309372204
SEN_SING,2024,6,3,2228.53725217448
SEN_SING,2024,6,4,2182.9636070989136
SEN_SING,2024,6,5,2227.104227720619
SEN_SING,2024,7,1,2229.015043705137
SEN_SING,2024,7,2,2256.3454142768474
SEN_SING,2024,7,3,2196.0250073008533
SEN_SING,2024,7,4,2126.156178777492
SEN_SING,2024,7,5,2139.3245384037527
SEN_SING,2024,8,1,2249.39673797167
SEN_SING,2024,8,2,2280.7662925252516
SEN_SING,2024,8,3,2225.216702492819
SEN_SING,2024,8,4,2148.0553456443536
SEN_SING,2024,8,5,2187.3964093174136
SEN_SING,2024,9,1,2247.0497238154617
SEN_SING,2024,9,2,2274.723589943022
SEN_SING,2024,9,3,2227.262263093267
SEN_SING,2024,9,4,2167.631656869625
SEN_SING,2024,9,5,2202.307566436938
SEN_SING,2024,10,1,2250.7485821019573
SEN_SING,2024,10,2,2280.4976541409414
SEN_SING,2024,10,3,2221.84006857338
SEN_SING,2024,10,4,2273.6800588811243
SEN_SING,2024,10,5,2294.89036188395
SEN_SING,2024,11,1,2323.8659650151253
SEN_SING,2024,11,2,2252.5549242842135
SEN_SING,2024,11,3,2261.7834343221944
SEN_SING,2024,11,4,2365.420186624008
SEN_SING,2024,11,5,2385.6758315037296
SEN_SING,2024,12,1,2340.030470598076
SEN_SING,2024,12,2,2345.7440382376276
SEN_SING,2024,12,3,2244.132800233341
SEN_SING,2024,12,4,2279.667420522173
SEN_SING,2024,12,5,2301.1763566755276
SEN_SIC,2025,1,1,6109.846581418574
SEN_SIC,2025,1,2,6239.716666015822
SEN_SIC,2025,1,3,6267.368944041035
SEN_SIC,2025,1,4,6844.229472199433
SEN_SIC,2025,1,5,7505.176202347875
SEN_SIC,2025,2,1,6531.875694344078
SEN_SIC,2025,2,2,6408.948047544968
SEN_SIC,2025,2,3,6443.39962041657
SEN_SIC,2025,2,4,7286.547401391764
SEN_SIC,2025,2,5,7287.618795309688
SEN_SIC,2025,3,1,7383.385626035851
SEN_SIC,2025,3,2,7534.714957853003
SEN_SIC,2025,3,3,7973.584098195807
SEN_SIC,2025,3,4,8504.705610196312
SEN_SIC,2025,3,5,8932.229809149607
SEN_SIC,2025,4,1,6995.555624422072
SEN_SIC,2025,4,2,7093.322680268485
SEN_SIC,2025,4,3,7527.853017586141
SEN_SIC,2025,4,4,7602.202759569621
SEN_SIC,2025,4,5,8116.902018915124
SEN_SIC,2025,5,1,7013.382650874222
SEN_SIC,2025,5,2,7455.9124034627475
SEN_SIC,2025,5,3,7303.766534691654
SEN_SIC,2025,5,4,7368.1873996019285
SEN_SIC,2025,5,5,8063.197836978916
SEN_SIC,2025,6,1,7180.8538543744025
SEN_SIC,2025,6,2,7480.448548707692
SEN_SIC,2025,6,3,7702.621338722386
SEN_SIC,2025,6,4,7561.010220153253
SEN_SIC,2025,6,5,8317.564906329999
SEN_SIC,2025,7,1,7295.981187708323
SEN_SIC,2025,7,2,7518.132762355112
SEN_SIC,2025,7,3,7705.1556643366075
SEN_SIC,2025,7,4,7681.19831918177
SEN_SIC,2025,7,5,8130.753630419399
SEN_SIC,2025,8,1,6951.113201379495
SEN_SIC,2025,8,2,7563.58911012044
SEN_SIC,2025,8,3,7845.515951168914
SEN_SIC,2025,8,4,7213.141742379395
SEN_SIC,2025,8,5,7800.051745063643
SEN_SIC,2025,9,1,6890.866368194328
SEN_SIC,2025,9,2,7202.052912911695
SEN_SIC,2025,9,3,7573.610720485945
SEN_SIC,2025,9,4,7325.421093385392
SEN_SIC,2025,9,5,7636.228895635605
SEN_SIC,2025,10,1,6889.831812859691
SEN_SIC,2025,10,2,7156.200809059458
SEN_SIC,2025,10,3,7657.642408293224
SEN_SIC,2025,10,4,8033.602584402449
SEN_SIC,2025,10,5,8598.442122090684
SEN_SIC,2025,11,1,7245.295986309369
SEN_SIC,2025,11,2,7391.703042599454
SEN_SIC,2025,11,3,8315.772076101492
SEN_SIC,2025,11,4,8701.759969873023
SEN_SIC,2025,11,5,8922.45493113453
SEN_SIC,2025,12,1,7605.888577253759
SEN_SIC,2025,12,2,8096.7015764744665
SEN_SIC,2025,12,3,8332.685023514538
SEN_SIC,2025,12,4,8844.821579364807
SEN_SIC,2025,12,5,9180.350303602714
SEN_SING,2025,1,1,2180.8689712011505
SEN_SING,2025,1,2,2163.7849959443897
SEN_SING,2025,1,3,2117.775294142107
SEN_SING,2025,1,4,2177.430747007621
SEN_SING,2025,1,5,2259.871383327569
SEN_SING,2025,2,1,2100.606429962497
SEN_SING,2025,2,2,2069.4369699301214
SEN_SING,2025,2,3,2043.1640889943624
SEN_SING,2025,2,4,2145.1342837721995
SEN_SING,2025,2,5,2162.696268093941
SEN_SING,2025,3,1,2113.196322432767
SEN_SING,2025,3,2,2108.9116968043872
SEN_SING,2025,3,3,2070.4067096490053
SEN_SING,2025,3,4,2091.639456083119
SEN_SING,2025,3,5,2152.379176825092
SEN_SING,2025,4,1,2316.6724545825655
SEN_SING,2025,4,2,2214.3269668373573
SEN_SING,2025,4,3,2222.7334788699054
SEN_SING,2025,4,4,2206.7534774798205
SEN_SING,2025,4,5,2261.338623252405
SEN_SING,2025,5,1,2325.1918235195403
SEN_SING,2025,5,2,2349.837173299708
SEN_SING,2025,5,3,2263.651952579515
SEN_SING,2025,5,4,2238.6955976556605
SEN_SING,2025,5,5,2326.3141356531028
SEN_SING,2025,6,1,2317.781986638441
SEN_SING,2025,6,2,2333.431871799842
SEN_SING,2025,6,3,2275.585107797212
SEN_SING,2025,6,4,2229.0493328440216
SEN_SING,2025,6,5,2274.1218299888046
SEN_SING,2025,7,1,2276.0729862433695
SEN_SING,2025,7,2,2303.9803430546053
SEN_SING,2025,7,3,2242.3864793321545
SEN_SING,2025,7,4,2171.0426121691253
SEN_SING,2025,7,5,2184.4889761598542
SEN_SING,2025,8,1,2296.884969484549
SEN_SING,2025,8,2,2328.916783675992
SEN_SING,2025,8,3,2272.194456194725
SEN_SING,2025,8,4,2193.4041041956875
SEN_SING,2025,8,5,2233.575718348408
SEN_SING,2025,9,1,2294.4884062426972
SEN_SING,2025,9,2,2322.746510330302
SEN_SING,2025,9,3,2274.2832017317064
SEN_SING,2025,9,4,2213.39370151849
SEN_SING,2025,9,5,2248.801672973176
SEN_SING,2025,10,1,2298.2653531276505
SEN_SING,2025,10,2,2328.6424739214112
SEN_SING,2025,10,3,2268.746536329773
SEN_SING,2025,10,4,2321.680948719581
SEN_SING,2025,10,5,2343.3390339043817
SEN_SING,2025,11,1,2372.9263566697555
SEN_SING,2025,11,2,2300.1098299769906
SEN_SING,2025,11,3,2309.5331680832287
SEN_SING,2025,11,4,2415.3578519328526
SEN_SING,2025,11,5,2436.04112469042
SEN_SING,2025,12,1,2389.4321198754533
SEN_SING,2025,12,2,2395.26630973262
SEN_SING,2025,12,3,2291.5099019087097
SEN_SING,2025,12,4,2327.7947127915404
SEN_SING,2025,12,5,2349.7577357328787
SEN_SIC,2026,1,1,6182.268904801071
SEN_SIC,2026,1,2,6313.678388651487
SEN_SIC,2026,1,3,6341.658439591245
SEN_SIC,2026,1,4,6925.356713863259
SEN_SIC,2026,1,5,7594.137895694169
SEN_SIC,2026,2,1,6609.300488490091
SEN_SIC,2026,2,2,6484.915733779924
SEN_SIC,2026,2,3,6519.775674180611
SEN_SIC,2026,2,4,7372.917604835229
SEN_SIC,2026,2,5,7374.001698390658
SEN_SIC,2026,3,1,7470.903689597815
SEN_SIC,2026,3,2,7624.026785245216
SEN_SIC,2026,3,3,8068.098007568471
SEN_SIC,2026,3,4,8605.515103817272
SEN_SIC,2026,3,5,9038.10690886801
SEN_SIC,2026,4,1,7078.476592227209
SEN_SIC,2026,4,2,7177.4025179798155
SEN_SIC,2026,4,3,7617.083507803941
SEN_SIC,2026,4,4,7692.3145454117175
SEN_SIC,2026,4,5,8213.114729830926
SEN_SIC,2026,5,1,7096.514929169312
SEN_SIC,2026,5,2,7544.290154360345
SEN_SIC,2026,5,3,7390.340843037525
SEN_SIC,2026,5,4,7455.525312835243
SEN_SIC,2026,5,5,8158.773971905555
SEN_SIC,2026,6,1,7265.971232212589
SEN_SIC,2026,6,2,7569.117135818901
SEN_SIC,2026,6,3,7793.923423979715
SEN_SIC,2026,6,4,7650.633735239153
SEN_SIC,2026,6,5,8416.156150377454
SEN_SIC,2026,7,1,7382.46321339057
SEN_SIC,2026,7,2,7607.248034709694
SEN_SIC,2026,7,3,7796.487789914383
SEN_SIC,2026,7,4,7772.246469282408
SEN_SIC,2026,7,5,8227.130529727552
SEN_SIC,2026,8,1,7033.507376328117
SEN_SIC,2026,8,2,7653.243193764925
SEN_SIC,2026,8,3,7938.51182033625
SEN_SIC,2026,8,4,7298.641840771243
SEN_SIC,2026,8,5,7892.508709793196
SEN_SIC,2026,9,1,6972.546414632919
SEN_SIC,2026,9,2,7287.421571212055
SEN_SIC,2026,9,3,7663.3835940700865
SEN_SIC,2026,9,4,7412.252081409144
SEN_SIC,2026,9,5,7726.7440061433535
SEN_SIC,2026,10,1,6971.499596322445
SEN_SIC,2026,10,2,7241.025965023267
SEN_SIC,2026,10,3,7748.411341268981
SEN_SIC,2026,10,4,8128.827915602004
SEN_SIC,2026,10,5,8700.362710055293
SEN_SIC,2026,11,1,7331.17722112109
SEN_SIC,2026,11,2,7479.319695647105
SEN_SIC,2026,11,3,8414.34206905387
SEN_SIC,2026,11,4,8804.905223380956
SEN_SIC,2026,11,5,9028.216165525188
SEN_SIC,2026,12,1,7696.04405248751
SEN_SIC,2026,12,2,8192.674843902543
SEN_SIC,2026,12,3,8431.455492032152
SEN_SIC,2026,12,4,8949.662596261913
SEN_SIC,2026,12,5,9289.168469426078
SEN_SING,2026,1,1,2206.7196363172807
SEN_SING,2026,1,2,2189.433158237541
SEN_SING,2026,1,3,2142.8780860305756
SEN_SING,2026,1,4,2203.2406575514246
SEN_SING,2026,1,5,2286.6584939276854
SEN_SING,2026,2,1,2125.505712807464
SEN_SING,2026,2,2,2093.9667893713777
SEN_SING,2026,2,3,2067.3824860367145
SEN_SING,2026,2,4,2170.5613721168893
SEN_SING,2026,2,5,2188.3315252839266
SEN_SING,2026,3,1,2138.244838036966
SEN_SING,2026,3,2,2133.9094251197903
SEN_SING,2026,3,3,2094.9480237820803
SEN_SING,2026,3,4,2116.4324499937566
SEN_SING,2026,3,5,2177.892141628471
SEN_SING,2026,4,1,2344.132849772742
SEN_SING,2026,4,2,2240.57422223565
SEN_SING,2026,4,3,2249.0803798361885
SEN_SING,2026,4,4,2232.9109614430904
SEN_SING,2026,4,5,2288.1431256025267
SEN_SING,2026,5,1,2352.753202013298
SEN_SING,2026,5,2,2377.6906824497546
SEN_SING,2026,5,3,2290.483875697472
SEN_SING,2026,5,4,2265.231703655681
SEN_SING,2026,5,5,2353.8888173372416
SEN_SING,2026,6,1,2345.255533531902
SEN_SING,2026,6,2,2361.090922703748
SEN_SING,2026,6,3,2302.5584791192496
SEN_SING,2026,6,4,2255.471098017262
SEN_SING,2026,6,5,2301.0778565253017
SEN_SING,2026,7,1,2303.0521405732334
SEN_SING,2026,7,2,2331.29029384438
SEN_SING,2026,7,3,2268.9663347492483
SEN_SING,2026,7,4,2196.7768017335356
SEN_SING,2026,7,5,2210.3825505645027
SEN_SING,2026,8,1,2324.1108161266397
SEN_SING,2026,8,2,2356.5223155319404
SEN_SING,2026,8,3,2299.1276368403583
SEN_SING,2026,8,4,2219.4033529862645
SEN_SING,2026,8,5,2260.0511364817326
SEN_SING,2026,9,1,2321.6858455138677
SEN_SING,2026,9,2,2350.278903601567
SEN_SING,2026,9,3,2301.241141068532
SEN_SING,2026,9,4,2239.6298945698277
SEN_SING,2026,9,5,2275.4575701078875
SEN_SING,2026,10,1,2325.5075619793747
SEN_SING,2026,10,2,2356.2447542800446
SEN_SING,2026,10,3,2295.6388474766177
SEN_SING,2026,10,4,2349.2007114858848
SEN_SING,2026,10,5,2371.1155181493996
SEN_SING,2026,11,1,2401.0535506468073
SEN_SING,2026,11,2,2327.3739021107262
SEN_SING,2026,11,3,2336.908938609154
SEN_SING,2026,11,4,2443.988002478551
SEN_SING,2026,11,5,2464.9164418942823
SEN_SING,2026,12,1,2417.7549629092573
SEN_SING,2026,12,2,2423.6583076263514
SEN_SING,2026,12,3,2318.6720358409984
SEN_SING,2026,12,4,2355.386944316724
SEN_SING,2026,12,5,2377.6103032793885
SEN_SIC,2027,1,1,6306.0578068693585
SEN_SIC,2027,1,2,6440.098531123208
SEN_SIC,2027,1,3,6468.638832650409
SEN_SIC,2027,1,4,7064.024623208746
SEN_SIC,2027,1,5,7746.196954712631
SEN_SIC,2027,2,1,6741.639935949941
SEN_SIC,2027,2,2,6614.764598501187
SEN_SIC,2027,2,3,6650.3225469980625
SEN_SIC,2027,2,4,7520.54712231444
SEN_SIC,2027,2,5,7521.652922908664
SEN_SIC,2027,3,1,7620.495203560437
SEN_SIC,2027,3,2,7776.6843159378395
SEN_SIC,2027,3,3,8229.647272007716
SEN_SIC,2027,3,4,8777.825186545368
SEN_SIC,2027,3,5,9219.078870497779
SEN_SIC,2027,4,1,7220.210453882338
SEN_SIC,2027,4,2,7321.117194756961
SEN_SIC,2027,4,3,7769.602011756633
SEN_SIC,2027,4,4,7846.339416636738
SEN_SIC,2027,4,5,8377.567695339607
SEN_SIC,2027,5,1,7238.609976330862
SEN_SIC,2027,5,2,7695.351101315857
SEN_SIC,2027,5,3,7538.319229768582
SEN_SIC,2027,5,4,7604.808902247132
SEN_SIC,2027,5,5,8322.138860712184
SEN_SIC,2027,6,1,7411.459339434335
SEN_SIC,2027,6,2,7720.675198772397
SEN_SIC,2027,6,3,7949.982831668937
SEN_SIC,2027,6,4,7803.824022623187
SEN_SIC,2027,6,5,8584.674657989022
SEN_SIC,2027,7,1,7530.283864646201
SEN_SIC,2027,7,2,7759.569600865857
SEN_SIC,2027,7,3,7952.598544455133
SEN_SIC,2027,7,4,7927.871834638066
SEN_SIC,2027,7,5,8391.864136616854
SEN_SIC,2027,8,1,7174.340809686009
SEN_SIC,2027,8,2,7806.485730899152
SEN_SIC,2027,8,3,8097.466352633023
SEN_SIC,2027,8,4,7444.784118626076
SEN_SIC,2027,8,5,8050.5421118975555
SEN_SIC,2027,9,1,7112.159213522546
SEN_SIC,2027,9,2,7433.33918319243
SEN_SIC,2027,9,3,7816.829174624073
SEN_SIC,2027,9,4,7560.669201586246
SEN_SIC,2027,9,5,7881.458265877415
SEN_SIC,2027,10,1,7111.091434543534
SEN_SIC,2027,10,2,7386.014587786361
SEN_SIC,2027,10,3,7903.55945072185
SEN_SIC,2027,10,4,8291.593188072273
SEN_SIC,2027,10,5,8874.57194683521
SEN_SIC,2027,11,1,7477.970961905456
SEN_SIC,2027,11,2,7629.079725111831
SEN_SIC,2027,11,3,8582.824252924307
SEN_SIC,2027,11,4,8981.207737425795
SEN_SIC,2027,11,5,9208.990082670334
SEN_SIC,2027,12,1,7850.143600436122
SEN_SIC,2027,12,2,8356.718537172112
SEN_SIC,2027,12,3,8600.280341657464
SEN_SIC,2027,12,4,9128.863618367652
SEN_SIC,2027,12,5,9475.167490766707
SEN_SING,2027,1,1,2250.9052589679077
SEN_SING,2027,1,2,2233.2726500137155
SEN_SING,2027,1,3,2185.7853955670334
SEN_SING,2027,1,4,2247.3566198607796
SEN_SING,2027,1,5,2332.4447495447143
SEN_SING,2027,2,1,2168.06517157251
SEN_SING,2027,2,2,2135.894737478332
SEN_SING,2027,2,3,2108.7781309111956
SEN_SING,2027,2,4,2214.022990054201
SEN_SING,2027,2,5,2232.148958826156
SEN_SING,2027,3,1,2181.0593750507514
SEN_SING,2027,3,2,2176.637153226798
SEN_SING,2027,3,3,2136.895619357019
SEN_SING,2027,3,4,2158.810232862917
SEN_SING,2027,3,5,2221.500545142911
SEN_SING,2027,4,1,2391.0699267980103
SEN_SING,2027,4,2,2285.437722553092
SEN_SING,2027,4,3,2294.1142007796666
SEN_SING,2027,4,4,2277.621018638859
SEN_SING,2027,4,5,2333.959108319401
SEN_SING,2027,5,1,2399.8628862084797
SEN_SING,2027,5,2,2425.29969518776
SEN_SING,2027,5,3,2336.346727757743
SEN_SING,2027,5,4,2310.5889260353238
SEN_SING,2027,5,5,2401.02124020269
SEN_SING,2027,6,1,2392.2150902959297
SEN_SING,2027,6,2,2408.367554876431
SEN_SING,2027,6,3,2348.6631035649516
SEN_SING,2027,6,4,2300.6328816875725
SEN_SING,2027,6,5,2347.152834145849
SEN_SING,2027,7,1,2349.166649708573
SEN_SING,2027,7,2,2377.9702216057453
SEN_SING,2027,7,3,2314.398336451793
SEN_SING,2027,7,4,2240.7633368654024
SEN_SING,2027,7,5,2254.6415165361686
SEN_SING,2027,8,1,2370.6469876590563
SEN_SING,2027,8,2,2403.70746949905
SEN_SING,2027,8,3,2345.163564792036
SEN_SING,2027,8,4,2263.8429444280873
SEN_SING,2027,8,5,2305.304627248851
SEN_SING,2027,9,1,2368.173461337316
SEN_SING,2027,9,2,2397.339044386636
SEN_SING,2027,9,3,2347.3193881706634
SEN_SING,2027,9,4,2284.4744864109894
SEN_SING,2027,9,5,2321.0195472143646
SEN_SING,2027,10,1,2372.0717008548877
SEN_SING,2027,10,2,2403.4243505784157
SEN_SING,2027,10,3,2341.6049186473088
SEN_SING,2027,10,4,2396.239263397957
SEN_SING,2027,10,5,2418.5928749561945
SEN_SING,2027,11,1,2449.130363127563
SEN_SING,2027,11,2,2373.9754111167376
SEN_SING,2027,11,3,2383.7013697050156
SEN_SING,2027,11,4,2492.924500737295
SEN_SING,2027,11,5,2514.2719948038625
SEN_SING,2027,12,1,2466.1661913655707
SEN_SING,2027,12,2,2472.1877400256367
SEN_SING,2027,12,3,2365.0993055041304
SEN_SING,2027,12,4,2402.5493645014094
SEN_SING,2027,12,5,2425.2177065679502
SEN_SIC,2028,1,1,6393.804437729077
SEN_SIC,2028,1,2,6529.710292673366
SEN_SIC,2028,1,3,6558.647722704528
SEN_SIC,2028,1,4,7162.318102269696
SEN_SIC,2028,1,5,7853.982627722387
SEN_SIC,2028,2,1,6835.447542693498
SEN_SIC,2028,2,2,6706.806778453351
SEN_SIC,2028,2,3,6742.8595036041115
SEN_SIC,2028,2,4,7625.1929553237715
SEN_SIC,2028,2,5,7626.31414275388
SEN_SIC,2028,3,1,7726.531779829477
SEN_SIC,2028,3,2,7884.894210119246
SEN_SIC,2028,3,3,8344.15999031739
SEN_SIC,2028,3,4,8899.96561246343
SEN_SIC,2028,3,5,9347.359190039886
SEN_SIC,2028,4,1,7320.677205191874
SEN_SIC,2028,4,2,7422.988028746034
SEN_SIC,2028,4,3,7877.7133581052
SEN_SIC,2028,4,4,7955.518537646651
SEN_SIC,2028,4,5,8494.138675590455
SEN_SIC,2028,5,1,7339.332750682641
SEN_SIC,2028,5,2,7802.429271720121
SEN_SIC,2028,5,3,7643.21235555577
SEN_SIC,2028,5,4,7710.627209015154
SEN_SIC,2028,5,5,8437.938567746072
SEN_SIC,2028,6,1,7514.587253371429
SEN_SIC,2028,6,2,7828.105745304415
SEN_SIC,2028,6,3,8060.604115240372
SEN_SIC,2028,6,4,7912.411556511855
SEN_SIC,2028,6,5,8704.127460569547
SEN_SIC,2028,7,1,7635.065181084537
SEN_SIC,2028,7,2,7867.541349658864
SEN_SIC,2028,7,3,8063.256224772572
SEN_SIC,2028,7,4,8038.185451271801
SEN_SIC,2028,7,5,8508.63404694316
SEN_SIC,2028,8,1,7274.169300633805
SEN_SIC,2028,8,2,7915.110301545285
SEN_SIC,2028,8,3,8210.139818799082
SEN_SIC,2028,8,4,7548.375735432344
SEN_SIC,2028,8,5,8162.562643352847
SEN_SIC,2028,9,1,7211.12246889339
SEN_SIC,2028,9,2,7536.77154764874
SEN_SIC,2028,9,3,7925.597670740942
SEN_SIC,2028,9,4,7665.873319563305
SEN_SIC,2028,9,5,7991.12605362571
SEN_SIC,2028,10,1,7210.0398321362245
SEN_SIC,2028,10,2,7488.788446734022
SEN_SIC,2028,10,3,8013.534768874639
SEN_SIC,2028,10,4,8406.967862551184
SEN_SIC,2028,10,5,8998.058570730205
SEN_SIC,2028,11,1,7582.02436225
SEN_SIC,2028,11,2,7735.235752053026
SEN_SIC,2028,11,3,8702.251307753206
SEN_SIC,2028,11,4,9106.178161761565
SEN_SIC,2028,11,5,9337.130020191149
SEN_SIC,2028,12,1,7959.375655358438
SEN_SIC,2028,12,2,8472.999408540121
SEN_SIC,2028,12,3,8719.95029197214
SEN_SIC,2028,12,4,9255.888623628
SEN_SIC,2028,12,5,9607.011195599327
SEN_SING,2028,1,1,2282.2258333913937
SEN_SING,2028,1,2,2264.347872733113
SEN_SING,2028,1,3,2216.1998494330383
