Proceso,ID,ID_Sector,ID_Producto,Tipo ,Capacidad_Instalada,Fplanta,Estado,Agno_ini,Agno_fin,Vutil,Zona,ID_Curva,ID_Tecnologia,ID_Ener,ID_Precio_energ,ID_Costo_inversion,ConEsp,Cvar_no,Fcal,Fprecio,ID_Barra,Es_ERNC,ID_Zona_ERNC,Pmin,Regula,ConPropio,Inercia,Reserva_Primaria,Reserva_Secundaria,Impuesto,SPT,ID_Seg_Tran
QUILLECO,22,8,14,1,70.0,0,1,2000,2100,25,1,0,13,25,0,11,0.0,0.0,0.0,1.0,2,0,0,0.0,0,0.0,0,0,0,0,1,0
EL_DIUTO,23,8,14,1,3.25,0,1,2000,2100,25,1,0,13,25,0,11,0.0,0.0,0.0,1.0,2,0,0,0.0,0,0.012158,0,0,0,0,1,0
LAJA_I,24,8,14,1,34.3,0,1,2000,2100,25,1,0,13,25,0,11,0.0,0.0,0.0,1.0,2,0,0,0.0,0,0.0028,0,0,0,0,1,0
HORNITOS_CH,25,8,14,1,55.0,0,1,2000,2100,25,1,0,13,25,0,11,0.0,0.0,0.0,1.0,2,0,0,0.0,0,0.0,0,0,0,0,1,0
JUNCAL,26,8,14,1,29.2,0,1,2000,2100,25,1,0,13,25,0,11,0.0,0.0,0.0,1.0,2,0,0,0.0,0,0.0875,0,0,0,0,1,0
BLANCO,27,8,14,1,57.0,0,1,2000,2100,25,1,0,13,25,0,11,0.0,0.0,0.0,1.0,2,0,0,0.0,0,0.0,0,0,0,0,1,0
LOS_QUILOS,28,8,14,1,39.9,0,1,2000,2100,25,1,0,13,25,0,11,0.0,0.0,0.0,1.0,2,0,0,0.0,0,0.0025,0,0,0,0,1,0
CHACABUQUITO,29,8,14,1,25.7,0,1,2000,2100,25,1,0,13,25,0,11,0.0,0.0,0.0,1.0,2,0,0,0.0,0,0.027237,0,0,0,0,1,0
RAPEL,30,8,14,1,375.0,0,1,1968,2100,25,1,0,12,25,0,10,0.0,0.0,0.0,1.0,2,0,0,0.0,1,0.066667,3,0,0,0,1,0
CANUTILLAR,31,8,14,1,170.2,0,1,1990,2100,25,1,0,12,25,0,10,0.0,0.0,0.0,1.0,2,0,0,0.0,1,0.007051,3,0,0,0,1,0
RALCO,32,8,14,1,690.0,0,1,2004,2100,25,1,0,12,25,0,10,0.0,0.0,0.0,1.0,2,0,0,0.0,1,0.218623,3,0,0,0,1,0
PALMUCHO,33,8,14,1,32.0,0,1,2000,2100,25,1,0,13,25,0,11,0.0,0.0,0.0,1.0,2,0,0,0.0,0,0.0,0,0,0,0,1,0
