Escenario,Agno,Energeticos,Precio
13,2024,generacion_solar_csp,5927.066461870901
13,2025,generacion_solar_csp,5660.853571074645
13,2026,generacion_solar_csp,5408.018441380272
13,2027,generacion_solar_csp,5171.082561674006
13,2028,generacion_solar_csp,4949.10216651562
13,2029,generacion_solar_csp,4744.509290507546
13,2030,generacion_solar_csp,4556.452943455327
13,2031,generacion_solar_csp,4603.075872526757
13,2032,generacion_solar_csp,4653.127182181007
13,2033,generacion_solar_csp,4708.149198046491
13,2034,generacion_solar_csp,4767.805598763556
13,2035,generacion_solar_csp,4830.8937775022605
13,2036,generacion_solar_csp,4899.096726621619
13,2037,generacion_solar_csp,4971.824733091318
13,2038,generacion_solar_csp,5048.6091169234705
13,2039,generacion_solar_csp,5130.6440261994285
13,2040,generacion_solar_csp,5217.4292815800045
13,2041,generacion_solar_csp,5308.595732525658
13,2042,generacion_solar_csp,5405.140976694654
13,2043,generacion_solar_csp,5506.66186053727
13,2044,generacion_solar_csp,5613.5592449010355
13,2045,generacion_solar_csp,5725.330532701853
13,2046,generacion_solar_csp,5842.303579326929
13,2047,generacion_solar_csp,5964.330710084533
13,2048,generacion_solar_csp,6091.971570371028
13,2049,generacion_solar_csp,6225.039495288267
13,2050,generacion_solar_csp,6363.508752402484
14,2015,generacion_solar_csp,7332.0
14,2016,generacion_solar_csp,7332.0
14,2017,generacion_solar_csp,7332.0
14,2018,generacion_solar_csp,7332.0
14,2019,generacion_solar_csp,7332.0
14,2020,generacion_solar_csp,7123.8705586003425
14,2021,generacion_solar_csp,6810.215691692002
14,2022,generacion_solar_csp,6504.58477051445
14,2023,generacion_solar_csp,6208.463729383998
14,2024,generacion_solar_csp,5905.977492545305
14,2025,generacion_solar_csp,5622.91192807636
14,2026,generacion_solar_csp,5346.033660177513
14,2027,generacion_solar_csp,5076.6587998439245
14,2028,generacion_solar_csp,4812.5011514018715
14,2029,generacion_solar_csp,4554.828486429009
14,2030,generacion_solar_csp,4301.400788703017
14,2031,generacion_solar_csp,4296.582393869289
14,2032,generacion_solar_csp,4289.832937625317
14,2033,generacion_solar_csp,4282.784513172959
14,2034,generacion_solar_csp,4274.72459337106
14,2035,generacion_solar_csp,4264.438920188124
14,2036,generacion_solar_csp,4253.681068075852
14,2037,generacion_solar_csp,4241.583789967963
14,2038,generacion_solar_csp,4227.307683451922
14,2039,generacion_solar_csp,4212.391581555984
14,2040,generacion_solar_csp,4195.989932381217
14,2041,generacion_solar_csp,4177.278567557995
14,2042,generacion_solar_csp,4157.764241370767
