master_id,year,el-emissions_total-mtco2e,el-costs_total_capex-UNITSHERE,el-costs_total_opex-UNITSHERE
101,2017,25.36,0.0,584.52
101,2018,27.55,0.0,642.06
101,2019,30.48,0.0,714.72
101,2020,33.82,0.0,952.72
101,2021,28.2,0.0,800.39
101,2022,33.91,0.0,994.49
101,2023,35.16,188.63,1131.88
101,2024,31.61,725.09,1221.28
101,2025,27.45,2718.7,1894.09
101,2026,25.42,694.93,1102.04
101,2027,24.85,1061.68,1328.27
101,2028,25.83,1272.5,1607.23
101,2029,25.71,966.18,1634.01
101,2030,20.01,8506.66,3298.38
101,2031,16.73,4039.12,1501.07
101,2032,15.42,3491.84,1758.93
101,2033,12.21,3912.68,1831.95
101,2034,12.04,2418.21,1185.6
101,2035,10.85,2914.24,1473.87
101,2036,9.36,2579.13,1261.0
101,2037,8.79,2477.27,1412.01
101,2038,7.47,2180.98,1299.44
101,2039,6.85,1880.44,1132.47
101,2040,6.11,2001.95,919.23
101,2041,3.52,2351.96,1050.86
101,2042,3.51,1456.03,879.53
101,2043,3.58,1208.64,853.49
101,2044,3.48,1168.42,872.52
101,2045,3.37,1413.59,847.65
101,2046,3.07,1103.56,808.86
101,2047,2.75,906.06,738.67
101,2048,2.59,613.17,615.96
101,2049,2.39,494.09,555.03
101,2050,2.16,259.8,476.66
303,2017,25.36,0.0,584.52
303,2018,27.55,0.0,642.04
303,2019,30.51,0.0,715.59
303,2020,34.21,0.0,966.1
303,2021,28.46,0.0,807.5
303,2022,34.15,0.0,1003.28
303,2023,35.31,283.94,1174.88
303,2024,31.59,885.63,1283.51
303,2025,27.7,2668.6,1888.51
303,2026,25.67,773.04,1152.95
303,2027,25.21,1071.28,1366.04
303,2028,26.17,1325.73,1676.2
303,2029,26.11,987.58,1703.56
303,2030,19.99,9232.58,3531.06
303,2031,16.62,4431.34,1589.43
303,2032,15.43,3547.54,1793.56
303,2033,12.07,4351.0,1829.89
303,2034,12.05,2345.29,1286.05
303,2035,10.83,3000.51,1541.42
303,2036,9.45,2592.68,1273.6
303,2037,8.81,2702.51,1511.1
303,2038,7.72,2107.91,1307.79
303,2039,7.18,1780.97,1154.91
303,2040,6.32,2486.09,977.96
303,2041,3.6,2553.75,1136.85
303,2042,3.6,1597.93,857.78
303,2043,3.65,1356.08,898.83
303,2044,3.63,1196.53,877.05
303,2045,3.4,1598.56,922.63
303,2046,3.11,1166.6,828.73
303,2047,2.75,1014.47,737.85
303,2048,2.64,638.15,627.03
303,2049,2.49,505.29,580.74
303,2050,2.27,274.11,504.13
102,2017,25.36,0.0,584.52
102,2018,27.55,0.0,642.02
102,2019,30.48,0.0,714.73
102,2020,33.8,0.0,870.9
102,2021,31.76,0.0,830.33
102,2022,36.17,1836.43,1504.95
102,2023,35.79,3086.34,1886.04
102,2024,33.72,389.03,1072.45
102,2025,33.77,1793.41,1531.82
102,2026,32.05,699.62,1314.67
102,2027,32.64,408.58,1451.6
102,2028,32.62,1489.99,1887.98
102,2029,33.05,1602.31,2147.52
102,2030,25.81,11926.9,4661.63
102,2031,23.42,3735.84,2189.47
102,2032,21.99,4723.16,2405.84
102,2033,18.47,4644.71,2362.59
102,2034,18.83,2710.36,1781.7
102,2035,17.17,3823.13,2078.83
102,2036,15.52,3364.8,1989.09
102,2037,15.0,3427.35,2023.54
102,2038,13.43,2950.89,1815.76
102,2039,12.7,2669.98,1768.74
102,2040,11.66,2810.82,1810.68
102,2041,7.54,2901.23,1998.23
102,2042,7.73,1858.32,1700.42
102,2043,7.91,1803.75,1673.16
102,2044,7.85,1675.37,1722.37
102,2045,8.13,1710.48,1805.19
102,2046,8.26,1256.21,1678.98
102,2047,8.43,994.96,1683.95
102,2048,8.85,742.41,1604.9
102,2049,8.75,721.65,1595.19
102,2050,9.0,310.61,1658.54
304,2017,25.36,0.0,584.49
304,2018,27.55,0.0,642.04
304,2019,30.51,0.0,715.46
304,2020,34.18,0.0,882.77
304,2021,31.97,0.0,836.72
304,2022,36.24,1966.72,1544.91
304,2023,35.89,3102.21,1897.37
304,2024,33.86,448.93,1097.62
304,2025,34.03,1779.92,1548.18
304,2026,32.0,1078.32,1427.76
304,2027,32.92,189.07,1431.6
304,2028,32.89,1645.11,1975.38
304,2029,33.09,2287.54,2359.01
304,2030,25.78,12028.02,4709.93
304,2031,23.51,3941.67,2249.09
304,2032,22.11,4810.12,2450.52
304,2033,18.6,4845.46,2417.8
304,2034,18.92,2952.36,1831.59
304,2035,17.02,4240.06,2210.71
304,2036,15.67,3136.6,1956.66
304,2037,15.14,3619.76,2106.71
304,2038,13.49,3205.44,1891.92
304,2039,12.64,2957.02,1863.56
304,2040,11.55,2995.72,1890.15
304,2041,7.69,2950.03,1976.59
304,2042,7.79,2135.05,1750.58
304,2043,7.95,1951.17,1740.17
304,2044,8.08,1615.29,1806.26
304,2045,8.21,1953.73,1848.41
304,2046,8.56,1205.6,1742.65
304,2047,8.81,1148.55,1651.37
304,2048,8.78,1036.88,1625.76
304,2049,9.03,649.54,1725.84
304,2050,9.43,331.42,1736.69
103,2017,25.36,0.0,584.52
103,2018,27.55,0.0,642.02
103,2019,30.48,0.0,714.73
103,2020,33.56,0.0,937.43
103,2021,28.96,0.0,809.03
103,2022,33.83,242.39,1047.28
103,2023,32.42,2641.84,1731.48
103,2024,29.83,532.79,1018.63
103,2025,29.54,1829.81,1420.05
103,2026,27.85,639.14,1099.4
103,2027,28.22,695.99,1248.04
103,2028,28.71,1926.21,1759.81
103,2029,28.58,1957.64,1881.22
103,2030,22.48,9173.2,3547.38
103,2031,19.97,3614.31,1889.43
103,2032,19.19,3427.23,1828.4
103,2033,16.3,4210.76,1982.63
103,2034,16.46,2405.23,1540.46
103,2035,15.25,3329.97,1808.54
103,2036,13.64,2904.06,1672.69
103,2037,13.71,2400.26,1558.17
103,2038,12.02,2989.43,1705.39
103,2039,10.99,2736.05,1593.57
103,2040,9.93,2275.59,1516.66
103,2041,5.75,2676.39,1657.47
103,2042,6.0,1410.36,1373.41
103,2043,6.09,1493.26,1408.29
103,2044,6.12,1419.95,1398.05
103,2045,6.25,1494.53,1444.4
103,2046,6.43,988.31,1377.03
103,2047,6.44,947.66,1377.74
103,2048,6.51,684.53,1340.4
103,2049,6.73,469.41,1347.27
103,2050,6.81,290.48,1307.38
305,2017,25.36,0.0,584.49
305,2018,27.55,0.0,642.04
305,2019,30.52,0.0,715.44
305,2020,33.96,0.0,950.85
305,2021,29.19,0.0,816.47
305,2022,34.0,311.92,1073.48
305,2023,32.58,2699.04,1755.25
305,2024,29.86,682.4,1067.65
305,2025,30.09,1585.33,1375.17
305,2026,28.18,906.36,1199.01
305,2027,28.66,699.19,1284.57
305,2028,28.76,2570.51,1958.48
305,2029,28.81,1811.38,1875.59
305,2030,22.6,9682.58,3683.15
305,2031,20.28,3448.23,1891.04
305,2032,19.24,4020.08,1993.84
305,2033,16.38,4312.54,2043.24
305,2034,16.76,2380.5,1557.52
305,2035,15.46,3477.12,1876.9
305,2036,13.74,3245.99,1785.3
305,2037,13.9,2390.08,1589.61
305,2038,11.94,3516.68,1848.09
305,2039,11.26,2492.08,1577.19
305,2040,10.05,2657.99,1631.52
305,2041,6.06,2594.42,1684.12
305,2042,6.15,1821.35,1482.27
305,2043,6.18,1750.44,1470.28
305,2044,6.23,1408.01,1434.08
305,2045,6.45,1576.25,1515.87
305,2046,6.45,1254.07,1423.68
305,2047,6.56,971.69,1406.74
305,2048,6.73,734.83,1374.63
305,2049,6.65,623.69,1352.3
305,2050,6.49,346.83,1263.83
104,2017,25.36,0.0,584.49
104,2018,27.54,0.0,642.36
104,2019,30.48,0.0,714.62
104,2020,33.69,0.0,770.72
104,2021,30.79,0.0,712.3
104,2022,37.61,0.0,920.0
104,2023,39.06,989.36,1322.28
104,2024,36.3,417.77,1071.88
104,2025,33.06,2925.87,1809.86
104,2026,30.76,956.8,1225.75
104,2027,31.16,341.26,1208.73
104,2028,30.78,1571.17,1706.8
104,2029,30.28,1571.05,1846.64
104,2030,25.56,8217.13,3376.56
104,2031,22.53,4024.52,2173.53
104,2032,21.22,4279.13,2136.02
104,2033,17.87,4653.83,2187.78
104,2034,18.03,2615.26,1616.24
104,2035,16.89,3219.89,1794.87
104,2036,15.35,2594.55,1606.27
104,2037,14.78,2661.59,1671.28
104,2038,12.88,2923.13,1702.41
104,2039,12.24,2088.01,1501.58
104,2040,10.43,2941.52,1706.35
104,2041,6.17,2568.59,1637.94
104,2042,6.61,1089.02,1302.2
104,2043,6.84,1296.24,1370.02
104,2044,6.67,1432.81,1413.67
104,2045,6.86,1362.62,1436.31
104,2046,6.99,909.46,1362.26
104,2047,7.06,814.04,1359.14
104,2048,7.03,653.18,1324.87
104,2049,7.37,362.4,1341.79
104,2050,8.96,230.72,1317.85
306,2017,25.36,0.0,584.52
306,2018,27.54,0.0,642.29
306,2019,30.5,0.0,715.63
306,2020,34.07,0.0,781.73
306,2021,30.99,0.0,718.45
306,2022,37.82,0.0,927.82
306,2023,39.42,914.04,1315.18
306,2024,36.38,678.05,1160.2
306,2025,33.32,2908.51,1821.34
306,2026,31.06,1013.64,1267.95
306,2027,31.35,437.15,1271.42
306,2028,30.91,1719.17,1789.28
306,2029,30.6,1545.35,1890.42
306,2030,25.5,9036.37,3595.24
306,2031,22.74,3865.95,2165.31
306,2032,21.26,4750.06,2269.53
306,2033,17.85,4827.16,2252.93
306,2034,18.04,2758.59,1656.64
306,2035,16.99,3181.55,1792.67
306,2036,15.44,2787.75,1686.89
306,2037,14.9,2706.99,1708.42
306,2038,13.02,3086.71,1763.94
306,2039,12.29,2330.41,1582.97
306,2040,10.59,2954.44,1735.18
306,2041,6.58,2400.43,1653.66
306,2042,6.77,1582.09,1419.04
306,2043,6.87,1518.35,1450.47
306,2044,6.83,1374.08,1448.25
306,2045,6.98,1502.52,1492.56
306,2046,7.07,1012.77,1407.98
306,2047,7.25,854.34,1412.99
306,2048,7.51,540.81,1420.9
306,2049,7.6,488.97,1424.23
306,2050,9.78,262.83,1347.92
105,2017,25.36,0.0,584.49
105,2018,27.55,0.0,642.08
105,2019,30.48,0.0,714.73
105,2020,33.79,0.0,922.5
105,2021,31.16,0.0,861.16
105,2022,35.6,1662.81,1523.8
105,2023,34.74,2967.8,1929.33
105,2024,32.77,192.72,1042.13
105,2025,32.39,1731.36,1557.13
105,2026,29.94,1343.6,1475.65
105,2027,30.07,890.07,1526.86
105,2028,30.83,1064.3,1787.31
105,2029,31.2,1808.12,2199.14
105,2030,23.35,11665.78,4557.5
105,2031,20.65,4030.83,2206.96
105,2032,19.47,4146.23,2140.24
105,2033,16.27,4111.84,2216.01
105,2034,15.96,3023.63,1862.51
105,2035,14.44,3677.68,2029.19
105,2036,12.92,2991.85,1597.24
105,2037,12.92,2653.39,1774.82
105,2038,11.05,3246.31,1725.79
105,2039,9.33,3224.41,1256.12
105,2040,8.21,2737.47,1467.28
105,2041,5.31,2907.98,1371.75
105,2042,5.13,2102.96,1342.76
105,2043,5.16,1807.84,1269.95
105,2044,5.26,1375.58,1328.66
105,2045,5.24,1960.5,1241.34
105,2046,5.05,1408.61,1173.05
105,2047,5.15,975.19,1198.73
105,2048,5.14,791.26,1169.21
105,2049,5.37,535.03,1195.67
105,2050,5.44,292.2,1196.08
307,2017,25.36,0.0,584.49
307,2018,27.54,0.0,642.36
307,2019,30.51,0.0,715.61
307,2020,34.19,0.0,936.43
307,2021,31.39,0.0,868.93
307,2022,35.63,1806.27,1569.27
307,2023,34.9,2922.36,1924.73
307,2024,32.94,274.07,1075.56
307,2025,32.32,2022.51,1649.45
307,2026,29.91,1410.55,1511.36
307,2027,30.4,662.08,1503.76
307,2028,31.29,1048.47,1845.06
307,2029,31.4,2339.22,2396.26
307,2030,23.39,12063.84,4687.13
307,2031,20.57,4395.25,2308.61
307,2032,19.51,4189.44,2185.41
307,2033,16.36,4151.67,2252.45
307,2034,16.0,3332.44,1972.95
307,2035,14.19,4173.45,1989.58
307,2036,12.99,2833.53,1739.36
307,2037,12.98,2759.1,1782.09
307,2038,10.94,3515.06,1740.98
307,2039,9.4,3213.78,1351.75
307,2040,8.22,3281.34,1355.85
307,2041,5.17,3083.83,1505.99
307,2042,5.29,1935.14,1338.44
307,2043,5.31,2039.25,1242.49
307,2044,5.26,1724.88,1331.4
307,2045,5.32,1942.42,1276.72
307,2046,5.24,1444.02,1214.02
307,2047,5.29,1099.81,1224.46
307,2048,5.32,865.05,1203.13
307,2049,5.61,581.45,1231.56
307,2050,5.66,310.62,1232.81
106,2017,25.36,0.0,584.55
106,2018,27.54,0.0,642.28
106,2019,30.47,0.0,714.75
106,2020,33.91,0.0,735.1
106,2021,28.43,0.0,619.34
106,2022,33.47,0.0,754.38
106,2023,35.28,0.0,828.15
106,2024,33.39,0.0,787.49
106,2025,32.6,1934.24,1329.68
106,2026,29.32,1697.49,1246.46
106,2027,30.09,604.36,1104.0
106,2028,29.78,3885.47,2075.33
106,2029,28.31,4881.24,2301.61
106,2030,24.65,4970.35,2224.84
106,2031,21.01,4384.53,2014.57
106,2032,20.9,3090.84,1621.55
106,2033,16.97,5282.82,2188.67
106,2034,17.24,2637.57,1514.43
106,2035,15.3,4286.54,1850.03
106,2036,13.78,3082.98,1626.2
106,2037,13.74,2852.13,1563.62
106,2038,11.74,3651.02,1766.45
106,2039,11.0,2612.71,1538.8
106,2040,9.2,3568.02,1744.67
106,2041,5.38,3599.63,1709.34
106,2042,5.52,1828.04,1360.36
106,2043,5.55,1810.34,1391.93
106,2044,6.54,1671.29,1290.16
106,2045,8.52,1813.76,1322.71
106,2046,9.37,1518.78,1246.9
106,2047,9.74,1063.77,1312.17
106,2048,9.69,960.43,1217.86
106,2049,10.48,635.49,1246.26
106,2050,10.41,362.82,1221.01
308,2017,25.36,0.0,584.58
308,2018,27.54,0.0,642.32
308,2019,30.5,0.0,715.62
308,2020,34.31,0.0,746.7
308,2021,28.68,0.0,624.83
308,2022,33.74,0.0,761.6
308,2023,35.57,50.45,851.72
308,2024,33.81,0.0,800.62
308,2025,32.53,2390.76,1454.86
308,2026,29.76,1414.24,1199.07
308,2027,30.13,1264.4,1301.92
308,2028,29.85,4292.51,2191.9
308,2029,28.34,4919.26,2319.9
308,2030,24.65,5165.1,2289.92
308,2031,21.07,4689.07,2092.31
308,2032,20.94,3301.03,1687.34
308,2033,17.0,5392.15,2239.55
308,2034,17.35,2877.2,1575.42
308,2035,15.36,4450.68,1919.99
308,2036,13.81,3404.13,1711.38
308,2037,13.86,3048.54,1635.35
308,2038,11.97,3598.69,1791.81
308,2039,11.11,2967.33,1643.28
308,2040,9.27,3862.34,1831.36
308,2041,5.6,3552.3,1748.1
308,2042,5.7,2076.17,1465.04
308,2043,6.69,2118.28,1393.08
308,2044,8.43,1888.81,1320.91
308,2045,9.71,2051.67,1358.74
308,2046,10.16,1291.02,1418.41
308,2047,10.19,1364.61,1385.12
308,2048,9.93,1147.6,1241.24
308,2049,10.24,774.04,1282.27
308,2050,10.38,367.75,1230.18
107,2017,25.36,0.0,584.52
107,2018,27.55,0.0,641.98
107,2019,30.47,0.0,714.73
107,2020,33.79,0.0,711.42
107,2021,32.27,0.0,695.3
107,2022,40.09,0.0,938.0
107,2023,40.8,1687.89,1625.31
107,2024,37.77,735.83,1234.92
107,2025,34.9,2692.55,1905.15
107,2026,32.04,1871.01,1600.17
107,2027,30.22,4494.69,2318.78
107,2028,28.31,3867.69,2168.15
107,2029,26.66,4946.71,2380.22
107,2030,23.67,5726.44,2375.28
107,2031,20.85,4338.07,1862.38
107,2032,21.19,3539.64,1722.36
107,2033,16.76,5309.5,1732.76
107,2034,16.84,3225.45,1608.65
107,2035,15.75,4408.25,1591.77
107,2036,14.08,4519.52,1395.5
107,2037,13.64,3750.98,1353.79
107,2038,11.52,3910.49,1389.48
107,2039,10.34,3588.59,1232.39
107,2040,8.8,3613.98,1290.71
107,2041,4.92,3528.12,1336.68
107,2042,4.55,2548.75,1145.3
107,2043,4.34,2185.26,1073.02
107,2044,4.12,1808.68,1005.24
107,2045,4.17,1869.95,1050.1
107,2046,4.27,1192.89,981.02
107,2047,4.14,1178.52,928.05
107,2048,4.22,748.41,921.02
107,2049,3.97,623.28,901.73
107,2050,3.82,313.09,819.91
309,2017,25.36,0.0,584.52
309,2018,27.55,0.0,641.98
309,2019,30.52,0.0,715.47
309,2020,34.17,0.0,721.48
309,2021,32.48,0.0,700.91
309,2022,40.3,0.0,946.51
309,2023,40.99,1711.78,1646.94
309,2024,37.96,823.6,1277.16
309,2025,35.09,2796.99,1956.59
309,2026,32.03,2256.27,1720.72
309,2027,30.17,4721.37,2392.77
309,2028,28.55,3905.65,2190.86
309,2029,26.57,5547.59,2549.24
309,2030,23.79,5510.77,2353.62
309,2031,20.74,4812.8,1946.81
309,2032,21.35,3403.3,1680.66
309,2033,16.64,6084.73,1804.53
309,2034,17.02,2854.41,1661.36
309,2035,15.76,5029.42,1583.01
309,2036,14.1,4664.54,1465.9
309,2037,13.62,4034.57,1386.52
309,2038,11.46,4116.99,1395.8
309,2039,10.46,3488.3,1254.18
309,2040,8.84,3942.86,1307.53
309,2041,4.84,3800.62,1384.66
309,2042,4.5,2674.55,1145.98
309,2043,4.3,2257.54,1096.48
309,2044,4.2,1810.77,1036.62
309,2045,4.3,1960.36,1071.63
309,2046,4.39,1298.91,1014.46
309,2047,4.31,1219.79,972.75
309,2048,4.4,809.19,958.63
309,2049,4.07,669.19,940.18
309,2050,3.92,335.68,841.57
108,2017,25.36,0.0,584.49
108,2018,27.55,0.0,641.98
108,2019,30.47,0.0,714.75
108,2020,33.92,0.0,769.66
108,2021,29.95,0.0,682.25
108,2022,35.6,0.0,851.4
108,2023,38.25,36.73,974.51
108,2024,35.89,527.32,1059.95
108,2025,33.66,2970.7,1752.61
108,2026,31.22,1191.57,1259.28
108,2027,31.54,418.2,1221.06
108,2028,31.32,2504.34,1941.36
108,2029,31.23,2254.43,1981.35
108,2030,26.55,8741.43,3474.86
108,2031,23.62,3897.16,2067.52
108,2032,23.25,3250.54,1867.26
108,2033,19.26,5213.37,2401.56
108,2034,19.34,2899.2,1739.01
108,2035,18.08,3494.71,1947.12
108,2036,16.68,2673.28,1784.88
108,2037,16.23,3123.81,1888.15
108,2038,14.06,3291.64,1884.19
108,2039,13.06,2665.9,1617.17
108,2040,10.8,3548.88,1658.59
108,2041,6.09,3560.85,1645.7
108,2042,6.11,2059.29,1223.31
108,2043,6.24,1860.18,1233.64
108,2044,6.19,1597.4,1340.17
108,2045,6.39,1577.79,1374.26
108,2046,6.55,1227.3,1283.01
108,2047,6.63,1095.99,1277.77
108,2048,6.76,829.83,1277.78
108,2049,6.77,643.72,1279.15
108,2050,6.96,293.76,1294.51
310,2017,25.36,0.0,584.49
310,2018,27.55,0.0,641.98
310,2019,30.52,0.0,715.47
310,2020,34.31,0.0,781.42
310,2021,30.21,0.0,687.85
310,2022,35.85,0.0,858.45
310,2023,38.54,21.55,983.23
310,2024,36.04,710.07,1121.84
310,2025,33.8,3079.32,1795.44
310,2026,31.42,1241.48,1294.31
310,2027,31.76,437.81,1259.93
310,2028,31.51,2793.75,2051.22
310,2029,31.43,2395.22,2053.97
310,2030,26.56,9164.65,3608.07
310,2031,23.61,4188.71,2143.14
310,2032,23.27,3475.29,1944.43
310,2033,19.18,5407.36,2448.76
310,2034,19.4,2937.97,1765.52
310,2035,18.15,3605.97,1993.37
310,2036,16.39,3322.09,1927.4
310,2037,16.4,2624.68,1784.2
310,2038,14.24,3456.54,1961.29
310,2039,13.22,2849.34,1683.59
310,2040,10.43,4139.02,1523.44
310,2041,6.19,3457.86,1801.75
310,2042,6.18,2264.03,1227.41
310,2043,6.23,2042.48,1246.81
310,2044,6.38,1433.61,1390.82
310,2045,6.6,1821.7,1366.47
310,2046,6.59,1462.03,1293.96
310,2047,6.72,1176.15,1291.55
310,2048,6.83,886.39,1299.52
310,2049,6.89,665.3,1306.45
310,2050,7.08,314.26,1321.01
109,2017,25.36,0.0,584.52
109,2018,27.55,0.0,642.08
109,2019,30.48,0.0,714.73
109,2020,33.94,0.0,763.84
109,2021,32.38,0.0,745.53
109,2022,40.15,0.0,997.72
109,2023,40.14,2364.56,1836.91
109,2024,37.16,676.56,1222.29
109,2025,34.05,2925.71,1934.88
109,2026,31.64,1041.63,1397.48
109,2027,30.94,1445.64,1681.5
109,2028,30.9,1270.29,1761.78
109,2029,30.13,2909.51,2343.87
109,2030,23.94,10844.33,4033.01
109,2031,20.82,4755.17,2335.06
109,2032,19.35,5273.44,2354.84
109,2033,15.72,5605.24,2412.09
109,2034,15.91,2946.74,1615.13
109,2035,14.75,3687.9,1871.87
109,2036,13.02,3868.72,1910.23
109,2037,12.61,3295.23,1739.68
109,2038,10.45,3844.78,1869.91
109,2039,10.12,2414.48,1492.57
109,2040,8.89,3428.88,1723.84
109,2041,5.5,3734.81,1862.39
109,2042,5.63,2189.66,1461.72
109,2043,5.86,1887.91,1474.55
109,2044,6.14,1610.57,1504.07
109,2045,6.2,2155.83,1640.36
109,2046,7.28,1605.45,1331.7
109,2047,7.57,1298.69,1333.81
109,2048,7.92,1009.66,1252.45
109,2049,9.51,760.94,1201.17
109,2050,9.85,343.22,1201.84
311,2017,25.36,0.0,584.52
311,2018,27.55,0.0,642.08
311,2019,30.5,0.0,715.63
311,2020,34.34,0.0,775.39
311,2021,32.59,0.0,751.58
311,2022,40.32,22.0,1013.04
311,2023,40.28,2426.24,1866.51
311,2024,37.33,726.8,1250.12
311,2025,34.17,3082.71,1998.35
311,2026,32.25,745.94,1343.71
311,2027,31.25,1725.06,1810.93
311,2028,31.14,1562.52,1883.7
311,2029,30.29,3294.13,2482.61
311,2030,24.08,11183.5,4109.26
311,2031,20.67,5149.74,2475.13
311,2032,19.24,5497.63,2419.67
311,2033,15.96,5372.92,2372.76
311,2034,16.02,3305.24,1709.8
311,2035,14.92,3711.63,1922.4
311,2036,13.04,4357.11,2060.11
311,2037,12.64,3304.13,1770.29
311,2038,10.99,3471.83,1813.74
311,2039,10.27,3004.17,1695.45
311,2040,9.03,3722.33,1820.49
311,2041,5.56,4039.68,1940.85
311,2042,5.87,2173.02,1537.99
311,2043,6.16,1946.19,1612.93
311,2044,6.46,1725.05,1620.55
311,2045,7.3,2622.7,1588.04
311,2046,7.81,1662.59,1414.18
311,2047,8.7,1334.17,1369.45
311,2048,9.72,1066.39,1317.05
311,2049,9.84,793.16,1311.27
311,2050,10.61,323.81,1330.82
110,2017,25.36,0.0,584.49
110,2018,27.55,0.0,642.04
110,2019,30.48,0.0,714.73
110,2020,34.0,0.0,846.14
110,2021,31.23,0.0,788.13
110,2022,36.53,784.89,1191.47
110,2023,36.16,2731.86,1774.56
110,2024,33.35,688.76,1115.47
110,2025,31.94,2627.26,1670.67
110,2026,30.55,459.59,1149.22
110,2027,30.8,693.97,1392.35
110,2028,30.51,1841.58,1835.67
110,2029,31.28,1243.88,1909.49
110,2030,22.25,12524.66,4772.08
110,2031,20.1,3415.24,1944.41
110,2032,16.93,5898.08,2570.26
110,2033,14.56,3897.74,1899.09
110,2034,14.82,2758.23,1539.7
110,2035,13.43,3790.23,1856.26
110,2036,11.49,3454.9,1789.01
110,2037,11.23,3045.89,1593.9
110,2038,9.24,3507.9,1663.46
110,2039,8.47,2596.12,1367.39
110,2040,7.38,2963.88,1285.06
110,2041,4.32,3259.31,1547.77
110,2042,4.43,2015.27,1173.03
110,2043,4.37,2152.41,1068.37
110,2044,4.38,1608.83,1149.68
110,2045,4.22,2405.05,993.43
110,2046,4.17,1552.41,886.41
110,2047,4.22,1163.74,945.86
110,2048,4.36,812.09,927.86
110,2049,4.4,708.18,877.89
110,2050,4.39,373.13,846.19
312,2017,25.36,0.0,584.49
312,2018,27.55,0.0,642.08
312,2019,30.51,0.0,715.61
312,2020,34.4,0.0,859.24
312,2021,31.45,0.0,794.63
312,2022,36.75,800.41,1203.4
312,2023,36.38,2769.87,1795.88
312,2024,33.61,716.15,1137.34
312,2025,32.31,2656.38,1700.93
312,2026,30.79,620.05,1218.72
312,2027,31.02,815.02,1458.46
312,2028,30.8,1886.26,1894.36
312,2029,31.65,1381.9,2002.59
312,2030,22.32,13171.78,4957.8
312,2031,19.99,3710.25,2054.63
312,2032,17.07,5914.9,2578.5
312,2033,14.81,3930.87,1936.86
312,2034,14.93,2999.68,1636.0
312,2035,13.52,3973.28,1925.78
312,2036,11.35,3865.34,1898.96
312,2037,11.03,3290.95,1686.92
312,2038,9.4,3293.2,1580.77
312,2039,8.7,2699.63,1440.9
312,2040,7.52,3175.5,1321.92
312,2041,4.48,3517.61,1596.82
312,2042,4.38,2562.04,1125.56
312,2043,4.55,1931.38,1140.19
312,2044,4.4,2036.5,1147.93
312,2045,4.25,2462.93,1034.68
312,2046,4.29,1583.96,913.98
312,2047,4.53,1111.36,1017.27
312,2048,4.43,1079.7,912.16
312,2049,4.39,787.73,881.26
312,2050,4.47,381.79,856.7
111,2017,25.36,0.0,584.49
111,2018,27.55,0.0,642.05
111,2019,30.48,0.0,714.73
111,2020,33.81,0.0,754.17
111,2021,31.88,0.0,724.76
111,2022,39.03,0.0,949.31
111,2023,39.85,1629.95,1587.41
111,2024,36.67,703.39,1200.68
111,2025,33.74,2841.27,1902.7
111,2026,31.26,926.04,1318.17
111,2027,30.58,1212.14,1564.46
111,2028,30.04,1665.37,1790.54
111,2029,28.85,3141.0,2264.51
111,2030,23.54,9732.99,3516.53
111,2031,20.7,4201.98,2102.06
111,2032,19.56,4662.33,2143.03
111,2033,15.84,5522.35,2307.08
111,2034,15.63,3258.59,1651.36
111,2035,14.67,3385.34,1731.12
111,2036,13.39,2933.04,1670.69
111,2037,13.25,3093.6,1686.22
111,2038,11.25,3411.52,1780.1
111,2039,10.36,2721.26,1569.61
111,2040,9.08,2883.66,1670.42
111,2041,5.75,3101.84,1634.03
111,2042,5.83,1863.34,1393.64
111,2043,5.86,1836.23,1398.31
111,2044,6.0,1436.69,1338.75
111,2045,6.18,1811.01,1460.84
111,2046,7.33,1441.72,1270.54
111,2047,8.04,1220.39,1228.54
111,2048,8.17,922.41,1146.94
111,2049,9.66,659.28,1056.2
111,2050,9.51,309.45,1031.89
313,2017,25.36,0.0,584.52
313,2018,27.55,0.0,642.01
313,2019,30.5,0.0,715.63
313,2020,34.2,0.0,765.29
313,2021,32.1,0.0,730.78
313,2022,39.23,0.0,957.75
313,2023,40.12,1626.66,1600.18
313,2024,36.8,872.82,1265.17
313,2025,33.9,2885.93,1933.49
313,2026,31.48,946.06,1351.5
313,2027,30.54,1481.95,1678.46
313,2028,30.07,2047.51,1899.67
313,2029,29.11,3180.62,2293.63
313,2030,23.63,10004.01,3618.15
313,2031,20.57,4670.99,2215.95
313,2032,19.7,4646.89,2140.17
313,2033,15.78,5973.57,2429.38
313,2034,15.7,3098.58,1646.53
313,2035,14.98,3174.12,1713.01
313,2036,13.54,3503.98,1848.75
313,2037,13.26,3333.52,1756.9
313,2038,11.31,3496.37,1819.04
313,2039,10.45,2788.76,1604.53
313,2040,9.47,2787.79,1663.39
313,2041,5.91,3505.03,1765.43
313,2042,5.89,2183.69,1482.35
313,2043,6.11,1709.48,1419.93
313,2044,6.2,1634.54,1423.61
313,2045,7.15,2283.8,1473.73
313,2046,7.76,1505.6,1303.28
313,2047,8.36,1302.64,1237.39
313,2048,9.42,877.3,1152.64
313,2049,9.86,677.9,1121.98
313,2050,9.73,317.12,1079.32
112,2017,25.36,0.0,584.49
112,2018,27.55,0.0,642.04
112,2019,30.48,0.0,714.72
112,2020,33.87,0.0,818.68
112,2021,28.39,0.0,690.38
112,2022,34.08,0.0,856.9
112,2023,35.78,48.49,944.12
112,2024,33.78,0.0,873.87
