master_id,year,el-emissions_total-mtco2e_modeled,el-costs_total_capex-UNITSHERE,el-costs_total_opex-UNITSHERE,el-emissions_total-mtco2e_f0,el-emissions_total-mtco2e
319,2040,7.69,3188.85,1180.91,6.32,7.69
319,2041,4.57,2977.32,1228.06,3.6,4.57
319,2042,4.53,2004.52,932.53,3.6,4.53
319,2043,4.58,1743.25,903.93,3.65,4.58
319,2044,4.55,1535.12,904.56,3.63,4.55
319,2045,4.45,1805.96,920.69,3.4,4.45
319,2046,4.46,1201.7,851.59,3.11,4.46
319,2047,4.5,927.81,853.45,2.75,4.5
319,2048,4.5,683.95,840.35,2.64,4.5
319,2049,4.56,499.27,813.8,2.49,4.56
319,2050,4.6,265.46,774.27,2.27,4.6
118,2017,21.59,0.0,497.76,25.36,25.36
118,2018,23.71,0.0,553.47,27.55,27.55
118,2019,26.54,0.0,623.57,30.48,30.48
118,2020,30.09,0.0,689.84,33.82,33.82
118,2021,25.46,0.0,594.73,28.2,27.926
118,2022,32.02,0.0,750.96,33.91,33.532000000000004
118,2023,34.0,228.68,903.67,35.16,34.812
118,2024,30.74,829.26,1002.9,31.61,31.261999999999997
118,2025,27.82,3077.0,1623.91,27.45,27.634999999999998
118,2026,26.01,972.3,1010.06,25.42,25.774
118,2027,26.76,452.93,1004.81,24.85,26.187
118,2028,27.51,1607.82,1530.28,25.83,27.174
118,2029,27.72,1302.33,1613.95,25.71,27.519
118,2030,19.82,10673.56,3972.05,20.01,19.82
118,2031,17.56,3236.6,1697.3,16.73,17.56
118,2032,15.52,4307.66,1921.18,15.42,15.52
118,2033,12.63,4035.71,1833.21,12.21,12.63
118,2034,13.2,2284.04,1306.62,12.04,13.2
118,2035,11.11,3731.05,1746.36,10.85,11.11
118,2036,10.05,2573.22,1326.91,9.36,10.05
118,2037,9.84,2471.72,1323.84,8.79,9.84
118,2038,7.91,2820.83,1356.9,7.47,7.91
118,2039,7.28,2149.2,1190.49,6.85,7.28
118,2040,6.37,2435.47,1282.83,6.11,6.37
118,2041,3.72,2510.86,1419.89,3.52,3.72
118,2042,3.93,1412.93,1094.3,3.51,3.93
118,2043,4.15,1303.21,1126.38,3.58,4.15
118,2044,4.12,1460.0,1191.12,3.48,4.12
118,2045,4.36,1424.96,1192.57,3.37,4.36
118,2046,5.27,1206.29,1042.03,3.07,5.27
118,2047,6.15,965.41,1039.6,2.75,6.15
118,2048,6.54,696.21,1021.29,2.59,6.54
118,2049,7.54,566.72,1014.0,2.39,7.54
118,2050,8.43,248.24,1037.88,2.16,8.43
320,2017,21.59,0.0,497.76,25.36,25.36
320,2018,23.71,0.0,553.47,27.55,27.55
320,2019,26.58,0.0,624.36,30.51,30.51
320,2020,30.52,0.0,700.4,34.21,34.21
320,2021,25.7,0.0,600.11,28.46,28.184
320,2022,32.18,69.95,776.52,34.15,33.756
320,2023,34.18,269.93,922.75,35.31,34.971
320,2024,31.04,828.34,1012.59,31.59,31.37
320,2025,28.2,3131.08,1657.63,27.7,27.95
320,2026,26.41,1026.36,1050.91,25.67,26.114
320,2027,27.02,651.49,1092.19,25.21,26.477
320,2028,27.82,1631.8,1582.52,26.17,27.49
320,2029,28.22,1217.23,1655.1,26.11,28.009
320,2030,20.03,11373.9,4204.71,19.99,20.03
320,2031,17.54,3588.45,1816.13,16.62,17.54
320,2032,15.61,4417.31,1960.99,15.43,15.61
320,2033,12.59,4250.19,1920.09,12.07,12.59
320,2034,12.73,2711.62,1436.05,12.05,12.73
320,2035,11.21,3605.27,1715.71,10.83,11.21
320,2036,10.21,2575.66,1322.13,9.45,10.21
320,2037,9.91,2667.68,1400.22,8.8,9.91
320,2038,8.13,2875.3,1417.12,7.72,8.13
320,2039,7.39,2449.07,1267.0,7.18,7.39
320,2040,6.66,2377.18,1329.37,6.32,6.66
320,2041,3.96,2627.85,1480.87,3.6,3.96
320,2042,4.18,1530.1,1192.71,3.6,4.18
320,2043,5.23,1617.5,1131.87,3.65,5.23
320,2044,5.22,1540.2,1254.31,3.63,5.22
320,2045,5.34,1718.59,1263.9,3.4,5.34
320,2046,6.08,1179.61,1110.62,3.11,6.08
320,2047,6.61,1085.83,1103.72,2.75,6.61
320,2048,7.97,805.02,1039.57,2.64,7.97
320,2049,8.5,545.92,1114.0,2.49,8.5
320,2050,8.39,320.54,1082.1,2.27,8.39
119,2017,25.53,0.0,588.36,25.36,25.36
119,2018,27.67,0.0,644.81,27.55,27.55
119,2019,30.52,0.0,717.36,30.48,30.48
119,2020,34.09,0.0,889.51,33.82,33.82
119,2021,29.73,0.0,786.29,28.2,28.352999999999998
119,2022,35.75,256.81,1033.95,33.91,34.278
119,2023,34.96,2193.64,1616.19,35.16,35.099999999999994
119,2024,32.43,315.94,984.78,31.61,31.938
119,2025,30.57,2517.04,1616.75,27.45,29.009999999999998
119,2026,28.48,929.71,1174.56,25.42,27.256
119,2027,28.42,870.16,1297.81,24.85,27.349
119,2028,27.76,3485.6,2106.44,25.83,27.374000000000002
119,2029,26.19,4326.25,2296.21,25.71,26.142000000000003
119,2030,21.83,7307.34,2833.33,20.01,21.83
119,2031,19.24,3784.18,1854.43,16.73,19.24
119,2032,18.28,3720.69,1770.15,15.42,18.28
119,2033,14.84,4889.67,1573.62,12.21,14.84
119,2034,14.53,3009.82,1315.29,12.04,14.53
119,2035,12.92,3874.7,1335.5,10.85,12.92
119,2036,11.91,3476.98,1131.08,9.36,11.91
119,2037,11.88,2688.18,1127.84,8.79,11.88
119,2038,9.79,3736.9,1154.97,7.47,9.79
119,2039,9.04,2829.93,1011.79,6.85,9.04
119,2040,7.27,3497.64,1069.21,6.11,7.27
119,2041,3.58,3030.23,986.84,3.52,3.58
119,2042,3.51,1848.44,902.36,3.51,3.51
119,2043,3.45,1705.72,856.43,3.58,3.45
119,2044,3.4,1443.92,854.27,3.48,3.4
119,2045,3.33,1588.71,867.41,3.37,3.33
119,2046,3.34,1083.52,800.1,3.07,3.34
119,2047,3.37,907.59,781.91,2.75,3.37
119,2048,3.31,711.64,763.59,2.59,3.31
119,2049,2.95,604.83,679.75,2.39,2.95
119,2050,2.62,301.55,584.98,2.16,2.62
321,2017,25.53,0.0,588.36,25.36,25.36
321,2018,27.67,0.0,644.81,27.55,27.55
321,2019,30.57,0.0,717.51,30.51,30.51
321,2020,34.57,0.0,901.6,34.21,34.21
321,2021,29.96,0.0,792.61,28.46,28.61
321,2022,35.95,298.2,1053.29,34.15,34.510000000000005
321,2023,35.14,2244.89,1639.63,35.31,35.259
321,2024,32.57,403.78,1020.17,31.59,31.982
321,2025,30.96,2445.2,1617.66,27.7,29.33
321,2026,28.77,1082.68,1244.67,25.67,27.53
321,2027,28.64,1062.67,1381.39,25.21,27.611
321,2028,27.77,4146.89,2296.94,26.17,27.45
321,2029,26.28,4293.93,2300.73,26.11,26.263
321,2030,21.82,7548.03,2914.03,19.99,21.82
321,2031,18.87,4460.84,1802.36,16.62,18.87
321,2032,18.04,3734.78,1787.43,15.43,18.04
321,2033,14.7,5117.39,1632.67,12.07,14.7
321,2034,14.53,2946.51,1370.61,12.05,14.53
321,2035,13.1,3863.98,1383.13,10.83,13.1
321,2036,12.07,3660.11,1171.34,9.45,12.07
321,2037,11.85,2915.66,1217.72,8.8,11.85
321,2038,9.91,3785.69,1138.6,7.72,9.91
321,2039,9.08,3079.35,1070.16,7.18,9.08
321,2040,7.31,3586.47,1109.37,6.32,7.31
321,2041,3.65,3155.46,1008.6,3.6,3.65
321,2042,3.6,1944.73,935.35,3.6,3.6
321,2043,3.52,1831.04,886.62,3.65,3.52
321,2044,3.5,1525.64,887.43,3.63,3.5
321,2045,3.43,1669.28,899.29,3.4,3.43
321,2046,3.47,1132.38,832.23,3.11,3.47
321,2047,3.51,963.71,820.25,2.75,3.51
321,2048,3.4,778.97,792.0,2.64,3.4
321,2049,2.94,651.63,695.34,2.49,2.94
321,2050,2.63,327.96,589.71,2.27,2.63
120,2017,32.66,0.0,752.64,25.36,25.36
120,2018,34.96,0.0,814.47,27.55,27.55
120,2019,38.04,0.0,897.23,30.48,30.48
120,2020,40.84,0.0,1114.35,33.82,33.82
120,2021,38.8,0.0,1069.58,28.2,29.259999999999998
120,2022,42.6,1207.64,1661.18,33.91,35.648
120,2023,40.53,3617.6,2384.82,35.16,36.770999999999994
120,2024,38.05,582.68,1417.19,31.61,34.18599999999999
120,2025,37.24,1751.93,1857.22,27.45,32.345
120,2026,34.13,1588.01,1853.53,25.42,30.646
120,2027,34.46,235.71,1723.37,24.85,31.577
120,2028,34.43,1806.94,2316.26,25.83,32.71
120,2029,33.97,2898.16,2767.22,25.71,33.144
120,2030,27.18,12191.09,4820.53,20.01,27.18
120,2031,24.69,3474.2,2304.98,16.73,24.69
120,2032,23.26,5256.96,2663.26,15.42,23.26
120,2033,19.52,4665.87,2503.21,12.21,19.52
120,2034,19.94,2665.82,1914.67,12.04,19.94
120,2035,18.01,4113.09,2355.85,10.85,18.01
120,2036,15.76,4097.27,2276.89,9.36,15.76
120,2037,15.64,3216.54,2028.36,8.79,15.64
120,2038,14.01,3165.16,1926.96,7.47,14.01
120,2039,12.72,3514.95,1991.38,6.85,12.72
120,2040,11.31,3095.34,1851.16,6.11,11.31
120,2041,6.7,3625.89,2025.1,3.52,6.7
120,2042,6.53,2492.29,1716.18,3.51,6.53
120,2043,6.78,1836.73,1644.91,3.58,6.78
120,2044,7.19,1472.51,1697.26,3.48,7.19
120,2045,7.6,1776.01,1840.2,3.37,7.6
120,2046,7.82,1417.96,1696.51,3.07,7.82
120,2047,7.78,1332.73,1700.23,2.75,7.78
120,2048,7.88,998.48,1649.23,2.59,7.88
120,2049,10.2,769.67,1582.34,2.39,10.2
120,2050,10.5,364.71,1595.9,2.16,10.5
322,2017,32.66,0.0,752.66,25.36,25.36
322,2018,34.96,0.0,814.46,27.55,27.55
322,2019,38.07,0.0,898.07,30.51,30.51
322,2020,41.24,0.0,1128.51,34.21,34.21
322,2021,39.04,0.0,1077.43,28.46,29.518
322,2022,42.56,1419.74,1723.05,34.15,35.832
322,2023,40.5,3607.14,2387.06,35.31,36.867
322,2024,38.17,524.9,1415.18,31.59,34.222
322,2025,37.15,2048.15,1950.97,27.7,32.425
322,2026,34.37,1438.76,1841.49,25.67,30.889999999999997
322,2027,34.59,546.94,1835.84,25.21,31.776000000000003
322,2028,34.58,1995.41,2404.19,26.17,32.898
322,2029,34.09,3206.4,2878.96,26.11,33.292
322,2030,27.12,12598.98,4926.83,19.99,27.12
322,2031,24.72,3670.67,2357.53,16.62,24.72
322,2032,23.34,5360.88,2717.49,15.43,23.34
322,2033,19.91,4461.95,2493.95,12.07,19.91
322,2034,19.95,3109.05,2059.14,12.05,19.95
322,2035,18.08,4367.5,2428.34,10.83,18.08
322,2036,15.91,4194.87,2335.24,9.45,15.91
322,2037,15.96,3216.04,2047.73,8.8,15.96
322,2038,13.94,3819.08,2085.83,7.72,13.94
322,2039,12.92,3306.61,1993.45,7.18,12.92
322,2040,11.45,3497.65,1943.0,6.32,11.45
322,2041,6.65,4075.34,2129.24,3.6,6.65
322,2042,6.77,2301.99,1758.73,3.6,6.77
322,2043,7.25,1764.27,1763.87,3.65,7.25
322,2044,7.54,1685.34,1840.76,3.63,7.54
322,2045,7.86,2104.97,1862.09,3.4,7.86
322,2046,7.91,1650.7,1784.54,3.11,7.91
322,2047,8.06,1401.16,1768.73,2.75,8.06
322,2048,10.1,1150.8,1654.75,2.64,10.1
322,2049,10.6,762.21,1683.88,2.49,10.6
322,2050,13.46,371.3,1686.74,2.27,13.46
121,2017,20.86,0.0,480.83,25.36,25.36
121,2018,22.95,0.0,536.08,27.55,27.55
121,2019,25.78,0.0,606.47,30.48,30.48
121,2020,29.42,0.0,743.0,33.82,33.82
121,2021,26.8,0.0,688.27,28.2,28.06
121,2022,34.0,74.73,922.64,33.91,33.928
121,2023,34.16,2167.29,1614.81,35.16,34.85999999999999
121,2024,30.83,1224.19,1227.29,31.61,31.298
121,2025,29.06,2819.18,1709.73,27.45,28.255
121,2026,26.99,1191.32,1262.3,25.42,26.362000000000002
121,2027,28.0,254.05,1181.85,24.85,27.055
121,2028,27.89,1980.35,1830.63,25.83,27.478
121,2029,28.56,1474.07,1860.98,25.71,28.275
121,2030,21.03,11550.46,4354.02,20.01,21.03
121,2031,18.48,4167.07,2087.2,16.73,18.48
121,2032,16.75,5262.42,2289.87,15.42,16.75
121,2033,13.74,4756.05,2111.5,12.21,13.74
121,2034,14.25,2566.01,1460.6,12.04,14.25
121,2035,12.81,4025.25,1864.35,10.85,12.81
121,2036,11.33,3481.0,1706.27,9.36,11.33
121,2037,10.78,3318.31,1701.46,8.79,10.78
121,2038,9.03,3728.31,1603.2,7.47,9.03
121,2039,8.59,2773.51,1359.7,6.85,8.59
121,2040,6.96,3859.71,1152.54,6.11,6.96
121,2041,4.27,3515.81,1371.52,3.52,4.27
121,2042,4.37,2460.44,939.14,3.51,4.37
121,2043,4.43,2265.01,961.75,3.58,4.43
121,2044,4.5,1849.85,1104.75,3.48,4.5
121,2045,4.41,2443.69,987.39,3.37,4.41
121,2046,4.41,1683.75,917.28,3.07,4.41
121,2047,4.44,1381.06,897.41,2.75,4.44
121,2048,4.39,1074.51,865.05,2.59,4.39
121,2049,4.35,806.73,830.3,2.39,4.35
121,2050,4.59,348.98,840.73,2.16,4.59
323,2017,20.86,0.0,480.83,25.36,25.36
323,2018,22.95,0.0,536.08,27.55,27.55
323,2019,25.81,0.0,607.34,30.51,30.51
323,2020,29.87,0.0,754.96,34.21,34.21
323,2021,27.06,0.0,694.57,28.46,28.32
323,2022,34.22,86.02,934.04,34.15,34.164
323,2023,34.14,2404.41,1688.47,35.31,34.958999999999996
323,2024,30.87,1266.52,1244.13,31.59,31.302
323,2025,29.33,2737.23,1703.85,27.7,28.515
323,2026,27.22,1369.54,1335.19,25.67,26.599999999999998
323,2027,28.09,444.97,1262.72,25.21,27.226000000000003
323,2028,28.27,1856.83,1840.09,26.17,27.849999999999998
323,2029,28.64,2032.54,2053.32,26.11,28.387
323,2030,21.18,11917.56,4440.68,19.99,21.18
323,2031,18.58,4382.51,2171.08,16.62,18.58
323,2032,16.76,5491.13,2380.52,15.43,16.76
323,2033,13.94,4804.84,2151.33,12.07,13.94
323,2034,14.3,2854.7,1541.15,12.05,14.3
323,2035,12.95,4025.73,1903.62,10.83,12.95
323,2036,11.3,3808.56,1861.26,9.45,11.3
323,2037,10.95,3386.53,1723.35,8.8,10.95
323,2038,8.99,4115.19,1640.76,7.72,8.99
323,2039,8.37,3202.47,1344.58,7.18,8.37
323,2040,7.05,3746.27,1245.08,6.32,7.05
323,2041,4.42,4008.22,1200.97,3.6,4.42
323,2042,4.45,2640.41,1078.87,3.6,4.45
323,2043,4.59,2302.86,1058.66,3.65,4.59
323,2044,4.58,2186.73,1057.4,3.63,4.58
323,2045,4.49,2637.65,1010.23,3.4,4.49
323,2046,4.55,1751.34,954.21,3.11,4.55
323,2047,4.55,1509.07,932.08,2.75,4.55
323,2048,4.52,1141.44,894.91,2.64,4.52
323,2049,4.61,798.81,888.91,2.49,4.61
323,2050,4.84,382.3,891.09,2.27,4.84
122,2017,21.55,0.0,497.3,25.36,25.36
122,2018,23.65,0.0,551.8,27.55,27.55
122,2019,26.43,0.0,621.16,30.48,30.48
122,2020,30.0,0.0,818.36,33.82,33.82
122,2021,28.95,0.0,800.08,28.2,28.275
122,2022,37.55,37.17,1087.9,33.91,34.638
122,2023,37.32,2490.48,2028.71,35.16,35.80799999999999
122,2024,32.78,1766.78,1637.3,31.61,32.078
122,2025,29.91,2785.68,2027.41,27.45,28.68
122,2026,27.93,997.24,1419.71,25.42,26.926000000000002
122,2027,28.17,957.39,1580.01,24.85,27.174000000000003
122,2028,28.0,1524.7,1906.1,25.83,27.566000000000003
122,2029,27.97,3348.97,2402.23,25.71,27.744
122,2030,21.3,11514.73,4055.39,20.01,21.3
122,2031,18.93,3933.01,2038.59,16.73,18.93
122,2032,17.6,5182.76,2302.99,15.42,17.6
122,2033,14.57,5465.26,2326.07,12.21,14.57
122,2034,14.68,3185.46,1756.96,12.04,14.68
122,2035,13.17,4216.45,2069.33,10.85,13.17
122,2036,11.59,4350.37,2006.07,9.36,11.59
122,2037,11.64,3289.45,1745.93,8.79,11.64
122,2038,9.57,4149.5,1736.76,7.47,9.57
122,2039,9.33,2377.08,1389.74,6.85,9.33
122,2040,8.1,3643.88,1777.99,6.11,8.1
122,2041,5.1,4407.11,1464.33,3.52,5.1
122,2042,5.27,2267.99,1481.3,3.51,5.27
122,2043,5.36,2539.77,1196.14,3.58,5.36
122,2044,5.34,2337.25,1191.47,3.48,5.34
122,2045,5.39,2624.58,1213.75,3.37,5.39
122,2046,5.51,1648.55,1262.41,3.07,5.51
122,2047,5.42,1527.96,1226.71,2.75,5.42
122,2048,5.31,1147.17,1141.72,2.59,5.31
122,2049,5.16,895.46,1032.1,2.39,5.16
122,2050,5.18,449.28,966.41,2.16,5.18
324,2017,21.55,0.0,497.3,25.36,25.36
324,2018,23.65,0.0,551.8,27.55,27.55
324,2019,26.46,0.0,622.01,30.51,30.51
324,2020,30.48,0.0,830.47,34.21,34.21
324,2021,29.21,0.0,806.87,28.46,28.535
324,2022,37.74,72.8,1107.56,34.15,34.868
324,2023,37.44,2547.49,2058.66,35.31,35.949
324,2024,32.98,1790.47,1657.99,31.59,32.146
324,2025,30.24,2806.68,2055.37,27.7,28.97
324,2026,28.19,1086.02,1480.51,25.67,27.182000000000002
324,2027,28.45,1022.83,1641.73,25.21,27.478
324,2028,28.5,1877.02,2000.66,26.17,28.034
324,2029,27.96,4064.14,2627.16,26.11,27.775000000000002
324,2030,21.41,11247.52,4019.48,19.99,21.41
324,2031,19.08,4502.23,2170.23,16.62,19.08
324,2032,17.96,5185.81,2337.39,15.43,17.96
324,2033,14.7,5753.51,2421.48,12.07,14.7
324,2034,14.96,3037.22,1750.83,12.05,14.96
324,2035,12.98,5105.11,2313.52,10.83,12.98
324,2036,11.75,3989.46,1924.7,9.45,11.75
324,2037,11.86,3455.47,1782.7,8.8,11.86
324,2038,9.81,4131.89,1768.38,7.72,9.81
324,2039,9.53,2582.9,1487.02,7.18,9.53
324,2040,8.16,4189.49,1944.16,6.32,8.16
324,2041,5.14,4641.48,1549.28,3.6,5.14
324,2042,5.4,2498.16,1375.69,3.6,5.4
324,2043,5.45,2829.62,1181.14,3.65,5.45
324,2044,5.45,2554.27,1197.83,3.63,5.45
324,2045,5.51,2601.81,1404.01,3.4,5.51
324,2046,5.5,1904.44,1281.08,3.11,5.5
324,2047,5.43,1591.41,1266.88,2.75,5.43
324,2048,5.27,1298.81,1094.91,2.64,5.27
324,2049,5.2,934.83,1038.84,2.49,5.2
324,2050,5.24,474.97,979.63,2.27,5.24
123,2017,28.69,0.0,663.2,25.36,25.36
123,2018,31.02,0.0,722.07,27.55,27.55
123,2019,34.09,0.0,801.85,30.48,30.48
123,2020,36.89,0.0,1009.25,33.82,33.82
123,2021,33.27,0.0,909.22,28.2,28.707
123,2022,38.43,0.0,1156.32,33.91,34.814
123,2023,38.41,1094.44,1622.06,35.16,36.13499999999999
123,2024,34.8,1145.24,1523.54,31.61,32.885999999999996
123,2025,32.2,2636.94,2015.77,27.45,29.825000000000003
123,2026,29.3,1200.31,1538.49,25.42,27.747999999999998
123,2027,28.31,1889.04,1825.83,24.85,27.272
123,2028,28.04,3030.96,2228.28,25.83,27.598
123,2029,26.81,4328.68,2526.48,25.71,26.699999999999996
123,2030,23.02,7633.42,3015.95,20.01,23.02
123,2031,20.33,4049.81,2051.84,16.73,20.33
123,2032,19.77,3680.02,1981.47,15.42,19.77
123,2033,17.04,4246.23,2097.55,12.21,17.04
123,2034,17.12,2299.96,1711.87,12.04,17.12
123,2035,15.89,3405.12,2042.37,10.85,15.89
123,2036,13.98,3821.23,2062.4,9.36,13.98
123,2037,13.35,3516.18,1892.9,8.79,13.35
123,2038,11.62,3466.48,1768.04,7.47,11.62
123,2039,10.6,3004.71,1687.42,6.85,10.6
123,2040,8.94,3452.92,1670.8,6.11,8.94
123,2041,5.35,3349.07,1549.39,3.52,5.35
123,2042,5.47,1854.6,1489.21,3.51,5.47
123,2043,5.49,2045.55,1283.26,3.58,5.49
123,2044,5.45,1906.3,1238.13,3.48,5.45
123,2045,5.48,2017.03,1384.58,3.37,5.48
123,2046,5.49,1393.88,1308.5,3.07,5.49
123,2047,5.51,1169.95,1298.4,2.75,5.51
123,2048,5.34,1030.16,1189.71,2.59,5.34
123,2049,5.34,717.99,1171.65,2.39,5.34
123,2050,5.28,362.04,1142.35,2.16,5.28
325,2017,28.7,0.0,662.6,25.36,25.36
325,2018,31.0,0.0,722.34,27.55,27.55
325,2019,34.12,0.0,802.87,30.51,30.51
325,2020,37.24,0.0,1024.33,34.21,34.21
325,2021,33.46,0.0,917.84,28.46,28.96
325,2022,38.6,0.0,1166.31,34.15,35.04
325,2023,38.21,1424.07,1729.73,35.31,36.18
325,2024,34.95,963.31,1472.69,31.59,32.934000000000005
325,2025,32.47,2658.85,2045.07,27.7,30.085
325,2026,29.66,1177.97,1566.71,25.67,28.064
325,2027,28.52,2299.38,1971.06,25.21,27.527
325,2028,28.25,3196.64,2306.57,26.17,27.834
325,2029,26.95,4552.36,2622.37,26.11,26.866
325,2030,22.99,8035.81,3139.68,19.99,22.99
325,2031,20.47,4122.64,2075.85,16.62,20.47
325,2032,19.83,4035.93,2096.67,15.43,19.83
325,2033,17.18,4296.94,2136.26,12.07,17.18
325,2034,17.2,2552.64,1789.8,12.05,17.2
325,2035,15.6,3981.12,2192.8,10.83,15.6
325,2036,13.69,4198.09,2089.1,9.45,13.69
325,2037,13.4,3098.16,1832.39,8.8,13.4
325,2038,11.73,3593.47,1846.31,7.72,11.73
325,2039,10.49,3566.87,1784.89,7.18,10.49
325,2040,8.41,3752.43,1449.09,6.32,8.41
325,2041,5.47,3158.83,1804.87,3.6,5.47
325,2042,5.59,2090.04,1499.32,3.6,5.59
325,2043,5.57,2366.82,1283.74,3.65,5.57
325,2044,5.48,2114.78,1260.85,3.63,5.48
325,2045,5.55,2081.85,1434.28,3.4,5.55
325,2046,5.61,1507.19,1322.46,3.11,5.61
325,2047,5.58,1393.99,1257.27,2.75,5.58
325,2048,5.39,1124.33,1203.99,2.64,5.39
325,2049,5.42,751.97,1196.06,2.49,5.42
325,2050,5.4,395.83,1159.37,2.27,5.4
124,2017,22.52,0.0,519.14,25.36,25.36
124,2018,24.63,0.0,574.66,27.55,27.55
124,2019,27.45,0.0,644.55,30.48,30.48
124,2020,30.71,0.0,753.18,33.82,33.82
124,2021,26.39,0.0,658.37,28.2,28.019
124,2022,32.72,0.0,819.79,33.91,33.672
124,2023,35.68,0.0,910.81,35.16,35.315999999999995
124,2024,33.11,228.56,919.89,31.61,32.209999999999994
124,2025,28.84,3099.41,1895.7,27.45,28.145
124,2026,26.97,720.79,1023.0,25.42,26.35
124,2027,25.87,1335.47,1323.3,24.85,25.564
124,2028,26.94,812.9,1282.24,25.83,26.718000000000004
124,2029,26.71,1149.59,1528.07,25.71,26.61
124,2030,25.03,3277.87,1920.33,20.01,25.03
124,2031,21.94,3983.67,2128.05,16.73,21.94
124,2032,19.78,5131.05,2307.55,15.42,19.78
124,2033,16.05,4142.8,1989.61,12.21,16.05
124,2034,16.11,2256.31,1444.07,12.04,16.11
124,2035,15.15,2858.08,1619.95,10.85,15.15
124,2036,13.67,2549.73,1568.65,9.36,13.67
124,2037,13.72,2501.28,1531.01,8.79,13.72
124,2038,12.11,2664.92,1570.41,7.47,12.11
124,2039,11.17,1813.22,1414.25,6.85,11.17
124,2040,9.85,2551.08,1557.5,6.11,9.85
124,2041,6.13,2473.18,1536.15,3.52,6.13
124,2042,6.0,1667.81,1303.85,3.51,6.0
124,2043,6.17,1173.09,1195.36,3.58,6.17
124,2044,5.98,1361.05,1220.55,3.48,5.98
124,2045,5.86,1453.37,1227.56,3.37,5.86
124,2046,5.85,857.22,1102.26,3.07,5.85
124,2047,5.88,779.55,1072.42,2.75,5.88
124,2048,6.19,476.78,1036.54,2.59,6.19
124,2049,6.43,378.57,1053.86,2.39,6.43
124,2050,6.47,206.42,1039.6,2.16,6.47
326,2017,22.52,0.0,519.14,25.36,25.36
326,2018,24.63,0.0,574.65,27.55,27.55
326,2019,27.5,0.0,645.24,30.51,30.51
326,2020,31.16,0.0,764.03,34.21,34.21
326,2021,26.62,0.0,664.02,28.46,28.276
326,2022,32.97,0.0,826.98,34.15,33.914
326,2023,35.98,0.0,923.37,35.31,35.510999999999996
326,2024,33.04,471.93,1010.51,31.59,32.17
326,2025,29.33,2963.0,1861.43,27.7,28.515
326,2026,27.45,727.26,1052.67,25.67,26.738
326,2027,26.37,1430.85,1389.68,25.21,26.022000000000002
326,2028,27.47,801.4,1322.14,26.17,27.209999999999997
326,2029,26.9,1385.78,1661.05,26.11,26.821
326,2030,25.33,3643.15,2014.63,19.99,25.33
326,2031,22.08,4429.22,2272.73,16.62,22.08
326,2032,19.86,5187.71,2357.73,15.43,19.86
326,2033,16.09,4519.57,2091.9,12.07,16.09
326,2034,16.31,2002.19,1398.42,12.05,16.31
326,2035,15.23,3262.42,1752.44,10.83,15.23
326,2036,13.71,3056.67,1692.93,9.45,13.71
326,2037,13.96,2129.56,1472.81,8.8,13.96
326,2038,12.12,2866.97,1648.8,7.72,12.12
326,2039,11.11,2114.05,1496.01,7.18,11.11
326,2040,9.96,2553.55,1581.89,6.32,9.96
326,2041,6.16,2753.49,1610.42,3.6,6.16
326,2042,6.04,1775.13,1335.14,3.6,6.04
326,2043,6.07,1418.38,1236.74,3.65,6.07
326,2044,5.91,1399.38,1227.42,3.63,5.91
326,2045,6.03,1351.36,1232.17,3.4,6.03
326,2046,6.16,946.2,1158.34,3.11,6.16
326,2047,6.25,813.85,1132.19,2.75,6.25
326,2048,6.41,526.94,1118.85,2.64,6.41
326,2049,6.47,450.11,1105.46,2.49,6.47
326,2050,6.7,228.33,1077.61,2.27,6.7
125,2017,20.28,0.0,467.51,25.36,25.36
125,2018,22.38,0.0,523.04,27.55,27.55
125,2019,25.2,0.0,592.96,30.48,30.48
125,2020,28.58,0.0,639.0,33.82,33.82
125,2021,26.51,0.0,602.52,28.2,28.031
125,2022,33.84,0.0,790.82,33.91,33.896
125,2023,35.95,1001.13,1239.85,35.16,35.39699999999999
125,2024,32.54,870.04,1112.37,31.61,31.982
125,2025,29.33,2973.66,1839.42,27.45,28.39
125,2026,27.19,967.44,1177.6,25.42,26.482
125,2027,26.19,1446.74,1481.22,24.85,25.788
125,2028,26.58,1045.31,1478.82,25.83,26.43
125,2029,26.83,1154.77,1707.78,25.71,26.717999999999996
125,2030,20.32,10635.68,3840.73,20.01,20.32
125,2031,17.24,4299.05,2093.44,16.73,17.24
125,2032,15.23,4975.0,2165.18,15.42,15.23
125,2033,12.99,3688.9,1753.11,12.21,12.99
125,2034,13.04,2653.34,1478.55,12.04,13.04
125,2035,11.66,3425.61,1746.7,10.85,11.66
125,2036,10.21,2938.57,1574.46,9.36,10.21
125,2037,9.82,2785.24,1506.65,8.79,9.82
125,2038,7.81,3267.89,1608.34,7.47,7.81
125,2039,7.36,2191.84,1305.82,6.85,7.36
125,2040,6.92,1918.52,1311.63,6.11,6.92
125,2041,4.24,3074.66,1526.98,3.52,4.24
125,2042,4.38,1599.57,1227.32,3.51,4.38
125,2043,4.39,1722.25,1240.68,3.58,4.39
125,2044,4.35,1469.73,1218.01,3.48,4.35
125,2045,4.54,1474.52,1254.49,3.37,4.54
125,2046,5.33,972.34,1130.93,3.07,5.33
125,2047,6.33,987.33,1112.58,2.75,6.33
125,2048,6.41,761.13,1105.19,2.59,6.41
125,2049,7.35,590.67,1036.97,2.39,7.35
