field,BAU_nominal,BAU_min,BAU_max,LTS_nominal,LTS_min,LTS_max
fishing_frac_electric,-0.023136916164751775,-0.023136916164751775,-0.023136916164751775,-0.023136916164751775,-0.023136916164751775,-0.023136916164751775
fishing_frac_hydrogen,,,,,,
fishing_frac_natural_gas,-0.40567587263836746,-0.40567587263836746,-0.40567587263836746,-0.40567587263836746,-0.40567587263836746,-0.40567587263836746
fishing_frac_thermal_solar,,,,,,
fishing_intensity,-0.010828601451737474,-0.010828601451737474,-0.010828601451737474,-0.010828601451737474,-0.010828601451737474,-0.010828601451737474
fishing_production,0.0,-0.09841459017990584,0.09850008010203926,0.0,-0.09841459017990584,0.09850008010203926
gdp,1.047780332813665,1.047780332813665,1.047780332813665,1.047780332813665,1.047780332813665,1.047780332813665
growth_rate_gdp,-0.13241781144497944,-0.13241781144497944,-0.13241781144497944,-0.13241781144497944,-0.13241781144497944,-0.13241781144497944
hfcmma,,,,,,
hydrology_exceedance_probability,0.0,-0.9804266612933358,0.9877130772889591,0.0,-0.9804266612933358,0.9877130772889591
incendio_bosque_nativo,,,,,,
incendio_plantaciones_forestales,,,,,,
incertidumbre_incendio_bn,,,,,,
incertidumbre_incendio_plantaciones,,,,,,
iron_frac_coal,-0.6032365396508426,-0.6032365396508426,-0.6032365396508426,-0.6032365396508426,-0.6032365396508426,-0.6032365396508426
iron_frac_diesel,0.2785413547840476,0.2785413547840476,0.2785413547840476,0.2785413547840476,0.2785413547840476,0.2785413547840476
iron_frac_electric,0.24019169570896315,0.24019169570896315,0.24019169570896315,0.24019169570896315,0.24019169570896315,0.24019169570896315
iron_frac_hydrogen,,,,,,
iron_frac_thermal_solar,,,,,,
iron_intensity,-0.23637305152207355,-0.23637305152207355,-0.23637305152207355,-0.23637305152207355,-0.23637305152207355,-0.23637305152207355
medida_biodigestores,,,,,,
medida_cambio_dieta_bovina,,,,,,
medida_captura_c_suelos,,,,,,
medida_uso_eficiente_fertilizante,,,,,,
other_industries_elasticity,0.07817287610746515,-0.029154497185760353,0.13122547750461466,0.07817287610746515,-0.029154497185760353,0.13122547750461466
other_industries_frac_biomass,-0.3194342301267419,-0.3194342301267419,-0.3194342301267419,-0.3194342301267419,-0.3194342301267419,-0.3194342301267419
other_industries_frac_coal,-0.3277554603918532,-0.3277554603918532,-0.3277554603918532,-0.3277554603918532,-0.3277554603918532,-0.3277554603918532
other_industries_frac_diesel,-0.3379689121607936,-0.3379689121607936,-0.3379689121607936,-0.3379689121607936,-0.3379689121607936,-0.3379689121607936
other_industries_frac_electric,-0.0534451337369769,-0.0534451337369769,-0.0534451337369769,-0.0534451337369769,-0.0534451337369769,-0.0534451337369769
other_industries_frac_hydrogen,,,,,,
other_industries_frac_natural_gas,-0.312099647541503,-0.312099647541503,-0.312099647541503,-0.312099647541503,-0.312099647541503,-0.312099647541503
other_industries_frac_thermal_solar,,,,,,
other_industries_heat_biomass,0.049443806700371074,0.049443806700371074,0.049443806700371074,0.049443806700371074,0.049443806700371074,0.049443806700371074
other_industries_heat_coal,-0.006530854063093838,-0.006530854063093838,-0.006530854063093838,-0.006530854063093838,-0.006530854063093838,-0.006530854063093838
other_industries_heat_diesel,-0.2206756526913577,-0.2206756526913577,-0.2206756526913577,-0.2206756526913577,-0.2206756526913577,-0.2206756526913577
other_industries_heat_electric,-0.028384117050945568,-0.028384117050945568,-0.028384117050945568,-0.028384117050945568,-0.028384117050945568,-0.028384117050945568
other_industries_heat_fuel_oil,-0.4481239203910028,-0.4481239203910028,-0.4481239203910028,-0.4481239203910028,-0.4481239203910028,-0.4481239203910028
other_industries_heat_hydrogen,,,,,,
other_industries_heat_natural_gas,-0.8418265660344889,-0.8418265660344889,-0.8418265660344889,-0.8418265660344889,-0.8418265660344889,-0.8418265660344889
other_industries_heat_pliqgas,-0.7447446950429132,-0.7447446950429132,-0.7447446950429132,-0.7447446950429132,-0.7447446950429132,-0.7447446950429132
other_industries_heat_solar,,,,,,
other_industries_intensity,-0.44274341875716183,-0.44274341875716183,-0.44274341875716183,-0.44274341875716183,-0.44274341875716183,-0.44274341875716183
other_industries_motor_diesel,-0.8678716298363459,-0.8678716298363459,-0.8678716298363459,-0.8678716298363459,-0.8678716298363459,-0.8678716298363459
other_industries_motor_electric,0.035394515954436656,0.035394515954436656,0.035394515954436656,0.035394515954436656,0.035394515954436656,0.035394515954436656
other_industries_motor_hydrogen,,,,,,
other_industries_motor_pliqgas,-0.836087257401285,-0.836087257401285,-0.836087257401285,-0.836087257401285,-0.836087257401285,-0.836087257401285
other_industries_rate_useful_energy,-0.001946285050145935,-0.001946285050145935,-0.001946285050145935,-0.001946285050145935,-0.001946285050145935,-0.001946285050145935
other_industries_share_heat,0.015134634758092291,0.015134634758092291,0.015134634758092291,0.015134634758092291,0.015134634758092291,0.015134634758092291
other_industries_share_motor,-0.024713033213526248,-0.024713033213526248,-0.024713033213526248,-0.024713033213526248,-0.024713033213526248,-0.024713033213526248
other_industries_share_other,0.00887938345753514,0.00887938345753514,0.00887938345753514,0.00887938345753514,0.00887938345753514,0.00887938345753514
other_mining_frac_diesel,-0.025615674600145466,-0.025615674600145466,-0.025615674600145466,-0.025615674600145466,-0.025615674600145466,-0.025615674600145466
other_mining_frac_electric,0.0008300027388492559,0.0008300027388492559,0.0008300027388492559,0.0008300027388492559,0.0008300027388492559,0.0008300027388492559
other_mining_frac_hydrogen,,,,,,
other_mining_frac_natural_gas,-0.4058113746430083,-0.4058113746430083,-0.4058113746430083,-0.4058113746430083,-0.4058113746430083,-0.4058113746430083
other_mining_frac_thermal_solar,,,,,,
other_mining_intensity,-0.036283732054604,-0.036283732054604,-0.036283732054604,-0.036283732054604,-0.036283732054604,-0.036283732054604
other_mining_production,0.45933595896890833,0.45933595896890833,0.45933595896890833,0.45933595896890833,0.45933595896890833,0.45933595896890833
pib,1.1075617375707694,0.6870295960474995,2.0393519290993862,1.1075617375707694,0.6870295960474995,2.0393519290993862
poblacion,0.20335929992855872,-0.037141540250630545,0.44286610932802795,0.20335929992855872,-0.037141540250630545,0.44286610932802795
poblacion_rural,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
poblacion_urbana,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
pqe_vehicular,,,,,,
precio_bovino,0.4285563779665136,0.14387643746879242,0.7117175523505923,0.4285563779665136,0.14387643746879242,0.7117175523505923
precio_cerdo,0.8308741640673851,0.4716101437483986,1.1928054400241899,0.8308741640673851,0.4716101437483986,1.1928054400241899
precio_leche,0.05793500501663762,-0.15156086680894054,0.26802189791193376,0.05793500501663762,-0.15156086680894054,0.26802189791193376
precio_maiz,-0.08739605250983107,-0.2690343795836292,0.09393050125928726,-0.08739605250983107,-0.2690343795836292,0.09393050125928726
precio_pollo,0.857757963622827,0.48637613842986016,1.2270875215686328,0.857757963622827,0.48637613842986016,1.2270875215686328
prod_cemento,1.2407622450020415,1.016954606055707,1.464231433114061,1.2407622450020415,1.016954606055707,1.464231433114061
ptas_antofa,,,,,,
ptas_biobio,,,,,,
ptas_valpo,,,,,,
ptasls_coq,,,,,,
public_frac_biomass,0.0,-0.0497615573137804,0.04946417536779579,0.0,-0.0497615573137804,0.04946417536779579
public_frac_electric,0.0,-0.04914305639832539,0.049853667241466004,0.0,-0.04914305639832539,0.049853667241466004
public_frac_natural_gas,0.0,-0.04924656365978075,0.0495262898130302,0.0,-0.04924656365978075,0.0495262898130302
public_frac_pliqgas,0.0,-0.04936956796659486,0.04932178819552635,0.0,-0.04936956796659486,0.04932178819552635
public_intensity,0.0,-0.09845243280412974,0.09869512170943895,0.0,-0.09845243280412974,0.09869512170943895
pulp_frac_biomass,0.0,-0.04914742144340534,0.0499515854382131,0.0,-0.04914742144340534,0.0499515854382131
pulp_frac_electric,0.0,-0.04936861843817397,0.04909005233743513,0.0,-0.04936861843817397,0.04909005233743513
pulp_frac_thermal_solar,,,,,,
pulp_intensity,-0.0008242753321400231,-0.0504809473582859,0.04860279407487855,-0.0008242753321400231,-0.0504809473582859,0.04860279407487855
recuperacion_bn,,,,,,
residential_frac_biomass,-0.7183337564625343,-0.7183337564625343,-0.7183337564625343,-0.7183337564625343,-0.7183337564625343,-0.7183337564625343
residential_frac_electric,1.139520232682952,1.139520232682952,1.139520232682952,1.139520232682952,1.139520232682952,1.139520232682952
residential_frac_hydrogen,,,,,,
residential_frac_kerosene,0.14439138498587578,0.14439138498587578,0.14439138498587578,0.14439138498587578,0.14439138498587578,0.14439138498587578
residential_frac_natural_gas,-0.16471292802220705,-0.16471292802220705,-0.16471292802220705,-0.16471292802220705,-0.16471292802220705,-0.16471292802220705
residential_frac_pliqgas,-0.6037582388845089,-0.6037582388845089,-0.6037582388845089,-0.6037582388845089,-0.6037582388845089,-0.6037582388845089
residential_frac_solar,,,,,,
residential_intensity,-0.04106959806341093,-0.0886953595781993,0.0063868623631166965,-0.04106959806341093,-0.0886953595781993,0.0063868623631166965
residential_occ_rate,-0.20061785301909296,-0.3592162362624556,-0.20061785301909296,-0.20061785301909296,-0.3592162362624556,-0.20061785301909296
rs_arauc,,,,,,
rs_aysen,,,,,,
rs_coq,,,,,,
rs_magallanes,,,,,,
rs_tarapaca,,,,,,
rs_valpo,,,,,,
saltpeter_frac_diesel,-0.06485396938961163,-0.06485396938961163,-0.06485396938961163,-0.06485396938961163,-0.06485396938961163,-0.06485396938961163
saltpeter_frac_electric,0.059459502448851786,0.059459502448851786,0.059459502448851786,0.059459502448851786,0.059459502448851786,0.059459502448851786
saltpeter_frac_hydrogen,,,,,,
saltpeter_frac_natural_gas,-0.36525974088502444,-0.36525974088502444,-0.36525974088502444,-0.36525974088502444,-0.36525974088502444,-0.36525974088502444
saltpeter_frac_thermal_solar,,,,,,
saltpeter_intensity,-0.07762532899062657,-0.07762532899062657,-0.07762532899062657,-0.07762532899062657,-0.07762532899062657,-0.07762532899062657
saltpeter_production,0.17498560350494463,0.05960896558438744,0.2914147864089409,0.17498560350494463,0.05960896558438744,0.2914147864089409
steel_frac_coal,-0.3185443518244552,-0.3185443518244552,-0.3185443518244552,-0.3185443518244552,-0.3185443518244552,-0.3185443518244552
steel_frac_diesel,0.3263947129295479,0.3263947129295479,0.3263947129295479,0.3263947129295479,0.3263947129295479,0.3263947129295479
steel_frac_electric,0.2076975797129632,0.2076975797129632,0.2076975797129632,0.2076975797129632,0.2076975797129632,0.2076975797129632
steel_frac_hydrogen,,,,,,
steel_frac_kerosene,-0.19201721342301736,-0.19201721342301736,-0.19201721342301736,-0.19201721342301736,-0.19201721342301736,-0.19201721342301736
steel_frac_natural_gas,-0.22728867303025935,-0.22728867303025935,-0.22728867303025935,-0.22728867303025935,-0.22728867303025935,-0.22728867303025935
steel_frac_thermal_solar,,,,,,
steel_intensity,-0.2631727758673259,-0.2631727758673259,-0.2631727758673259,-0.2631727758673259,-0.2631727758673259,-0.2631727758673259
steel_production,0.0,-0.09991609104775867,0.09804636262381217,0.0,-0.09991609104775867,0.09804636262381217
sugar_frac_biomass,,,,,,
sugar_frac_coal,-0.3059102828614868,-0.3059102828614868,-0.3059102828614868,-0.3059102828614868,-0.3059102828614868,-0.3059102828614868
sugar_frac_diesel,-0.04610783893710946,-0.04610783893710946,-0.04610783893710946,-0.04610783893710946,-0.04610783893710946,-0.04610783893710946
sugar_frac_electric,0.2775578899702349,0.2775578899702349,0.2775578899702349,0.2775578899702349,0.2775578899702349,0.2775578899702349
sugar_frac_hydrogen,,,,,,
sugar_frac_natural_gas,-0.19812931880834295,-0.19812931880834295,-0.19812931880834295,-0.19812931880834295,-0.19812931880834295,-0.19812931880834295
sugar_frac_thermal_solar,,,,,,
sugar_intensity,-0.28036727111281057,-0.28036727111281057,-0.28036727111281057,-0.28036727111281057,-0.28036727111281057,-0.28036727111281057
sugar_production,0.2854168946088873,0.15857941559352562,0.41185039543637614,0.2854168946088873,0.15857941559352562,0.41185039543637614
supuestos_mma_waste,,,,,,
sustitucion_degradacion,,,,,,
tasa_fuga,0.0,-0.32378050407666437,0.32747458155358533,0.0,-0.32378050407666437,0.32747458155358533
tierras_convertidas_a_bn,,,,,,
tierras_convertidas_a_plantaciones,,,,,,
transport_bus_veh_km,0.031561847884492344,-0.06955357625152636,0.1333440464218092,0.031561847884492344,-0.06955357625152636,0.1333440464218092
transport_frac_bus_diesel,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
transport_frac_bus_electric,,,,,,
transport_frac_private_electric,,,,,,
transport_frac_private_gasoline,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6
transport_frac_taxi_electric,,,,,,
transport_frac_taxi_gasoline,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
transport_frac_truck_diesel,-0.85,-0.85,-0.85,-0.85,-0.85,-0.85
transport_frac_truck_hydrogen,,,,,,
transport_intensity_aviation_kerosene,0.0,-0.09886122177583578,0.09817993765093758,0.0,-0.09886122177583578,0.09817993765093758
transport_intensity_bus_diesel,0.0,-0.04993770638447015,0.04951158387139887,0.0,-0.04993770638447015,0.04951158387139887
transport_intensity_bus_electric,0.0,-0.04905745705568487,0.04923552053407532,0.0,-0.04905745705568487,0.04923552053407532
transport_intensity_pkm_train,0.0,-0.049818670646342156,0.049410195679387314,0.0,-0.049818670646342156,0.049410195679387314
transport_intensity_private_diesel,0.0,-0.049112844701465486,0.04942807444975683,0.0,-0.049112844701465486,0.04942807444975683
transport_intensity_private_electric,0.0,-0.04930301090938416,0.049647187390231995,0.0,-0.04930301090938416,0.049647187390231995
transport_intensity_private_gasoline,0.0,-0.0495160547671738,0.04900348217992567,0.0,-0.0495160547671738,0.04900348217992567
transport_intensity_taxi_electric,0.0,-0.049367185259426405,0.04961281125936168,0.0,-0.049367185259426405,0.04961281125936168
transport_intensity_taxi_gasoline,0.0,-0.04946211961946745,0.04962792236051383,0.0,-0.04946211961946745,0.04962792236051383
transport_intensity_train_electric,0.0,-0.049917537251867206,0.049229465760078694,0.0,-0.049917537251867206,0.049229465760078694
transport_modal_split_private_to_taxi,-0.5008056617772194,-0.5008056617772194,-0.5008056617772194,-0.5008056617772194,-0.5008056617772194,-0.5008056617772194
transport_occupancy_rate_bus,0.0,-0.049614367859113995,0.04958773514846726,0.0,-0.049614367859113995,0.04958773514846726
transport_occupancy_rate_private,0.0,-0.04914835755186531,0.04924699146904121,0.0,-0.04914835755186531,0.04924699146904121
transport_occupancy_rate_taxi,0.0,-0.04990383578175539,0.04961487720650326,0.0,-0.04990383578175539,0.04961487720650326
transport_occupancy_rate_train,0.0,-0.049797022689652026,0.049475980059819014,0.0,-0.049797022689652026,0.049475980059819014
transport_pkm_aviation,5.58076614470163,4.930629071496538,6.235915926243518,5.58076614470163,4.930629071496538,6.235915926243518
transport_saturation_aviation,0.0,0.0,0.1996294105959413,0.0,0.0,0.1996294105959413
transport_tkm_freight_train,-0.05477720526956664,-0.14849114901418092,0.0390851581163425,-0.05477720526956664,-0.14849114901418092,0.0390851581163425
transport_tkm_maritime,0.6816082918679816,0.6816082918679816,0.6816082918679816,0.6816082918679816,0.6816082918679816,0.6816082918679816
transport_train13_pkm,0.713374962318648,0.6292598283757815,0.7977030766891857,0.713374962318648,0.6292598283757815,0.7977030766891857
transport_train5_pkm,4.164773718628784,3.906982484009192,4.420195756714403,4.164773718628784,3.906982484009192,4.420195756714403
transport_train8_pkm,3.1022714283005453,2.9008008026121255,3.305741569909835,3.1022714283005453,2.9008008026121255,3.305741569909835
transport_trip_distance_private,0.0,-0.09877165954393696,0.0988958958976267,0.0,-0.09877165954393696,0.0988958958976267
var_demanda_legna,-0.256532667,-0.3300368980686901,0.11494840089436087,-0.256532667,-0.3300368980686901,0.11494840089436087
copper_production,0.28697205668604653,0.28697205668604653,1.1819136758387052,0.28697205668604653,0.28697205668604653,1.1819136758387052
fuel_price_coal,0.19344773790951653,-0.16979993882015432,0.19344773790951653,0.19344773790951653,-0.16979993882015432,0.19344773790951653
fuel_price_diesel,0.6894681595521344,0.000619804654475864,0.6894681595521344,0.6894681595521344,0.000619804654475864,0.6894681595521344
fuel_price_fuel_oil,0.8241091736163759,0.0014662750904859134,0.8241091736163759,0.8241091736163759,0.0014662750904859134,0.8241091736163759
fuel_price_natural_gas,0.48750000000000004,0.0042119443903148035,0.48750000000000004,0.48750000000000004,0.0042119443903148035,0.48750000000000004
investment_cost_csp_solar,-0.5746388982001773,-0.5746388982001773,-0.08182369248801857,-0.5746388982001773,-0.5746388982001773,-0.08182369248801857
investment_cost_geothermal,-0.08515899451949194,-0.08515899451949194,0.4230414728133034,-0.08515899451949194,-0.08515899451949194,0.4230414728133034
investment_cost_natural_gas_cc,-0.22007200720072007,-0.22007200720072018,-0.22007200720071995,-0.22007200720072007,-0.22007200720072018,-0.22007200720071995
investment_cost_pv_solar,-0.6896469072164948,-0.6896469072164948,-0.2544694331069832,-0.6896469072164948,-0.6896469072164948,-0.2544694331069832
investment_cost_wind,-0.26568780072395604,-0.26568780072395604,-0.0007220711808090252,-0.26568780072395604,-0.26568780072395604,-0.0007220711808090252
iron_production,0.6755681223164729,0.01121190805274419,0.6755681223164729,0.6755681223164729,0.01121190805274419,0.6755681223164729
pulp_production,0.23704987483150397,0.20582091070712982,0.23704987483150397,0.23704987483150397,0.20582091070712982,0.23704987483150397
gr_pib,0.1688460584917857,-0.30666876384328445,0.4892116073842543,0.1688460584917857,-0.30666876384328445,0.4892116073842543
