master_id,year,el-costs_total_capex-UNITSHERE,el-costs_total_opex-UNITSHERE,el-emissions_total-mtco2e
101,2017,0.0,584.52,25.36
101,2018,0.0,642.06,27.55
101,2019,0.0,714.72,30.48
101,2020,0.0,952.72,33.82
101,2021,0.0,800.39,28.2
101,2022,0.0,994.49,33.91
101,2023,188.63,1131.88,35.16
101,2024,725.09,1221.28,31.61
101,2025,2718.7,1894.09,27.45
101,2026,694.93,1102.04,25.42
101,2027,1061.68,1328.27,24.85
101,2028,1272.5,1607.23,25.83
101,2029,966.18,1634.01,25.71
101,2030,8506.66,3298.38,20.01
101,2031,4039.12,1501.07,16.73
101,2032,3491.84,1758.93,15.42
101,2033,3912.68,1831.95,12.21
101,2034,2418.21,1185.6,12.04
101,2035,2914.24,1473.87,10.85
101,2036,2579.13,1261.0,9.36
101,2037,2477.27,1412.0,8.79
101,2038,2180.98,1299.44,7.47
101,2039,1880.44,1132.47,6.85
101,2040,2001.95,919.23,6.11
101,2041,2351.96,1050.86,3.52
101,2042,1456.03,879.53,3.51
101,2043,1208.64,853.49,3.58
101,2044,1168.42,872.52,3.48
101,2045,1413.59,847.65,3.37
101,2046,1103.56,808.86,3.07
101,2047,906.06,738.67,2.75
101,2048,613.17,615.96,2.59
101,2049,494.09,555.03,2.39
101,2050,259.8,476.66,2.16
303,2017,0.0,584.52,25.36
303,2018,0.0,642.04,27.55
303,2019,0.0,715.59,30.51
303,2020,0.0,966.1,34.21
303,2021,0.0,807.5,28.46
303,2022,0.0,1003.28,34.15
303,2023,283.94,1174.88,35.31
303,2024,885.63,1283.51,31.59
303,2025,2668.6,1888.51,27.7
303,2026,773.04,1152.95,25.67
303,2027,1071.28,1366.04,25.21
303,2028,1325.73,1676.2,26.17
303,2029,987.58,1703.56,26.11
303,2030,9232.58,3531.06,19.99
303,2031,4431.34,1589.43,16.62
303,2032,3547.54,1793.56,15.43
303,2033,4351.0,1829.89,12.07
303,2034,2345.29,1286.05,12.05
303,2035,3000.51,1541.42,10.83
303,2036,2592.68,1273.6,9.45
303,2037,2702.51,1511.12,8.8
303,2038,2107.91,1307.79,7.72
303,2039,1780.97,1154.92,7.18
303,2040,2486.09,977.96,6.32
303,2041,2553.75,1136.85,3.6
303,2042,1597.93,857.78,3.6
303,2043,1356.08,898.83,3.65
303,2044,1196.53,877.05,3.63
303,2045,1598.56,922.63,3.4
303,2046,1166.6,828.73,3.11
303,2047,1014.47,737.85,2.75
303,2048,638.15,627.03,2.64
303,2049,505.29,580.74,2.49
303,2050,274.11,504.13,2.27
102,2017,0.0,584.58,25.36
102,2018,0.0,642.32,27.55
102,2019,0.0,714.77,30.48
102,2020,0.0,762.49,33.82
102,2021,0.0,708.9,28.48
102,2022,0.0,912.74,34.646
102,2023,479.7,1214.99,36.507
102,2024,949.78,1288.54,33.41
102,2025,2910.72,1974.91,30.05
102,2026,943.9,1303.41,28.21
102,2027,2200.92,1790.94,27.265
102,2028,1733.89,1744.73,27.798000000000002
102,2029,4320.31,2431.74,26.592
102,2030,8460.64,3048.27,22.13
102,2031,4103.51,1981.04,19.32
102,2032,4093.2,1945.32,18.61
102,2033,4501.73,2027.44,15.67
102,2034,2324.45,1565.79,15.58
102,2035,3600.3,1906.89,14.45
102,2036,3363.22,1846.98,13.22
102,2037,3320.69,1786.1,12.76
102,2038,3336.24,1833.12,11.0
102,2039,2535.61,1604.45,10.47
102,2040,3355.64,1808.12,8.88
102,2041,3133.05,1771.27,5.6
102,2042,1805.27,1486.69,5.73
102,2043,1209.54,1505.21,6.2
102,2044,1606.79,1444.15,7.53
102,2045,1961.19,1654.48,7.51
102,2046,1470.32,1479.67,7.86
102,2047,1099.9,1401.56,8.46
102,2048,795.88,1333.96,9.78
102,2049,663.18,1348.79,9.78
102,2050,316.8,1282.23,9.74
304,2017,0.0,584.55,25.36
304,2018,0.0,642.28,27.55
304,2019,0.0,715.58,30.51
304,2020,0.0,774.08,34.21
304,2021,0.0,715.63,28.736
304,2022,0.0,920.87,34.89
304,2023,623.35,1271.17,36.633
304,2024,1003.45,1314.57,33.422
304,2025,3044.37,2033.95,30.17
304,2026,899.66,1311.08,28.454
304,2027,2556.87,1904.14,27.485
304,2028,1828.07,1801.99,28.066
304,2029,4824.24,2586.1,26.641
304,2030,8709.62,3129.95,22.07
304,2031,4089.94,1990.3,19.39
304,2032,4626.14,2099.96,18.56
304,2033,4287.53,2002.58,15.81
304,2034,2494.11,1643.13,15.84
304,2035,3968.58,2036.63,14.51
304,2036,3536.54,1902.85,13.27
304,2037,3422.52,1850.67,12.9
304,2038,3591.21,1911.56,11.12
304,2039,2684.77,1683.28,10.63
304,2040,3443.47,1866.75,9.1
304,2041,3223.25,1833.46,5.84
304,2042,1507.06,1561.62,6.33
304,2043,2051.15,1559.27,7.63
304,2044,1834.84,1646.87,7.57
304,2045,2142.62,1644.07,8.41
304,2046,1466.36,1524.67,8.56
304,2047,1197.66,1417.08,9.95
304,2048,922.11,1433.6,9.98
304,2049,695.21,1385.57,9.91
304,2050,361.96,1287.92,9.76
103,2017,0.0,517.93,25.36
103,2018,0.0,573.74,27.55
103,2019,0.0,644.32,30.48
103,2020,0.0,769.91,33.82
103,2021,0.0,632.34,27.861
103,2022,0.0,762.44,33.082
103,2023,0.0,816.6,34.047
103,2024,77.71,774.16,30.594
103,2025,2611.87,1584.93,26.69
103,2026,648.46,892.95,24.61
103,2027,498.2,922.19,24.689
103,2028,1875.8,1524.23,24.901999999999997
103,2029,1034.28,1333.44,24.855
103,2030,4108.04,2025.59,22.52
103,2031,3822.81,1860.4,19.65
103,2032,3501.11,1733.79,18.59
103,2033,4505.86,1735.57,14.46
103,2034,2013.19,1180.77,14.48
103,2035,2589.74,1356.06,13.12
103,2036,3361.71,1137.04,11.25
103,2037,1739.86,1159.87,11.37
103,2038,1988.59,1143.21,10.12
103,2039,2326.39,1027.84,9.27
103,2040,2888.28,1020.44,7.84
103,2041,2468.39,959.89,4.55
103,2042,1454.03,848.39,4.48
103,2043,1498.64,835.72,4.25
103,2044,1232.32,795.74,3.99
103,2045,1307.19,802.93,3.84
103,2046,834.61,720.94,3.77
103,2047,838.97,676.37,3.43
103,2048,674.34,567.79,3.06
103,2049,351.42,545.32,3.08
103,2050,145.33,551.42,3.28
305,2017,0.0,517.93,25.36
305,2018,0.0,573.74,27.55
305,2019,0.0,645.1,30.51
305,2020,0.0,781.18,34.21
305,2021,0.0,638.13,28.116
305,2022,0.0,769.21,33.326
305,2023,0.0,826.31,34.266
305,2024,212.55,826.69,30.686
305,2025,2574.45,1587.3,27.08
305,2026,747.95,948.09,24.956
305,2027,540.21,966.3,25.105
305,2028,1964.64,1588.17,25.386
305,2029,1064.33,1390.77,25.273000000000003
305,2030,5030.68,2260.36,22.51
305,2031,3693.03,1845.35,19.82
305,2032,4028.9,1869.96,18.49
305,2033,4324.27,1727.68,14.56
305,2034,2158.54,1217.17,14.57
305,2035,3041.06,1348.8,12.98
305,2036,3261.87,1218.42,11.32
305,2037,1553.68,1176.17,11.63
305,2038,2713.71,1158.96,10.06
305,2039,2424.61,1049.12,9.25
305,2040,3002.99,1033.21,7.86
305,2041,2538.26,973.69,4.58
305,2042,1494.04,866.36,4.55
305,2043,1533.5,861.96,4.37
305,2044,1328.45,840.73,4.08
305,2045,1409.65,822.76,3.91
305,2046,956.55,743.36,3.79
305,2047,843.25,686.86,3.54
305,2048,716.14,586.85,3.13
305,2049,353.57,570.43,3.2
305,2050,156.81,581.85,3.45
104,2017,0.0,498.97,25.36
104,2018,0.0,555.48,27.55
104,2019,0.0,626.32,30.48
104,2020,0.0,837.26,33.82
104,2021,0.0,780.57,28.147
104,2022,0.0,1037.49,34.05
104,2023,1694.18,1709.13,35.157
104,2024,1309.1,1441.44,31.37
104,2025,2600.94,1885.2,27.85
104,2026,1156.25,1358.93,25.66
104,2027,911.19,1399.6,25.508000000000003
104,2028,1193.64,1645.39,26.006
104,2029,1591.97,1811.3,26.421
104,2030,8791.18,3364.58,21.67
104,2031,4083.09,2109.69,18.97
104,2032,4443.88,2120.9,17.81
104,2033,4208.72,2007.0,14.97
104,2034,3236.1,1794.98,14.78
104,2035,3906.98,1969.82,13.56
104,2036,3480.7,1665.85,12.21
104,2037,3321.9,1691.62,11.79
104,2038,3802.22,1751.53,9.86
104,2039,3020.44,1313.3,8.97
104,2040,3142.67,1560.91,7.91
104,2041,3537.28,1702.71,5.08
104,2042,2107.84,1132.67,5.14
104,2043,2070.43,1030.11,5.13
104,2044,1668.1,1075.93,5.14
104,2045,1816.84,1167.78,5.3
104,2046,1089.48,1082.98,5.63
104,2047,1267.85,1054.0,5.48
104,2048,882.91,995.09,5.45
104,2049,727.92,947.81,5.24
104,2050,335.85,903.27,5.21
306,2017,0.0,498.97,25.36
306,2018,0.0,555.48,27.55
306,2019,0.0,627.13,30.51
306,2020,0.0,850.14,34.21
306,2021,0.0,787.98,28.403000000000002
306,2022,0.0,1045.83,34.29
306,2023,1787.05,1750.58,35.306999999999995
306,2024,1399.88,1481.45,31.398000000000003
306,2025,2777.59,1958.15,27.94
306,2026,1049.85,1341.69,25.921999999999997
306,2027,870.36,1419.96,25.959
306,2028,1226.38,1706.94,26.474
306,2029,2550.98,2076.53,26.488000000000003
306,2030,8817.32,3383.66,21.76
306,2031,4257.82,2177.65,18.98
306,2032,4694.39,2197.44,17.79
306,2033,4741.72,2141.75,14.83
306,2034,2984.86,1742.51,14.85
306,2035,4059.08,2052.3,13.7
306,2036,4176.49,1781.78,11.84
306,2037,3213.65,1639.79,11.74
306,2038,3898.17,1824.36,9.86
306,2039,3347.39,1266.18,8.98
306,2040,3176.71,1729.2,7.93
306,2041,3693.01,1734.19,5.13
306,2042,2246.09,1076.64,5.24
306,2043,2106.09,1067.92,5.29
306,2044,1780.36,1141.16,5.3
306,2045,1813.66,1191.11,5.6
306,2046,1432.03,1101.06,5.69
306,2047,1360.84,1064.32,5.53
306,2048,992.06,1007.58,5.4
306,2049,701.16,973.63,5.36
306,2050,359.21,928.4,5.32
105,2017,0.0,598.37,25.36
105,2018,0.0,654.72,27.55
105,2019,0.0,726.33,30.48
105,2020,0.0,788.3,33.82
105,2021,0.0,696.83,28.383000000000003
105,2022,0.0,856.98,34.448
105,2023,94.17,1002.34,36.105
105,2024,686.62,1101.99,33.094
105,2025,3362.03,1850.38,29.78
105,2026,914.34,1143.68,28.011999999999997
105,2027,836.18,1260.79,28.385
105,2028,3240.85,2033.78,28.798000000000002
105,2029,5457.41,2544.3,26.862
105,2030,6154.34,2465.96,23.75
105,2031,3790.11,1856.5,20.79
105,2032,3765.83,1805.48,20.19
105,2033,4409.48,1946.45,16.97
105,2034,2729.68,1524.39,17.08
105,2035,3433.51,1756.38,15.74
105,2036,3507.62,1767.52,13.72
105,2037,2356.99,1459.66,13.69
105,2038,3418.07,1711.01,11.86
105,2039,2528.92,1508.24,11.13
105,2040,3146.24,1655.7,9.42
105,2041,3124.72,1632.57,5.07
105,2042,1668.79,1300.72,5.26
105,2043,1651.6,1324.65,5.31
105,2044,1560.76,1307.34,5.18
105,2045,1612.25,1357.98,5.23
105,2046,976.68,1207.04,6.8
105,2047,1088.05,1245.38,7.97
105,2048,782.83,1166.99,9.93
105,2049,564.35,1208.94,10.33
105,2050,296.73,1167.74,10.41
307,2017,0.0,598.37,25.36
307,2018,0.0,654.72,27.55
307,2019,0.0,727.11,30.51
307,2020,0.0,799.32,34.21
307,2021,0.0,700.96,28.646
307,2022,60.24,881.11,34.672
307,2023,216.53,1043.6,36.231
307,2024,702.54,1115.12,33.126
307,2025,3368.11,1870.75,30.02
307,2026,866.58,1160.28,28.406
307,2027,1238.58,1401.63,28.605
307,2028,3801.48,2197.35,28.802
307,2029,5417.17,2550.21,27.037
307,2030,6296.86,2531.51,23.91
307,2031,4198.78,1963.63,20.84
307,2032,4005.81,1872.13,20.17
307,2033,4498.46,1985.23,17.02
307,2034,2904.49,1572.72,17.16
307,2035,3733.43,1855.96,15.62
307,2036,3274.14,1724.06,13.9
307,2037,2979.18,1605.83,13.61
307,2038,3193.89,1701.68,12.04
307,2039,2837.62,1603.73,11.15
307,2040,3192.59,1703.03,9.56
307,2041,3324.03,1684.34,5.23
307,2042,1939.83,1380.92,5.34
307,2043,1848.64,1382.37,5.26
307,2044,1531.12,1351.64,5.29
307,2045,1599.31,1359.45,6.6
307,2046,1385.05,1274.36,8.49
307,2047,1032.97,1259.5,10.28
307,2048,908.79,1294.02,9.92
307,2049,605.74,1234.72,10.55
307,2050,325.58,1189.39,10.53
106,2017,0.0,714.2,25.36
106,2018,0.0,774.38,27.55
106,2019,0.0,852.95,30.48
106,2020,0.0,1124.3,33.82
106,2021,0.0,963.89,28.783
106,2022,901.4,1386.35,34.586
106,2023,2419.7,1786.81,35.202
106,2024,185.46,1060.65,32.174
106,2025,1411.31,1426.49,29.905
106,2026,52.75,1087.82,28.576
106,2027,324.95,1296.54,28.945
106,2028,1438.02,1766.32,30.174
106,2029,2610.47,2126.26,29.769000000000002
106,2030,5680.23,2795.69,26.98
106,2031,4043.06,2262.3,23.85
106,2032,3131.9,1969.31,23.4
106,2033,3344.23,2043.81,20.27
106,2034,2430.11,1763.32,20.35
106,2035,3072.19,1954.5,18.86
106,2036,2803.68,1895.92,17.26
106,2037,2754.75,1827.72,16.9
106,2038,2615.68,1841.93,14.9
106,2039,2088.58,1719.99,14.12
106,2040,2653.74,1834.59,12.37
106,2041,2805.74,1845.44,7.79
106,2042,1817.55,1568.22,7.56
106,2043,1428.25,1465.17,7.54
106,2044,1216.24,1410.53,7.6
106,2045,1187.8,1461.16,7.93
106,2046,941.74,1415.11,8.07
106,2047,710.65,1409.52,8.35
106,2048,652.21,1397.23,8.3
106,2049,501.47,1345.16,8.21
106,2050,208.32,1334.67,8.6
308,2017,0.0,714.19,25.36
308,2018,0.0,774.58,27.55
308,2019,0.0,853.72,30.51
308,2020,0.0,1139.62,34.21
308,2021,0.0,971.88,29.035
308,2022,1170.83,1460.57,34.76
308,2023,2498.3,1806.32,35.268
308,2024,0.0,1017.53,32.278
308,2025,1375.54,1440.05,30.185
308,2026,243.5,1163.72,28.831999999999997
308,2027,318.16,1330.6,29.311999999999998
308,2028,1517.16,1834.11,30.538
308,2029,2456.7,2152.23,30.439
308,2030,6687.65,3084.93,27.1
308,2031,4251.63,2330.97,23.91
308,2032,3333.04,2035.4,23.53
308,2033,3505.45,2059.0,20.4
308,2034,2881.34,1908.94,20.32
308,2035,3132.15,1967.99,18.89
308,2036,3277.54,1986.18,17.14
308,2037,2632.94,1827.59,16.87
308,2038,2432.95,1822.65,15.22
308,2039,2651.08,1864.64,14.09
308,2040,2784.84,1860.47,12.37
308,2041,3291.14,1947.93,7.57
308,2042,1625.3,1522.67,7.63
308,2043,1457.38,1495.34,7.75
308,2044,1199.79,1456.03,7.97
308,2045,1418.0,1540.62,8.21
308,2046,991.76,1487.65,8.4
308,2047,951.24,1476.55,8.38
308,2048,703.86,1424.88,8.41
308,2049,479.6,1408.42,8.55
308,2050,192.03,1458.44,9.24
107,2017,0.0,498.74,25.36
107,2018,0.0,554.12,27.55
107,2019,0.0,624.34,30.48
107,2020,0.0,728.77,33.82
107,2021,0.0,695.56,28.208000000000002
107,2022,1054.3,1202.57,34.152
107,2023,2852.14,1761.29,34.98
107,2024,475.55,1020.83,31.805999999999997
107,2025,2363.71,1566.11,29.045
107,2026,711.63,1185.72,27.544
107,2027,885.15,1412.08,27.818
107,2028,1830.65,1806.3,28.614
107,2029,3982.72,2443.46,28.122
107,2030,10240.95,3847.39,22.59
107,2031,4363.58,2080.57,19.75
107,2032,5001.54,2183.23,18.57
107,2033,5076.49,2131.94,15.16
107,2034,3108.65,1589.83,15.41
107,2035,4392.19,1902.18,13.87
107,2036,3273.34,1655.46,12.87
107,2037,3258.84,1633.82,12.65
107,2038,4619.94,1958.25,10.14
107,2039,2870.47,1329.08,9.41
107,2040,4240.02,1281.07,7.62
107,2041,3902.44,1509.39,4.61
107,2042,2345.62,1230.37,4.75
107,2043,2685.18,981.47,4.71
107,2044,2271.11,1027.49,4.67
107,2045,2313.42,1129.07,4.81
107,2046,1707.89,1054.7,4.86
107,2047,1369.14,1079.44,4.88
107,2048,1084.73,985.04,4.88
107,2049,890.02,899.03,4.8
107,2050,427.05,871.36,4.97
309,2017,0.0,498.77,25.36
309,2018,0.0,554.1,27.55
309,2019,0.0,625.22,30.51
309,2020,0.0,740.06,34.21
309,2021,0.0,701.74,28.468000000000004
309,2022,1068.07,1214.73,34.382
309,2023,2999.62,1810.29,35.106
309,2024,560.88,1052.29,31.818
309,2025,2333.94,1577.57,29.27
309,2026,838.57,1243.88,27.8
309,2027,931.24,1462.22,28.122
309,2028,2257.07,1948.67,28.65
309,2029,4306.84,2558.94,28.252
309,2030,10763.06,3971.56,22.53
309,2031,4621.09,2138.76,19.67
309,2032,4961.21,2205.03,18.66
309,2033,5291.7,2187.32,15.25
309,2034,3475.17,1682.43,15.39
309,2035,4570.06,1960.71,13.9
309,2036,3361.02,1691.69,12.9
309,2037,3829.24,1792.08,12.35
309,2038,4325.36,1883.63,10.22
309,2039,3187.6,1352.97,9.49
309,2040,4811.53,1277.66,7.45
309,2041,3854.63,1697.71,4.75
309,2042,2747.8,1146.2,4.86
309,2043,2941.13,1018.01,4.79
309,2044,2374.46,1068.72,4.8
309,2045,2398.49,1260.47,4.94
309,2046,1893.67,1093.81,4.92
309,2047,1447.78,1125.02,4.98
309,2048,1188.36,974.21,5.05
309,2049,968.88,922.17,5.04
309,2050,456.45,915.39,5.17
108,2017,0.0,446.28,25.36
108,2018,0.0,501.42,27.55
108,2019,0.0,570.98,30.48
108,2020,0.0,642.25,33.82
108,2021,0.0,523.47,27.579
108,2022,0.0,643.47,32.53
108,2023,0.0,702.32,33.327
108,2024,0.0,651.07,29.734
108,2025,1651.25,1215.98,26.66
108,2026,1550.24,1130.62,23.698
108,2027,808.79,948.38,23.394000000000002
108,2028,1522.09,1326.64,24.302
108,2029,1403.65,1385.26,23.901
108,2030,2819.03,1724.28,22.3
108,2031,3807.73,2039.81,19.14
108,2032,5704.66,2393.52,15.96
108,2033,3535.45,1689.8,13.06
108,2034,2025.48,1220.24,13.12
108,2035,2642.44,1381.58,12.07
108,2036,2168.67,1260.25,10.81
108,2037,2259.48,1309.51,10.41
108,2038,2407.25,1310.58,8.9
108,2039,1844.47,1135.56,8.27
108,2040,1984.68,1170.16,7.1
108,2041,2414.81,1305.56,3.78
108,2042,1239.23,949.59,3.79
108,2043,978.57,878.82,3.93
108,2044,738.52,854.58,4.15
108,2045,1017.22,973.17,4.36
108,2046,749.34,899.7,4.48
108,2047,655.18,907.32,4.54
108,2048,550.44,870.79,4.45
108,2049,293.95,872.84,4.82
108,2050,183.98,860.96,4.94
310,2017,0.0,446.31,25.36
310,2018,0.0,501.42,27.55
310,2019,0.0,571.82,30.51
310,2020,0.0,652.89,34.21
310,2021,0.0,528.66,27.837
310,2022,0.0,649.65,32.774
310,2023,0.0,712.24,33.528
310,2024,9.95,667.94,29.886
310,2025,1913.65,1311.86,26.845
310,2026,1687.09,1185.89,23.93
310,2027,607.56,905.38,23.978
310,2028,1650.46,1407.72,24.714000000000002
310,2029,1423.41,1439.67,24.319000000000003
310,2030,3501.57,1939.04,22.38
310,2031,4091.36,2131.23,19.11
310,2032,5723.32,2408.92,16.12
310,2033,3736.12,1756.45,13.08
310,2034,2096.01,1261.34,13.17
310,2035,2744.26,1423.14,12.16
310,2036,2393.7,1360.31,10.85
310,2037,2293.09,1328.74,10.55
310,2038,2442.87,1339.75,9.1
310,2039,2086.87,1211.43,8.31
310,2040,1878.94,1191.99,7.31
310,2041,2849.52,1444.95,3.79
310,2042,1145.08,936.22,3.95
310,2043,809.48,883.26,4.33
310,2044,1080.55,997.1,4.35
310,2045,1199.75,1031.27,4.47
310,2046,833.7,946.84,4.63
310,2047,713.76,977.79,4.73
310,2048,489.81,938.47,4.86
310,2049,379.44,938.08,5.0
310,2050,209.43,894.65,5.03
109,2017,0.0,638.94,25.36
109,2018,0.0,695.55,27.55
109,2019,0.0,769.99,30.48
109,2020,0.0,1000.3,33.82
109,2021,0.0,853.84,28.465999999999998
109,2022,0.85,1044.56,34.52
109,2023,2051.19,1641.99,35.247
109,2024,912.77,1189.73,31.794
109,2025,1847.23,1464.16,29.11
109,2026,227.06,1030.38,27.712
109,2027,634.71,1280.14,27.909000000000002
109,2028,2088.54,1870.29,28.91
109,2029,2289.96,2004.73,28.851
109,2030,8575.03,3421.15,23.94
109,2031,3263.96,1881.11,21.74
109,2032,3381.98,1858.18,21.16
109,2033,4717.99,2183.98,17.61
109,2034,2591.89,1605.5,17.84
109,2035,3447.3,1843.96,16.38
109,2036,2567.13,1664.04,15.07
109,2037,2811.62,1699.65,14.8
109,2038,3525.41,1841.5,12.54
109,2039,2628.86,1473.61,11.62
109,2040,3229.33,1609.78,9.71
109,2041,3341.61,1432.07,5.21
109,2042,1927.27,1083.59,5.1
109,2043,1565.04,1255.33,5.22
109,2044,1588.74,1093.24,5.17
109,2045,1903.4,1050.84,5.13
109,2046,1294.23,1030.64,5.23
109,2047,1151.21,1024.8,5.25
109,2048,897.5,1002.53,5.33
109,2049,710.99,980.52,5.2
109,2050,339.32,972.22,5.28
311,2017,0.0,638.94,25.36
311,2018,0.0,695.55,27.55
311,2019,0.0,770.74,30.51
311,2020,0.0,1015.13,34.21
311,2021,0.0,860.85,28.724
311,2022,96.39,1077.96,34.734
311,2023,2046.13,1650.39,35.406
311,2024,1053.23,1238.55,31.822
311,2025,1843.26,1480.32,29.36
311,2026,430.74,1107.59,27.901999999999997
311,2027,554.89,1292.83,28.255
311,2028,2149.39,1936.11,29.234
311,2029,2221.35,2052.26,29.386
311,2030,9510.75,3700.13,24.02
311,2031,3483.19,1946.93,21.76
311,2032,3897.32,1990.94,21.13
311,2033,4749.41,2187.6,17.74
311,2034,2702.06,1655.49,17.93
311,2035,3608.27,1922.57,16.49
311,2036,2898.46,1734.42,15.01
311,2037,3176.97,1811.81,14.51
311,2038,3372.0,1779.84,12.66
311,2039,2737.13,1508.23,11.71
311,2040,3683.86,1684.8,9.6
311,2041,3534.26,1299.42,5.16
311,2042,1900.68,1323.26,5.25
311,2043,1965.24,1125.71,5.19
311,2044,1871.66,1052.18,5.19
311,2045,1970.98,1107.48,5.3
311,2046,1482.6,1067.32,5.36
311,2047,1340.38,1052.79,5.35
311,2048,985.63,1023.72,5.32
311,2049,748.74,1007.99,5.31
311,2050,376.95,985.71,5.32
110,2017,0.0,584.58,25.36
110,2018,0.0,642.32,27.55
110,2019,0.0,714.77,30.48
110,2020,0.0,932.44,33.82
110,2021,67.47,886.15,28.456
110,2022,2626.7,1767.04,34.032
110,2023,2566.71,1775.19,34.86
110,2024,0.0,977.7,31.918000000000003
110,2025,1468.82,1439.13,29.695
110,2026,1253.6,1402.92,27.874000000000002
110,2027,0.0,1259.98,28.987
110,2028,1793.63,1881.83,29.534000000000002
110,2029,701.55,1808.75,30.885
110,2030,11231.67,4550.55,23.19
110,2031,3828.22,2178.34,20.34
110,2032,4827.59,2326.9,18.88
110,2033,4427.6,2197.39,15.66
110,2034,2619.29,1649.94,15.95
110,2035,3323.02,1808.7,14.86
110,2036,3437.02,1929.43,12.91
110,2037,2935.73,1754.87,12.72
110,2038,3089.57,1677.33,10.91
110,2039,2413.84,1541.76,10.32
110,2040,2446.61,1535.71,9.58
110,2041,3117.09,1695.18,6.04
110,2042,1604.54,1436.17,6.33
110,2043,1841.0,1376.22,6.39
110,2044,1520.15,1376.95,6.51
110,2045,2071.11,1369.35,6.42
110,2046,1344.36,1345.18,6.37
110,2047,1277.85,1184.33,6.27
110,2048,964.66,1102.49,6.22
110,2049,688.63,1096.93,6.3
110,2050,356.91,1089.39,6.3
312,2017,0.0,584.58,25.36
312,2018,0.0,642.31,27.55
312,2019,0.0,715.62,30.51
312,2020,199.51,997.79,34.21
312,2021,0.0,868.01,28.695999999999998
312,2022,2737.16,1798.22,34.21
312,2023,2600.85,1787.22,34.953
312,2024,0.0,984.68,31.941999999999997
312,2025,1587.41,1484.45,29.865
312,2026,1424.83,1464.92,27.974
312,2027,0.0,1288.37,29.171999999999997
312,2028,1889.07,1945.75,29.73
312,2029,462.94,1815.36,31.465
312,2030,12418.12,4909.54,22.97
312,2031,3382.68,2087.16,20.67
312,2032,5399.78,2507.46,18.94
312,2033,4632.97,2268.3,15.72
312,2034,2465.96,1590.37,16.35
312,2035,3804.66,2017.04,14.93
312,2036,3871.85,2061.96,12.76
312,2037,3069.61,1766.06,12.61
312,2038,2919.2,1668.78,11.14
312,2039,2667.53,1621.95,10.53
312,2040,2797.75,1671.66,9.61
312,2041,3017.02,1713.64,6.33
312,2042,2003.44,1492.06,6.53
312,2043,2383.35,1281.2,6.41
312,2044,1609.28,1430.53,6.58
312,2045,2180.23,1539.88,6.38
312,2046,1624.7,1185.06,6.42
312,2047,1404.19,1187.62,6.33
312,2048,1042.93,1126.4,6.34
312,2049,715.15,1167.71,6.37
312,2050,357.26,1135.57,6.6
111,2017,0.0,531.49,25.36
111,2018,0.0,587.27,27.55
111,2019,0.0,658.17,30.48
111,2020,0.0,712.95,33.82
111,2021,0.0,673.26,28.3
111,2022,0.0,872.59,34.461999999999996
111,2023,744.11,1256.57,36.036
111,2024,1049.81,1265.04,32.794000000000004
111,2025,2975.9,1882.17,29.73
111,2026,1028.29,1279.89,27.831999999999997
111,2027,816.36,1369.99,27.93
111,2028,1513.04,1713.5,28.406
111,2029,1874.44,1946.91,28.419
111,2030,7490.3,3063.31,25.25
111,2031,5086.45,2444.53,21.94
111,2032,4680.2,2208.76,20.78
111,2033,4947.36,2251.28,16.98
111,2034,3031.12,1710.14,17.02
111,2035,4271.45,2000.76,15.54
111,2036,2902.4,1643.6,14.24
111,2037,2996.01,1559.93,13.81
111,2038,4091.21,1745.79,11.03
111,2039,3321.34,1162.17,9.61
111,2040,2827.53,1548.56,8.32
111,2041,3510.19,1517.49,4.98
111,2042,2186.56,970.89,4.96
111,2043,1755.27,974.87,5.11
111,2044,1603.41,1117.65,5.01
111,2045,1703.74,1036.28,5.3
111,2046,1360.1,960.98,5.31
111,2047,1209.56,927.18,5.2
111,2048,732.2,920.49,5.39
111,2049,738.58,858.1,5.09
111,2050,303.87,834.24,5.14
313,2017,0.0,531.49,25.36
313,2018,0.0,587.27,27.55
313,2019,0.0,658.75,30.51
313,2020,0.0,723.78,34.21
313,2021,0.0,678.19,28.561999999999998
313,2022,0.0,880.7,34.702
313,2023,1070.05,1359.54,36.093
313,2024,955.39,1238.3,32.821999999999996
313,2025,2916.57,1882.09,29.97
313,2026,984.19,1297.69,28.19
313,2027,1188.77,1517.16,28.08
313,2028,1512.65,1749.8,28.61
313,2029,2406.35,2104.61,28.504
313,2030,7809.26,3142.1,25.31
313,2031,5067.4,2465.33,22.02
313,2032,5054.92,2328.28,20.78
313,2033,5246.14,2332.58,17.03
313,2034,3366.91,1782.14,16.94
313,2035,4241.14,2024.85,15.58
313,2036,3319.09,1575.22,14.16
313,2037,3220.22,1712.44,13.45
313,2038,3979.43,1685.06,10.95
313,2039,3274.39,1236.34,9.71
313,2040,3056.27,1642.93,8.34
313,2041,3681.15,1476.8,5.14
313,2042,2375.3,1023.45,5.08
313,2043,1924.86,1043.01,5.17
313,2044,1637.58,1044.68,5.29
313,2045,2026.5,1056.2,5.43
313,2046,1431.72,999.87,5.46
313,2047,1270.49,964.98,5.37
313,2048,851.93,947.4,5.46
313,2049,757.51,885.32,5.2
313,2050,327.36,864.11,5.33
112,2017,0.0,499.69,25.36
112,2018,0.0,555.53,27.55
112,2019,0.0,625.9,30.48
112,2020,0.0,839.48,33.82
