barra,agno,etapa,bloque,dem,cmg,perdidas
SING                          ,2017        ,1           ,1           ,     2196.85,       62.12,       18.92
SING                          ,2017        ,1           ,2           ,     2194.43,       62.12,       24.19
SING                          ,2017        ,1           ,3           ,     2221.92,       40.20,        4.50
SING                          ,2017        ,1           ,4           ,     2329.76,       62.12,       21.69
SING                          ,2017        ,1           ,5           ,     2292.79,       62.12,       18.86
SING                          ,2017        ,2           ,1           ,     2497.57,       46.16,       12.23
SING                          ,2017        ,2           ,2           ,     2514.32,       46.16,       15.76
SING                          ,2017        ,2           ,3           ,     2524.28,       39.72,        0.00
SING                          ,2017        ,2           ,4           ,     2651.37,       46.16,       11.82
SING                          ,2017        ,2           ,5           ,     2639.11,       46.16,       10.45
SING                          ,2017        ,3           ,1           ,     2203.95,       47.39,       13.81
SING                          ,2017        ,3           ,2           ,     2231.14,       47.39,       16.33
SING                          ,2017        ,3           ,3           ,     2229.44,       47.39,       27.34
SING                          ,2017        ,3           ,4           ,     2345.08,       47.39,       14.57
SING                          ,2017        ,3           ,5           ,     2362.88,       47.39,       12.57
SING                          ,2017        ,4           ,1           ,     2345.01,       47.39,        9.84
SING                          ,2017        ,4           ,2           ,     2366.08,       47.39,       14.42
SING                          ,2017        ,4           ,3           ,     2368.84,       47.39,       23.63
SING                          ,2017        ,4           ,4           ,     2546.07,       47.39,       11.54
SING                          ,2017        ,4           ,5           ,     2474.12,       47.39,        9.80
SING                          ,2017        ,5           ,1           ,     2174.36,       46.16,        6.73
SING                          ,2017        ,5           ,2           ,     2181.16,       43.91,        3.30
SING                          ,2017        ,5           ,3           ,     2176.25,       39.90,        4.52
SING                          ,2017        ,5           ,4           ,     2318.90,       43.91,        4.08
SING                          ,2017        ,5           ,5           ,     2272.72,       48.53,        6.86
SING                          ,2017        ,6           ,1           ,     2156.70,       41.77,        6.38
SING                          ,2017        ,6           ,2           ,     2155.47,       41.79,        3.91
SING                          ,2017        ,6           ,3           ,     2163.88,       39.75,        7.89
SING                          ,2017        ,6           ,4           ,     2334.82,       41.80,        4.44
SING                          ,2017        ,6           ,5           ,     2272.58,       41.77,        5.95
SING                          ,2017        ,7           ,1           ,     2148.50,       41.67,        5.28
SING                          ,2017        ,7           ,2           ,     2139.96,       41.67,        2.94
SING                          ,2017        ,7           ,3           ,     2184.47,       41.67,       12.08
SING                          ,2017        ,7           ,4           ,     2322.91,       41.67,        2.74
SING                          ,2017        ,7           ,5           ,     2368.57,       41.67,        3.84
SING                          ,2017        ,8           ,1           ,     2094.17,       41.67,        5.45
SING                          ,2017        ,8           ,2           ,     2109.76,       40.24,        3.04
SING                          ,2017        ,8           ,3           ,     2105.70,       39.72,        8.48
SING                          ,2017        ,8           ,4           ,     2264.00,       40.24,        3.54
SING                          ,2017        ,8           ,5           ,     2269.63,       41.67,        4.65
SING                          ,2017        ,9           ,1           ,     2223.34,       41.67,        5.53
SING                          ,2017        ,9           ,2           ,     2241.11,       40.20,        5.86
SING                          ,2017        ,9           ,3           ,     2243.86,       39.75,        9.28
SING                          ,2017        ,9           ,4           ,     2400.67,       40.24,        3.89
SING                          ,2017        ,9           ,5           ,     2402.72,       41.67,        4.59
SING                          ,2017        ,10          ,1           ,     2316.06,       68.66,        1.05
SING                          ,2017        ,10          ,2           ,     2354.28,       68.66,        0.54
SING                          ,2017        ,10          ,3           ,     2350.65,       62.12,        7.29
SING                          ,2017        ,10          ,4           ,     2547.29,       68.66,        2.00
SING                          ,2017        ,10          ,5           ,     2454.76,       68.66,        0.87
SING                          ,2017        ,11          ,1           ,     2166.77,       53.32,       15.63
SING                          ,2017        ,11          ,2           ,     2197.70,       52.71,       21.95
SING                          ,2017        ,11          ,3           ,     2236.22,       53.32,       25.12
SING                          ,2017        ,11          ,4           ,     2347.02,       53.32,       16.48
SING                          ,2017        ,11          ,5           ,     2353.44,       53.32,       15.24
SING                          ,2017        ,12          ,1           ,     2312.49,       62.12,       14.98
SING                          ,2017        ,12          ,2           ,     2339.38,       59.34,       21.70
SING                          ,2017        ,12          ,3           ,     2388.13,       53.03,       30.00
SING                          ,2017        ,12          ,4           ,     2551.76,       62.12,       18.51
SING                          ,2017        ,12          ,5           ,     2488.04,       62.12,       16.88
SING                          ,2018        ,1           ,1           ,     2281.43,       53.32,       17.69
SING                          ,2018        ,1           ,2           ,     2287.34,       52.71,       21.75
SING                          ,2018        ,1           ,3           ,     2301.85,       40.24,        8.43
SING                          ,2018        ,1           ,4           ,     2422.13,       62.12,       20.48
SING                          ,2018        ,1           ,5           ,     2384.09,       62.12,       17.60
SING                          ,2018        ,2           ,1           ,     2596.72,       52.71,       16.30
SING                          ,2018        ,2           ,2           ,     2614.21,       52.71,       19.16
SING                          ,2018        ,2           ,3           ,     2624.66,       39.90,        2.29
SING                          ,2018        ,2           ,4           ,     2756.49,       52.71,       16.56
SING                          ,2018        ,2           ,5           ,     2744.13,       52.71,       15.19
SING                          ,2018        ,3           ,1           ,     2291.76,       62.12,       19.22
SING                          ,2018        ,3           ,2           ,     2317.07,       62.12,       23.11
SING                          ,2018        ,3           ,3           ,     2302.34,       52.71,       30.00
SING                          ,2018        ,3           ,4           ,     2438.16,       62.12,       21.37
SING                          ,2018        ,3           ,5           ,     2457.13,       62.12,       19.34
SING                          ,2018        ,4           ,1           ,     2437.25,       53.03,       15.01
SING                          ,2018        ,4           ,2           ,     2463.10,       53.03,       21.18
SING                          ,2018        ,4           ,3           ,     2461.68,       53.03,       28.32
SING                          ,2018        ,4           ,4           ,     2647.05,       53.03,       16.89
SING                          ,2018        ,4           ,5           ,     2572.72,       53.03,       15.12
SING                          ,2018        ,5           ,1           ,     2261.39,       42.89,        3.57
SING                          ,2018        ,5           ,2           ,     2258.43,       42.89,        0.92
SING                          ,2018        ,5           ,3           ,     2274.44,       42.89,        4.53
SING                          ,2018        ,5           ,4           ,     2410.85,       42.89,        0.00
SING                          ,2018        ,5           ,5           ,     2363.23,       42.89,        0.98
SING                          ,2018        ,6           ,1           ,     2242.20,       48.53,        7.78
SING                          ,2018        ,6           ,2           ,     2243.99,       43.91,        5.31
SING                          ,2018        ,6           ,3           ,     2245.46,       40.20,        3.21
SING                          ,2018        ,6           ,4           ,     2427.48,       48.53,        5.78
SING                          ,2018        ,6           ,5           ,     2363.11,       46.17,        7.31
SING                          ,2018        ,7           ,1           ,     2233.73,       41.77,        6.66
SING                          ,2018        ,7           ,2           ,     2221.84,       43.91,        4.32
SING                          ,2018        ,7           ,3           ,     2264.32,       41.77,        7.98
SING                          ,2018        ,7           ,4           ,     2415.02,       43.91,        4.04
SING                          ,2018        ,7           ,5           ,     2463.01,       43.92,        5.14
SING                          ,2018        ,8           ,1           ,     2177.37,       41.77,        6.83
SING                          ,2018        ,8           ,2           ,     2193.55,       41.67,        3.95
SING                          ,2018        ,8           ,3           ,     2189.33,       39.75,        7.87
SING                          ,2018        ,8           ,4           ,     2353.76,       41.67,        4.45
SING                          ,2018        ,8           ,5           ,     2360.02,       41.80,        5.97
SING                          ,2018        ,9           ,1           ,     2310.92,       41.79,        6.91
SING                          ,2018        ,9           ,2           ,     2332.76,       40.20,        5.32
SING                          ,2018        ,9           ,3           ,     2348.08,       39.72,        8.22
SING                          ,2018        ,9           ,4           ,     2495.77,       41.67,        4.32
SING                          ,2018        ,9           ,5           ,     2498.54,       41.80,        5.92
SING                          ,2018        ,10          ,1           ,     2407.32,       45.57,        5.24
SING                          ,2018        ,10          ,2           ,     2441.73,       42.89,        4.02
SING                          ,2018        ,10          ,3           ,     2454.07,       42.89,       12.91
SING                          ,2018        ,10          ,4           ,     2648.39,       47.40,        6.39
SING                          ,2018        ,10          ,5           ,     2552.59,       46.16,        7.16
SING                          ,2018        ,11          ,1           ,     2252.69,       54.71,       14.27
SING                          ,2018        ,11          ,2           ,     2285.03,       54.71,       23.05
SING                          ,2018        ,11          ,3           ,     2325.21,       54.71,       29.68
SING                          ,2018        ,11          ,4           ,     2439.93,       54.71,       15.11
SING                          ,2018        ,11          ,5           ,     2447.29,       54.71,       13.87
SING                          ,2018        ,12          ,1           ,     2398.32,       62.12,       21.43
SING                          ,2018        ,12          ,2           ,     2435.98,       62.12,       20.32
SING                          ,2018        ,12          ,3           ,     2476.29,       62.12,       29.16
SING                          ,2018        ,12          ,4           ,     2652.92,       62.12,       25.01
SING                          ,2018        ,12          ,5           ,     2587.18,       62.12,       23.37
SING                          ,2019        ,1           ,1           ,     2421.27,       43.61,        0.00
SING                          ,2019        ,1           ,2           ,     2417.64,       44.77,        3.53
SING                          ,2019        ,1           ,3           ,     2447.28,       38.99,        0.00
SING                          ,2019        ,1           ,4           ,     2566.52,       41.60,        0.00
SING                          ,2019        ,1           ,5           ,     2528.25,       43.61,        0.00
SING                          ,2019        ,2           ,1           ,     2752.07,       54.57,        9.95
SING                          ,2019        ,2           ,2           ,     2770.91,       54.57,       14.35
SING                          ,2019        ,2           ,3           ,     2782.50,       38.99,        4.25
SING                          ,2019        ,2           ,4           ,     2920.72,       54.57,       11.67
SING                          ,2019        ,2           ,5           ,     2909.23,       54.57,        8.13
SING                          ,2019        ,3           ,1           ,     2425.66,       48.06,       10.02
SING                          ,2019        ,3           ,2           ,     2460.72,       48.06,       13.92
SING                          ,2019        ,3           ,3           ,     2447.77,       48.06,       23.12
SING                          ,2019        ,3           ,4           ,     2584.05,       48.06,       12.26
SING                          ,2019        ,3           ,5           ,     2606.66,       48.06,       10.14
SING                          ,2019        ,4           ,1           ,     2579.40,       54.57,        7.18
SING                          ,2019        ,4           ,2           ,     2616.12,       54.57,       11.81
SING                          ,2019        ,4           ,3           ,     2605.72,       54.57,       18.94
SING                          ,2019        ,4           ,4           ,     2804.62,       54.57,        8.95
SING                          ,2019        ,4           ,5           ,     2728.69,       54.57,        8.66
SING                          ,2019        ,5           ,1           ,     2396.28,       47.07,        4.73
SING                          ,2019        ,5           ,2           ,     2397.53,       44.77,        1.33
SING                          ,2019        ,5           ,3           ,     2404.30,       39.02,        0.00
SING                          ,2019        ,5           ,4           ,     2554.31,       44.77,        1.86
SING                          ,2019        ,5           ,5           ,     2505.84,       44.77,        1.63
SING                          ,2019        ,6           ,1           ,     2375.31,       43.61,        2.54
SING                          ,2019        ,6           ,2           ,     2376.41,       43.61,        0.00
SING                          ,2019        ,6           ,3           ,     2382.75,       39.45,        1.06
SING                          ,2019        ,6           ,4           ,     2572.43,       43.61,        0.00
SING                          ,2019        ,6           ,5           ,     2506.00,       43.61,        0.60
SING                          ,2019        ,7           ,1           ,     2365.50,       54.57,        7.09
SING                          ,2019        ,7           ,2           ,     2360.75,       60.32,        4.90
SING                          ,2019        ,7           ,3           ,     2406.75,       54.57,        7.19
SING                          ,2019        ,7           ,4           ,     2558.66,       54.57,        7.64
SING                          ,2019        ,7           ,5           ,     2612.29,       54.57,        8.72
SING                          ,2019        ,8           ,1           ,     2310.33,       47.62,       10.65
SING                          ,2019        ,8           ,2           ,     2315.77,       47.07,        7.79
SING                          ,2019        ,8           ,3           ,     2320.71,       38.99,        2.77
SING                          ,2019        ,8           ,4           ,     2493.65,       47.07,        8.09
SING                          ,2019        ,8           ,5           ,     2502.37,       45.30,        9.66
SING                          ,2019        ,9           ,1           ,     2447.63,       44.96,       10.73
SING                          ,2019        ,9           ,2           ,     2474.07,       42.76,        6.06
SING                          ,2019        ,9           ,3           ,     2483.65,       38.69,        5.39
SING                          ,2019        ,9           ,4           ,     2643.59,       42.76,        7.99
SING                          ,2019        ,9           ,5           ,     2650.55,       44.96,        9.64
SING                          ,2019        ,10          ,1           ,     2550.01,       66.66,        0.92
SING                          ,2019        ,10          ,2           ,     2590.48,       54.57,        1.38
SING                          ,2019        ,10          ,3           ,     2599.32,       60.32,        0.25
SING                          ,2019        ,10          ,4           ,     2806.70,       60.32,        0.11
SING                          ,2019        ,10          ,5           ,     2707.31,       66.66,        1.12
SING                          ,2019        ,11          ,1           ,     2390.17,       54.57,        6.18
SING                          ,2019        ,11          ,2           ,     2415.19,       54.57,       13.54
SING                          ,2019        ,11          ,3           ,     2464.91,       54.57,       20.20
SING                          ,2019        ,11          ,4           ,     2584.13,       54.57,        9.94
SING                          ,2019        ,11          ,5           ,     2596.06,       54.57,        8.67
SING                          ,2019        ,12          ,1           ,     2541.90,       51.77,        5.49
SING                          ,2019        ,12          ,2           ,     2581.67,       46.84,       10.65
SING                          ,2019        ,12          ,3           ,     2635.24,       46.84,       19.70
SING                          ,2019        ,12          ,4           ,     2810.87,       46.84,        7.68
SING                          ,2019        ,12          ,5           ,     2743.97,       51.77,        7.58
SING                          ,2020        ,1           ,1           ,     2602.48,       40.77,        1.46
SING                          ,2020        ,1           ,2           ,     2598.68,       40.77,        4.34
SING                          ,2020        ,1           ,3           ,     2630.54,       36.89,        3.77
SING                          ,2020        ,1           ,4           ,     2758.40,       40.77,        4.54
SING                          ,2020        ,1           ,5           ,     2716.93,       40.77,        0.06
SING                          ,2020        ,2           ,1           ,     2966.77,       42.39,        9.41
SING                          ,2020        ,2           ,2           ,     2819.04,       42.39,       13.74
SING                          ,2020        ,2           ,3           ,     2688.39,       35.96,        3.39
SING                          ,2020        ,2           ,4           ,     3030.91,       42.39,        9.01
SING                          ,2020        ,2           ,5           ,     3019.15,       42.39,        7.60
SING                          ,2020        ,3           ,1           ,     2609.09,       48.44,       10.74
SING                          ,2020        ,3           ,2           ,     2639.27,       48.44,       14.65
SING                          ,2020        ,3           ,3           ,     2640.21,       48.44,       23.91
SING                          ,2020        ,3           ,4           ,     2776.91,       48.44,       13.04
SING                          ,2020        ,3           ,5           ,     2800.73,       48.44,       10.86
SING                          ,2020        ,4           ,1           ,     2774.49,       53.16,        7.60
SING                          ,2020        ,4           ,2           ,     2812.41,       53.16,       12.44
SING                          ,2020        ,4           ,3           ,     2799.06,       53.16,       19.57
SING                          ,2020        ,4           ,4           ,     3014.67,       53.16,        9.59
SING                          ,2020        ,4           ,5           ,     2932.15,       53.16,        9.46
SING                          ,2020        ,5           ,1           ,     2575.99,       41.29,        0.72
SING                          ,2020        ,5           ,2           ,     2573.87,       45.63,        0.70
SING                          ,2020        ,5           ,3           ,     2586.25,       41.29,        2.39
SING                          ,2020        ,5           ,4           ,     2745.46,       45.63,        1.10
SING                          ,2020        ,5           ,5           ,     2693.15,       41.29,        0.11
SING                          ,2020        ,6           ,1           ,     2553.27,       60.79,        1.38
SING                          ,2020        ,6           ,2           ,     2559.06,       60.79,        3.71
SING                          ,2020        ,6           ,3           ,     2555.65,       67.18,        3.53
SING                          ,2020        ,6           ,4           ,     2764.61,       60.79,        5.69
SING                          ,2020        ,6           ,5           ,     2693.14,       60.79,        4.16
SING                          ,2020        ,7           ,1           ,     2544.05,       55.00,        7.66
SING                          ,2020        ,7           ,2           ,     2532.75,       55.00,        9.83
SING                          ,2020        ,7           ,3           ,     2596.69,       55.00,       17.89
SING                          ,2020        ,7           ,4           ,     2750.22,       55.00,       10.46
SING                          ,2020        ,7           ,5           ,     2807.15,       55.00,        9.41
SING                          ,2020        ,8           ,1           ,     2480.61,       40.02,        5.90
SING                          ,2020        ,8           ,2           ,     2490.82,       40.02,        3.05
SING                          ,2020        ,8           ,3           ,     2497.26,       36.21,        2.11
SING                          ,2020        ,8           ,4           ,     2680.46,       40.02,        3.20
SING                          ,2020        ,8           ,5           ,     2689.47,       40.02,        4.82
SING                          ,2020        ,9           ,1           ,     2635.18,       38.37,        7.13
SING                          ,2020        ,9           ,2           ,     2659.93,       38.37,        8.59
SING                          ,2020        ,9           ,3           ,     2668.47,       38.37,        7.81
SING                          ,2020        ,9           ,4           ,     2841.88,       38.37,        3.13
SING                          ,2020        ,9           ,5           ,     2847.90,       38.37,        4.81
SING                          ,2020        ,10          ,1           ,     2742.65,       44.45,        3.79
SING                          ,2020        ,10          ,2           ,     2783.61,       40.22,        2.00
SING                          ,2020        ,10          ,3           ,     2793.65,       40.22,        8.25
SING                          ,2020        ,10          ,4           ,     3016.37,       44.45,        4.79
SING                          ,2020        ,10          ,5           ,     2909.18,       44.45,        3.61
SING                          ,2020        ,11          ,1           ,     2569.15,       52.18,        5.09
SING                          ,2020        ,11          ,2           ,     2622.57,       47.21,       14.07
SING                          ,2020        ,11          ,3           ,     2635.99,       47.21,       20.74
SING                          ,2020        ,11          ,4           ,     2778.16,       60.79,        5.92
SING                          ,2020        ,11          ,5           ,     2789.38,       52.18,        4.63
SING                          ,2020        ,12          ,1           ,     2731.94,       53.16,        6.65
SING                          ,2020        ,12          ,2           ,     2777.56,       48.44,       11.08
SING                          ,2020        ,12          ,3           ,     2828.12,       48.44,       20.26
SING                          ,2020        ,12          ,4           ,     3021.15,       48.44,        8.22
SING                          ,2020        ,12          ,5           ,     2948.57,       53.16,        8.35
SING                          ,2021        ,1           ,1           ,     2687.70,       43.58,       11.72
SING                          ,2021        ,1           ,2           ,     2688.50,       41.45,        4.82
SING                          ,2021        ,1           ,3           ,     2716.72,       37.51,       14.15
SING                          ,2021        ,1           ,4           ,     2850.32,       41.45,        3.24
SING                          ,2021        ,1           ,5           ,     2807.12,       41.45,        8.67
SING                          ,2021        ,2           ,1           ,     3056.21,       41.45,        2.67
SING                          ,2021        ,2           ,2           ,     3077.22,       38.51,        0.00
SING                          ,2021        ,2           ,3           ,     3089.83,       37.51,        1.54
SING                          ,2021        ,2           ,4           ,     3243.80,       41.45,        2.50
SING                          ,2021        ,2           ,5           ,     3231.05,       38.51,        0.00
SING                          ,2021        ,3           ,1           ,     2696.78,       47.33,        9.92
SING                          ,2021        ,3           ,2           ,     2728.09,       47.33,       13.14
SING                          ,2021        ,3           ,3           ,     2726.31,       47.33,       28.34
SING                          ,2021        ,3           ,4           ,     2869.31,       47.33,       14.34
SING                          ,2021        ,3           ,5           ,     2893.49,       47.33,       10.07
SING                          ,2021        ,4           ,1           ,     2869.71,       46.67,        3.45
SING                          ,2021        ,4           ,2           ,     2899.25,       46.67,       11.84
SING                          ,2021        ,4           ,3           ,     2896.41,       46.67,       20.60
SING                          ,2021        ,4           ,4           ,     3115.22,       46.67,        9.56
SING                          ,2021        ,4           ,5           ,     3029.41,       46.67,        5.64
SING                          ,2021        ,5           ,1           ,     2660.52,       41.94,        6.14
SING                          ,2021        ,5           ,2           ,     2664.56,       39.90,        0.39
SING                          ,2021        ,5           ,3           ,     2667.90,       36.10,        2.98
SING                          ,2021        ,5           ,4           ,     2837.02,       39.90,        1.43
SING                          ,2021        ,5           ,5           ,     2782.65,       40.37,        5.52
SING                          ,2021        ,6           ,1           ,     2639.17,       38.51,        6.32
SING                          ,2021        ,6           ,2           ,     2638.37,       38.51,        1.10
SING                          ,2021        ,6           ,3           ,     2646.97,       38.51,        8.18
SING                          ,2021        ,6           ,4           ,     2856.67,       38.51,        3.26
SING                          ,2021        ,6           ,5           ,     2782.58,       38.51,        6.20
SING                          ,2021        ,7           ,1           ,     2629.52,       60.10,        1.83
SING                          ,2021        ,7           ,2           ,     2615.56,       54.38,        3.17
SING                          ,2021        ,7           ,3           ,     2683.24,       54.38,        2.32
SING                          ,2021        ,7           ,4           ,     2841.95,       60.10,        2.89
SING                          ,2021        ,7           ,5           ,     2900.29,       60.10,        2.72
SING                          ,2021        ,8           ,1           ,     2562.93,       39.33,       11.44
SING                          ,2021        ,8           ,2           ,     2577.83,       37.42,        6.46
SING                          ,2021        ,8           ,3           ,     2577.97,       35.66,        9.57
SING                          ,2021        ,8           ,4           ,     2769.89,       39.34,        7.70
SING                          ,2021        ,8           ,5           ,     2778.86,       37.51,       11.11
SING                          ,2021        ,9           ,1           ,     2727.33,       39.29,       11.94
SING                          ,2021        ,9           ,2           ,     2741.66,       39.29,        4.81
SING                          ,2021        ,9           ,3           ,     2761.91,       35.55,       13.58
SING                          ,2021        ,9           ,4           ,     2936.83,       39.29,        6.67
SING                          ,2021        ,9           ,5           ,     2942.25,       41.30,       10.57
SING                          ,2021        ,10          ,1           ,     2839.13,       41.45,        6.22
SING                          ,2021        ,10          ,2           ,     2882.76,       41.45,        5.72
SING                          ,2021        ,10          ,3           ,     2883.92,       36.10,        0.00
SING                          ,2021        ,10          ,4           ,     3116.77,       41.45,        1.81
SING                          ,2021        ,10          ,5           ,     3005.67,       41.45,        5.11
SING                          ,2021        ,11          ,1           ,     2651.63,       60.10,        0.37
SING                          ,2021        ,11          ,2           ,     2711.40,       54.38,        6.65
SING                          ,2021        ,11          ,3           ,     2718.37,       54.38,       18.10
SING                          ,2021        ,11          ,4           ,     2871.02,       54.38,        5.00
SING                          ,2021        ,11          ,5           ,     2881.83,       60.10,        1.68
SING                          ,2021        ,12          ,1           ,     2825.23,       54.38,        1.28
SING                          ,2021        ,12          ,2           ,     2871.86,       54.38,        9.88
SING                          ,2021        ,12          ,3           ,     2921.68,       54.38,       21.36
SING                          ,2021        ,12          ,4           ,     3121.86,       54.38,        9.85
SING                          ,2021        ,12          ,5           ,     3046.37,       54.38,        5.98
SING                          ,2022        ,1           ,1           ,     2890.44,       41.47,        6.52
SING                          ,2022        ,1           ,2           ,     2890.36,       38.53,        0.00
SING                          ,2022        ,1           ,3           ,     2920.84,       37.52,       10.68
SING                          ,2022        ,1           ,4           ,     3064.76,       38.53,        0.31
SING                          ,2022        ,1           ,5           ,     3017.32,       41.47,        3.52
SING                          ,2022        ,2           ,1           ,     3285.94,       52.07,        1.28
SING                          ,2022        ,2           ,2           ,     3308.84,       52.07,        3.89
SING                          ,2022        ,2           ,3           ,     3321.47,       49.53,        0.15
SING                          ,2022        ,2           ,4           ,     3487.97,       52.07,        5.66
SING                          ,2022        ,2           ,5           ,     3473.82,       52.07,        2.14
SING                          ,2022        ,3           ,1           ,     2900.19,       49.43,        8.98
SING                          ,2022        ,3           ,2           ,     2938.91,       49.43,       14.15
SING                          ,2022        ,3           ,3           ,     2927.93,       49.43,       26.46
SING                          ,2022        ,3           ,4           ,     3084.76,       49.42,       15.38
SING                          ,2022        ,3           ,5           ,     3109.50,       49.42,       11.06
SING                          ,2022        ,4           ,1           ,     3083.71,       54.40,        4.28
SING                          ,2022        ,4           ,2           ,     3120.81,       54.40,        9.84
SING                          ,2022        ,4           ,3           ,     3111.23,       54.40,       18.59
SING                          ,2022        ,4           ,4           ,     3349.99,       54.40,        7.57
SING                          ,2022        ,4           ,5           ,     3256.05,       60.12,        3.61
SING                          ,2022        ,5           ,1           ,     2862.59,       41.47,        0.40
SING                          ,2022        ,5           ,2           ,     2864.67,       40.39,        0.00
SING                          ,2022        ,5           ,3           ,     2863.80,       37.52,        0.64
SING                          ,2022        ,5           ,4           ,     3050.68,       41.47,        0.36
SING                          ,2022        ,5           ,5           ,     2991.31,       41.47,        0.73
SING                          ,2022        ,6           ,1           ,     2838.06,       41.47,        1.66
SING                          ,2022        ,6           ,2           ,     2837.51,       41.47,        0.13
SING                          ,2022        ,6           ,3           ,     2845.65,       37.52,        1.99
SING                          ,2022        ,6           ,4           ,     3071.42,       40.94,        0.00
SING                          ,2022        ,6           ,5           ,     2991.09,       41.47,        0.00
SING                          ,2022        ,7           ,1           ,     2827.19,       54.40,        4.16
SING                          ,2022        ,7           ,2           ,     2810.86,       54.40,        8.17
SING                          ,2022        ,7           ,3           ,     2887.07,       54.40,       17.31
SING                          ,2022        ,7           ,4           ,     3056.10,       54.40,        8.00
SING                          ,2022        ,7           ,5           ,     3117.31,       54.40,        5.16
SING                          ,2022        ,8           ,1           ,     2755.28,       43.60,       13.62
SING                          ,2022        ,8           ,2           ,     2778.20,       41.47,        8.66
SING                          ,2022        ,8           ,3           ,     2767.89,       37.52,        7.73
SING                          ,2022        ,8           ,4           ,     2978.74,       41.47,        2.51
SING                          ,2022        ,8           ,5           ,     2987.39,       41.47,        5.95
SING                          ,2022        ,9           ,1           ,     2924.12,       43.60,       14.12
SING                          ,2022        ,9           ,2           ,     2951.82,       41.47,        7.00
SING                          ,2022        ,9           ,3           ,     2954.45,       41.47,       14.26
SING                          ,2022        ,9           ,4           ,     3158.62,       41.47,        8.77
SING                          ,2022        ,9           ,5           ,     3161.93,       43.60,       12.69
SING                          ,2022        ,10          ,1           ,     3050.73,       55.60,        0.04
SING                          ,2022        ,10          ,2           ,     3097.31,       50.31,        0.67
SING                          ,2022        ,10          ,3           ,     3089.32,       45.52,        2.42
SING                          ,2022        ,10          ,4           ,     3351.04,       50.31,        4.16
SING                          ,2022        ,10          ,5           ,     3230.54,       45.52,        3.14
SING                          ,2022        ,11          ,1           ,     2851.23,       47.35,        1.78
SING                          ,2022        ,11          ,2           ,     2888.67,       46.69,       11.64
SING                          ,2022        ,11          ,3           ,     2942.56,       46.69,       20.41
SING                          ,2022        ,11          ,4           ,     3088.13,       51.60,        4.98
SING                          ,2022        ,11          ,5           ,     3097.08,       51.60,        1.65
SING                          ,2022        ,12          ,1           ,     3039.19,       47.35,        1.37
SING                          ,2022        ,12          ,2           ,     3080.84,       47.35,        7.71
SING                          ,2022        ,12          ,3           ,     3140.56,       47.35,       20.81
SING                          ,2022        ,12          ,4           ,     3356.93,       47.35,        7.76
SING                          ,2022        ,12          ,5           ,     3274.30,       47.35,        3.89
SING                          ,2023        ,1           ,1           ,     2960.93,       39.44,        8.47
SING                          ,2023        ,1           ,2           ,     2959.56,       39.44,        1.53
SING                          ,2023        ,1           ,3           ,     2996.41,       35.68,        6.65
SING                          ,2023        ,1           ,4           ,     3139.92,       38.53,        0.00
SING                          ,2023        ,1           ,5           ,     3091.80,       39.44,        5.51
SING                          ,2023        ,2           ,1           ,     3366.63,       42.57,        3.79
SING                          ,2023        ,2           ,2           ,     3390.52,       42.57,        9.21
SING                          ,2023        ,2           ,3           ,     3402.64,       36.12,        0.00
SING                          ,2023        ,2           ,4           ,     3573.44,       42.57,       10.93
SING                          ,2023        ,2           ,5           ,     3559.22,       42.57,        6.63
SING                          ,2023        ,3           ,1           ,     2971.06,       50.29,        7.15
SING                          ,2023        ,3           ,2           ,     3010.69,       50.28,       12.33
SING                          ,2023        ,3           ,3           ,     2999.39,       50.29,       24.68
SING                          ,2023        ,3           ,4           ,     3160.57,       50.28,       13.59
SING                          ,2023        ,3           ,5           ,     3186.53,       50.28,        9.23
SING                          ,2023        ,4           ,1           ,     3163.29,       53.49,        3.97
SING                          ,2023        ,4           ,2           ,     3188.85,       48.82,       10.88
SING                          ,2023        ,4           ,3           ,     3191.97,       48.82,       19.62
SING                          ,2023        ,4           ,4           ,     3431.97,       48.82,        8.61
SING                          ,2023        ,4           ,5           ,     3336.51,       53.95,        4.61
SING                          ,2023        ,5           ,1           ,     2931.26,       42.59,        0.16
SING                          ,2023        ,5           ,2           ,     2940.51,       42.59,        3.47
SING                          ,2023        ,5           ,3           ,     2933.93,       38.53,        2.74
SING                          ,2023        ,5           ,4           ,     3125.40,       42.59,        4.82
SING                          ,2023        ,5           ,5           ,     3065.03,       47.36,        0.55
SING                          ,2023        ,6           ,1           ,     2907.56,       41.47,        0.00
SING                          ,2023        ,6           ,2           ,     2907.06,       40.40,        0.00
SING                          ,2023        ,6           ,3           ,     2915.38,       38.53,        0.07
SING                          ,2023        ,6           ,4           ,     3146.79,       40.94,        0.00
SING                          ,2023        ,6           ,5           ,     3064.88,       42.57,        0.00
SING                          ,2023        ,7           ,1           ,     2896.24,       55.35,        5.14
SING                          ,2023        ,7           ,2           ,     2885.95,       55.34,        9.13
SING                          ,2023        ,7           ,3           ,     2942.13,       55.35,       18.33
SING                          ,2023        ,7           ,4           ,     3130.89,       55.34,        9.08
SING                          ,2023        ,7           ,5           ,     3194.33,       55.34,        6.23
SING                          ,2023        ,8           ,1           ,     2822.98,       39.92,        8.42
SING                          ,2023        ,8           ,2           ,     2846.40,       39.92,        3.48
SING                          ,2023        ,8           ,3           ,     2835.89,       36.12,        5.14
SING                          ,2023        ,8           ,4           ,     3051.61,       39.92,        4.47
