barra,agno,etapa,bloque,dem,cmg,perdidas
VI                            ,2048        ,2           ,5           ,      679.49,       49.68,       37.01
VI                            ,2048        ,3           ,1           ,      688.96,       84.53,       32.50
VI                            ,2048        ,3           ,2           ,      686.34,       84.53,       22.56
VI                            ,2048        ,3           ,3           ,      665.15,       74.44,       29.88
VI                            ,2048        ,3           ,4           ,      690.76,       84.53,       29.84
VI                            ,2048        ,3           ,5           ,      655.50,       84.53,       38.18
VI                            ,2048        ,4           ,1           ,      619.94,       80.40,       27.41
VI                            ,2048        ,4           ,2           ,      614.22,       76.47,       27.60
VI                            ,2048        ,4           ,3           ,      637.36,       55.60,       26.12
VI                            ,2048        ,4           ,4           ,      575.09,       80.40,       32.39
VI                            ,2048        ,4           ,5           ,      595.30,       80.40,       37.55
VI                            ,2048        ,5           ,1           ,      623.89,       69.01,       23.30
VI                            ,2048        ,5           ,2           ,      612.75,       57.44,       19.54
VI                            ,2048        ,5           ,3           ,      598.56,       32.75,       22.62
VI                            ,2048        ,5           ,4           ,      576.37,       54.63,       23.89
VI                            ,2048        ,5           ,5           ,      604.55,       54.63,       28.88
VI                            ,2048        ,6           ,1           ,      617.12,       69.01,       28.86
VI                            ,2048        ,6           ,2           ,      608.69,       57.42,       28.84
VI                            ,2048        ,6           ,3           ,      577.87,       49.67,       25.80
VI                            ,2048        ,6           ,4           ,      592.16,       53.94,       33.47
VI                            ,2048        ,6           ,5           ,      606.08,       57.44,       38.15
VI                            ,2048        ,7           ,1           ,      597.47,       66.23,       22.44
VI                            ,2048        ,7           ,2           ,      589.38,       63.00,       18.37
VI                            ,2048        ,7           ,3           ,      553.27,       52.30,       22.46
VI                            ,2048        ,7           ,4           ,      577.19,       63.00,       22.50
VI                            ,2048        ,7           ,5           ,      589.00,       63.00,       26.51
VI                            ,2048        ,8           ,1           ,      569.77,       57.20,       21.04
VI                            ,2048        ,8           ,2           ,      570.28,       57.20,       22.50
VI                            ,2048        ,8           ,3           ,      566.85,       52.62,       20.91
VI                            ,2048        ,8           ,4           ,      552.17,       52.62,       30.46
VI                            ,2048        ,8           ,5           ,      569.43,       52.62,       32.72
VI                            ,2048        ,9           ,1           ,      570.62,       54.50,       18.89
VI                            ,2048        ,9           ,2           ,      564.10,       54.51,       13.97
VI                            ,2048        ,9           ,3           ,      548.17,        0.00,       41.06
VI                            ,2048        ,9           ,4           ,      558.91,       54.51,       18.29
VI                            ,2048        ,9           ,5           ,      566.45,       54.51,       35.15
VI                            ,2048        ,10          ,1           ,      549.06,       57.42,       28.16
VI                            ,2048        ,10          ,2           ,      568.26,       56.49,       23.50
VI                            ,2048        ,10          ,3           ,      572.38,       56.48,       20.16
VI                            ,2048        ,10          ,4           ,      579.33,       57.42,       28.65
VI                            ,2048        ,10          ,5           ,      557.61,       57.42,       24.30
VI                            ,2048        ,11          ,1           ,      627.38,       80.40,       29.85
VI                            ,2048        ,11          ,2           ,      618.36,       80.40,       23.83
VI                            ,2048        ,11          ,3           ,      596.40,        0.00,       41.68
VI                            ,2048        ,11          ,4           ,      624.16,       80.40,       30.36
VI                            ,2048        ,11          ,5           ,      593.70,       73.04,       35.02
VI                            ,2048        ,12          ,1           ,      687.28,       69.01,       28.51
VI                            ,2048        ,12          ,2           ,      668.47,       60.38,       27.05
VI                            ,2048        ,12          ,3           ,      633.17,       48.45,       23.70
VI                            ,2048        ,12          ,4           ,      671.53,       69.01,       25.65
VI                            ,2048        ,12          ,5           ,      650.67,       63.49,       36.67
VI                            ,2049        ,1           ,1           ,      724.76,        0.00,       40.09
VI                            ,2049        ,1           ,2           ,      721.75,        0.00,       28.23
VI                            ,2049        ,1           ,3           ,      691.99,        0.00,       51.26
VI                            ,2049        ,1           ,4           ,      730.08,        0.03,       40.42
VI                            ,2049        ,1           ,5           ,      688.36,        0.00,       46.32
VI                            ,2049        ,2           ,1           ,      764.51,       52.02,       32.01
VI                            ,2049        ,2           ,2           ,      765.09,       51.06,       28.47
VI                            ,2049        ,2           ,3           ,      727.01,        0.00,       49.19
VI                            ,2049        ,2           ,4           ,      775.84,       51.06,       34.62
VI                            ,2049        ,2           ,5           ,      723.02,       46.44,       40.42
VI                            ,2049        ,3           ,1           ,      707.16,       85.38,       31.11
VI                            ,2049        ,3           ,2           ,      704.94,       85.38,       26.62
VI                            ,2049        ,3           ,3           ,      685.99,       75.19,       31.34
VI                            ,2049        ,3           ,4           ,      709.35,       85.38,       34.63
VI                            ,2049        ,3           ,5           ,      673.47,       81.56,       39.56
VI                            ,2049        ,4           ,1           ,      637.78,       69.71,       33.00
VI                            ,2049        ,4           ,2           ,      631.78,       66.88,       29.28
VI                            ,2049        ,4           ,3           ,      653.29,       54.80,       26.85
VI                            ,2049        ,4           ,4           ,      592.41,       69.71,       28.46
VI                            ,2049        ,4           ,5           ,      611.89,       69.71,       30.19
VI                            ,2049        ,5           ,1           ,      641.09,       81.21,       23.92
VI                            ,2049        ,5           ,2           ,      632.23,       56.77,       20.73
VI                            ,2049        ,5           ,3           ,      617.07,       28.34,       23.33
VI                            ,2049        ,5           ,4           ,      591.25,       52.13,       24.89
VI                            ,2049        ,5           ,5           ,      620.29,       52.05,       33.80
VI                            ,2049        ,6           ,1           ,      634.12,       81.21,       29.51
VI                            ,2049        ,6           ,2           ,      624.50,       57.56,       30.06
VI                            ,2049        ,6           ,3           ,      594.62,       51.04,       26.54
VI                            ,2049        ,6           ,4           ,      608.44,       51.06,       34.50
VI                            ,2049        ,6           ,5           ,      622.72,       53.67,       39.69
VI                            ,2049        ,7           ,1           ,      614.53,       64.39,       24.30
VI                            ,2049        ,7           ,2           ,      606.14,       57.57,       19.72
VI                            ,2049        ,7           ,3           ,      566.93,       54.12,       23.18
VI                            ,2049        ,7           ,4           ,      593.59,       57.57,       23.90
VI                            ,2049        ,7           ,5           ,      605.59,       57.57,       28.43
VI                            ,2049        ,8           ,1           ,      584.94,       54.77,       22.21
VI                            ,2049        ,8           ,2           ,      584.86,       54.77,       24.20
VI                            ,2049        ,8           ,3           ,      583.84,       48.60,       21.64
VI                            ,2049        ,8           ,4           ,      566.18,       48.60,       32.92
VI                            ,2049        ,8           ,5           ,      585.16,       48.60,       33.87
VI                            ,2049        ,9           ,1           ,      587.29,       54.40,       19.95
VI                            ,2049        ,9           ,2           ,      575.35,       54.12,       15.20
VI                            ,2049        ,9           ,3           ,      562.17,        0.00,       52.94
VI                            ,2049        ,9           ,4           ,      572.73,       54.13,       20.42
VI                            ,2049        ,9           ,5           ,      581.96,       54.12,       37.26
VI                            ,2049        ,10          ,1           ,      565.29,       57.41,       29.13
VI                            ,2049        ,10          ,2           ,      585.53,       52.02,       24.36
VI                            ,2049        ,10          ,3           ,      587.01,        0.00,       21.03
VI                            ,2049        ,10          ,4           ,      594.98,       57.41,       22.50
VI                            ,2049        ,10          ,5           ,      574.02,       57.41,       34.79
VI                            ,2049        ,11          ,1           ,      643.70,       64.39,       32.18
VI                            ,2049        ,11          ,2           ,      631.56,       57.57,       26.30
VI                            ,2049        ,11          ,3           ,      608.58,        0.00,       25.55
VI                            ,2049        ,11          ,4           ,      641.53,       64.39,       32.67
VI                            ,2049        ,11          ,5           ,      610.62,       67.70,       36.66
VI                            ,2049        ,12          ,1           ,      704.42,       66.67,       30.09
VI                            ,2049        ,12          ,2           ,      688.96,       57.44,       28.28
VI                            ,2049        ,12          ,3           ,      650.27,       51.33,       24.46
VI                            ,2049        ,12          ,4           ,      690.15,       66.67,       28.39
VI                            ,2049        ,12          ,5           ,      668.69,       66.67,       36.23
VI                            ,2050        ,1           ,1           ,      744.57,       -0.02,       36.84
VI                            ,2050        ,1           ,2           ,      733.48,        0.00,       48.53
VI                            ,2050        ,1           ,3           ,      704.69,        0.00,       25.79
VI                            ,2050        ,1           ,4           ,      746.05,       -0.02,       46.84
VI                            ,2050        ,1           ,5           ,      701.37,        0.10,       50.00
VI                            ,2050        ,2           ,1           ,      781.26,       58.48,       33.16
VI                            ,2050        ,2           ,2           ,      781.79,       58.48,       29.30
VI                            ,2050        ,2           ,3           ,      742.80,        0.00,       48.56
VI                            ,2050        ,2           ,4           ,      792.77,       58.49,       35.64
VI                            ,2050        ,2           ,5           ,      738.73,       58.48,       40.39
VI                            ,2050        ,3           ,1           ,      723.51,       86.54,       31.36
VI                            ,2050        ,3           ,2           ,      717.45,       86.54,       30.03
VI                            ,2050        ,3           ,3           ,      696.10,       82.31,       26.64
VI                            ,2050        ,3           ,4           ,      724.91,       86.54,       35.70
VI                            ,2050        ,3           ,5           ,      688.49,       86.54,       40.00
VI                            ,2050        ,4           ,1           ,      653.80,       68.33,       34.13
VI                            ,2050        ,4           ,2           ,      646.51,       68.34,       30.15
VI                            ,2050        ,4           ,3           ,      664.41,       56.17,       27.59
VI                            ,2050        ,4           ,4           ,      608.56,       68.33,       31.14
VI                            ,2050        ,4           ,5           ,      624.76,       68.34,       31.80
VI                            ,2050        ,5           ,1           ,      655.13,       68.11,       25.79
VI                            ,2050        ,5           ,2           ,      639.60,       55.92,       21.59
VI                            ,2050        ,5           ,3           ,      632.62,       24.41,       24.05
VI                            ,2050        ,5           ,4           ,      601.51,       53.32,       25.90
VI                            ,2050        ,5           ,5           ,      633.82,       53.32,       36.13
VI                            ,2050        ,6           ,1           ,      647.85,       66.00,       31.84
VI                            ,2050        ,6           ,2           ,      637.98,       58.81,       30.94
VI                            ,2050        ,6           ,3           ,      607.44,       55.21,       27.29
VI                            ,2050        ,6           ,4           ,      621.55,       55.21,       35.53
VI                            ,2050        ,6           ,5           ,      636.13,       61.03,       40.56
VI                            ,2050        ,7           ,1           ,      627.99,       69.15,       24.95
VI                            ,2050        ,7           ,2           ,      620.11,       59.02,       20.58
VI                            ,2050        ,7           ,3           ,      578.84,       57.51,       23.91
VI                            ,2050        ,7           ,4           ,      607.91,       59.02,       24.92
VI                            ,2050        ,7           ,5           ,      617.88,       59.02,       29.61
VI                            ,2050        ,8           ,1           ,      597.54,       56.00,       23.54
VI                            ,2050        ,8           ,2           ,      594.86,       56.00,       24.46
VI                            ,2050        ,8           ,3           ,      596.30,       51.18,       22.38
VI                            ,2050        ,8           ,4           ,      578.47,       51.19,       35.13
VI                            ,2050        ,8           ,5           ,      598.24,       53.82,       35.03
VI                            ,2050        ,9           ,1           ,      607.21,       55.45,       21.02
VI                            ,2050        ,9           ,2           ,      586.37,       51.12,       16.62
VI                            ,2050        ,9           ,3           ,      584.80,        0.00,       27.85
VI                            ,2050        ,9           ,4           ,      586.44,       51.12,       23.62
VI                            ,2050        ,9           ,5           ,      594.59,       51.12,       37.86
VI                            ,2050        ,10          ,1           ,      578.80,       59.00,       28.32
VI                            ,2050        ,10          ,2           ,      594.61,       53.57,       25.23
VI                            ,2050        ,10          ,3           ,      600.89,       49.95,       21.77
VI                            ,2050        ,10          ,4           ,      608.56,       59.01,       31.04
VI                            ,2050        ,10          ,5           ,      587.03,       59.00,       35.00
VI                            ,2050        ,11          ,1           ,      657.66,       65.78,       33.28
VI                            ,2050        ,11          ,2           ,      648.33,       65.78,       26.85
VI                            ,2050        ,11          ,3           ,      622.76,       57.51,       24.09
VI                            ,2050        ,11          ,4           ,      655.46,       65.78,       33.75
VI                            ,2050        ,11          ,5           ,      623.83,       69.16,       38.29
VI                            ,2050        ,12          ,1           ,      721.98,       66.00,       31.50
VI                            ,2050        ,12          ,2           ,      701.52,       62.78,       28.85
VI                            ,2050        ,12          ,3           ,      668.06,       59.71,       25.09
VI                            ,2050        ,12          ,4           ,      704.14,       66.00,       28.58
VI                            ,2050        ,12          ,5           ,      683.22,       66.01,       39.51
VIII                          ,2017        ,1           ,1           ,     1046.90,       68.66,       10.01
VIII                          ,2017        ,1           ,2           ,      936.32,       68.66,        8.93
VIII                          ,2017        ,1           ,3           ,      803.19,       44.43,        3.81
VIII                          ,2017        ,1           ,4           ,     1026.87,       68.66,       10.99
VIII                          ,2017        ,1           ,5           ,      827.52,       68.66,       14.35
VIII                          ,2017        ,2           ,1           ,     1083.00,       51.02,       18.90
VIII                          ,2017        ,2           ,2           ,      997.93,       51.02,       17.63
VIII                          ,2017        ,2           ,3           ,      866.53,       41.77,       11.70
VIII                          ,2017        ,2           ,4           ,     1079.22,       51.02,       35.19
VIII                          ,2017        ,2           ,5           ,      857.34,       51.02,       24.88
VIII                          ,2017        ,3           ,1           ,     1028.07,       52.37,       39.01
VIII                          ,2017        ,3           ,2           ,      906.63,       52.37,       32.52
VIII                          ,2017        ,3           ,3           ,      775.72,       52.37,       18.11
VIII                          ,2017        ,3           ,4           ,     1029.65,       52.37,       35.16
VIII                          ,2017        ,3           ,5           ,      803.78,       52.37,       46.08
VIII                          ,2017        ,4           ,1           ,     1008.81,       52.37,       30.49
VIII                          ,2017        ,4           ,2           ,      938.28,       52.37,       27.21
VIII                          ,2017        ,4           ,3           ,      795.06,       52.37,       16.51
VIII                          ,2017        ,4           ,4           ,      898.04,       52.37,       27.49
VIII                          ,2017        ,4           ,5           ,      783.78,       52.37,       47.98
VIII                          ,2017        ,5           ,1           ,     1020.57,       39.73,       58.96
VIII                          ,2017        ,5           ,2           ,      921.65,       39.73,       48.27
VIII                          ,2017        ,5           ,3           ,      816.97,       39.73,       49.35
VIII                          ,2017        ,5           ,4           ,      923.15,       39.73,       56.17
VIII                          ,2017        ,5           ,5           ,      794.86,       39.73,       61.16
VIII                          ,2017        ,6           ,1           ,     1070.12,       35.97,       45.57
VIII                          ,2017        ,6           ,2           ,      945.94,       35.97,       41.42
VIII                          ,2017        ,6           ,3           ,      838.85,       35.97,       55.74
VIII                          ,2017        ,6           ,4           ,      933.70,       35.97,       52.27
VIII                          ,2017        ,6           ,5           ,      813.52,       35.97,       64.41
VIII                          ,2017        ,7           ,1           ,     1056.06,       34.11,       44.11
VIII                          ,2017        ,7           ,2           ,      928.44,       34.11,       37.94
VIII                          ,2017        ,7           ,3           ,      791.46,       34.11,       46.53
VIII                          ,2017        ,7           ,4           ,      925.18,       34.11,       48.58
VIII                          ,2017        ,7           ,5           ,      790.69,       34.11,       52.93
VIII                          ,2017        ,8           ,1           ,     1022.48,       35.94,       35.09
VIII                          ,2017        ,8           ,2           ,      907.71,       35.94,       31.65
VIII                          ,2017        ,8           ,3           ,      798.25,       35.94,       40.57
VIII                          ,2017        ,8           ,4           ,      893.05,       35.94,       45.25
VIII                          ,2017        ,8           ,5           ,      772.37,       35.94,       29.73
VIII                          ,2017        ,9           ,1           ,     1014.75,       35.97,       19.75
VIII                          ,2017        ,9           ,2           ,      917.01,       35.97,       36.19
VIII                          ,2017        ,9           ,3           ,      788.19,       35.97,       30.62
VIII                          ,2017        ,9           ,4           ,      904.28,       35.97,       34.16
VIII                          ,2017        ,9           ,5           ,      760.14,       35.97,       38.54
VIII                          ,2017        ,10          ,1           ,      955.87,       68.66,       24.92
VIII                          ,2017        ,10          ,2           ,      848.02,       68.66,       19.17
VIII                          ,2017        ,10          ,3           ,      730.69,       68.66,       11.09
VIII                          ,2017        ,10          ,4           ,      944.99,       68.66,       31.85
VIII                          ,2017        ,10          ,5           ,      747.49,       68.66,       29.72
VIII                          ,2017        ,11          ,1           ,      981.94,       58.93,       11.17
VIII                          ,2017        ,11          ,2           ,      896.31,       58.26,        4.87
VIII                          ,2017        ,11          ,3           ,      762.02,       58.93,        1.56
VIII                          ,2017        ,11          ,4           ,      975.55,       58.93,       11.82
VIII                          ,2017        ,11          ,5           ,      762.26,       58.93,       20.83
VIII                          ,2017        ,12          ,1           ,     1023.43,       68.66,        4.36
VIII                          ,2017        ,12          ,2           ,      934.06,       68.66,        1.54
VIII                          ,2017        ,12          ,3           ,      794.10,       65.13,        4.43
VIII                          ,2017        ,12          ,4           ,     1003.13,       68.66,        1.09
VIII                          ,2017        ,12          ,5           ,      802.77,       68.66,        6.15
VIII                          ,2018        ,1           ,1           ,     1078.84,       58.93,        9.21
VIII                          ,2018        ,1           ,2           ,      997.10,       58.26,        8.58
VIII                          ,2018        ,1           ,3           ,      834.53,       44.47,        3.47
VIII                          ,2018        ,1           ,4           ,     1046.06,       68.66,        9.50
VIII                          ,2018        ,1           ,5           ,      844.50,       68.66,       14.42
VIII                          ,2018        ,2           ,1           ,     1103.67,       58.26,       16.28
VIII                          ,2018        ,2           ,2           ,     1016.90,       58.26,       20.52
VIII                          ,2018        ,2           ,3           ,      882.94,       44.09,       11.00
VIII                          ,2018        ,2           ,4           ,     1099.82,       58.26,       34.21
VIII                          ,2018        ,2           ,5           ,      873.56,       58.26,       25.69
VIII                          ,2018        ,3           ,1           ,     1063.28,       68.66,       39.76
VIII                          ,2018        ,3           ,2           ,      955.54,       68.66,       30.02
VIII                          ,2018        ,3           ,3           ,      822.33,       68.66,       16.90
VIII                          ,2018        ,3           ,4           ,     1052.31,       68.66,       33.48
VIII                          ,2018        ,3           ,5           ,      823.20,       68.66,       40.84
VIII                          ,2018        ,4           ,1           ,     1021.49,       58.61,       34.20
VIII                          ,2018        ,4           ,2           ,      965.55,       58.61,       19.11
VIII                          ,2018        ,4           ,3           ,      827.87,       58.61,       16.25
VIII                          ,2018        ,4           ,4           ,      906.65,       58.61,       28.40
VIII                          ,2018        ,4           ,5           ,      796.28,       58.61,       36.02
VIII                          ,2018        ,5           ,1           ,     1038.78,       38.81,       50.43
VIII                          ,2018        ,5           ,2           ,      911.92,       38.81,       53.15
VIII                          ,2018        ,5           ,3           ,      817.30,       38.81,       51.58
VIII                          ,2018        ,5           ,4           ,      945.33,       38.81,       56.46
VIII                          ,2018        ,5           ,5           ,      810.53,       38.81,       61.38
VIII                          ,2018        ,6           ,1           ,     1087.91,       39.73,       42.89
VIII                          ,2018        ,6           ,2           ,      984.93,       39.73,       51.58
VIII                          ,2018        ,6           ,3           ,      869.66,       39.73,       51.10
VIII                          ,2018        ,6           ,4           ,      949.87,       39.73,       66.34
VIII                          ,2018        ,6           ,5           ,      828.24,       39.73,       62.51
VIII                          ,2018        ,7           ,1           ,     1079.81,       37.80,       41.55
VIII                          ,2018        ,7           ,2           ,      943.20,       37.80,       48.43
VIII                          ,2018        ,7           ,3           ,      817.04,       37.80,       43.75
VIII                          ,2018        ,7           ,4           ,      953.29,       37.80,       54.77
VIII                          ,2018        ,7           ,5           ,      806.41,       37.80,       53.66
VIII                          ,2018        ,8           ,1           ,     1041.98,       35.97,       37.29
VIII                          ,2018        ,8           ,2           ,      924.99,       35.97,       44.16
VIII                          ,2018        ,8           ,3           ,      813.38,       35.97,       39.22
VIII                          ,2018        ,8           ,4           ,      910.12,       35.97,       47.45
VIII                          ,2018        ,8           ,5           ,      786.97,       35.97,       39.54
VIII                          ,2018        ,9           ,1           ,     1015.80,       35.97,       29.33
VIII                          ,2018        ,9           ,2           ,      870.19,       35.97,       23.88
VIII                          ,2018        ,9           ,3           ,      766.42,       35.97,       30.69
VIII                          ,2018        ,9           ,4           ,      926.46,       35.97,       30.80
VIII                          ,2018        ,9           ,5           ,      773.56,       35.97,       56.78
VIII                          ,2018        ,10          ,1           ,      969.45,       47.40,       23.56
VIII                          ,2018        ,10          ,2           ,      871.24,       47.40,       20.02
VIII                          ,2018        ,10          ,3           ,      749.55,       47.40,        9.82
VIII                          ,2018        ,10          ,4           ,      961.60,       47.40,       31.35
VIII                          ,2018        ,10          ,5           ,      759.29,       47.40,       28.82
VIII                          ,2018        ,11          ,1           ,     1000.70,       60.46,        6.98
VIII                          ,2018        ,11          ,2           ,      913.36,       60.46,        7.23
VIII                          ,2018        ,11          ,3           ,      776.45,       60.46,        1.40
VIII                          ,2018        ,11          ,4           ,      994.16,       60.46,       17.65
VIII                          ,2018        ,11          ,5           ,      776.67,       60.46,       14.38
VIII                          ,2018        ,12          ,1           ,     1052.19,       72.18,        0.89
VIII                          ,2018        ,12          ,2           ,      969.95,       72.18,        2.50
VIII                          ,2018        ,12          ,3           ,      818.09,       72.18,        0.41
VIII                          ,2018        ,12          ,4           ,     1022.99,       72.18,        0.00
VIII                          ,2018        ,12          ,5           ,      814.15,       72.18,        1.12
VIII                          ,2019        ,1           ,1           ,     1083.77,       40.51,       25.23
VIII                          ,2019        ,1           ,2           ,      969.85,       40.51,       20.58
VIII                          ,2019        ,1           ,3           ,      833.34,       40.51,       13.84
VIII                          ,2019        ,1           ,4           ,     1065.91,       40.51,       18.76
VIII                          ,2019        ,1           ,5           ,      860.27,       40.51,       39.14
VIII                          ,2019        ,2           ,1           ,     1124.62,       60.32,       23.25
VIII                          ,2019        ,2           ,2           ,     1036.04,       60.32,       27.84
VIII                          ,2019        ,2           ,3           ,      899.42,       43.09,       15.71
VIII                          ,2019        ,2           ,4           ,     1120.72,       60.32,       23.57
VIII                          ,2019        ,2           ,5           ,      889.83,       60.32,       21.75
VIII                          ,2019        ,3           ,1           ,     1072.04,       53.12,       51.88
VIII                          ,2019        ,3           ,2           ,      934.89,       53.12,       43.45
VIII                          ,2019        ,3           ,3           ,      801.84,       53.12,       28.03
VIII                          ,2019        ,3           ,4           ,     1070.56,       53.12,       37.69
VIII                          ,2019        ,3           ,5           ,      838.20,       53.12,       35.05
VIII                          ,2019        ,4           ,1           ,     1044.25,       60.32,       43.63
VIII                          ,2019        ,4           ,2           ,      981.99,       60.32,       39.69
VIII                          ,2019        ,4           ,3           ,      839.55,       60.32,       34.94
VIII                          ,2019        ,4           ,4           ,      926.83,       60.32,       49.57
VIII                          ,2019        ,4           ,5           ,      811.03,       60.32,       37.76
VIII                          ,2019        ,5           ,1           ,     1062.55,       40.51,       45.35
VIII                          ,2019        ,5           ,2           ,      943.77,       40.51,       55.47
VIII                          ,2019        ,5           ,3           ,      842.86,       40.51,       36.96
VIII                          ,2019        ,5           ,4           ,      963.43,       40.51,       55.10
VIII                          ,2019        ,5           ,5           ,      824.74,       40.51,       62.95
VIII                          ,2019        ,6           ,1           ,     1118.39,       39.45,       49.08
VIII                          ,2019        ,6           ,2           ,      988.62,       39.45,       46.92
VIII                          ,2019        ,6           ,3           ,      877.76,       39.45,       57.17
VIII                          ,2019        ,6           ,4           ,      976.75,       39.45,       57.38
VIII                          ,2019        ,6           ,5           ,      844.06,       39.45,       60.22
VIII                          ,2019        ,7           ,1           ,     1098.75,       60.32,       36.40
VIII                          ,2019        ,7           ,2           ,      963.71,       60.32,       36.71
VIII                          ,2019        ,7           ,3           ,      820.78,       60.32,       23.71
VIII                          ,2019        ,7           ,4           ,      959.54,       60.32,       46.17
VIII                          ,2019        ,7           ,5           ,      819.41,       60.32,       49.32
VIII                          ,2019        ,8           ,1           ,     1058.45,       38.99,       40.88
VIII                          ,2019        ,8           ,2           ,      942.85,       38.99,       48.18
VIII                          ,2019        ,8           ,3           ,      829.51,       38.99,       30.66
VIII                          ,2019        ,8           ,4           ,      929.31,       38.99,       40.69
VIII                          ,2019        ,8           ,5           ,      802.46,       38.99,       56.58
VIII                          ,2019        ,9           ,1           ,     1040.53,       38.69,       28.02
VIII                          ,2019        ,9           ,2           ,      895.67,       38.69,       20.31
VIII                          ,2019        ,9           ,3           ,      784.10,       38.69,       27.38
VIII                          ,2019        ,9           ,4           ,      942.46,       38.69,       37.28
VIII                          ,2019        ,9           ,5           ,      785.10,       38.69,       55.63
VIII                          ,2019        ,10          ,1           ,      987.27,       60.32,       21.71
VIII                          ,2019        ,10          ,2           ,      892.64,       60.32,       20.18
VIII                          ,2019        ,10          ,3           ,      763.28,       60.32,       13.29
VIII                          ,2019        ,10          ,4           ,      980.12,       60.32,       29.19
VIII                          ,2019        ,10          ,5           ,      771.23,       60.32,       33.97
VIII                          ,2019        ,11          ,1           ,     1019.31,       60.32,       14.69
VIII                          ,2019        ,11          ,2           ,      928.73,       60.32,        8.48
VIII                          ,2019        ,11          ,3           ,      790.30,       60.32,        5.18
VIII                          ,2019        ,11          ,4           ,     1012.79,       60.32,       29.25
VIII                          ,2019        ,11          ,5           ,      793.12,       60.32,       33.92
VIII                          ,2019        ,12          ,1           ,     1065.50,       51.77,       27.44
VIII                          ,2019        ,12          ,2           ,      978.36,       51.77,       27.51
VIII                          ,2019        ,12          ,3           ,      822.80,       51.77,        9.63
VIII                          ,2019        ,12          ,4           ,     1040.55,       51.77,       34.99
VIII                          ,2019        ,12          ,5           ,      827.56,       51.77,       30.68
VIII                          ,2020        ,1           ,1           ,     1106.85,       40.77,       19.98
VIII                          ,2020        ,1           ,2           ,      990.08,       40.77,       29.88
VIII                          ,2020        ,1           ,3           ,      850.81,       40.77,       13.47
VIII                          ,2020        ,1           ,4           ,     1088.53,       40.77,       18.07
VIII                          ,2020        ,1           ,5           ,      878.34,       40.77,       38.42
VIII                          ,2020        ,2           ,1           ,     1125.76,       46.85,       20.26
VIII                          ,2020        ,2           ,2           ,      985.16,       46.85,       28.04
VIII                          ,2020        ,2           ,3           ,      849.54,       39.74,       16.32
VIII                          ,2020        ,2           ,4           ,     1104.14,       46.85,       29.34
VIII                          ,2020        ,2           ,5           ,      878.46,       46.85,       31.38
VIII                          ,2020        ,3           ,1           ,     1095.89,       53.53,       48.69
VIII                          ,2020        ,3           ,2           ,      966.47,       53.53,       44.27
VIII                          ,2020        ,3           ,3           ,      826.75,       53.53,       25.84
VIII                          ,2020        ,3           ,4           ,     1093.89,       53.53,       40.83
VIII                          ,2020        ,3           ,5           ,      853.00,       53.53,       39.37
VIII                          ,2020        ,4           ,1           ,     1064.27,       58.76,       49.99
VIII                          ,2020        ,4           ,2           ,      996.23,       58.76,       39.73
VIII                          ,2020        ,4           ,3           ,      842.36,       58.76,       29.50
VIII                          ,2020        ,4           ,4           ,      945.76,       58.76,       35.51
VIII                          ,2020        ,4           ,5           ,      828.92,       58.76,       45.79
VIII                          ,2020        ,5           ,1           ,     1087.61,       41.29,       43.74
VIII                          ,2020        ,5           ,2           ,      959.02,       41.29,       51.94
VIII                          ,2020        ,5           ,3           ,      859.91,       41.29,       34.95
VIII                          ,2020        ,5           ,4           ,      990.72,       41.29,       66.40
VIII                          ,2020        ,5           ,5           ,      842.39,       41.29,       62.01
VIII                          ,2020        ,6           ,1           ,     1138.68,       60.79,       55.09
VIII                          ,2020        ,6           ,2           ,     1016.91,       60.79,       44.77
VIII                          ,2020        ,6           ,3           ,      900.18,       60.79,       52.73
VIII                          ,2020        ,6           ,4           ,      991.83,       60.79,       54.88
VIII                          ,2020        ,6           ,5           ,      860.96,       60.79,       55.90
VIII                          ,2020        ,7           ,1           ,     1117.87,       60.79,       33.10
VIII                          ,2020        ,7           ,2           ,      976.90,       60.79,       35.80
VIII                          ,2020        ,7           ,3           ,      829.14,       60.79,       25.43
VIII                          ,2020        ,7           ,4           ,      980.45,       60.79,       42.79
VIII                          ,2020        ,7           ,5           ,      837.13,       60.79,       45.95
VIII                          ,2020        ,8           ,1           ,     1090.75,       36.21,       34.74
VIII                          ,2020        ,8           ,2           ,      964.04,       36.21,       38.15
VIII                          ,2020        ,8           ,3           ,      840.28,       36.21,       36.10
VIII                          ,2020        ,8           ,4           ,      952.68,       36.21,       42.45
VIII                          ,2020        ,8           ,5           ,      817.66,       36.21,       50.00
VIII                          ,2020        ,9           ,1           ,     1049.69,       34.71,       24.14
VIII                          ,2020        ,9           ,2           ,      907.88,       34.71,       27.09
VIII                          ,2020        ,9           ,3           ,      797.62,       34.71,       26.43
VIII                          ,2020        ,9           ,4           ,      955.53,       34.71,       43.37
VIII                          ,2020        ,9           ,5           ,      801.04,       34.71,       44.04
VIII                          ,2020        ,10          ,1           ,     1008.20,       44.45,       18.28
VIII                          ,2020        ,10          ,2           ,      903.07,       44.45,       20.64
VIII                          ,2020        ,10          ,3           ,      777.46,       44.45,       12.90
VIII                          ,2020        ,10          ,4           ,     1000.04,       44.45,       25.48
VIII                          ,2020        ,10          ,5           ,      790.07,       44.45,       39.99
VIII                          ,2020        ,11          ,1           ,     1038.42,       52.18,       15.35
