flujo,agnos,producto,flujo
174         ,2046        ,electricidad,       44.49
174         ,2047        ,electricidad,       44.49
174         ,2048        ,electricidad,       44.49
174         ,2049        ,electricidad,       44.49
174         ,2050        ,electricidad,       44.49
175         ,2017        ,calor_calder,        0.00
175         ,2018        ,calor_calder,        7.10
175         ,2019        ,calor_calder,        7.10
175         ,2020        ,calor_calder,        7.10
175         ,2021        ,calor_calder,      162.36
175         ,2022        ,calor_calder,     1249.14
175         ,2023        ,calor_calder,     1249.14
175         ,2024        ,calor_calder,     1249.14
175         ,2025        ,calor_calder,     1249.14
175         ,2026        ,calor_calder,     1249.14
175         ,2027        ,calor_calder,     1249.14
175         ,2028        ,calor_calder,     1249.14
175         ,2029        ,calor_calder,     1249.14
175         ,2030        ,calor_calder,     1249.14
175         ,2031        ,calor_calder,     1249.14
175         ,2032        ,calor_calder,     1249.14
175         ,2033        ,calor_calder,     1249.14
175         ,2034        ,calor_calder,     1249.14
175         ,2035        ,calor_calder,     1249.14
175         ,2036        ,calor_calder,     1249.14
175         ,2037        ,calor_calder,     1249.14
175         ,2038        ,calor_calder,     1249.14
175         ,2039        ,calor_calder,     1249.14
175         ,2040        ,calor_calder,     1249.14
175         ,2041        ,calor_calder,     1249.14
175         ,2042        ,calor_calder,     1249.14
175         ,2043        ,calor_calder,     1249.14
175         ,2044        ,calor_calder,     1249.14
175         ,2045        ,calor_calder,     1249.14
175         ,2046        ,calor_calder,     1249.14
175         ,2047        ,calor_calder,     1249.14
175         ,2048        ,calor_calder,     1249.14
175         ,2049        ,calor_calder,     1249.14
175         ,2050        ,calor_calder,     1249.14
176         ,2017        ,calor_calder,        0.00
176         ,2018        ,calor_calder,        0.00
176         ,2019        ,calor_calder,        0.00
176         ,2020        ,calor_calder,        0.00
176         ,2021        ,calor_calder,        0.00
176         ,2022        ,calor_calder,        0.00
176         ,2023        ,calor_calder,        0.00
176         ,2024        ,calor_calder,        0.00
176         ,2025        ,calor_calder,        0.00
176         ,2026        ,calor_calder,        0.00
176         ,2027        ,calor_calder,        0.00
176         ,2028        ,calor_calder,        0.00
176         ,2029        ,calor_calder,        0.00
176         ,2030        ,calor_calder,        0.00
176         ,2031        ,calor_calder,        0.00
176         ,2032        ,calor_calder,        0.00
176         ,2033        ,calor_calder,        0.00
176         ,2034        ,calor_calder,        0.00
176         ,2035        ,calor_calder,        0.00
176         ,2036        ,calor_calder,        0.00
176         ,2037        ,calor_calder,        0.00
176         ,2038        ,calor_calder,        0.00
176         ,2039        ,calor_calder,        0.00
176         ,2040        ,calor_calder,        0.00
176         ,2041        ,calor_calder,        0.00
176         ,2042        ,calor_calder,        0.00
176         ,2043        ,calor_calder,        0.00
176         ,2044        ,calor_calder,        0.00
176         ,2045        ,calor_calder,        0.00
176         ,2046        ,calor_calder,        0.00
176         ,2047        ,calor_calder,        0.00
176         ,2048        ,calor_calder,        0.00
176         ,2049        ,calor_calder,        0.00
176         ,2050        ,calor_calder,        0.00
177         ,2017        ,calor_calder,        0.00
177         ,2018        ,calor_calder,        0.00
177         ,2019        ,calor_calder,        0.00
177         ,2020        ,calor_calder,        0.00
177         ,2021        ,calor_calder,        0.00
177         ,2022        ,calor_calder,        0.00
177         ,2023        ,calor_calder,        0.00
177         ,2024        ,calor_calder,        0.00
177         ,2025        ,calor_calder,        0.00
177         ,2026        ,calor_calder,        0.00
177         ,2027        ,calor_calder,        0.00
177         ,2028        ,calor_calder,        0.00
177         ,2029        ,calor_calder,        0.00
177         ,2030        ,calor_calder,        0.00
177         ,2031        ,calor_calder,        0.00
177         ,2032        ,calor_calder,        0.00
177         ,2033        ,calor_calder,        0.00
177         ,2034        ,calor_calder,        0.00
177         ,2035        ,calor_calder,        0.00
177         ,2036        ,calor_calder,        0.00
177         ,2037        ,calor_calder,        0.00
177         ,2038        ,calor_calder,        0.00
177         ,2039        ,calor_calder,        0.00
177         ,2040        ,calor_calder,        0.00
177         ,2041        ,calor_calder,        0.00
177         ,2042        ,calor_calder,        0.00
177         ,2043        ,calor_calder,        0.00
177         ,2044        ,calor_calder,        0.00
177         ,2045        ,calor_calder,        0.00
177         ,2046        ,calor_calder,        0.00
177         ,2047        ,calor_calder,        0.00
177         ,2048        ,calor_calder,        0.00
177         ,2049        ,calor_calder,        0.00
177         ,2050        ,calor_calder,        0.00
178         ,2017        ,calor_calder,        0.00
178         ,2018        ,calor_calder,        7.10
178         ,2019        ,calor_calder,        7.10
178         ,2020        ,calor_calder,        7.10
178         ,2021        ,calor_calder,      162.36
178         ,2022        ,calor_calder,     1249.14
178         ,2023        ,calor_calder,     1249.14
178         ,2024        ,calor_calder,     1249.14
178         ,2025        ,calor_calder,     1249.14
178         ,2026        ,calor_calder,     1249.14
178         ,2027        ,calor_calder,     1249.14
178         ,2028        ,calor_calder,     1249.14
178         ,2029        ,calor_calder,     1249.14
178         ,2030        ,calor_calder,     1249.14
178         ,2031        ,calor_calder,     1249.14
178         ,2032        ,calor_calder,     1249.14
178         ,2033        ,calor_calder,     1249.14
178         ,2034        ,calor_calder,     1249.14
178         ,2035        ,calor_calder,     1249.14
178         ,2036        ,calor_calder,     1249.14
178         ,2037        ,calor_calder,     1249.14
178         ,2038        ,calor_calder,     1249.14
178         ,2039        ,calor_calder,     1249.14
178         ,2040        ,calor_calder,     1249.14
178         ,2041        ,calor_calder,     1249.14
178         ,2042        ,calor_calder,     1249.14
178         ,2043        ,calor_calder,     1249.14
178         ,2044        ,calor_calder,     1249.14
178         ,2045        ,calor_calder,     1249.14
178         ,2046        ,calor_calder,     1249.14
178         ,2047        ,calor_calder,     1249.14
178         ,2048        ,calor_calder,     1249.14
178         ,2049        ,calor_calder,     1249.14
178         ,2050        ,calor_calder,     1249.14
179         ,2017        ,calor_calder,        0.00
179         ,2018        ,calor_calder,        7.10
179         ,2019        ,calor_calder,        7.10
179         ,2020        ,calor_calder,        7.10
179         ,2021        ,calor_calder,      162.36
179         ,2022        ,calor_calder,     1249.14
179         ,2023        ,calor_calder,     1249.14
179         ,2024        ,calor_calder,     1249.14
179         ,2025        ,calor_calder,     1249.14
179         ,2026        ,calor_calder,     1249.14
179         ,2027        ,calor_calder,     1249.14
179         ,2028        ,calor_calder,     1249.14
179         ,2029        ,calor_calder,     1249.14
179         ,2030        ,calor_calder,     1249.14
179         ,2031        ,calor_calder,     1249.14
179         ,2032        ,calor_calder,     1249.14
179         ,2033        ,calor_calder,     1249.14
179         ,2034        ,calor_calder,     1249.14
179         ,2035        ,calor_calder,     1249.14
179         ,2036        ,calor_calder,     1249.14
179         ,2037        ,calor_calder,     1249.14
179         ,2038        ,calor_calder,     1249.14
179         ,2039        ,calor_calder,     1249.14
179         ,2040        ,calor_calder,     1249.14
179         ,2041        ,calor_calder,     1249.14
179         ,2042        ,calor_calder,     1249.14
179         ,2043        ,calor_calder,     1249.14
179         ,2044        ,calor_calder,     1249.14
179         ,2045        ,calor_calder,     1249.14
179         ,2046        ,calor_calder,     1249.14
179         ,2047        ,calor_calder,     1249.14
179         ,2048        ,calor_calder,     1249.14
179         ,2049        ,calor_calder,     1249.14
179         ,2050        ,calor_calder,     1249.14
180         ,2017        ,calor       ,        0.00
180         ,2018        ,calor       ,       13.64
180         ,2019        ,calor       ,       13.64
180         ,2020        ,calor       ,       13.64
180         ,2021        ,calor       ,      311.75
180         ,2022        ,calor       ,     2398.51
180         ,2023        ,calor       ,     2398.51
180         ,2024        ,calor       ,     2398.51
180         ,2025        ,calor       ,     2398.51
180         ,2026        ,calor       ,     2398.51
180         ,2027        ,calor       ,     2398.51
180         ,2028        ,calor       ,     2398.51
180         ,2029        ,calor       ,     2398.51
180         ,2030        ,calor       ,     2398.51
180         ,2031        ,calor       ,     2398.51
180         ,2032        ,calor       ,     2398.51
180         ,2033        ,calor       ,     2398.51
180         ,2034        ,calor       ,     2398.51
180         ,2035        ,calor       ,     2398.51
180         ,2036        ,calor       ,     2398.51
180         ,2037        ,calor       ,     2398.51
180         ,2038        ,calor       ,     2398.51
180         ,2039        ,calor       ,     2398.51
180         ,2040        ,calor       ,     2398.51
180         ,2041        ,calor       ,     2398.51
180         ,2042        ,calor       ,     2398.51
180         ,2043        ,calor       ,     2398.51
180         ,2044        ,calor       ,     2398.51
180         ,2045        ,calor       ,     2398.51
180         ,2046        ,calor       ,     2398.51
180         ,2047        ,calor       ,     2398.51
180         ,2048        ,calor       ,     2398.51
180         ,2049        ,calor       ,     2398.51
180         ,2050        ,calor       ,     2398.51
181         ,2017        ,biomasa     ,        0.00
181         ,2018        ,biomasa     ,       18.68
181         ,2019        ,biomasa     ,       18.68
181         ,2020        ,biomasa     ,       18.68
181         ,2021        ,biomasa     ,      427.05
181         ,2022        ,biomasa     ,     3285.63
181         ,2023        ,biomasa     ,     3285.63
181         ,2024        ,biomasa     ,     3285.63
181         ,2025        ,biomasa     ,     3285.63
181         ,2026        ,biomasa     ,     3285.63
181         ,2027        ,biomasa     ,     3285.63
181         ,2028        ,biomasa     ,     3285.63
181         ,2029        ,biomasa     ,     3285.63
181         ,2030        ,biomasa     ,     3285.63
181         ,2031        ,biomasa     ,     3285.63
181         ,2032        ,biomasa     ,     3285.63
181         ,2033        ,biomasa     ,     3285.63
181         ,2034        ,biomasa     ,     3285.63
181         ,2035        ,biomasa     ,     3285.63
181         ,2036        ,biomasa     ,     3285.63
181         ,2037        ,biomasa     ,     3285.63
181         ,2038        ,biomasa     ,     3285.63
181         ,2039        ,biomasa     ,     3285.63
181         ,2040        ,biomasa     ,     3285.63
181         ,2041        ,biomasa     ,     3285.63
181         ,2042        ,biomasa     ,     3285.63
181         ,2043        ,biomasa     ,     3285.63
181         ,2044        ,biomasa     ,     3285.63
181         ,2045        ,biomasa     ,     3285.63
181         ,2046        ,biomasa     ,     3285.63
181         ,2047        ,biomasa     ,     3285.63
181         ,2048        ,biomasa     ,     3285.63
181         ,2049        ,biomasa     ,     3285.63
181         ,2050        ,biomasa     ,     3285.63
182         ,2017        ,calor       ,        0.00
182         ,2018        ,calor       ,        0.00
182         ,2019        ,calor       ,        0.00
182         ,2020        ,calor       ,        0.00
182         ,2021        ,calor       ,        0.00
182         ,2022        ,calor       ,        0.00
182         ,2023        ,calor       ,        0.00
182         ,2024        ,calor       ,        0.00
182         ,2025        ,calor       ,        0.00
182         ,2026        ,calor       ,        0.00
182         ,2027        ,calor       ,        0.00
182         ,2028        ,calor       ,        0.00
182         ,2029        ,calor       ,        0.00
182         ,2030        ,calor       ,        0.00
182         ,2031        ,calor       ,        0.00
182         ,2032        ,calor       ,        0.00
182         ,2033        ,calor       ,        0.00
182         ,2034        ,calor       ,        0.00
182         ,2035        ,calor       ,        0.00
182         ,2036        ,calor       ,        0.00
182         ,2037        ,calor       ,        0.00
182         ,2038        ,calor       ,        0.00
182         ,2039        ,calor       ,        0.00
182         ,2040        ,calor       ,        0.00
182         ,2041        ,calor       ,        0.00
182         ,2042        ,calor       ,        0.00
182         ,2043        ,calor       ,        0.00
182         ,2044        ,calor       ,        0.00
182         ,2045        ,calor       ,        0.00
182         ,2046        ,calor       ,        0.00
182         ,2047        ,calor       ,        0.00
182         ,2048        ,calor       ,        0.00
182         ,2049        ,calor       ,        0.00
182         ,2050        ,calor       ,        0.00
183         ,2017        ,gas_natural ,        0.00
183         ,2018        ,gas_natural ,        0.00
183         ,2019        ,gas_natural ,        0.00
183         ,2020        ,gas_natural ,        0.00
183         ,2021        ,gas_natural ,        0.00
183         ,2022        ,gas_natural ,        0.00
183         ,2023        ,gas_natural ,        0.00
183         ,2024        ,gas_natural ,        0.00
183         ,2025        ,gas_natural ,        0.00
183         ,2026        ,gas_natural ,        0.00
183         ,2027        ,gas_natural ,        0.00
183         ,2028        ,gas_natural ,        0.00
183         ,2029        ,gas_natural ,        0.00
183         ,2030        ,gas_natural ,        0.00
183         ,2031        ,gas_natural ,        0.00
183         ,2032        ,gas_natural ,        0.00
183         ,2033        ,gas_natural ,        0.00
183         ,2034        ,gas_natural ,        0.00
183         ,2035        ,gas_natural ,        0.00
183         ,2036        ,gas_natural ,        0.00
183         ,2037        ,gas_natural ,        0.00
183         ,2038        ,gas_natural ,        0.00
183         ,2039        ,gas_natural ,        0.00
183         ,2040        ,gas_natural ,        0.00
183         ,2041        ,gas_natural ,        0.00
183         ,2042        ,gas_natural ,        0.00
183         ,2043        ,gas_natural ,        0.00
183         ,2044        ,gas_natural ,        0.00
183         ,2045        ,gas_natural ,        0.00
183         ,2046        ,gas_natural ,        0.00
183         ,2047        ,gas_natural ,        0.00
183         ,2048        ,gas_natural ,        0.00
183         ,2049        ,gas_natural ,        0.00
183         ,2050        ,gas_natural ,        0.00
184         ,2017        ,calor       ,        0.00
184         ,2018        ,calor       ,        0.00
184         ,2019        ,calor       ,        0.00
184         ,2020        ,calor       ,        0.00
184         ,2021        ,calor       ,        0.00
184         ,2022        ,calor       ,        0.00
184         ,2023        ,calor       ,        0.00
184         ,2024        ,calor       ,        0.00
184         ,2025        ,calor       ,        0.00
184         ,2026        ,calor       ,        0.00
184         ,2027        ,calor       ,        0.00
184         ,2028        ,calor       ,        0.00
184         ,2029        ,calor       ,        0.00
184         ,2030        ,calor       ,        0.00
184         ,2031        ,calor       ,        0.00
184         ,2032        ,calor       ,        0.00
184         ,2033        ,calor       ,        0.00
184         ,2034        ,calor       ,        0.00
184         ,2035        ,calor       ,        0.00
184         ,2036        ,calor       ,        0.00
184         ,2037        ,calor       ,        0.00
184         ,2038        ,calor       ,        0.00
184         ,2039        ,calor       ,        0.00
184         ,2040        ,calor       ,        0.00
184         ,2041        ,calor       ,        0.00
184         ,2042        ,calor       ,        0.00
184         ,2043        ,calor       ,        0.00
184         ,2044        ,calor       ,        0.00
184         ,2045        ,calor       ,        0.00
184         ,2046        ,calor       ,        0.00
184         ,2047        ,calor       ,        0.00
184         ,2048        ,calor       ,        0.00
184         ,2049        ,calor       ,        0.00
184         ,2050        ,calor       ,        0.00
185         ,2017        ,electricidad,        0.00
185         ,2018        ,electricidad,        0.00
185         ,2019        ,electricidad,        0.00
185         ,2020        ,electricidad,        0.00
185         ,2021        ,electricidad,        0.00
185         ,2022        ,electricidad,        0.00
185         ,2023        ,electricidad,        0.00
185         ,2024        ,electricidad,        0.00
185         ,2025        ,electricidad,        0.00
185         ,2026        ,electricidad,        0.00
185         ,2027        ,electricidad,        0.00
185         ,2028        ,electricidad,        0.00
185         ,2029        ,electricidad,        0.00
185         ,2030        ,electricidad,        0.00
185         ,2031        ,electricidad,        0.00
185         ,2032        ,electricidad,        0.00
185         ,2033        ,electricidad,        0.00
185         ,2034        ,electricidad,        0.00
185         ,2035        ,electricidad,        0.00
185         ,2036        ,electricidad,        0.00
185         ,2037        ,electricidad,        0.00
185         ,2038        ,electricidad,        0.00
185         ,2039        ,electricidad,        0.00
185         ,2040        ,electricidad,        0.00
185         ,2041        ,electricidad,        0.00
185         ,2042        ,electricidad,        0.00
185         ,2043        ,electricidad,        0.00
185         ,2044        ,electricidad,        0.00
185         ,2045        ,electricidad,        0.00
185         ,2046        ,electricidad,        0.00
185         ,2047        ,electricidad,        0.00
185         ,2048        ,electricidad,        0.00
185         ,2049        ,electricidad,        0.00
185         ,2050        ,electricidad,        0.00
186         ,2017        ,electricidad,        0.00
186         ,2018        ,electricidad,        3.57
186         ,2019        ,electricidad,        3.57
186         ,2020        ,electricidad,        3.57
186         ,2021        ,electricidad,       81.52
186         ,2022        ,electricidad,      627.16
186         ,2023        ,electricidad,      627.16
186         ,2024        ,electricidad,      627.16
186         ,2025        ,electricidad,        0.00
186         ,2026        ,electricidad,        0.00
186         ,2027        ,electricidad,        0.00
186         ,2028        ,electricidad,        0.00
186         ,2029        ,electricidad,        0.00
186         ,2030        ,electricidad,        0.00
186         ,2031        ,electricidad,        0.00
186         ,2032        ,electricidad,        0.00
186         ,2033        ,electricidad,        0.00
186         ,2034        ,electricidad,        0.00
186         ,2035        ,electricidad,        0.00
186         ,2036        ,electricidad,        0.00
186         ,2037        ,electricidad,        0.00
186         ,2038        ,electricidad,        0.00
186         ,2039        ,electricidad,        0.00
186         ,2040        ,electricidad,        0.00
186         ,2041        ,electricidad,        0.00
186         ,2042        ,electricidad,        0.00
186         ,2043        ,electricidad,        0.00
186         ,2044        ,electricidad,        0.00
186         ,2045        ,electricidad,        0.00
186         ,2046        ,electricidad,        0.00
186         ,2047        ,electricidad,        0.00
186         ,2048        ,electricidad,        0.00
186         ,2049        ,electricidad,        0.00
186         ,2050        ,electricidad,        0.00
187         ,2017        ,electricidad,        0.00
187         ,2018        ,electricidad,        4.06
187         ,2019        ,electricidad,        4.06
187         ,2020        ,electricidad,        4.06
187         ,2021        ,electricidad,       92.74
187         ,2022        ,electricidad,      713.50
187         ,2023        ,electricidad,      713.50
187         ,2024        ,electricidad,      713.50
187         ,2025        ,electricidad,        0.00
187         ,2026        ,electricidad,        0.00
187         ,2027        ,electricidad,        0.00
187         ,2028        ,electricidad,        0.00
187         ,2029        ,electricidad,        0.00
187         ,2030        ,electricidad,        0.00
187         ,2031        ,electricidad,        0.00
187         ,2032        ,electricidad,        0.00
187         ,2033        ,electricidad,        0.00
187         ,2034        ,electricidad,        0.00
187         ,2035        ,electricidad,        0.00
187         ,2036        ,electricidad,        0.00
187         ,2037        ,electricidad,        0.00
187         ,2038        ,electricidad,        0.00
187         ,2039        ,electricidad,        0.00
187         ,2040        ,electricidad,        0.00
187         ,2041        ,electricidad,        0.00
187         ,2042        ,electricidad,        0.00
187         ,2043        ,electricidad,        0.00
187         ,2044        ,electricidad,        0.00
187         ,2045        ,electricidad,        0.00
187         ,2046        ,electricidad,        0.00
187         ,2047        ,electricidad,        0.00
187         ,2048        ,electricidad,        0.00
187         ,2049        ,electricidad,        0.00
187         ,2050        ,electricidad,        0.00
188         ,2017        ,electricidad,        0.00
188         ,2018        ,electricidad,        0.00
188         ,2019        ,electricidad,        0.00
188         ,2020        ,electricidad,        0.00
188         ,2021        ,electricidad,        0.00
188         ,2022        ,electricidad,        0.00
188         ,2023        ,electricidad,        0.00
188         ,2024        ,electricidad,        0.00
188         ,2025        ,electricidad,      627.16
188         ,2026        ,electricidad,      627.16
188         ,2027        ,electricidad,      627.16
188         ,2028        ,electricidad,      627.16
188         ,2029        ,electricidad,      627.16
188         ,2030        ,electricidad,      627.16
188         ,2031        ,electricidad,      627.16
188         ,2032        ,electricidad,      627.16
188         ,2033        ,electricidad,      627.16
188         ,2034        ,electricidad,      627.16
188         ,2035        ,electricidad,      627.16
188         ,2036        ,electricidad,      627.16
188         ,2037        ,electricidad,      627.16
188         ,2038        ,electricidad,      627.16
188         ,2039        ,electricidad,      627.16
188         ,2040        ,electricidad,      627.16
188         ,2041        ,electricidad,      627.16
188         ,2042        ,electricidad,      627.16
188         ,2043        ,electricidad,      627.16
188         ,2044        ,electricidad,      627.16
188         ,2045        ,electricidad,      627.16
188         ,2046        ,electricidad,      627.16
188         ,2047        ,electricidad,      627.16
188         ,2048        ,electricidad,      627.16
188         ,2049        ,electricidad,      627.16
188         ,2050        ,electricidad,      627.16
189         ,2017        ,electricidad,        0.00
189         ,2018        ,electricidad,        0.00
189         ,2019        ,electricidad,        0.00
189         ,2020        ,electricidad,        0.00
189         ,2021        ,electricidad,        0.00
189         ,2022        ,electricidad,        0.00
189         ,2023        ,electricidad,        0.00
189         ,2024        ,electricidad,        0.00
189         ,2025        ,electricidad,      699.96
189         ,2026        ,electricidad,      699.96
189         ,2027        ,electricidad,      699.96
189         ,2028        ,electricidad,      699.96
189         ,2029        ,electricidad,      699.96
189         ,2030        ,electricidad,      699.96
189         ,2031        ,electricidad,      699.96
189         ,2032        ,electricidad,      699.96
189         ,2033        ,electricidad,      699.96
189         ,2034        ,electricidad,      699.96
189         ,2035        ,electricidad,      699.96
189         ,2036        ,electricidad,      699.96
189         ,2037        ,electricidad,      699.96
189         ,2038        ,electricidad,      699.96
189         ,2039        ,electricidad,      699.96
189         ,2040        ,electricidad,      699.96
189         ,2041        ,electricidad,      699.96
189         ,2042        ,electricidad,      699.96
189         ,2043        ,electricidad,      699.96
189         ,2044        ,electricidad,      699.96
189         ,2045        ,electricidad,      699.96
189         ,2046        ,electricidad,      699.96
189         ,2047        ,electricidad,      699.96
189         ,2048        ,electricidad,      699.96
189         ,2049        ,electricidad,      699.96
189         ,2050        ,electricidad,      699.96
190         ,2017        ,electricidad,        0.00
190         ,2018        ,electricidad,        0.25
190         ,2019        ,electricidad,        0.25
190         ,2020        ,electricidad,        0.25
190         ,2021        ,electricidad,        5.78
190         ,2022        ,electricidad,       44.49
190         ,2023        ,electricidad,       44.49
190         ,2024        ,electricidad,       44.49
190         ,2025        ,electricidad,       44.49
190         ,2026        ,electricidad,       44.49
190         ,2027        ,electricidad,       44.49
190         ,2028        ,electricidad,       44.49
190         ,2029        ,electricidad,       44.49
190         ,2030        ,electricidad,       44.49
190         ,2031        ,electricidad,       44.49
190         ,2032        ,electricidad,       44.49
190         ,2033        ,electricidad,       44.49
190         ,2034        ,electricidad,       44.49
190         ,2035        ,electricidad,       44.49
190         ,2036        ,electricidad,       44.49
190         ,2037        ,electricidad,       44.49
190         ,2038        ,electricidad,       44.49
190         ,2039        ,electricidad,       44.49
190         ,2040        ,electricidad,       44.49
190         ,2041        ,electricidad,       44.49
190         ,2042        ,electricidad,       44.49
190         ,2043        ,electricidad,       44.49
190         ,2044        ,electricidad,       44.49
190         ,2045        ,electricidad,       44.49
190         ,2046        ,electricidad,       44.49
190         ,2047        ,electricidad,       44.49
190         ,2048        ,electricidad,       44.49
190         ,2049        ,electricidad,       44.49
190         ,2050        ,electricidad,       44.49
191         ,2017        ,electricidad,        0.00
191         ,2018        ,electricidad,        0.25
191         ,2019        ,electricidad,        0.25
191         ,2020        ,electricidad,        0.25
191         ,2021        ,electricidad,        5.78
191         ,2022        ,electricidad,       44.49
191         ,2023        ,electricidad,       44.49
191         ,2024        ,electricidad,       44.49
191         ,2025        ,electricidad,       44.49
191         ,2026        ,electricidad,       44.49
191         ,2027        ,electricidad,       44.49
191         ,2028        ,electricidad,       44.49
191         ,2029        ,electricidad,       44.49
191         ,2030        ,electricidad,       44.49
191         ,2031        ,electricidad,       44.49
191         ,2032        ,electricidad,       44.49
191         ,2033        ,electricidad,       44.49
191         ,2034        ,electricidad,       44.49
191         ,2035        ,electricidad,       44.49
191         ,2036        ,electricidad,       44.49
191         ,2037        ,electricidad,       44.49
191         ,2038        ,electricidad,       44.49
191         ,2039        ,electricidad,       44.49
191         ,2040        ,electricidad,       44.49
191         ,2041        ,electricidad,       44.49
191         ,2042        ,electricidad,       44.49
191         ,2043        ,electricidad,       44.49
191         ,2044        ,electricidad,       44.49
191         ,2045        ,electricidad,       44.49
191         ,2046        ,electricidad,       44.49
191         ,2047        ,electricidad,       44.49
191         ,2048        ,electricidad,       44.49
191         ,2049        ,electricidad,       44.49
191         ,2050        ,electricidad,       44.49
192         ,2017        ,calor_calder,        0.00
192         ,2018        ,calor_calder,        0.00
192         ,2019        ,calor_calder,        0.00
192         ,2020        ,calor_calder,        0.00
192         ,2021        ,calor_calder,        0.00
192         ,2022        ,calor_calder,        0.00
192         ,2023        ,calor_calder,        0.00
192         ,2024        ,calor_calder,        0.00
192         ,2025        ,calor_calder,        0.00
192         ,2026        ,calor_calder,        0.00
192         ,2027        ,calor_calder,        0.00
192         ,2028        ,calor_calder,        0.00
192         ,2029        ,calor_calder,        0.00
192         ,2030        ,calor_calder,        0.00
192         ,2031        ,calor_calder,        0.00
192         ,2032        ,calor_calder,        0.00
192         ,2033        ,calor_calder,        0.00
192         ,2034        ,calor_calder,        0.00
192         ,2035        ,calor_calder,        0.00
192         ,2036        ,calor_calder,        0.00
192         ,2037        ,calor_calder,        0.00
192         ,2038        ,calor_calder,        0.00
192         ,2039        ,calor_calder,        0.00
192         ,2040        ,calor_calder,        0.00
192         ,2041        ,calor_calder,        0.00
192         ,2042        ,calor_calder,        0.00
192         ,2043        ,calor_calder,        0.00
192         ,2044        ,calor_calder,        0.00
192         ,2045        ,calor_calder,        0.00
192         ,2046        ,calor_calder,        0.00
192         ,2047        ,calor_calder,        0.00
192         ,2048        ,calor_calder,        0.00
192         ,2049        ,calor_calder,        0.00
192         ,2050        ,calor_calder,        0.00
193         ,2017        ,calor_calder,        0.00
193         ,2018        ,calor_calder,        7.10
193         ,2019        ,calor_calder,        7.10
193         ,2020        ,calor_calder,        7.10
193         ,2021        ,calor_calder,      162.36
193         ,2022        ,calor_calder,     1249.14
193         ,2023        ,calor_calder,     1249.14
193         ,2024        ,calor_calder,     1249.14
193         ,2025        ,calor_calder,     1249.14
193         ,2026        ,calor_calder,     1249.14
193         ,2027        ,calor_calder,     1249.14
193         ,2028        ,calor_calder,     1249.14
193         ,2029        ,calor_calder,     1249.14
193         ,2030        ,calor_calder,     1249.14
193         ,2031        ,calor_calder,     1249.14
193         ,2032        ,calor_calder,     1249.14
193         ,2033        ,calor_calder,     1249.14
193         ,2034        ,calor_calder,     1249.14
193         ,2035        ,calor_calder,     1249.14
193         ,2036        ,calor_calder,     1249.14
193         ,2037        ,calor_calder,     1249.14
193         ,2038        ,calor_calder,     1249.14
193         ,2039        ,calor_calder,     1249.14
193         ,2040        ,calor_calder,     1249.14
193         ,2041        ,calor_calder,     1249.14
193         ,2042        ,calor_calder,     1249.14
193         ,2043        ,calor_calder,     1249.14
193         ,2044        ,calor_calder,     1249.14
193         ,2045        ,calor_calder,     1249.14
193         ,2046        ,calor_calder,     1249.14
193         ,2047        ,calor_calder,     1249.14
193         ,2048        ,calor_calder,     1249.14
193         ,2049        ,calor_calder,     1249.14
193         ,2050        ,calor_calder,     1249.14
194         ,2017        ,biomasa     ,        0.00
194         ,2018        ,biomasa     ,        9.73
194         ,2019        ,biomasa     ,        9.73
194         ,2020        ,biomasa     ,        9.73
194         ,2021        ,biomasa     ,      222.41
194         ,2022        ,biomasa     ,     1711.15
194         ,2023        ,biomasa     ,     1711.15
194         ,2024        ,biomasa     ,     1711.15
194         ,2025        ,biomasa     ,     1711.15
194         ,2026        ,biomasa     ,     1711.15
194         ,2027        ,biomasa     ,     1711.15
194         ,2028        ,biomasa     ,     1711.15
194         ,2029        ,biomasa     ,     1711.15
194         ,2030        ,biomasa     ,     1711.15
194         ,2031        ,biomasa     ,     1711.15
194         ,2032        ,biomasa     ,     1711.15
194         ,2033        ,biomasa     ,     1711.15
194         ,2034        ,biomasa     ,     1711.15
194         ,2035        ,biomasa     ,     1711.15
194         ,2036        ,biomasa     ,     1711.15
194         ,2037        ,biomasa     ,     1711.15
194         ,2038        ,biomasa     ,     1711.15
194         ,2039        ,biomasa     ,     1711.15
194         ,2040        ,biomasa     ,     1711.15
194         ,2041        ,biomasa     ,     1711.15
194         ,2042        ,biomasa     ,     1711.15
194         ,2043        ,biomasa     ,     1711.15
194         ,2044        ,biomasa     ,     1711.15
194         ,2045        ,biomasa     ,     1711.15
194         ,2046        ,biomasa     ,     1711.15
194         ,2047        ,biomasa     ,     1711.15
194         ,2048        ,biomasa     ,     1711.15
194         ,2049        ,biomasa     ,     1711.15
194         ,2050        ,biomasa     ,     1711.15
195         ,2017        ,calor_calder,        0.00
195         ,2018        ,calor_calder,        0.00
195         ,2019        ,calor_calder,        0.00
195         ,2020        ,calor_calder,        0.00
195         ,2021        ,calor_calder,        0.00
195         ,2022        ,calor_calder,        0.00
195         ,2023        ,calor_calder,        0.00
195         ,2024        ,calor_calder,        0.00
195         ,2025        ,calor_calder,        0.00
195         ,2026        ,calor_calder,        0.00
195         ,2027        ,calor_calder,        0.00
195         ,2028        ,calor_calder,        0.00
195         ,2029        ,calor_calder,        0.00
195         ,2030        ,calor_calder,        0.00
195         ,2031        ,calor_calder,        0.00
195         ,2032        ,calor_calder,        0.00
