Escenario,agno,emission,CAPEX,OPEX
22,2032,23.41,1861.26,1322.43
22,2033,22.45,1961.56,1398.4
22,2034,20.63,2592.27,1531.29
22,2035,19.95,1983.93,1350.72
22,2036,19.32,1742.23,1278.98
22,2037,18.48,1570.64,1317.01
22,2038,17.19,1824.0,1377.59
22,2039,15.97,1732.05,1373.79
22,2040,8.35,5537.58,1568.57
22,2041,4.14,2575.94,1191.18
22,2042,4.34,736.44,887.85
22,2043,4.46,793.15,983.21
22,2044,4.41,881.97,970.45
22,2045,4.4,829.58,972.37
22,2046,4.35,705.04,941.27
22,2047,4.26,637.43,857.29
22,2048,4.06,538.64,865.62
22,2049,4.29,265.14,863.72
22,2050,4.44,146.71,886.06
23,2017,34.87,0.0,822.27
23,2018,36.94,0.0,886.83
23,2019,36.63,0.0,857.18
23,2020,38.07,1295.62,1344.28
23,2021,31.92,0.0,811.57
23,2022,33.89,1675.75,1352.91
23,2023,34.97,1676.05,1397.76
23,2024,31.99,1221.34,1222.87
23,2025,31.82,1066.14,1252.73
23,2026,30.67,755.43,1229.7
23,2027,29.81,1327.86,1508.41
23,2028,29.86,1207.21,1491.49
23,2029,27.84,4478.87,2325.12
23,2030,26.42,2545.8,1697.55
23,2031,24.39,3113.89,1820.89
23,2032,23.87,2150.18,1503.52
23,2033,22.78,2477.39,1591.52
23,2034,21.1,2914.17,1701.82
23,2035,20.81,1869.12,1386.61
23,2036,20.11,2156.87,1491.08
23,2037,19.0,2324.42,1482.34
23,2038,17.21,2616.71,1310.28
23,2039,14.97,2782.13,1196.6
23,2040,7.64,4450.41,1258.8
23,2041,4.19,2337.28,1047.02
23,2042,4.16,1316.53,934.84
23,2043,4.18,1207.63,901.67
23,2044,4.08,1195.85,815.58
23,2045,4.13,1043.43,822.2
23,2046,4.18,871.16,788.25
23,2047,4.14,735.23,776.77
23,2048,3.98,627.37,741.31
23,2049,3.94,422.09,720.77
23,2050,3.93,236.15,698.83
24,2017,34.87,0.0,822.27
24,2018,36.93,0.0,886.96
24,2019,36.62,0.0,856.78
24,2020,37.19,1878.47,1548.51
24,2021,31.04,0.0,833.29
24,2022,33.33,1351.16,1303.12
24,2023,34.36,1774.82,1463.75
24,2024,31.78,979.44,1195.28
24,2025,31.32,1300.67,1339.36
24,2026,30.36,616.41,1214.87
24,2027,29.84,917.73,1416.79
24,2028,30.47,337.49,1299.96
24,2029,27.83,5365.44,2613.8
24,2030,26.71,2128.01,1611.24
24,2031,24.68,3172.11,1883.07
24,2032,24.31,2136.72,1555.21
24,2033,22.85,2484.78,1614.73
24,2034,21.86,2104.13,1461.85
24,2035,20.09,3081.47,1376.95
24,2036,18.01,3295.53,1328.67
24,2037,16.36,2848.42,1217.32
24,2038,15.54,1862.4,1140.77
24,2039,13.15,3298.68,1034.86
24,2040,7.81,3454.02,997.04
24,2041,4.02,2506.86,864.58
24,2042,3.96,1453.3,742.16
24,2043,3.88,1281.04,723.02
24,2044,3.71,1228.23,693.86
24,2045,3.67,1090.71,670.96
24,2046,3.57,915.65,635.76
24,2047,3.55,745.54,607.02
24,2048,3.35,592.09,564.03
24,2049,3.35,424.6,533.99
24,2050,3.22,239.2,485.31
25,2017,34.87,0.0,822.34
25,2018,36.93,0.0,887.07
25,2019,36.33,0.0,849.07
25,2020,39.23,0.19,984.52
25,2021,32.78,0.0,821.47
25,2022,36.4,272.84,1022.68
25,2023,35.64,2435.29,1691.45
25,2024,32.0,1200.43,1242.62
25,2025,30.96,1423.81,1346.67
25,2026,29.64,776.27,1185.31
25,2027,28.7,798.34,1272.19
25,2028,29.5,26.31,1121.75
25,2029,25.73,4930.13,2633.35
25,2030,24.72,1661.99,1447.19
25,2031,20.44,3951.38,2130.82
25,2032,20.52,1289.81,1160.12
25,2033,19.75,1776.4,1328.37
25,2034,18.79,1796.46,1347.17
25,2035,17.88,2049.63,1404.35
25,2036,17.36,1427.89,1181.64
25,2037,16.87,1408.51,1177.02
25,2038,15.4,1802.3,1268.37
25,2039,14.5,1383.46,1089.96
25,2040,8.71,2537.92,1597.31
25,2041,4.8,1632.02,1211.69
25,2042,4.96,797.8,1034.46
25,2043,4.98,875.72,1076.29
25,2044,4.97,730.09,1009.99
25,2045,5.21,622.34,1017.51
25,2046,5.31,543.99,1024.45
25,2047,5.47,416.58,1009.94
25,2048,5.59,369.2,1051.79
25,2049,5.74,289.51,1049.88
25,2050,5.65,198.74,997.71
26,2017,34.87,0.0,822.21
26,2018,36.93,0.0,887.08
26,2019,36.03,0.0,842.4
26,2020,38.37,57.0,1075.16
26,2021,31.75,0.0,871.73
26,2022,34.59,280.34,1067.44
26,2023,33.98,2394.89,1701.48
26,2024,30.41,1226.65,1248.53
26,2025,29.56,1130.7,1246.19
26,2026,28.55,655.35,1119.35
26,2027,28.07,355.28,1102.9
26,2028,28.33,270.68,1106.38
26,2029,26.17,3112.01,1994.64
26,2030,25.39,1230.26,1331.43
26,2031,20.33,4129.7,2190.36
26,2032,20.11,1245.14,1138.8
26,2033,19.68,1190.27,1113.88
26,2034,18.83,1398.53,1211.79
26,2035,18.23,1329.96,1187.54
26,2036,17.13,1568.88,1241.95
26,2037,16.38,1528.16,1198.91
26,2038,15.57,991.96,1024.86
26,2039,14.95,918.69,1013.61
26,2040,8.97,2279.49,1441.62
26,2041,4.99,1218.39,1078.64
26,2042,5.24,442.25,832.58
26,2043,5.08,716.56,944.37
26,2044,5.14,478.97,854.1
26,2045,5.21,512.88,863.57
26,2046,5.19,502.31,845.01
26,2047,5.32,288.79,807.21
26,2048,5.49,229.17,803.92
26,2049,5.75,160.26,817.05
26,2050,5.75,123.73,794.38
27,2017,34.86,0.0,822.5
27,2018,36.93,0.0,886.96
27,2019,36.2,0.0,846.71
27,2020,38.98,0.0,925.96
27,2021,32.4,0.0,768.45
27,2022,36.31,0.0,886.12
27,2023,36.62,1675.41,1443.08
27,2024,31.75,1773.2,1380.46
27,2025,30.92,1223.07,1240.36
27,2026,29.86,534.25,1067.59
27,2027,28.29,1340.44,1355.45
27,2028,28.17,1154.6,1282.12
27,2029,26.63,3099.87,1760.21
27,2030,25.51,1907.23,1407.7
27,2031,24.59,1812.36,1367.6
27,2032,24.73,1363.95,1241.31
27,2033,23.4,2084.92,1457.53
27,2034,21.94,2297.9,1475.57
27,2035,21.31,1693.81,1322.22
27,2036,20.39,1986.62,1369.35
27,2037,19.61,1730.15,1322.01
27,2038,17.78,2319.35,1435.59
27,2039,16.3,1714.87,1273.92
27,2040,10.18,3229.29,1744.57
27,2041,5.64,2144.37,1449.77
27,2042,5.61,1052.83,1168.77
27,2043,5.5,1029.22,1147.53
27,2044,5.51,765.77,1082.77
27,2045,5.58,738.61,1070.34
27,2046,5.53,730.47,1007.79
27,2047,5.24,782.12,929.2
27,2048,4.72,685.44,871.85
27,2049,4.76,308.36,849.13
27,2050,4.95,138.73,866.24
28,2017,34.87,0.0,822.39
28,2018,36.93,0.0,887.08
28,2019,36.45,0.0,852.23
28,2020,39.44,0.0,912.94
28,2021,33.09,0.0,764.8
28,2022,37.18,0.0,894.24
28,2023,36.95,2025.29,1582.97
28,2024,32.72,1414.85,1317.55
28,2025,31.53,1422.3,1359.99
28,2026,29.94,834.13,1207.74
28,2027,28.48,1116.91,1374.24
28,2028,28.59,904.62,1331.54
28,2029,26.06,4254.09,2245.68
28,2030,24.45,2521.11,1627.67
28,2031,21.38,3468.35,1835.41
28,2032,21.5,1402.1,1170.86
28,2033,20.87,1908.4,1313.56
28,2034,20.18,1848.3,1267.79
28,2035,19.75,1760.24,1226.19
28,2036,18.76,2121.81,1312.14
28,2037,17.58,1922.11,1298.65
28,2038,16.47,1616.72,1210.76
28,2039,14.53,2134.19,1072.61
28,2040,6.84,4386.64,1344.11
28,2041,3.19,2164.46,966.4
28,2042,3.23,886.2,796.6
28,2043,3.2,750.35,792.35
28,2044,3.26,686.7,754.25
28,2045,3.33,736.26,752.15
28,2046,3.42,504.25,759.0
28,2047,3.46,489.74,730.84
28,2048,3.23,523.02,712.48
28,2049,3.26,336.84,704.45
28,2050,3.22,181.51,691.84
29,2017,34.87,0.0,822.27
29,2018,36.93,0.0,886.96
29,2019,36.2,0.0,846.96
29,2020,38.93,55.59,936.05
29,2021,32.37,0.0,763.76
29,2022,35.56,532.36,1012.62
29,2023,35.79,1935.43,1427.53
29,2024,31.68,1563.19,1242.91
29,2025,31.04,1281.18,1202.32
29,2026,29.97,643.97,1073.7
29,2027,29.44,444.37,1119.76
29,2028,29.77,415.01,1187.55
29,2029,27.21,4308.07,2270.26
29,2030,26.18,1846.95,1450.2
29,2031,23.15,3292.32,1826.09
29,2032,23.2,1307.17,1171.35
29,2033,22.34,1860.28,1344.82
29,2034,21.01,2150.4,1436.88
29,2035,20.1,1800.53,1297.14
29,2036,19.0,1917.53,1324.45
29,2037,17.94,1882.56,1270.43
29,2038,16.83,1409.46,1156.7
29,2039,15.47,1490.27,1188.93
29,2040,8.82,3277.55,1660.86
29,2041,4.87,1666.55,1187.74
29,2042,4.93,911.17,1010.28
29,2043,5.04,729.41,994.32
29,2044,5.03,748.07,1003.53
29,2045,5.25,574.5,977.65
29,2046,5.29,594.99,1003.53
29,2047,5.36,497.37,971.43
29,2048,5.38,373.2,987.2
29,2049,5.6,246.29,984.62
29,2050,5.77,147.48,982.98
30,2017,34.87,0.0,822.39
30,2018,36.93,0.0,887.2
30,2019,36.54,0.0,854.25
30,2020,39.59,0.0,892.95
30,2021,33.38,0.0,749.98
30,2022,37.25,156.17,915.41
30,2023,36.88,2442.35,1590.24
30,2024,33.06,1507.02,1256.5
30,2025,32.26,1399.59,1272.21
30,2026,31.08,619.79,1113.64
30,2027,30.24,751.96,1247.9
30,2028,30.8,169.13,1158.97
30,2029,28.01,5187.36,2569.3
30,2030,27.51,1556.98,1403.12
30,2031,24.84,3303.08,1886.63
30,2032,24.95,1671.34,1348.54
30,2033,24.43,1917.07,1422.93
30,2034,22.37,2592.2,1612.88
30,2035,21.26,2138.64,1442.49
30,2036,20.4,1830.18,1357.47
30,2037,19.3,1975.85,1371.25
30,2038,18.0,1673.73,1306.93
30,2039,16.6,1717.23,1288.78
30,2040,9.84,3378.93,1748.68
30,2041,5.7,1867.17,1323.67
30,2042,5.87,922.54,1098.86
30,2043,5.88,991.61,1138.41
30,2044,6.03,721.19,1084.44
30,2045,5.94,946.21,1115.27
30,2046,5.89,750.77,1066.38
30,2047,6.01,529.22,1023.86
30,2048,6.09,433.31,1014.62
30,2049,6.25,335.44,1003.25
30,2050,6.37,183.09,984.21
31,2017,34.87,0.0,822.27
31,2018,36.93,0.0,886.96
31,2019,36.69,0.0,859.54
31,2020,39.94,0.0,936.47
31,2021,34.0,0.0,790.58
31,2022,37.91,53.95,947.04
31,2023,37.86,2101.97,1647.25
31,2024,33.76,1547.37,1403.36
31,2025,32.48,1478.9,1429.62
31,2026,30.62,1061.78,1331.95
31,2027,29.55,895.73,1369.46
31,2028,30.23,248.37,1231.1
31,2029,26.72,5861.26,2766.93
31,2030,25.82,1902.86,1508.09
31,2031,23.64,3129.28,1828.91
31,2032,23.32,2030.15,1461.54
31,2033,22.72,1810.82,1431.36
31,2034,21.5,2439.63,1595.35
31,2035,21.29,1843.78,1399.38
31,2036,20.0,2729.46,1566.34
31,2037,19.06,2095.95,1421.21
31,2038,17.57,2083.58,1410.27
31,2039,16.26,1633.91,1285.32
31,2040,9.95,3603.14,1884.14
31,2041,5.71,1893.2,1434.33
31,2042,5.97,916.96,1172.45
31,2043,6.09,1031.07,1221.23
31,2044,6.19,875.0,1198.61
31,2045,6.38,839.06,1216.14
31,2046,6.69,598.11,1190.0
31,2047,6.82,641.39,1216.7
31,2048,6.23,828.8,1088.76
31,2049,6.37,416.08,1071.02
31,2050,6.58,191.74,1076.15
32,2017,34.87,0.0,822.27
32,2018,36.93,0.0,886.96
32,2019,36.37,0.0,850.22
32,2020,35.89,2329.61,1687.38
32,2021,29.62,0.0,824.64
32,2022,31.9,1167.89,1241.75
32,2023,33.45,1190.12,1304.54
32,2024,30.99,841.71,1150.57
32,2025,30.34,1328.32,1323.57
32,2026,29.43,582.03,1160.98
32,2027,28.66,969.59,1359.65
32,2028,29.45,0.0,1133.03
32,2029,27.34,4181.43,2224.95
32,2030,26.05,1982.15,1535.74
32,2031,23.39,3293.54,1844.08
32,2032,23.33,1496.02,1316.59
32,2033,22.12,1999.77,1438.36
32,2034,20.72,2201.99,1510.58
32,2035,20.39,1643.1,1358.17
32,2036,19.68,1873.72,1412.18
32,2037,19.09,1629.21,1347.02
32,2038,17.52,2056.36,1405.65
32,2039,15.64,2222.02,1164.52
32,2040,7.68,4889.02,1256.75
32,2041,4.1,1823.95,1003.99
32,2042,4.23,827.23,830.69
32,2043,4.33,804.78,844.28
32,2044,4.27,886.84,777.09
32,2045,4.28,801.35,792.5
32,2046,4.26,627.81,779.83
32,2047,4.28,588.94,734.39
32,2048,4.1,490.8,711.39
32,2049,4.13,315.24,697.97
32,2050,4.13,175.78,669.21
33,2017,34.87,0.0,822.4
33,2018,36.93,0.0,887.08
33,2019,36.29,0.0,848.6
33,2020,39.14,9.7,1028.61
33,2021,32.64,0.0,854.39
33,2022,34.65,1244.29,1305.04
33,2023,34.71,1994.91,1544.98
33,2024,31.34,1194.39,1235.36
33,2025,30.54,1304.23,1306.43
33,2026,28.92,1106.64,1267.32
33,2027,28.62,312.55,1138.68
33,2028,29.29,161.34,1180.96
33,2029,25.48,5112.66,2606.02
33,2030,24.42,1764.43,1454.7
33,2031,20.5,3780.36,2008.06
33,2032,20.49,1417.34,1196.59
33,2033,19.69,1849.08,1327.89
33,2034,18.75,1806.23,1329.72
33,2035,17.96,1752.92,1304.4
33,2036,17.53,1725.98,1276.84
33,2037,16.67,1617.15,1226.23
33,2038,15.5,1626.81,1205.96
33,2039,14.3,1625.27,1153.01
33,2040,8.61,2708.96,1521.93
33,2041,4.1,2500.34,1161.76
33,2042,4.07,1084.26,838.61
33,2043,4.12,727.81,901.98
33,2044,4.19,639.41,878.24
33,2045,4.24,714.62,847.27
33,2046,4.23,637.6,859.75
33,2047,4.06,645.63,796.89
33,2048,3.8,476.73,785.42
33,2049,3.95,256.88,763.84
33,2050,4.04,133.69,773.82
34,2017,34.87,0.0,822.27
34,2018,36.93,0.0,886.96
34,2019,36.63,0.0,857.18
34,2020,39.76,0.0,967.88
34,2021,33.75,0.0,814.79
34,2022,37.25,449.97,1077.84
34,2023,36.43,2595.93,1752.64
34,2024,32.84,1259.88,1285.1
34,2025,31.84,1494.54,1407.01
34,2026,30.23,1095.23,1320.47
34,2027,28.69,2234.6,1668.35
34,2028,27.74,2793.58,1761.27
34,2029,27.43,2146.41,1561.19
34,2030,25.38,2911.15,1740.12
34,2031,23.94,2688.36,1644.75
34,2032,24.05,1641.24,1375.86
34,2033,23.0,2296.46,1551.51
34,2034,21.89,2588.88,1545.64
34,2035,21.04,2566.17,1580.63
34,2036,19.98,2797.56,1578.1
34,2037,18.86,2423.36,1468.14
34,2038,17.48,2334.23,1478.32
34,2039,16.15,1988.13,1410.11
34,2040,9.9,4049.27,1923.12
34,2041,5.64,2112.93,1506.56
34,2042,5.71,1311.69,1282.72
34,2043,5.91,988.85,1255.59
34,2044,5.98,1014.87,1262.04
34,2045,5.99,1085.79,1277.88
34,2046,5.89,966.56,1221.79
34,2047,5.86,756.63,1166.15
34,2048,5.63,617.88,1165.15
34,2049,6.88,449.94,1093.45
34,2050,7.57,189.33,1123.98
35,2017,34.87,0.0,822.27
35,2018,36.93,0.0,886.96
35,2019,36.62,0.0,856.78
35,2020,39.73,0.0,977.91
35,2021,33.72,0.0,823.01
35,2022,37.36,55.64,983.0
35,2023,37.36,2201.61,1708.84
35,2024,33.01,1615.21,1440.27
35,2025,31.82,1478.96,1437.31
35,2026,30.33,831.95,1268.36
35,2027,29.1,995.26,1404.85
35,2028,29.83,228.92,1219.91
35,2029,27.11,5121.67,2514.73
35,2030,25.69,2436.38,1673.46
35,2031,24.19,2607.04,1683.61
35,2032,23.81,1837.99,1450.45
35,2033,23.22,1854.78,1458.76
35,2034,21.94,2437.47,1580.16
35,2035,21.32,2244.15,1540.05
35,2036,20.42,2321.97,1567.37
35,2037,19.29,2271.7,1485.13
35,2038,17.76,2211.93,1487.13
35,2039,16.55,1747.4,1369.59
35,2040,10.35,3576.89,1895.08
35,2041,5.8,2343.76,1526.94
35,2042,6.1,913.48,1179.11
35,2043,6.29,945.34,1221.0
35,2044,6.32,988.48,1221.78
35,2045,6.63,752.73,1207.29
35,2046,6.85,677.04,1212.11
35,2047,7.04,622.24,1221.18
35,2048,6.95,583.88,1210.7
35,2049,6.96,426.79,1169.53
35,2050,6.95,234.78,1114.45
36,2017,34.87,0.0,822.27
36,2018,36.93,0.0,886.96
36,2019,36.33,0.0,849.1
36,2020,37.72,973.24,1310.35
36,2021,31.4,0.0,847.76
36,2022,32.64,1850.23,1437.99
36,2023,34.01,1272.56,1321.71
36,2024,30.96,1178.04,1227.85
36,2025,30.33,1294.9,1306.29
36,2026,29.29,714.99,1190.03
36,2027,28.42,1131.04,1423.12
36,2028,28.61,857.95,1372.72
36,2029,25.19,4588.11,2419.27
36,2030,23.16,2576.68,1682.49
36,2031,19.76,3582.96,1909.27
36,2032,19.62,1690.1,1255.69
36,2033,19.24,1652.91,1260.92
36,2034,17.82,2239.56,1436.04
36,2035,17.36,1721.26,1269.89
36,2036,16.7,1670.31,1239.87
36,2037,16.63,1428.89,1164.33
36,2038,15.19,1990.91,1305.84
36,2039,14.1,1669.66,1123.77
36,2040,6.87,4611.94,1141.9
36,2041,3.16,2264.35,985.85
36,2042,3.29,966.69,800.82
36,2043,3.33,905.6,880.25
36,2044,3.3,803.83,816.65
36,2045,3.47,712.51,816.27
36,2046,3.51,668.4,802.32
36,2047,3.51,596.99,757.31
36,2048,3.33,531.47,748.2
36,2049,3.38,367.48,730.13
36,2050,3.32,206.62,693.76
37,2017,34.87,0.0,822.21
37,2018,36.93,0.0,887.08
37,2019,36.03,0.0,842.43
37,2020,38.67,13.14,1011.76
37,2021,31.81,0.0,832.12
37,2022,35.35,55.55,965.56
37,2023,34.52,2314.9,1661.81
37,2024,30.66,1260.3,1243.01
37,2025,29.79,1221.23,1255.24
37,2026,28.6,674.4,1106.6
37,2027,27.51,1295.64,1305.6
37,2028,27.34,830.69,1187.85
37,2029,26.08,2480.66,1589.66
37,2030,25.09,1708.37,1358.57
37,2031,23.59,1966.3,1422.96
37,2032,23.94,1017.09,1150.32
37,2033,22.95,1791.35,1376.85
37,2034,21.42,1993.99,1431.26
37,2035,20.65,1869.77,1325.48
37,2036,19.75,1924.5,1334.12
37,2037,18.84,1676.4,1254.08
37,2038,17.36,1934.95,1323.08
37,2039,15.7,1702.23,1230.79
37,2040,7.64,5354.93,1387.2
37,2041,4.17,1564.77,989.08
37,2042,4.18,819.67,890.95
37,2043,4.09,971.65,816.93
37,2044,4.0,688.78,828.29
37,2045,4.2,494.45,821.65
37,2046,4.21,514.34,826.08
37,2047,4.34,383.64,814.99
37,2048,3.67,610.59,799.66
37,2049,3.75,266.81,719.83
37,2050,3.83,143.74,718.44
38,2017,34.87,0.0,822.27
38,2018,36.93,0.0,886.96
38,2019,36.2,0.0,846.71
38,2020,38.98,0.0,955.89
38,2021,32.4,0.0,793.19
38,2022,35.97,234.36,976.74
38,2023,35.69,2079.83,1553.92
38,2024,31.48,1493.3,1292.2
38,2025,30.81,1140.04,1227.02
38,2026,29.05,1104.41,1235.47
38,2027,28.37,610.07,1172.94
38,2028,28.17,1136.64,1366.71
38,2029,25.63,3911.41,2103.47
38,2030,24.29,1918.46,1430.95
38,2031,21.41,3177.17,1751.3
38,2032,21.52,1289.7,1145.5
38,2033,20.49,1955.84,1345.13
38,2034,19.29,2085.0,1373.38
38,2035,19.02,1576.43,1214.58
38,2036,18.25,1814.21,1255.15
38,2037,17.34,1687.55,1227.76
38,2038,15.97,1870.0,1152.72
38,2039,14.84,1361.25,1090.28
38,2040,7.42,4623.34,1340.43
38,2041,3.28,2269.87,984.92
38,2042,3.31,777.57,781.28
38,2043,3.31,858.18,764.19
38,2044,3.31,672.92,733.34
38,2045,3.4,710.42,723.09
38,2046,3.38,521.55,750.06
38,2047,3.49,406.44,750.01
38,2048,3.36,418.36,767.89
38,2049,3.44,236.51,752.52
38,2050,3.49,135.28,759.07
39,2017,34.87,0.0,822.27
39,2018,36.93,0.0,886.96
39,2019,36.44,0.0,852.28
39,2020,39.18,2.48,1081.04
39,2021,33.05,0.0,904.36
39,2022,35.74,745.78,1246.06
39,2023,34.8,2703.89,1849.23
39,2024,31.54,1098.25,1273.41
39,2025,30.61,1359.74,1395.03
39,2026,29.48,678.75,1221.22
39,2027,28.45,910.43,1363.74
39,2028,29.06,210.49,1210.41
39,2029,26.62,4533.63,2348.03
39,2030,25.3,2161.04,1602.99
39,2031,22.45,3579.97,1926.63
39,2032,22.51,1418.15,1290.12
39,2033,21.78,1839.75,1426.29
39,2034,21.08,1657.58,1372.11
39,2035,20.77,1506.65,1367.99
39,2036,19.68,2359.9,1531.51
39,2037,19.08,1762.07,1366.9
39,2038,17.56,2024.1,1444.67
39,2039,15.97,2132.58,1422.53
39,2040,9.99,3099.66,1719.4
39,2041,5.32,2294.19,1421.4
39,2042,5.52,796.0,1054.59
39,2043,5.63,836.2,1088.35
39,2044,5.71,746.78,1071.38
39,2045,6.03,541.69,1065.89
39,2046,6.19,553.97,1089.03
39,2047,6.27,505.72,1094.54
39,2048,6.18,455.44,1092.24
39,2049,6.3,309.54,1062.04
39,2050,6.18,206.95,1016.69
40,2017,34.89,0.0,821.78
40,2018,36.95,0.0,886.55
40,2019,36.22,0.0,846.61
40,2020,39.02,0.0,867.9
40,2021,32.45,0.0,721.38
40,2022,36.39,0.0,835.28
40,2023,37.71,902.42,1204.24
40,2024,32.86,1660.22,1380.21
40,2025,31.31,1488.22,1342.08
40,2026,29.98,635.76,1090.02
40,2027,28.33,1099.94,1311.0
40,2028,28.46,562.3,1159.23
40,2029,26.64,3685.06,1942.18
40,2030,25.27,2272.08,1450.52
40,2031,23.85,2031.71,1419.89
40,2032,23.87,1539.07,1199.07
40,2033,23.1,1983.54,1332.76
40,2034,21.05,2860.46,1308.7
40,2035,19.67,2420.29,1158.87
40,2036,18.34,1990.5,1155.22
40,2037,16.66,2270.72,1061.99
40,2038,14.34,2258.61,986.75
40,2039,12.55,1850.11,1043.79
40,2040,6.51,3749.5,1045.02
40,2041,2.99,2392.89,834.58
40,2042,2.92,1202.44,626.5
40,2043,2.87,932.97,627.01
40,2044,2.67,940.86,591.31
40,2045,2.54,923.82,559.4
40,2046,2.41,715.73,517.84
40,2047,2.35,564.97,480.26
40,2048,2.04,555.0,418.48
40,2049,2.07,281.73,402.9
40,2050,2.06,160.18,390.68
41,2017,34.86,0.0,822.5
41,2018,36.93,0.0,886.96
41,2019,36.53,0.0,854.3
41,2020,39.55,16.74,1027.73
41,2021,33.35,0.0,858.91
41,2022,36.19,591.46,1152.09
41,2023,35.75,2655.49,1773.54
41,2024,32.01,1419.97,1325.18
41,2025,31.41,1240.94,1321.36
41,2026,30.1,751.05,1219.31
41,2027,29.42,688.0,1291.87
41,2028,29.81,456.82,1271.95
41,2029,27.49,4755.23,2362.8
41,2030,26.59,1915.64,1528.55
41,2031,25.0,2514.87,1676.35
41,2032,25.51,1341.47,1357.77
41,2033,24.2,2140.32,1596.37
41,2034,22.35,2589.22,1702.67
41,2035,21.51,2217.48,1535.1
41,2036,20.74,2207.63,1540.9
41,2037,19.52,2203.63,1373.99
41,2038,17.03,2997.62,1276.76
41,2039,14.22,2991.66,1166.13
41,2040,8.27,3350.58,1451.38
41,2041,4.57,2341.88,1093.73
41,2042,4.74,1013.98,915.18
41,2043,4.67,1180.62,890.31
41,2044,4.39,1269.37,824.79
41,2045,4.41,918.7,798.21
41,2046,4.4,766.5,770.92
41,2047,4.28,708.04,720.15
41,2048,4.05,605.78,670.22
41,2049,4.06,368.88,645.71
41,2050,4.06,199.98,623.66
42,2017,34.86,0.0,822.7
42,2018,36.93,0.0,887.03
42,2019,36.71,0.0,859.14
42,2020,39.96,8.29,884.39
42,2021,33.99,0.0,744.71
42,2022,36.93,956.16,1117.85
42,2023,36.23,2836.56,1654.86
42,2024,33.14,1142.19,1149.12
42,2025,32.47,1346.37,1277.04
42,2026,30.63,1954.89,1492.0
42,2027,28.82,3050.31,1801.69
42,2028,27.88,2422.18,1572.02
42,2029,27.63,2388.13,1551.92
42,2030,26.29,2906.75,1667.25
42,2031,25.07,2596.57,1569.28
42,2032,24.97,1991.59,1396.81
42,2033,24.32,2445.53,1538.35
42,2034,22.26,3093.56,1696.24
42,2035,20.53,3472.44,1321.83
42,2036,19.06,2894.46,1274.22
42,2037,16.91,3174.62,1188.98
42,2038,14.69,3024.72,1167.26
42,2039,12.94,2821.1,1003.19
42,2040,6.31,4977.7,1040.92
42,2041,3.46,2115.06,904.06
42,2042,3.24,1840.63,772.8
42,2043,3.11,1533.0,724.11
42,2044,2.93,1345.94,691.89
42,2045,2.8,1297.34,643.44
42,2046,2.77,901.55,624.42
42,2047,2.66,856.65,583.97
42,2048,2.28,787.11,530.04
42,2049,2.25,456.39,495.59
42,2050,2.13,249.27,467.61
43,2017,34.87,0.0,822.33
43,2018,36.93,0.0,887.08
43,2019,36.37,0.0,850.13
43,2020,39.25,37.46,1033.14
43,2021,32.8,0.0,852.41
43,2022,35.86,567.43,1138.61
43,2023,35.18,2452.5,1722.74
43,2024,31.54,1251.77,1276.67
43,2025,30.51,1402.9,1358.71
43,2026,29.02,913.51,1232.99
43,2027,28.42,529.79,1204.02
43,2028,28.22,1130.23,1409.18
43,2029,25.82,4015.83,2157.64
43,2030,24.2,2287.23,1569.12
43,2031,21.25,3396.93,1817.01
43,2032,21.49,1325.57,1172.58
43,2033,20.61,1815.1,1328.02
43,2034,19.7,1787.49,1324.68
43,2035,19.18,1709.13,1249.2
43,2036,18.94,1605.51,1252.44
43,2037,17.85,1863.85,1312.96
43,2038,16.45,1875.38,1287.32
43,2039,15.26,1551.2,1159.18
43,2040,8.78,3558.59,1760.04
43,2041,4.8,1483.83,1205.26
43,2042,4.96,744.36,1023.98
43,2043,5.0,796.57,1050.34
43,2044,5.08,638.4,1023.85
43,2045,5.27,560.49,1030.92
43,2046,5.33,561.49,1048.64
43,2047,5.48,417.45,1029.12
43,2048,5.17,547.06,1045.77
43,2049,5.23,287.7,986.26
43,2050,5.27,144.01,973.55
