GEI,agno,offset
offset_biodigestores          ,2038        ,        0.00
offset_biodigestores          ,2039        ,        0.00
offset_biodigestores          ,2040        ,        0.00
offset_biodigestores          ,2041        ,        0.00
offset_biodigestores          ,2042        ,        0.00
offset_biodigestores          ,2043        ,        0.00
offset_biodigestores          ,2044        ,        0.00
offset_biodigestores          ,2045        ,        0.00
offset_biodigestores          ,2046        ,        0.00
offset_biodigestores          ,2047        ,        0.00
offset_biodigestores          ,2048        ,        0.00
offset_biodigestores          ,2049        ,        0.00
offset_biodigestores          ,2050        ,        0.00
offset_mejor_genetico_veg     ,2017        ,        0.00
offset_mejor_genetico_veg     ,2018        ,        0.00
offset_mejor_genetico_veg     ,2019        ,        0.00
offset_mejor_genetico_veg     ,2020        ,        0.00
offset_mejor_genetico_veg     ,2021        ,        0.00
offset_mejor_genetico_veg     ,2022        ,        0.00
offset_mejor_genetico_veg     ,2023        ,        0.00
offset_mejor_genetico_veg     ,2024        ,        0.00
offset_mejor_genetico_veg     ,2025        ,        0.00
offset_mejor_genetico_veg     ,2026        ,        0.00
offset_mejor_genetico_veg     ,2027        ,        0.00
offset_mejor_genetico_veg     ,2028        ,        0.00
offset_mejor_genetico_veg     ,2029        ,        0.00
offset_mejor_genetico_veg     ,2030        ,        0.00
offset_mejor_genetico_veg     ,2031        ,        0.00
offset_mejor_genetico_veg     ,2032        ,        0.00
offset_mejor_genetico_veg     ,2033        ,        0.00
offset_mejor_genetico_veg     ,2034        ,        0.00
offset_mejor_genetico_veg     ,2035        ,        0.00
offset_mejor_genetico_veg     ,2036        ,        0.00
offset_mejor_genetico_veg     ,2037        ,        0.00
offset_mejor_genetico_veg     ,2038        ,        0.00
offset_mejor_genetico_veg     ,2039        ,        0.00
offset_mejor_genetico_veg     ,2040        ,        0.00
offset_mejor_genetico_veg     ,2041        ,        0.00
offset_mejor_genetico_veg     ,2042        ,        0.00
offset_mejor_genetico_veg     ,2043        ,        0.00
offset_mejor_genetico_veg     ,2044        ,        0.00
offset_mejor_genetico_veg     ,2045        ,        0.00
offset_mejor_genetico_veg     ,2046        ,        0.00
offset_mejor_genetico_veg     ,2047        ,        0.00
offset_mejor_genetico_veg     ,2048        ,        0.00
offset_mejor_genetico_veg     ,2049        ,        0.00
offset_mejor_genetico_veg     ,2050        ,        0.00
offset_secuestro_CO2_organico ,2017        ,        0.00
offset_secuestro_CO2_organico ,2018        ,        0.00
offset_secuestro_CO2_organico ,2019        ,        0.00
offset_secuestro_CO2_organico ,2020        ,        0.00
offset_secuestro_CO2_organico ,2021        ,        0.00
offset_secuestro_CO2_organico ,2022        ,        0.00
offset_secuestro_CO2_organico ,2023        ,        0.00
offset_secuestro_CO2_organico ,2024        ,        0.00
offset_secuestro_CO2_organico ,2025        ,        0.00
offset_secuestro_CO2_organico ,2026        ,        0.00
offset_secuestro_CO2_organico ,2027        ,        0.00
offset_secuestro_CO2_organico ,2028        ,        0.00
offset_secuestro_CO2_organico ,2029        ,        0.00
offset_secuestro_CO2_organico ,2030        ,        0.00
offset_secuestro_CO2_organico ,2031        ,        0.00
offset_secuestro_CO2_organico ,2032        ,        0.00
offset_secuestro_CO2_organico ,2033        ,        0.00
offset_secuestro_CO2_organico ,2034        ,        0.00
offset_secuestro_CO2_organico ,2035        ,        0.00
offset_secuestro_CO2_organico ,2036        ,        0.00
offset_secuestro_CO2_organico ,2037        ,        0.00
offset_secuestro_CO2_organico ,2038        ,        0.00
offset_secuestro_CO2_organico ,2039        ,        0.00
offset_secuestro_CO2_organico ,2040        ,        0.00
offset_secuestro_CO2_organico ,2041        ,        0.00
offset_secuestro_CO2_organico ,2042        ,        0.00
offset_secuestro_CO2_organico ,2043        ,        0.00
offset_secuestro_CO2_organico ,2044        ,        0.00
offset_secuestro_CO2_organico ,2045        ,        0.00
offset_secuestro_CO2_organico ,2046        ,        0.00
offset_secuestro_CO2_organico ,2047        ,        0.00
offset_secuestro_CO2_organico ,2048        ,        0.00
offset_secuestro_CO2_organico ,2049        ,        0.00
offset_secuestro_CO2_organico ,2050        ,        0.00
offset_ERNC_riego             ,2017        ,        0.00
offset_ERNC_riego             ,2018        ,        0.00
offset_ERNC_riego             ,2019        ,        0.00
offset_ERNC_riego             ,2020        ,        0.00
offset_ERNC_riego             ,2021        ,        0.00
offset_ERNC_riego             ,2022        ,        0.00
offset_ERNC_riego             ,2023        ,        0.00
offset_ERNC_riego             ,2024        ,        0.00
offset_ERNC_riego             ,2025        ,        0.00
offset_ERNC_riego             ,2026        ,        0.00
offset_ERNC_riego             ,2027        ,        0.00
offset_ERNC_riego             ,2028        ,        0.00
offset_ERNC_riego             ,2029        ,        0.00
offset_ERNC_riego             ,2030        ,        0.00
offset_ERNC_riego             ,2031        ,        0.00
offset_ERNC_riego             ,2032        ,        0.00
offset_ERNC_riego             ,2033        ,        0.00
offset_ERNC_riego             ,2034        ,        0.00
offset_ERNC_riego             ,2035        ,        0.00
offset_ERNC_riego             ,2036        ,        0.00
offset_ERNC_riego             ,2037        ,        0.00
offset_ERNC_riego             ,2038        ,        0.00
offset_ERNC_riego             ,2039        ,        0.00
offset_ERNC_riego             ,2040        ,        0.00
offset_ERNC_riego             ,2041        ,        0.00
offset_ERNC_riego             ,2042        ,        0.00
offset_ERNC_riego             ,2043        ,        0.00
offset_ERNC_riego             ,2044        ,        0.00
offset_ERNC_riego             ,2045        ,        0.00
offset_ERNC_riego             ,2046        ,        0.00
offset_ERNC_riego             ,2047        ,        0.00
offset_ERNC_riego             ,2048        ,        0.00
offset_ERNC_riego             ,2049        ,        0.00
offset_ERNC_riego             ,2050        ,        0.00
offset_capturaCO2_bosquenativo,2017        ,        0.00
offset_capturaCO2_bosquenativo,2018        ,        0.00
offset_capturaCO2_bosquenativo,2019        ,        0.00
offset_capturaCO2_bosquenativo,2020        ,        0.00
offset_capturaCO2_bosquenativo,2021        ,        0.00
offset_capturaCO2_bosquenativo,2022        ,        0.00
offset_capturaCO2_bosquenativo,2023        ,        0.00
offset_capturaCO2_bosquenativo,2024        ,        0.00
offset_capturaCO2_bosquenativo,2025        ,        0.00
offset_capturaCO2_bosquenativo,2026        ,        0.00
offset_capturaCO2_bosquenativo,2027        ,        0.00
offset_capturaCO2_bosquenativo,2028        ,        0.00
offset_capturaCO2_bosquenativo,2029        ,        0.00
offset_capturaCO2_bosquenativo,2030        ,        0.00
offset_capturaCO2_bosquenativo,2031        ,        0.00
offset_capturaCO2_bosquenativo,2032        ,        0.00
offset_capturaCO2_bosquenativo,2033        ,        0.00
offset_capturaCO2_bosquenativo,2034        ,        0.00
offset_capturaCO2_bosquenativo,2035        ,        0.00
offset_capturaCO2_bosquenativo,2036        ,        0.00
offset_capturaCO2_bosquenativo,2037        ,        0.00
offset_capturaCO2_bosquenativo,2038        ,        0.00
offset_capturaCO2_bosquenativo,2039        ,        0.00
offset_capturaCO2_bosquenativo,2040        ,        0.00
offset_capturaCO2_bosquenativo,2041        ,        0.00
offset_capturaCO2_bosquenativo,2042        ,        0.00
offset_capturaCO2_bosquenativo,2043        ,        0.00
offset_capturaCO2_bosquenativo,2044        ,        0.00
offset_capturaCO2_bosquenativo,2045        ,        0.00
offset_capturaCO2_bosquenativo,2046        ,        0.00
offset_capturaCO2_bosquenativo,2047        ,        0.00
offset_capturaCO2_bosquenativo,2048        ,        0.00
offset_capturaCO2_bosquenativo,2049        ,        0.00
offset_capturaCO2_bosquenativo,2050        ,        0.00
offset_fomento_forestacion    ,2017        ,        0.00
offset_fomento_forestacion    ,2018        ,        0.00
offset_fomento_forestacion    ,2019        ,        0.00
offset_fomento_forestacion    ,2020        ,        0.00
offset_fomento_forestacion    ,2021        ,        0.00
offset_fomento_forestacion    ,2022        ,        0.00
offset_fomento_forestacion    ,2023        ,        0.00
offset_fomento_forestacion    ,2024        ,        0.00
offset_fomento_forestacion    ,2025        ,        0.00
offset_fomento_forestacion    ,2026        ,        0.00
offset_fomento_forestacion    ,2027        ,        0.00
offset_fomento_forestacion    ,2028        ,        0.00
offset_fomento_forestacion    ,2029        ,        0.00
offset_fomento_forestacion    ,2030        ,        0.00
offset_fomento_forestacion    ,2031        ,        0.00
offset_fomento_forestacion    ,2032        ,        0.00
offset_fomento_forestacion    ,2033        ,        0.00
offset_fomento_forestacion    ,2034        ,        0.00
offset_fomento_forestacion    ,2035        ,        0.00
offset_fomento_forestacion    ,2036        ,        0.00
offset_fomento_forestacion    ,2037        ,        0.00
offset_fomento_forestacion    ,2038        ,        0.00
offset_fomento_forestacion    ,2039        ,        0.00
offset_fomento_forestacion    ,2040        ,        0.00
offset_fomento_forestacion    ,2041        ,        0.00
offset_fomento_forestacion    ,2042        ,        0.00
offset_fomento_forestacion    ,2043        ,        0.00
offset_fomento_forestacion    ,2044        ,        0.00
offset_fomento_forestacion    ,2045        ,        0.00
offset_fomento_forestacion    ,2046        ,        0.00
offset_fomento_forestacion    ,2047        ,        0.00
offset_fomento_forestacion    ,2048        ,        0.00
offset_fomento_forestacion    ,2049        ,        0.00
offset_fomento_forestacion    ,2050        ,        0.00
offset_captura_biogas         ,2017        ,        0.00
offset_captura_biogas         ,2018        ,        0.00
offset_captura_biogas         ,2019        ,        0.00
offset_captura_biogas         ,2020        ,        0.00
offset_captura_biogas         ,2021        ,        0.00
offset_captura_biogas         ,2022        ,        0.00
offset_captura_biogas         ,2023        ,        0.00
offset_captura_biogas         ,2024        ,        0.00
offset_captura_biogas         ,2025        ,        0.00
offset_captura_biogas         ,2026        ,        0.00
offset_captura_biogas         ,2027        ,        0.00
offset_captura_biogas         ,2028        ,        0.00
offset_captura_biogas         ,2029        ,        0.00
offset_captura_biogas         ,2030        ,        0.00
offset_captura_biogas         ,2031        ,        0.00
offset_captura_biogas         ,2032        ,        0.00
offset_captura_biogas         ,2033        ,        0.00
offset_captura_biogas         ,2034        ,        0.00
offset_captura_biogas         ,2035        ,        0.00
offset_captura_biogas         ,2036        ,        0.00
offset_captura_biogas         ,2037        ,        0.00
offset_captura_biogas         ,2038        ,        0.00
offset_captura_biogas         ,2039        ,        0.00
offset_captura_biogas         ,2040        ,        0.00
offset_captura_biogas         ,2041        ,        0.00
offset_captura_biogas         ,2042        ,        0.00
offset_captura_biogas         ,2043        ,        0.00
offset_captura_biogas         ,2044        ,        0.00
offset_captura_biogas         ,2045        ,        0.00
offset_captura_biogas         ,2046        ,        0.00
offset_captura_biogas         ,2047        ,        0.00
offset_captura_biogas         ,2048        ,        0.00
offset_captura_biogas         ,2049        ,        0.00
offset_captura_biogas         ,2050        ,        0.00
offset_generacion_biogas      ,2017        ,        0.00
offset_generacion_biogas      ,2018        ,        0.00
offset_generacion_biogas      ,2019        ,        0.00
offset_generacion_biogas      ,2020        ,        0.00
offset_generacion_biogas      ,2021        ,        0.00
offset_generacion_biogas      ,2022        ,        0.00
offset_generacion_biogas      ,2023        ,        0.00
offset_generacion_biogas      ,2024        ,        0.00
offset_generacion_biogas      ,2025        ,        0.00
offset_generacion_biogas      ,2026        ,        0.00
offset_generacion_biogas      ,2027        ,        0.00
offset_generacion_biogas      ,2028        ,        0.00
offset_generacion_biogas      ,2029        ,        0.00
offset_generacion_biogas      ,2030        ,        0.00
offset_generacion_biogas      ,2031        ,        0.00
offset_generacion_biogas      ,2032        ,        0.00
offset_generacion_biogas      ,2033        ,        0.00
offset_generacion_biogas      ,2034        ,        0.00
offset_generacion_biogas      ,2035        ,        0.00
offset_generacion_biogas      ,2036        ,        0.00
offset_generacion_biogas      ,2037        ,        0.00
offset_generacion_biogas      ,2038        ,        0.00
offset_generacion_biogas      ,2039        ,        0.00
offset_generacion_biogas      ,2040        ,        0.00
offset_generacion_biogas      ,2041        ,        0.00
offset_generacion_biogas      ,2042        ,        0.00
offset_generacion_biogas      ,2043        ,        0.00
offset_generacion_biogas      ,2044        ,        0.00
offset_generacion_biogas      ,2045        ,        0.00
offset_generacion_biogas      ,2046        ,        0.00
offset_generacion_biogas      ,2047        ,        0.00
offset_generacion_biogas      ,2048        ,        0.00
offset_generacion_biogas      ,2049        ,        0.00
offset_generacion_biogas      ,2050        ,        0.00
offset_termico_biogas         ,2017        ,        0.00
offset_termico_biogas         ,2018        ,        0.00
offset_termico_biogas         ,2019        ,        0.00
offset_termico_biogas         ,2020        ,        0.00
offset_termico_biogas         ,2021        ,        0.00
offset_termico_biogas         ,2022        ,        0.00
offset_termico_biogas         ,2023        ,        0.00
offset_termico_biogas         ,2024        ,        0.00
offset_termico_biogas         ,2025        ,        0.00
offset_termico_biogas         ,2026        ,        0.00
offset_termico_biogas         ,2027        ,        0.00
offset_termico_biogas         ,2028        ,        0.00
offset_termico_biogas         ,2029        ,        0.00
offset_termico_biogas         ,2030        ,        0.00
offset_termico_biogas         ,2031        ,        0.00
offset_termico_biogas         ,2032        ,        0.00
offset_termico_biogas         ,2033        ,        0.00
offset_termico_biogas         ,2034        ,        0.00
offset_termico_biogas         ,2035        ,        0.00
offset_termico_biogas         ,2036        ,        0.00
offset_termico_biogas         ,2037        ,        0.00
offset_termico_biogas         ,2038        ,        0.00
offset_termico_biogas         ,2039        ,        0.00
offset_termico_biogas         ,2040        ,        0.00
offset_termico_biogas         ,2041        ,        0.00
offset_termico_biogas         ,2042        ,        0.00
offset_termico_biogas         ,2043        ,        0.00
offset_termico_biogas         ,2044        ,        0.00
offset_termico_biogas         ,2045        ,        0.00
offset_termico_biogas         ,2046        ,        0.00
offset_termico_biogas         ,2047        ,        0.00
offset_termico_biogas         ,2048        ,        0.00
offset_termico_biogas         ,2049        ,        0.00
offset_termico_biogas         ,2050        ,        0.00
offset_compostaje_planta      ,2017        ,        0.00
offset_compostaje_planta      ,2018        ,        0.00
offset_compostaje_planta      ,2019        ,        0.00
offset_compostaje_planta      ,2020        ,        0.00
offset_compostaje_planta      ,2021        ,        0.00
offset_compostaje_planta      ,2022        ,        0.00
offset_compostaje_planta      ,2023        ,        0.00
offset_compostaje_planta      ,2024        ,        0.00
offset_compostaje_planta      ,2025        ,        0.00
offset_compostaje_planta      ,2026        ,        0.00
offset_compostaje_planta      ,2027        ,        0.00
offset_compostaje_planta      ,2028        ,        0.00
offset_compostaje_planta      ,2029        ,        0.00
offset_compostaje_planta      ,2030        ,        0.00
offset_compostaje_planta      ,2031        ,        0.00
offset_compostaje_planta      ,2032        ,        0.00
offset_compostaje_planta      ,2033        ,        0.00
offset_compostaje_planta      ,2034        ,        0.00
offset_compostaje_planta      ,2035        ,        0.00
offset_compostaje_planta      ,2036        ,        0.00
offset_compostaje_planta      ,2037        ,        0.00
offset_compostaje_planta      ,2038        ,        0.00
offset_compostaje_planta      ,2039        ,        0.00
offset_compostaje_planta      ,2040        ,        0.00
offset_compostaje_planta      ,2041        ,        0.00
offset_compostaje_planta      ,2042        ,        0.00
offset_compostaje_planta      ,2043        ,        0.00
offset_compostaje_planta      ,2044        ,        0.00
offset_compostaje_planta      ,2045        ,        0.00
offset_compostaje_planta      ,2046        ,        0.00
offset_compostaje_planta      ,2047        ,        0.00
offset_compostaje_planta      ,2048        ,        0.00
offset_compostaje_planta      ,2049        ,        0.00
offset_compostaje_planta      ,2050        ,        0.00
offset_compostaje_ferias      ,2017        ,        0.00
offset_compostaje_ferias      ,2018        ,        0.00
offset_compostaje_ferias      ,2019        ,        0.00
offset_compostaje_ferias      ,2020        ,        0.00
offset_compostaje_ferias      ,2021        ,        0.00
offset_compostaje_ferias      ,2022        ,        0.00
offset_compostaje_ferias      ,2023        ,        0.00
offset_compostaje_ferias      ,2024        ,        0.00
offset_compostaje_ferias      ,2025        ,        0.00
offset_compostaje_ferias      ,2026        ,        0.00
offset_compostaje_ferias      ,2027        ,        0.00
offset_compostaje_ferias      ,2028        ,        0.00
offset_compostaje_ferias      ,2029        ,        0.00
offset_compostaje_ferias      ,2030        ,        0.00
offset_compostaje_ferias      ,2031        ,        0.00
offset_compostaje_ferias      ,2032        ,        0.00
offset_compostaje_ferias      ,2033        ,        0.00
offset_compostaje_ferias      ,2034        ,        0.00
offset_compostaje_ferias      ,2035        ,        0.00
offset_compostaje_ferias      ,2036        ,        0.00
offset_compostaje_ferias      ,2037        ,        0.00
offset_compostaje_ferias      ,2038        ,        0.00
offset_compostaje_ferias      ,2039        ,        0.00
offset_compostaje_ferias      ,2040        ,        0.00
offset_compostaje_ferias      ,2041        ,        0.00
offset_compostaje_ferias      ,2042        ,        0.00
offset_compostaje_ferias      ,2043        ,        0.00
offset_compostaje_ferias      ,2044        ,        0.00
offset_compostaje_ferias      ,2045        ,        0.00
offset_compostaje_ferias      ,2046        ,        0.00
offset_compostaje_ferias      ,2047        ,        0.00
offset_compostaje_ferias      ,2048        ,        0.00
offset_compostaje_ferias      ,2049        ,        0.00
offset_compostaje_ferias      ,2050        ,        0.00
offset_compostaje_domiciliario,2017        ,        0.00
offset_compostaje_domiciliario,2018        ,        0.00
offset_compostaje_domiciliario,2019        ,        0.00
offset_compostaje_domiciliario,2020        ,        0.00
offset_compostaje_domiciliario,2021        ,        0.00
offset_compostaje_domiciliario,2022        ,        0.00
offset_compostaje_domiciliario,2023        ,        0.00
offset_compostaje_domiciliario,2024        ,        0.00
offset_compostaje_domiciliario,2025        ,        0.00
offset_compostaje_domiciliario,2026        ,        0.00
offset_compostaje_domiciliario,2027        ,        0.00
offset_compostaje_domiciliario,2028        ,        0.00
offset_compostaje_domiciliario,2029        ,        0.00
offset_compostaje_domiciliario,2030        ,        0.00
offset_compostaje_domiciliario,2031        ,        0.00
offset_compostaje_domiciliario,2032        ,        0.00
offset_compostaje_domiciliario,2033        ,        0.00
offset_compostaje_domiciliario,2034        ,        0.00
offset_compostaje_domiciliario,2035        ,        0.00
offset_compostaje_domiciliario,2036        ,        0.00
offset_compostaje_domiciliario,2037        ,        0.00
offset_compostaje_domiciliario,2038        ,        0.00
offset_compostaje_domiciliario,2039        ,        0.00
offset_compostaje_domiciliario,2040        ,        0.00
offset_compostaje_domiciliario,2041        ,        0.00
offset_compostaje_domiciliario,2042        ,        0.00
offset_compostaje_domiciliario,2043        ,        0.00
offset_compostaje_domiciliario,2044        ,        0.00
offset_compostaje_domiciliario,2045        ,        0.00
offset_compostaje_domiciliario,2046        ,        0.00
offset_compostaje_domiciliario,2047        ,        0.00
offset_compostaje_domiciliario,2048        ,        0.00
offset_compostaje_domiciliario,2049        ,        0.00
offset_compostaje_domiciliario,2050        ,        0.00
