central,agno,generacion
CURILLINQUE                             ,2044        ,   518155.62
CURILLINQUE                             ,2045        ,   516902.82
CURILLINQUE                             ,2046        ,   516902.82
CURILLINQUE                             ,2047        ,   516902.82
CURILLINQUE                             ,2048        ,   518155.62
CURILLINQUE                             ,2049        ,   516902.82
CURILLINQUE                             ,2050        ,   516902.82
LOMAALTA                                ,2017        ,   158506.70
LOMAALTA                                ,2018        ,   158506.70
LOMAALTA                                ,2019        ,   218820.19
LOMAALTA                                ,2020        ,   219379.35
LOMAALTA                                ,2021        ,   218820.19
LOMAALTA                                ,2022        ,   218820.19
LOMAALTA                                ,2023        ,   218820.19
LOMAALTA                                ,2024        ,   219379.35
LOMAALTA                                ,2025        ,   218820.19
LOMAALTA                                ,2026        ,   218820.19
LOMAALTA                                ,2027        ,   218820.19
LOMAALTA                                ,2028        ,   219379.35
LOMAALTA                                ,2029        ,   218820.19
LOMAALTA                                ,2030        ,   218820.19
LOMAALTA                                ,2031        ,   218820.19
LOMAALTA                                ,2032        ,   219379.35
LOMAALTA                                ,2033        ,   218820.19
LOMAALTA                                ,2034        ,   218820.19
LOMAALTA                                ,2035        ,   218820.19
LOMAALTA                                ,2036        ,   219379.35
LOMAALTA                                ,2037        ,   218820.19
LOMAALTA                                ,2038        ,   218820.19
LOMAALTA                                ,2039        ,   218820.19
LOMAALTA                                ,2040        ,   219379.35
LOMAALTA                                ,2041        ,   218820.19
LOMAALTA                                ,2042        ,   218820.19
LOMAALTA                                ,2043        ,   218820.19
LOMAALTA                                ,2044        ,   219379.35
LOMAALTA                                ,2045        ,   218820.19
LOMAALTA                                ,2046        ,   218820.19
LOMAALTA                                ,2047        ,   218820.19
LOMAALTA                                ,2048        ,   219379.35
LOMAALTA                                ,2049        ,   218820.19
LOMAALTA                                ,2050        ,   218820.19
LOS_HIERROS                             ,2017        ,   120447.32
LOS_HIERROS                             ,2018        ,   120447.32
LOS_HIERROS                             ,2019        ,   101658.90
LOS_HIERROS                             ,2020        ,   101903.69
LOS_HIERROS                             ,2021        ,   101658.90
LOS_HIERROS                             ,2022        ,   101658.90
LOS_HIERROS                             ,2023        ,   101658.90
LOS_HIERROS                             ,2024        ,   101903.69
LOS_HIERROS                             ,2025        ,   101658.90
LOS_HIERROS                             ,2026        ,   101658.90
LOS_HIERROS                             ,2027        ,   101658.90
LOS_HIERROS                             ,2028        ,   101903.69
LOS_HIERROS                             ,2029        ,   101658.90
LOS_HIERROS                             ,2030        ,   101658.90
LOS_HIERROS                             ,2031        ,   101658.90
LOS_HIERROS                             ,2032        ,   101903.69
LOS_HIERROS                             ,2033        ,   101658.90
LOS_HIERROS                             ,2034        ,   101658.90
LOS_HIERROS                             ,2035        ,   101658.90
LOS_HIERROS                             ,2036        ,   101903.69
LOS_HIERROS                             ,2037        ,   101658.90
LOS_HIERROS                             ,2038        ,   101658.90
LOS_HIERROS                             ,2039        ,   101658.90
LOS_HIERROS                             ,2040        ,   101903.69
LOS_HIERROS                             ,2041        ,   101658.90
LOS_HIERROS                             ,2042        ,   101658.90
LOS_HIERROS                             ,2043        ,   101658.90
LOS_HIERROS                             ,2044        ,   101903.69
LOS_HIERROS                             ,2045        ,   101658.90
LOS_HIERROS                             ,2046        ,   101658.90
LOS_HIERROS                             ,2047        ,   101658.90
LOS_HIERROS                             ,2048        ,   101903.69
LOS_HIERROS                             ,2049        ,   101658.90
LOS_HIERROS                             ,2050        ,   101658.90
LOS_HIERROS_2                           ,2017        ,    35679.69
LOS_HIERROS_2                           ,2018        ,    35679.69
LOS_HIERROS_2                           ,2019        ,    30162.70
LOS_HIERROS_2                           ,2020        ,    30234.70
LOS_HIERROS_2                           ,2021        ,    30162.70
LOS_HIERROS_2                           ,2022        ,    30162.70
LOS_HIERROS_2                           ,2023        ,    30162.70
LOS_HIERROS_2                           ,2024        ,    30234.70
LOS_HIERROS_2                           ,2025        ,    30162.70
LOS_HIERROS_2                           ,2026        ,    30162.70
LOS_HIERROS_2                           ,2027        ,    30162.70
LOS_HIERROS_2                           ,2028        ,    30234.70
LOS_HIERROS_2                           ,2029        ,    30162.70
LOS_HIERROS_2                           ,2030        ,    30162.70
LOS_HIERROS_2                           ,2031        ,    30162.70
LOS_HIERROS_2                           ,2032        ,    30234.70
LOS_HIERROS_2                           ,2033        ,    30162.70
LOS_HIERROS_2                           ,2034        ,    30162.70
LOS_HIERROS_2                           ,2035        ,    30162.70
LOS_HIERROS_2                           ,2036        ,    30234.70
LOS_HIERROS_2                           ,2037        ,    30162.70
LOS_HIERROS_2                           ,2038        ,    30162.70
LOS_HIERROS_2                           ,2039        ,    30162.70
LOS_HIERROS_2                           ,2040        ,    30234.70
LOS_HIERROS_2                           ,2041        ,    30162.70
LOS_HIERROS_2                           ,2042        ,    30162.70
LOS_HIERROS_2                           ,2043        ,    30162.70
LOS_HIERROS_2                           ,2044        ,    30234.70
LOS_HIERROS_2                           ,2045        ,    30162.70
LOS_HIERROS_2                           ,2046        ,    30162.70
LOS_HIERROS_2                           ,2047        ,    30162.70
LOS_HIERROS_2                           ,2048        ,    30234.70
LOS_HIERROS_2                           ,2049        ,    30162.70
LOS_HIERROS_2                           ,2050        ,    30162.70
ANCOA                                   ,2017        ,    94276.74
ANCOA                                   ,2018        ,    94276.74
ANCOA                                   ,2019        ,   118896.90
ANCOA                                   ,2020        ,   119012.13
ANCOA                                   ,2021        ,   118896.90
ANCOA                                   ,2022        ,   118896.90
ANCOA                                   ,2023        ,   118896.90
ANCOA                                   ,2024        ,   119012.13
ANCOA                                   ,2025        ,   118896.90
ANCOA                                   ,2026        ,   118896.90
ANCOA                                   ,2027        ,   118896.90
ANCOA                                   ,2028        ,   119012.13
ANCOA                                   ,2029        ,   118896.90
ANCOA                                   ,2030        ,   118896.90
ANCOA                                   ,2031        ,   118896.90
ANCOA                                   ,2032        ,   119012.13
ANCOA                                   ,2033        ,   118896.90
ANCOA                                   ,2034        ,   118896.90
ANCOA                                   ,2035        ,   118896.90
ANCOA                                   ,2036        ,   119012.13
ANCOA                                   ,2037        ,   118896.90
ANCOA                                   ,2038        ,   118896.90
ANCOA                                   ,2039        ,   118896.90
ANCOA                                   ,2040        ,   119012.13
ANCOA                                   ,2041        ,   118896.90
ANCOA                                   ,2042        ,   118896.90
ANCOA                                   ,2043        ,   118896.90
ANCOA                                   ,2044        ,   119012.13
ANCOA                                   ,2045        ,   118896.90
ANCOA                                   ,2046        ,   118896.90
ANCOA                                   ,2047        ,   118896.90
ANCOA                                   ,2048        ,   119012.13
ANCOA                                   ,2049        ,   118896.90
ANCOA                                   ,2050        ,   118896.90
ROBLERIA                                ,2017        ,    34320.00
ROBLERIA                                ,2018        ,    34320.00
ROBLERIA                                ,2019        ,    34320.00
ROBLERIA                                ,2020        ,    34416.00
ROBLERIA                                ,2021        ,    34320.00
ROBLERIA                                ,2022        ,    34320.00
ROBLERIA                                ,2023        ,    34320.00
ROBLERIA                                ,2024        ,    34416.00
ROBLERIA                                ,2025        ,    34320.00
ROBLERIA                                ,2026        ,    34320.00
ROBLERIA                                ,2027        ,    34320.00
ROBLERIA                                ,2028        ,    34416.00
ROBLERIA                                ,2029        ,    34320.00
ROBLERIA                                ,2030        ,    34320.00
ROBLERIA                                ,2031        ,    34320.00
ROBLERIA                                ,2032        ,    34416.00
ROBLERIA                                ,2033        ,    34320.00
ROBLERIA                                ,2034        ,    34320.00
ROBLERIA                                ,2035        ,    34320.00
ROBLERIA                                ,2036        ,    34416.00
ROBLERIA                                ,2037        ,    34320.00
ROBLERIA                                ,2038        ,    34320.00
ROBLERIA                                ,2039        ,    34320.00
ROBLERIA                                ,2040        ,    34416.00
ROBLERIA                                ,2041        ,    34320.00
ROBLERIA                                ,2042        ,    34320.00
ROBLERIA                                ,2043        ,    34320.00
ROBLERIA                                ,2044        ,    34416.00
ROBLERIA                                ,2045        ,    34320.00
ROBLERIA                                ,2046        ,    34320.00
ROBLERIA                                ,2047        ,    34320.00
ROBLERIA                                ,2048        ,    34416.00
ROBLERIA                                ,2049        ,    34320.00
ROBLERIA                                ,2050        ,    34320.00
PEHUENCHE                               ,2017        ,  2018934.50
PEHUENCHE                               ,2018        ,  2018934.50
PEHUENCHE                               ,2019        ,  2211529.27
PEHUENCHE                               ,2020        ,  2213705.94
PEHUENCHE                               ,2021        ,  2211529.26
PEHUENCHE                               ,2022        ,  2211529.27
PEHUENCHE                               ,2023        ,  2211529.27
PEHUENCHE                               ,2024        ,  2213705.95
PEHUENCHE                               ,2025        ,  2211529.27
PEHUENCHE                               ,2026        ,  2211529.27
PEHUENCHE                               ,2027        ,  2211529.27
PEHUENCHE                               ,2028        ,  2213705.94
PEHUENCHE                               ,2029        ,  2211529.27
PEHUENCHE                               ,2030        ,  2211529.27
PEHUENCHE                               ,2031        ,  2211529.27
PEHUENCHE                               ,2032        ,  2213705.94
PEHUENCHE                               ,2033        ,  2211529.27
PEHUENCHE                               ,2034        ,  2211529.27
PEHUENCHE                               ,2035        ,  2211529.27
PEHUENCHE                               ,2036        ,  2213705.94
PEHUENCHE                               ,2037        ,  2211529.27
PEHUENCHE                               ,2038        ,  2211529.27
PEHUENCHE                               ,2039        ,  2211529.27
PEHUENCHE                               ,2040        ,  2213705.94
PEHUENCHE                               ,2041        ,  2211529.27
PEHUENCHE                               ,2042        ,  2211529.27
PEHUENCHE                               ,2043        ,  2211529.27
PEHUENCHE                               ,2044        ,  2170079.95
PEHUENCHE                               ,2045        ,  2198642.54
PEHUENCHE                               ,2046        ,  2167903.27
PEHUENCHE                               ,2047        ,  2187171.50
PEHUENCHE                               ,2048        ,  2170079.95
PEHUENCHE                               ,2049        ,  2196122.47
PEHUENCHE                               ,2050        ,  2211529.27
COLBUN                                  ,2017        ,  1135587.42
COLBUN                                  ,2018        ,  1135587.42
COLBUN                                  ,2019        ,  1634015.56
COLBUN                                  ,2020        ,  1638816.26
COLBUN                                  ,2021        ,  1634015.56
COLBUN                                  ,2022        ,  1634015.56
COLBUN                                  ,2023        ,  1634015.56
COLBUN                                  ,2024        ,  1638816.26
COLBUN                                  ,2025        ,  1634015.56
COLBUN                                  ,2026        ,  1634015.56
COLBUN                                  ,2027        ,  1634015.56
COLBUN                                  ,2028        ,  1638816.26
COLBUN                                  ,2029        ,  1634015.56
COLBUN                                  ,2030        ,  1634015.56
COLBUN                                  ,2031        ,  1634015.56
COLBUN                                  ,2032        ,  1638816.26
COLBUN                                  ,2033        ,  1634015.56
COLBUN                                  ,2034        ,  1634015.56
COLBUN                                  ,2035        ,  1634015.56
COLBUN                                  ,2036        ,  1638816.26
COLBUN                                  ,2037        ,  1634015.56
COLBUN                                  ,2038        ,  1634015.56
COLBUN                                  ,2039        ,  1634015.56
COLBUN                                  ,2040        ,  1638816.26
COLBUN                                  ,2041        ,  1634015.56
COLBUN                                  ,2042        ,  1634015.56
COLBUN                                  ,2043        ,  1634015.56
COLBUN                                  ,2044        ,  1638816.26
COLBUN                                  ,2045        ,  1634015.56
COLBUN                                  ,2046        ,  1634015.56
COLBUN                                  ,2047        ,  1634015.56
COLBUN                                  ,2048        ,  1638816.26
COLBUN                                  ,2049        ,  1634015.56
COLBUN                                  ,2050        ,  1634015.56
CHIBURGO                                ,2017        ,    78287.48
CHIBURGO                                ,2018        ,    78287.48
CHIBURGO                                ,2019        ,   101007.88
CHIBURGO                                ,2020        ,   101118.27
CHIBURGO                                ,2021        ,   101007.88
CHIBURGO                                ,2022        ,   101007.88
CHIBURGO                                ,2023        ,   101007.88
CHIBURGO                                ,2024        ,   101118.27
CHIBURGO                                ,2025        ,   101007.88
CHIBURGO                                ,2026        ,   101007.88
CHIBURGO                                ,2027        ,   101007.88
CHIBURGO                                ,2028        ,   101118.27
CHIBURGO                                ,2029        ,   101007.88
CHIBURGO                                ,2030        ,   101007.88
CHIBURGO                                ,2031        ,   101007.88
CHIBURGO                                ,2032        ,   101118.27
CHIBURGO                                ,2033        ,   101007.88
CHIBURGO                                ,2034        ,   101007.88
CHIBURGO                                ,2035        ,   101007.88
CHIBURGO                                ,2036        ,   101118.27
CHIBURGO                                ,2037        ,   101007.88
CHIBURGO                                ,2038        ,   101007.88
CHIBURGO                                ,2039        ,   101007.88
CHIBURGO                                ,2040        ,   101118.27
CHIBURGO                                ,2041        ,   101007.88
CHIBURGO                                ,2042        ,   101007.88
CHIBURGO                                ,2043        ,   101007.88
CHIBURGO                                ,2044        ,   101118.27
CHIBURGO                                ,2045        ,   101007.88
CHIBURGO                                ,2046        ,   101007.88
CHIBURGO                                ,2047        ,   101007.88
CHIBURGO                                ,2048        ,   101118.27
CHIBURGO                                ,2049        ,   101007.88
CHIBURGO                                ,2050        ,   101007.88
SAN_CLEMENTE                            ,2017        ,    22773.73
SAN_CLEMENTE                            ,2018        ,    22773.73
SAN_CLEMENTE                            ,2019        ,    29193.65
SAN_CLEMENTE                            ,2020        ,    29227.25
SAN_CLEMENTE                            ,2021        ,    29193.65
SAN_CLEMENTE                            ,2022        ,    29193.65
SAN_CLEMENTE                            ,2023        ,    29193.65
SAN_CLEMENTE                            ,2024        ,    29227.25
SAN_CLEMENTE                            ,2025        ,    29193.65
SAN_CLEMENTE                            ,2026        ,    29193.65
SAN_CLEMENTE                            ,2027        ,    29193.65
SAN_CLEMENTE                            ,2028        ,    29227.25
SAN_CLEMENTE                            ,2029        ,    29193.65
SAN_CLEMENTE                            ,2030        ,    29193.65
SAN_CLEMENTE                            ,2031        ,    29193.65
SAN_CLEMENTE                            ,2032        ,    29227.25
SAN_CLEMENTE                            ,2033        ,    29193.65
SAN_CLEMENTE                            ,2034        ,    29193.65
SAN_CLEMENTE                            ,2035        ,    29193.65
SAN_CLEMENTE                            ,2036        ,    29227.25
SAN_CLEMENTE                            ,2037        ,    29193.65
SAN_CLEMENTE                            ,2038        ,    29193.65
SAN_CLEMENTE                            ,2039        ,    29193.65
SAN_CLEMENTE                            ,2040        ,    29227.25
SAN_CLEMENTE                            ,2041        ,    29193.65
SAN_CLEMENTE                            ,2042        ,    29193.65
SAN_CLEMENTE                            ,2043        ,    29193.65
SAN_CLEMENTE                            ,2044        ,    29227.25
SAN_CLEMENTE                            ,2045        ,    29193.65
SAN_CLEMENTE                            ,2046        ,    29193.65
SAN_CLEMENTE                            ,2047        ,    29193.65
SAN_CLEMENTE                            ,2048        ,    29227.25
SAN_CLEMENTE                            ,2049        ,    29193.65
SAN_CLEMENTE                            ,2050        ,    29193.65
MACHICURA                               ,2017        ,   259075.40
MACHICURA                               ,2018        ,   259075.40
MACHICURA                               ,2019        ,   352204.25
MACHICURA                               ,2020        ,   353262.00
MACHICURA                               ,2021        ,   352204.25
MACHICURA                               ,2022        ,   352204.25
MACHICURA                               ,2023        ,   352204.25
MACHICURA                               ,2024        ,   353262.00
MACHICURA                               ,2025        ,   352204.25
MACHICURA                               ,2026        ,   352204.25
MACHICURA                               ,2027        ,   352204.25
MACHICURA                               ,2028        ,   353262.00
MACHICURA                               ,2029        ,   352204.25
MACHICURA                               ,2030        ,   352204.25
MACHICURA                               ,2031        ,   352204.25
MACHICURA                               ,2032        ,   353262.00
MACHICURA                               ,2033        ,   352204.25
MACHICURA                               ,2034        ,   352204.25
MACHICURA                               ,2035        ,   352204.25
MACHICURA                               ,2036        ,   353262.00
MACHICURA                               ,2037        ,   352204.25
MACHICURA                               ,2038        ,   352204.25
MACHICURA                               ,2039        ,   352204.25
MACHICURA                               ,2040        ,   353262.00
MACHICURA                               ,2041        ,   352204.25
MACHICURA                               ,2042        ,   352204.25
MACHICURA                               ,2043        ,   352204.25
MACHICURA                               ,2044        ,   353262.00
MACHICURA                               ,2045        ,   352204.25
MACHICURA                               ,2046        ,   352204.25
MACHICURA                               ,2047        ,   352204.25
MACHICURA                               ,2048        ,   353262.00
MACHICURA                               ,2049        ,   352204.25
MACHICURA                               ,2050        ,   352204.25
SANIGNACIO                              ,2017        ,   102354.11
SANIGNACIO                              ,2018        ,   102354.11
SANIGNACIO                              ,2019        ,   138031.42
SANIGNACIO                              ,2020        ,   138448.99
SANIGNACIO                              ,2021        ,   138031.42
SANIGNACIO                              ,2022        ,   138031.42
SANIGNACIO                              ,2023        ,   138031.42
SANIGNACIO                              ,2024        ,   138448.99
SANIGNACIO                              ,2025        ,   138031.42
SANIGNACIO                              ,2026        ,   138031.42
SANIGNACIO                              ,2027        ,   138031.42
SANIGNACIO                              ,2028        ,   138448.99
SANIGNACIO                              ,2029        ,   138031.42
SANIGNACIO                              ,2030        ,   138031.42
SANIGNACIO                              ,2031        ,   138031.42
SANIGNACIO                              ,2032        ,   138448.99
SANIGNACIO                              ,2033        ,   138031.42
SANIGNACIO                              ,2034        ,   138031.42
SANIGNACIO                              ,2035        ,   138031.42
SANIGNACIO                              ,2036        ,   138448.99
SANIGNACIO                              ,2037        ,   138031.42
SANIGNACIO                              ,2038        ,   138031.42
SANIGNACIO                              ,2039        ,   138031.42
SANIGNACIO                              ,2040        ,   138448.99
SANIGNACIO                              ,2041        ,   138031.42
SANIGNACIO                              ,2042        ,   138031.42
SANIGNACIO                              ,2043        ,   138031.42
SANIGNACIO                              ,2044        ,   138448.99
SANIGNACIO                              ,2045        ,   138031.42
SANIGNACIO                              ,2046        ,   138031.42
SANIGNACIO                              ,2047        ,   138031.42
SANIGNACIO                              ,2048        ,   138448.99
SANIGNACIO                              ,2049        ,   138031.42
SANIGNACIO                              ,2050        ,   138031.42
ELTORO                                  ,2017        ,  1007256.38
ELTORO                                  ,2018        ,  1007256.38
ELTORO                                  ,2019        ,  1261648.08
ELTORO                                  ,2020        ,  1264430.16
ELTORO                                  ,2021        ,  1261648.08
ELTORO                                  ,2022        ,  1261648.08
ELTORO                                  ,2023        ,  1261648.08
ELTORO                                  ,2024        ,  1264430.16
ELTORO                                  ,2025        ,  1261648.08
ELTORO                                  ,2026        ,  1261648.08
ELTORO                                  ,2027        ,  1261648.08
ELTORO                                  ,2028        ,  1264430.16
ELTORO                                  ,2029        ,  1261648.08
ELTORO                                  ,2030        ,  1261648.08
ELTORO                                  ,2031        ,  1261648.08
ELTORO                                  ,2032        ,  1264430.16
ELTORO                                  ,2033        ,  1261648.08
ELTORO                                  ,2034        ,  1261648.08
ELTORO                                  ,2035        ,  1261648.08
ELTORO                                  ,2036        ,  1264430.16
ELTORO                                  ,2037        ,  1261648.08
ELTORO                                  ,2038        ,  1261648.08
ELTORO                                  ,2039        ,  1261648.08
ELTORO                                  ,2040        ,  1264430.16
ELTORO                                  ,2041        ,  1261648.08
ELTORO                                  ,2042        ,  1256112.72
ELTORO                                  ,2043        ,  1256112.72
ELTORO                                  ,2044        ,  1258894.80
ELTORO                                  ,2045        ,  1256112.72
ELTORO                                  ,2046        ,  1261648.08
ELTORO                                  ,2047        ,  1261648.08
ELTORO                                  ,2048        ,  1264430.16
ELTORO                                  ,2049        ,  1261648.08
ELTORO                                  ,2050        ,  1261648.08
ABANICO                                 ,2017        ,   274014.98
