central,agno,generacion
RAPEL                                   ,2036        ,   846747.90
RAPEL                                   ,2037        ,   845907.30
RAPEL                                   ,2038        ,   845907.30
RAPEL                                   ,2039        ,   845907.30
RAPEL                                   ,2040        ,   846747.90
RAPEL                                   ,2041        ,   845907.30
RAPEL                                   ,2042        ,   845907.30
RAPEL                                   ,2043        ,   845907.30
RAPEL                                   ,2044        ,   846747.90
RAPEL                                   ,2045        ,   845907.30
RAPEL                                   ,2046        ,   845907.30
RAPEL                                   ,2047        ,   845907.30
RAPEL                                   ,2048        ,   846747.90
RAPEL                                   ,2049        ,   845907.30
RAPEL                                   ,2050        ,   845907.30
CANUTILLAR                              ,2017        ,   512603.80
CANUTILLAR                              ,2018        ,   512603.80
CANUTILLAR                              ,2019        ,   806224.60
CANUTILLAR                              ,2020        ,   807697.99
CANUTILLAR                              ,2021        ,   806224.60
CANUTILLAR                              ,2022        ,   806224.60
CANUTILLAR                              ,2023        ,   806224.60
CANUTILLAR                              ,2024        ,   807697.99
CANUTILLAR                              ,2025        ,   806224.60
CANUTILLAR                              ,2026        ,   806224.60
CANUTILLAR                              ,2027        ,   806224.60
CANUTILLAR                              ,2028        ,   807697.99
CANUTILLAR                              ,2029        ,   806224.60
CANUTILLAR                              ,2030        ,   806224.60
CANUTILLAR                              ,2031        ,   806224.60
CANUTILLAR                              ,2032        ,   807697.99
CANUTILLAR                              ,2033        ,   806224.60
CANUTILLAR                              ,2034        ,   806224.60
CANUTILLAR                              ,2035        ,   806224.60
CANUTILLAR                              ,2036        ,   807697.99
CANUTILLAR                              ,2037        ,   806224.60
CANUTILLAR                              ,2038        ,   806224.60
CANUTILLAR                              ,2039        ,   806224.60
CANUTILLAR                              ,2040        ,   807697.99
CANUTILLAR                              ,2041        ,   806224.60
CANUTILLAR                              ,2042        ,   778585.75
CANUTILLAR                              ,2043        ,   778585.75
CANUTILLAR                              ,2044        ,   780059.14
CANUTILLAR                              ,2045        ,   778585.75
CANUTILLAR                              ,2046        ,   778585.75
CANUTILLAR                              ,2047        ,   778585.75
CANUTILLAR                              ,2048        ,   764916.39
CANUTILLAR                              ,2049        ,   765572.68
CANUTILLAR                              ,2050        ,   778585.75
RALCO                                   ,2017        ,  2063575.41
RALCO                                   ,2018        ,  2063575.41
RALCO                                   ,2019        ,  2588975.36
RALCO                                   ,2020        ,  2589556.61
RALCO                                   ,2021        ,  2588975.36
RALCO                                   ,2022        ,  2588975.36
RALCO                                   ,2023        ,  2588975.36
RALCO                                   ,2024        ,  2589556.61
RALCO                                   ,2025        ,  2588975.36
RALCO                                   ,2026        ,  2588975.36
RALCO                                   ,2027        ,  2588975.36
RALCO                                   ,2028        ,  2589556.61
RALCO                                   ,2029        ,  2588975.36
RALCO                                   ,2030        ,  2588975.36
RALCO                                   ,2031        ,  2588975.36
RALCO                                   ,2032        ,  2589556.61
RALCO                                   ,2033        ,  2588975.36
RALCO                                   ,2034        ,  2588975.36
RALCO                                   ,2035        ,  2588975.36
RALCO                                   ,2036        ,  2589556.61
RALCO                                   ,2037        ,  2588975.36
RALCO                                   ,2038        ,  2588975.36
RALCO                                   ,2039        ,  2588975.36
RALCO                                   ,2040        ,  2589556.61
RALCO                                   ,2041        ,  2588975.36
RALCO                                   ,2042        ,  2588975.36
RALCO                                   ,2043        ,  2588975.36
RALCO                                   ,2044        ,  2589556.61
RALCO                                   ,2045        ,  2588975.36
RALCO                                   ,2046        ,  2588975.36
RALCO                                   ,2047        ,  2588975.36
RALCO                                   ,2048        ,  2562451.21
RALCO                                   ,2049        ,  2561869.95
RALCO                                   ,2050        ,  2561869.95
PALMUCHO                                ,2017        ,   261099.88
PALMUCHO                                ,2018        ,   261099.88
PALMUCHO                                ,2019        ,   261099.88
PALMUCHO                                ,2020        ,   261843.92
PALMUCHO                                ,2021        ,   261099.88
PALMUCHO                                ,2022        ,   261099.88
PALMUCHO                                ,2023        ,   261099.88
PALMUCHO                                ,2024        ,   261843.92
PALMUCHO                                ,2025        ,   261099.88
PALMUCHO                                ,2026        ,   261099.88
PALMUCHO                                ,2027        ,   261099.88
PALMUCHO                                ,2028        ,   261843.92
PALMUCHO                                ,2029        ,   261099.88
PALMUCHO                                ,2030        ,   261099.88
PALMUCHO                                ,2031        ,   261099.88
PALMUCHO                                ,2032        ,   261843.92
PALMUCHO                                ,2033        ,   261099.88
PALMUCHO                                ,2034        ,   261099.88
PALMUCHO                                ,2035        ,   261099.88
PALMUCHO                                ,2036        ,   261843.92
PALMUCHO                                ,2037        ,   261099.88
PALMUCHO                                ,2038        ,   261099.88
PALMUCHO                                ,2039        ,   261099.88
PALMUCHO                                ,2040        ,   261843.92
PALMUCHO                                ,2041        ,   261099.88
PALMUCHO                                ,2042        ,   261099.88
PALMUCHO                                ,2043        ,   261099.88
PALMUCHO                                ,2044        ,   261843.92
PALMUCHO                                ,2045        ,   261099.88
PALMUCHO                                ,2046        ,   261099.88
PALMUCHO                                ,2047        ,   261099.88
PALMUCHO                                ,2048        ,   261843.92
PALMUCHO                                ,2049        ,   261099.88
PALMUCHO                                ,2050        ,   261099.88
PANGUE                                  ,2017        ,  1599985.49
PANGUE                                  ,2018        ,  1599985.49
PANGUE                                  ,2019        ,  1768523.31
PANGUE                                  ,2020        ,  1769483.43
PANGUE                                  ,2021        ,  1768523.31
PANGUE                                  ,2022        ,  1768523.31
PANGUE                                  ,2023        ,  1768523.31
PANGUE                                  ,2024        ,  1769483.43
PANGUE                                  ,2025        ,  1768523.31
PANGUE                                  ,2026        ,  1768523.31
PANGUE                                  ,2027        ,  1768523.31
PANGUE                                  ,2028        ,  1769483.43
PANGUE                                  ,2029        ,  1768523.31
PANGUE                                  ,2030        ,  1768523.31
PANGUE                                  ,2031        ,  1768523.31
PANGUE                                  ,2032        ,  1769483.43
PANGUE                                  ,2033        ,  1768523.31
PANGUE                                  ,2034        ,  1768523.31
PANGUE                                  ,2035        ,  1768523.31
PANGUE                                  ,2036        ,  1769483.43
PANGUE                                  ,2037        ,  1768523.31
PANGUE                                  ,2038        ,  1768523.31
PANGUE                                  ,2039        ,  1768523.31
PANGUE                                  ,2040        ,  1769483.43
PANGUE                                  ,2041        ,  1768523.31
PANGUE                                  ,2042        ,  1768523.31
PANGUE                                  ,2043        ,  1768523.31
PANGUE                                  ,2044        ,  1769483.43
PANGUE                                  ,2045        ,  1768523.31
PANGUE                                  ,2046        ,  1768523.31
PANGUE                                  ,2047        ,  1759427.91
PANGUE                                  ,2048        ,  1769483.43
PANGUE                                  ,2049        ,  1731527.91
PANGUE                                  ,2050        ,  1731527.91
ANGOSTURA                               ,2017        ,  1098685.36
ANGOSTURA                               ,2018        ,  1098685.36
ANGOSTURA                               ,2019        ,  1213419.39
ANGOSTURA                               ,2020        ,  1214187.96
ANGOSTURA                               ,2021        ,  1213419.39
ANGOSTURA                               ,2022        ,  1213419.39
ANGOSTURA                               ,2023        ,  1213419.39
ANGOSTURA                               ,2024        ,  1214187.96
ANGOSTURA                               ,2025        ,  1213419.39
ANGOSTURA                               ,2026        ,  1213419.39
ANGOSTURA                               ,2027        ,  1213419.39
ANGOSTURA                               ,2028        ,  1214187.96
ANGOSTURA                               ,2029        ,  1213419.39
ANGOSTURA                               ,2030        ,  1213419.39
ANGOSTURA                               ,2031        ,  1213419.39
ANGOSTURA                               ,2032        ,  1214187.96
ANGOSTURA                               ,2033        ,  1213419.39
ANGOSTURA                               ,2034        ,  1213419.39
ANGOSTURA                               ,2035        ,  1213419.39
ANGOSTURA                               ,2036        ,  1214187.96
ANGOSTURA                               ,2037        ,  1213419.39
ANGOSTURA                               ,2038        ,  1213419.39
ANGOSTURA                               ,2039        ,  1213419.39
ANGOSTURA                               ,2040        ,  1214187.96
ANGOSTURA                               ,2041        ,  1213419.39
ANGOSTURA                               ,2042        ,  1213419.39
ANGOSTURA                               ,2043        ,  1213419.39
ANGOSTURA                               ,2044        ,  1214187.96
ANGOSTURA                               ,2045        ,  1213419.39
ANGOSTURA                               ,2046        ,  1213419.39
ANGOSTURA                               ,2047        ,  1213419.39
ANGOSTURA                               ,2048        ,  1214187.96
ANGOSTURA                               ,2049        ,  1213419.39
ANGOSTURA                               ,2050        ,  1213419.39
LAHIGUERA                               ,2017        ,   645359.10
LAHIGUERA                               ,2018        ,   645359.10
LAHIGUERA                               ,2019        ,   699959.59
LAHIGUERA                               ,2020        ,   700542.88
LAHIGUERA                               ,2021        ,   699959.59
LAHIGUERA                               ,2022        ,   699959.59
LAHIGUERA                               ,2023        ,   699959.59
LAHIGUERA                               ,2024        ,   700542.88
LAHIGUERA                               ,2025        ,   699959.59
LAHIGUERA                               ,2026        ,   699959.59
LAHIGUERA                               ,2027        ,   699959.59
LAHIGUERA                               ,2028        ,   700542.88
LAHIGUERA                               ,2029        ,   699959.59
LAHIGUERA                               ,2030        ,   699959.59
LAHIGUERA                               ,2031        ,   699959.59
LAHIGUERA                               ,2032        ,   700542.88
LAHIGUERA                               ,2033        ,   699959.59
LAHIGUERA                               ,2034        ,   699959.59
LAHIGUERA                               ,2035        ,   699959.59
LAHIGUERA                               ,2036        ,   700542.88
LAHIGUERA                               ,2037        ,   699959.59
LAHIGUERA                               ,2038        ,   699959.59
LAHIGUERA                               ,2039        ,   699959.59
LAHIGUERA                               ,2040        ,   700542.88
LAHIGUERA                               ,2041        ,   699959.59
LAHIGUERA                               ,2042        ,   699959.59
LAHIGUERA                               ,2043        ,   699959.59
LAHIGUERA                               ,2044        ,   700542.88
LAHIGUERA                               ,2045        ,   699959.59
LAHIGUERA                               ,2046        ,   699959.59
LAHIGUERA                               ,2047        ,   699959.59
LAHIGUERA                               ,2048        ,   700542.88
LAHIGUERA                               ,2049        ,   699959.59
LAHIGUERA                               ,2050        ,   699959.59
CONFLUENCIA                             ,2017        ,   525742.60
CONFLUENCIA                             ,2018        ,   525742.60
CONFLUENCIA                             ,2019        ,   569486.79
CONFLUENCIA                             ,2020        ,   569767.63
CONFLUENCIA                             ,2021        ,   569486.79
CONFLUENCIA                             ,2022        ,   569486.79
CONFLUENCIA                             ,2023        ,   569486.79
CONFLUENCIA                             ,2024        ,   569767.63
CONFLUENCIA                             ,2025        ,   569486.79
CONFLUENCIA                             ,2026        ,   569486.79
CONFLUENCIA                             ,2027        ,   569486.79
CONFLUENCIA                             ,2028        ,   569767.63
CONFLUENCIA                             ,2029        ,   569486.79
CONFLUENCIA                             ,2030        ,   569486.79
CONFLUENCIA                             ,2031        ,   569486.79
CONFLUENCIA                             ,2032        ,   569767.63
CONFLUENCIA                             ,2033        ,   569486.79
CONFLUENCIA                             ,2034        ,   569486.79
CONFLUENCIA                             ,2035        ,   569486.79
CONFLUENCIA                             ,2036        ,   569767.63
CONFLUENCIA                             ,2037        ,   569486.79
CONFLUENCIA                             ,2038        ,   569486.79
CONFLUENCIA                             ,2039        ,   569486.79
CONFLUENCIA                             ,2040        ,   569767.63
CONFLUENCIA                             ,2041        ,   569486.79
CONFLUENCIA                             ,2042        ,   569486.79
CONFLUENCIA                             ,2043        ,   569486.79
CONFLUENCIA                             ,2044        ,   569767.63
CONFLUENCIA                             ,2045        ,   569486.79
CONFLUENCIA                             ,2046        ,   569486.79
CONFLUENCIA                             ,2047        ,   569486.79
CONFLUENCIA                             ,2048        ,   569767.63
CONFLUENCIA                             ,2049        ,   569486.79
CONFLUENCIA                             ,2050        ,   569486.79
CHACAYES                                ,2017        ,   588904.39
CHACAYES                                ,2018        ,   588904.39
CHACAYES                                ,2019        ,   549149.55
CHACAYES                                ,2020        ,   549802.44
CHACAYES                                ,2021        ,   549149.55
CHACAYES                                ,2022        ,   549149.55
CHACAYES                                ,2023        ,   549149.55
CHACAYES                                ,2024        ,   549802.44
CHACAYES                                ,2025        ,   549149.55
CHACAYES                                ,2026        ,   549149.55
CHACAYES                                ,2027        ,   549149.55
CHACAYES                                ,2028        ,   549802.44
CHACAYES                                ,2029        ,   549149.55
CHACAYES                                ,2030        ,   549149.55
CHACAYES                                ,2031        ,   549149.55
CHACAYES                                ,2032        ,   549802.44
CHACAYES                                ,2033        ,   549149.55
CHACAYES                                ,2034        ,   549149.55
CHACAYES                                ,2035        ,   549149.55
CHACAYES                                ,2036        ,   549802.44
CHACAYES                                ,2037        ,   549149.55
CHACAYES                                ,2038        ,   549149.55
CHACAYES                                ,2039        ,   549149.55
CHACAYES                                ,2040        ,   549802.44
CHACAYES                                ,2041        ,   549149.55
CHACAYES                                ,2042        ,   549149.55
CHACAYES                                ,2043        ,   549149.55
CHACAYES                                ,2044        ,   549802.44
CHACAYES                                ,2045        ,   549149.55
CHACAYES                                ,2046        ,   549149.55
CHACAYES                                ,2047        ,   549149.55
CHACAYES                                ,2048        ,   549802.44
CHACAYES                                ,2049        ,   549149.55
CHACAYES                                ,2050        ,   549149.55
LOS_MOLLES                              ,2017        ,    39309.23
LOS_MOLLES                              ,2018        ,    39309.23
LOS_MOLLES                              ,2019        ,    33512.80
LOS_MOLLES                              ,2020        ,    33558.42
LOS_MOLLES                              ,2021        ,    33512.80
LOS_MOLLES                              ,2022        ,    33512.80
LOS_MOLLES                              ,2023        ,    33512.80
LOS_MOLLES                              ,2024        ,    33558.42
LOS_MOLLES                              ,2025        ,    33512.80
LOS_MOLLES                              ,2026        ,    33512.80
LOS_MOLLES                              ,2027        ,    33512.80
LOS_MOLLES                              ,2028        ,    33558.42
LOS_MOLLES                              ,2029        ,    33512.80
LOS_MOLLES                              ,2030        ,    33512.80
LOS_MOLLES                              ,2031        ,    33512.80
LOS_MOLLES                              ,2032        ,    33558.42
LOS_MOLLES                              ,2033        ,    33512.80
LOS_MOLLES                              ,2034        ,    33512.80
LOS_MOLLES                              ,2035        ,    33512.80
LOS_MOLLES                              ,2036        ,    33558.42
LOS_MOLLES                              ,2037        ,    33512.80
LOS_MOLLES                              ,2038        ,    33512.80
LOS_MOLLES                              ,2039        ,    33512.80
LOS_MOLLES                              ,2040        ,    33558.42
LOS_MOLLES                              ,2041        ,    33512.80
LOS_MOLLES                              ,2042        ,    33512.80
LOS_MOLLES                              ,2043        ,    33512.80
LOS_MOLLES                              ,2044        ,    33558.42
LOS_MOLLES                              ,2045        ,    33512.80
LOS_MOLLES                              ,2046        ,    33512.80
LOS_MOLLES                              ,2047        ,    33512.80
LOS_MOLLES                              ,2048        ,    33558.42
LOS_MOLLES                              ,2049        ,    33512.80
LOS_MOLLES                              ,2050        ,    33512.80
VOLCAN                                  ,2017        ,    87565.81
VOLCAN                                  ,2018        ,    87565.81
VOLCAN                                  ,2019        ,    87422.89
VOLCAN                                  ,2020        ,    87626.88
VOLCAN                                  ,2021        ,    87422.89
VOLCAN                                  ,2022        ,    87422.89
VOLCAN                                  ,2023        ,    87422.89
VOLCAN                                  ,2024        ,    87626.88
VOLCAN                                  ,2025        ,    87422.89
VOLCAN                                  ,2026        ,    87422.89
VOLCAN                                  ,2027        ,    87422.89
VOLCAN                                  ,2028        ,    87626.88
VOLCAN                                  ,2029        ,    87422.89
VOLCAN                                  ,2030        ,    87422.89
VOLCAN                                  ,2031        ,    87422.89
VOLCAN                                  ,2032        ,    87626.88
VOLCAN                                  ,2033        ,    87422.89
VOLCAN                                  ,2034        ,    87422.89
VOLCAN                                  ,2035        ,    87422.89
VOLCAN                                  ,2036        ,    87626.88
VOLCAN                                  ,2037        ,    87422.89
VOLCAN                                  ,2038        ,    87422.89
VOLCAN                                  ,2039        ,    87422.89
VOLCAN                                  ,2040        ,    87626.88
VOLCAN                                  ,2041        ,    87422.89
VOLCAN                                  ,2042        ,    87422.89
VOLCAN                                  ,2043        ,    87422.89
VOLCAN                                  ,2044        ,    87626.88
VOLCAN                                  ,2045        ,    87422.89
VOLCAN                                  ,2046        ,    87422.89
VOLCAN                                  ,2047        ,    87422.89
VOLCAN                                  ,2048        ,    87626.88
VOLCAN                                  ,2049        ,    87422.89
VOLCAN                                  ,2050        ,    87422.89
QUELTEHUES                              ,2017        ,   330102.44
QUELTEHUES                              ,2018        ,   330102.44
QUELTEHUES                              ,2019        ,   328566.77
QUELTEHUES                              ,2020        ,   329332.39
QUELTEHUES                              ,2021        ,   328566.77
QUELTEHUES                              ,2022        ,   328566.77
QUELTEHUES                              ,2023        ,   328566.77
QUELTEHUES                              ,2024        ,   329332.39
QUELTEHUES                              ,2025        ,   328566.77
QUELTEHUES                              ,2026        ,   328566.77
QUELTEHUES                              ,2027        ,   328566.77
QUELTEHUES                              ,2028        ,   329332.39
QUELTEHUES                              ,2029        ,   328566.77
QUELTEHUES                              ,2030        ,   328566.77
QUELTEHUES                              ,2031        ,   328566.77
QUELTEHUES                              ,2032        ,   329332.39
QUELTEHUES                              ,2033        ,   328566.77
QUELTEHUES                              ,2034        ,   328566.77
QUELTEHUES                              ,2035        ,   328566.77
QUELTEHUES                              ,2036        ,   329332.39
QUELTEHUES                              ,2037        ,   328566.77
QUELTEHUES                              ,2038        ,   328566.77
QUELTEHUES                              ,2039        ,   328566.77
QUELTEHUES                              ,2040        ,   329332.39
QUELTEHUES                              ,2041        ,   328566.77
QUELTEHUES                              ,2042        ,   328566.77
QUELTEHUES                              ,2043        ,   328566.77
QUELTEHUES                              ,2044        ,   329332.39
QUELTEHUES                              ,2045        ,   328566.77
QUELTEHUES                              ,2046        ,   328566.77
QUELTEHUES                              ,2047        ,   328566.77
QUELTEHUES                              ,2048        ,   329332.39
QUELTEHUES                              ,2049        ,   328566.77
QUELTEHUES                              ,2050        ,   328566.77
FLORIDA                                 ,2017        ,    95632.83
FLORIDA                                 ,2018        ,    95632.83
FLORIDA                                 ,2019        ,   107476.66
FLORIDA                                 ,2020        ,   107671.07
FLORIDA                                 ,2021        ,   107476.66
FLORIDA                                 ,2022        ,   107476.66
FLORIDA                                 ,2023        ,   107476.66
FLORIDA                                 ,2024        ,   107671.07
FLORIDA                                 ,2025        ,   107476.66
FLORIDA                                 ,2026        ,   107476.66
FLORIDA                                 ,2027        ,   107476.66
FLORIDA                                 ,2028        ,   107671.07
FLORIDA                                 ,2029        ,   107476.66
FLORIDA                                 ,2030        ,   107476.66
FLORIDA                                 ,2031        ,   107476.66
FLORIDA                                 ,2032        ,   107671.07
FLORIDA                                 ,2033        ,   107476.66
FLORIDA                                 ,2034        ,   107476.66
FLORIDA                                 ,2035        ,   107476.66
FLORIDA                                 ,2036        ,   107671.07
FLORIDA                                 ,2037        ,   107476.66
FLORIDA                                 ,2038        ,   107476.66
FLORIDA                                 ,2039        ,   107476.66
FLORIDA                                 ,2040        ,   107671.07
FLORIDA                                 ,2041        ,   107476.66
FLORIDA                                 ,2042        ,   107476.66
FLORIDA                                 ,2043        ,   107476.66
FLORIDA                                 ,2044        ,   107671.07
FLORIDA                                 ,2045        ,   107476.66
FLORIDA                                 ,2046        ,   107476.66
FLORIDA                                 ,2047        ,   107476.66
FLORIDA                                 ,2048        ,   107671.07
FLORIDA                                 ,2049        ,   107476.66
FLORIDA                                 ,2050        ,   107476.66
SAUCEANDES                              ,2017        ,     6731.17
SAUCEANDES                              ,2018        ,     6731.17
SAUCEANDES                              ,2019        ,     4910.19
SAUCEANDES                              ,2020        ,     4914.99
SAUCEANDES                              ,2021        ,     4910.19
SAUCEANDES                              ,2022        ,     4910.19
SAUCEANDES                              ,2023        ,     4910.19
SAUCEANDES                              ,2024        ,     4914.99
SAUCEANDES                              ,2025        ,     4910.19
SAUCEANDES                              ,2026        ,     4910.19
SAUCEANDES                              ,2027        ,     4910.19
SAUCEANDES                              ,2028        ,     4914.99
SAUCEANDES                              ,2029        ,     4910.19
SAUCEANDES                              ,2030        ,     4910.19
SAUCEANDES                              ,2031        ,     4910.19
SAUCEANDES                              ,2032        ,     4914.99
SAUCEANDES                              ,2033        ,     4910.19
SAUCEANDES                              ,2034        ,     4910.19
SAUCEANDES                              ,2035        ,     4910.19
SAUCEANDES                              ,2036        ,     4914.99
SAUCEANDES                              ,2037        ,     4910.19
SAUCEANDES                              ,2038        ,     4910.19
SAUCEANDES                              ,2039        ,     4910.19
SAUCEANDES                              ,2040        ,     4914.99
SAUCEANDES                              ,2041        ,     4910.19
SAUCEANDES                              ,2042        ,     4910.19
SAUCEANDES                              ,2043        ,     4910.19
SAUCEANDES                              ,2044        ,     4914.99
SAUCEANDES                              ,2045        ,     4910.19
SAUCEANDES                              ,2046        ,     4910.19
SAUCEANDES                              ,2047        ,     4910.19
SAUCEANDES                              ,2048        ,     4914.99
SAUCEANDES                              ,2049        ,     4910.19
SAUCEANDES                              ,2050        ,     4910.19
PEHUI                                   ,2017        ,     6931.43
PEHUI                                   ,2018        ,     6931.43
PEHUI                                   ,2019        ,     8455.24
PEHUI                                   ,2020        ,     8481.64
PEHUI                                   ,2021        ,     8455.24
PEHUI                                   ,2022        ,     8455.24
PEHUI                                   ,2023        ,     8455.24
PEHUI                                   ,2024        ,     8481.64
PEHUI                                   ,2025        ,     8455.24
PEHUI                                   ,2026        ,     8455.24
PEHUI                                   ,2027        ,     8455.24
PEHUI                                   ,2028        ,     8481.64
PEHUI                                   ,2029        ,     8455.24
PEHUI                                   ,2030        ,     8455.24
PEHUI                                   ,2031        ,     8455.24
PEHUI                                   ,2032        ,     8481.64
PEHUI                                   ,2033        ,     8455.24
PEHUI                                   ,2034        ,     8455.24
PEHUI                                   ,2035        ,     8455.24
PEHUI                                   ,2036        ,     8481.64
PEHUI                                   ,2037        ,     8455.24
PEHUI                                   ,2038        ,     8455.24
PEHUI                                   ,2039        ,     8455.24
PEHUI                                   ,2040        ,     8481.64
PEHUI                                   ,2041        ,     8455.24
PEHUI                                   ,2042        ,     8455.24
PEHUI                                   ,2043        ,     8455.24
PEHUI                                   ,2044        ,     8481.64
PEHUI                                   ,2045        ,     8455.24
PEHUI                                   ,2046        ,     8455.24
PEHUI                                   ,2047        ,     8455.24
PEHUI                                   ,2048        ,     8481.64
PEHUI                                   ,2049        ,     8455.24
PEHUI                                   ,2050        ,     8455.24
CHANLEUFU                               ,2017        ,    18064.66
CHANLEUFU                               ,2018        ,    18064.66
CHANLEUFU                               ,2019        ,    26446.60
CHANLEUFU                               ,2020        ,    26528.20
CHANLEUFU                               ,2021        ,    26446.60
CHANLEUFU                               ,2022        ,    26446.60
CHANLEUFU                               ,2023        ,    26446.60
CHANLEUFU                               ,2024        ,    26528.20
CHANLEUFU                               ,2025        ,    26446.60
CHANLEUFU                               ,2026        ,    26446.60
CHANLEUFU                               ,2027        ,    26446.60
CHANLEUFU                               ,2028        ,    26528.20
CHANLEUFU                               ,2029        ,    26446.60
CHANLEUFU                               ,2030        ,    26446.60
CHANLEUFU                               ,2031        ,    26446.60
CHANLEUFU                               ,2032        ,    26528.20
CHANLEUFU                               ,2033        ,    26446.60
CHANLEUFU                               ,2034        ,    26446.60
CHANLEUFU                               ,2035        ,    26446.60
CHANLEUFU                               ,2036        ,    26528.20
CHANLEUFU                               ,2037        ,    26446.60
CHANLEUFU                               ,2038        ,    26446.60
CHANLEUFU                               ,2039        ,    26446.60
CHANLEUFU                               ,2040        ,    26528.20
CHANLEUFU                               ,2041        ,    26446.60
CHANLEUFU                               ,2042        ,    26446.60
CHANLEUFU                               ,2043        ,    26446.60
CHANLEUFU                               ,2044        ,    26528.20
CHANLEUFU                               ,2045        ,    26446.60
CHANLEUFU                               ,2046        ,    26446.60
CHANLEUFU                               ,2047        ,    26446.60
CHANLEUFU                               ,2048        ,    26528.20
CHANLEUFU                               ,2049        ,    26446.60
CHANLEUFU                               ,2050        ,    26446.60
TRANQUIL                                ,2017        ,    13604.22
TRANQUIL                                ,2018        ,    13604.22
TRANQUIL                                ,2019        ,    18355.69
TRANQUIL                                ,2020        ,    18425.29
TRANQUIL                                ,2021        ,    18355.69
TRANQUIL                                ,2022        ,    18355.69
TRANQUIL                                ,2023        ,    18355.69
TRANQUIL                                ,2024        ,    18425.29
TRANQUIL                                ,2025        ,    18355.69
TRANQUIL                                ,2026        ,    18355.69
TRANQUIL                                ,2027        ,    18355.69
TRANQUIL                                ,2028        ,    18425.29
TRANQUIL                                ,2029        ,    18355.69
TRANQUIL                                ,2030        ,    18355.69
TRANQUIL                                ,2031        ,    18355.69
TRANQUIL                                ,2032        ,    18425.29
TRANQUIL                                ,2033        ,    18355.69
TRANQUIL                                ,2034        ,    18355.69
TRANQUIL                                ,2035        ,    18355.69
TRANQUIL                                ,2036        ,    18425.29
TRANQUIL                                ,2037        ,    18355.69
TRANQUIL                                ,2038        ,    18355.69
TRANQUIL                                ,2039        ,    18355.69
TRANQUIL                                ,2040        ,    18425.29
TRANQUIL                                ,2041        ,    18355.69
TRANQUIL                                ,2042        ,    18355.69
TRANQUIL                                ,2043        ,    18355.69
TRANQUIL                                ,2044        ,    18425.29
TRANQUIL                                ,2045        ,    18355.69
TRANQUIL                                ,2046        ,    18355.69
TRANQUIL                                ,2047        ,    18355.69
TRANQUIL                                ,2048        ,    18425.29
TRANQUIL                                ,2049        ,    18355.69
TRANQUIL                                ,2050        ,    18355.69
LOS_MORROS                              ,2017        ,    14970.05
LOS_MORROS                              ,2018        ,    14970.05
LOS_MORROS                              ,2019        ,    12727.89
LOS_MORROS                              ,2020        ,    12749.49
LOS_MORROS                              ,2021        ,    12727.89
LOS_MORROS                              ,2022        ,    12727.89
LOS_MORROS                              ,2023        ,    12727.89
LOS_MORROS                              ,2024        ,    12749.49
LOS_MORROS                              ,2025        ,    12727.89
LOS_MORROS                              ,2026        ,    12727.89
LOS_MORROS                              ,2027        ,    12727.89
LOS_MORROS                              ,2028        ,    12749.49
LOS_MORROS                              ,2029        ,    12727.89
LOS_MORROS                              ,2030        ,    12727.89
LOS_MORROS                              ,2031        ,    12727.89
LOS_MORROS                              ,2032        ,    12749.49
LOS_MORROS                              ,2033        ,    12727.89
LOS_MORROS                              ,2034        ,    12727.89
LOS_MORROS                              ,2035        ,    12727.89
LOS_MORROS                              ,2036        ,    12749.49
LOS_MORROS                              ,2037        ,    12727.89
LOS_MORROS                              ,2038        ,    12727.89
LOS_MORROS                              ,2039        ,    12727.89
LOS_MORROS                              ,2040        ,    12749.49
LOS_MORROS                              ,2041        ,    12727.89
LOS_MORROS                              ,2042        ,    12727.89
LOS_MORROS                              ,2043        ,    12727.89
LOS_MORROS                              ,2044        ,    12749.49
LOS_MORROS                              ,2045        ,    12727.89
LOS_MORROS                              ,2046        ,    12727.89
LOS_MORROS                              ,2047        ,    12727.89
LOS_MORROS                              ,2048        ,    12749.49
LOS_MORROS                              ,2049        ,    12727.89
LOS_MORROS                              ,2050        ,    12727.89
MAITENES                                ,2017        ,   113356.51
MAITENES                                ,2018        ,   113356.51
MAITENES                                ,2019        ,   102237.32
MAITENES                                ,2020        ,   102494.15
MAITENES                                ,2021        ,   102237.32
MAITENES                                ,2022        ,   102237.32
MAITENES                                ,2023        ,   102237.32
MAITENES                                ,2024        ,   102494.15
MAITENES                                ,2025        ,   102237.32
MAITENES                                ,2026        ,   102237.32
MAITENES                                ,2027        ,   102237.32
MAITENES                                ,2028        ,   102494.15
MAITENES                                ,2029        ,   102237.32
MAITENES                                ,2030        ,   102237.32
MAITENES                                ,2031        ,   102237.32
MAITENES                                ,2032        ,   102494.15
MAITENES                                ,2033        ,   102237.32
MAITENES                                ,2034        ,   102237.32
MAITENES                                ,2035        ,   102237.32
MAITENES                                ,2036        ,   102494.15
MAITENES                                ,2037        ,   102237.32
MAITENES                                ,2038        ,   102237.32
MAITENES                                ,2039        ,   102237.32
MAITENES                                ,2040        ,   102494.15
MAITENES                                ,2041        ,   102237.32
MAITENES                                ,2042        ,   102237.32
MAITENES                                ,2043        ,   102237.32
MAITENES                                ,2044        ,   102494.15
MAITENES                                ,2045        ,   102237.32
MAITENES                                ,2046        ,   102237.32
MAITENES                                ,2047        ,   102237.32
MAITENES                                ,2048        ,   102494.15
