barra,agno,etapa,bloque,potencia,energia
SING        ,2039        ,8           ,1           ,     2824.66,   610125.69
SING        ,2039        ,8           ,2           ,     2858.78,   265866.95
SING        ,2039        ,8           ,3           ,     2796.64,   866959.51
SING        ,2039        ,8           ,4           ,     2700.26,   167416.22
SING        ,2039        ,8           ,5           ,     2746.50,   170283.18
SING        ,2039        ,9           ,1           ,     2819.34,   592061.78
SING        ,2039        ,9           ,2           ,     2849.50,   256455.06
SING        ,2039        ,9           ,3           ,     2796.92,   839075.34
SING        ,2039        ,9           ,4           ,     2720.98,   163259.03
SING        ,2039        ,9           ,5           ,     2761.16,   165669.68
SING        ,2039        ,10          ,1           ,     2826.30,   613307.87
SING        ,2039        ,10          ,2           ,     2856.29,   265634.71
SING        ,2039        ,10          ,3           ,     2795.48,   866598.39
SING        ,2039        ,10          ,4           ,     2856.33,   177092.70
SING        ,2039        ,10          ,5           ,     2878.45,   178463.83
SING        ,2039        ,11          ,1           ,     2923.64,   613964.10
SING        ,2039        ,11          ,2           ,     2830.17,   254714.99
SING        ,2039        ,11          ,3           ,     2850.97,   855290.93
SING        ,2039        ,11          ,4           ,     2975.85,   178550.99
SING        ,2039        ,11          ,5           ,     2999.16,   179949.83
SING        ,2039        ,12          ,1           ,     2946.93,   639483.24
SING        ,2039        ,12          ,2           ,     2946.99,   274069.65
SING        ,2039        ,12          ,3           ,     2833.43,   878362.94
SING        ,2039        ,12          ,4           ,     2875.50,   178281.22
SING        ,2039        ,12          ,5           ,     2897.35,   179635.65
SING        ,2040        ,1           ,1           ,     2669.82,   579351.20
SING        ,2040        ,1           ,2           ,     2643.93,   245885.63
SING        ,2040        ,1           ,3           ,     2596.82,   805013.13
SING        ,2040        ,1           ,4           ,     2667.50,   165385.10
SING        ,2040        ,1           ,5           ,     2763.40,   171330.74
SING        ,2040        ,2           ,1           ,     2484.33,   504318.53
SING        ,2040        ,2           ,2           ,     2444.48,   212669.77
SING        ,2040        ,2           ,3           ,     2420.71,   702006.42
SING        ,2040        ,2           ,4           ,     2536.10,   147093.57
SING        ,2040        ,2           ,5           ,     2560.70,   148520.50
SING        ,2040        ,3           ,1           ,     2672.92,   580022.57
SING        ,2040        ,3           ,2           ,     2661.72,   247540.18
SING        ,2040        ,3           ,3           ,     2629.54,   815156.05
SING        ,2040        ,3           ,4           ,     2650.28,   164317.60
SING        ,2040        ,3           ,5           ,     2720.80,   168689.51
SING        ,2040        ,4           ,1           ,     2885.78,   606014.85
SING        ,2040        ,4           ,2           ,     2759.65,   248368.44
SING        ,2040        ,4           ,3           ,     2775.66,   832698.10
SING        ,2040        ,4           ,4           ,     2751.79,   165107.48
SING        ,2040        ,4           ,5           ,     2814.90,   168894.14
SING        ,2040        ,5           ,1           ,     2889.56,   629924.83
SING        ,2040        ,5           ,2           ,     2915.24,   271117.77
SING        ,2040        ,5           ,3           ,     2819.46,   874031.56
SING        ,2040        ,5           ,4           ,     2783.31,   172564.97
SING        ,2040        ,5           ,5           ,     2884.94,   178866.16
SING        ,2040        ,6           ,1           ,     2882.09,   605238.22
SING        ,2040        ,6           ,2           ,     2897.98,   260818.57
SING        ,2040        ,6           ,3           ,     2833.02,   849907.26
SING        ,2040        ,6           ,4           ,     2777.12,   166627.02
SING        ,2040        ,6           ,5           ,     2824.82,   169489.41
SING        ,2040        ,7           ,1           ,     2832.71,   614699.01
SING        ,2040        ,7           ,2           ,     2863.75,   266328.71
SING        ,2040        ,7           ,3           ,     2796.45,   866898.76
SING        ,2040        ,7           ,4           ,     2704.54,   167681.32
SING        ,2040        ,7           ,5           ,     2717.51,   168485.61
SING        ,2040        ,8           ,1           ,     2861.43,   618069.88
SING        ,2040        ,8           ,2           ,     2893.86,   269129.15
SING        ,2040        ,8           ,3           ,     2831.56,   877784.23
SING        ,2040        ,8           ,4           ,     2737.25,   169709.34
SING        ,2040        ,8           ,5           ,     2784.68,   172650.39
SING        ,2040        ,9           ,1           ,     2856.45,   599855.45
SING        ,2040        ,9           ,2           ,     2885.13,   259661.50
SING        ,2040        ,9           ,3           ,     2832.65,   849793.93
SING        ,2040        ,9           ,4           ,     2757.65,   165458.86
SING        ,2040        ,9           ,5           ,     2798.34,   167900.59
SING        ,2040        ,10          ,1           ,     2863.84,   621452.48
SING        ,2040        ,10          ,2           ,     2892.37,   268990.61
SING        ,2040        ,10          ,3           ,     2831.91,   877890.72
SING        ,2040        ,10          ,4           ,     2893.09,   179371.29
SING        ,2040        ,10          ,5           ,     2915.48,   180759.97
SING        ,2040        ,11          ,1           ,     2962.61,   622149.07
SING        ,2040        ,11          ,2           ,     2866.77,   258008.86
SING        ,2040        ,11          ,3           ,     2887.11,   866131.71
SING        ,2040        ,11          ,4           ,     3014.12,   180847.44
SING        ,2040        ,11          ,5           ,     3039.81,   182388.57
SING        ,2040        ,12          ,1           ,     2986.29,   648025.52
SING        ,2040        ,12          ,2           ,     2985.04,   277608.91
SING        ,2040        ,12          ,3           ,     2869.61,   889579.92
SING        ,2040        ,12          ,4           ,     2913.19,   180617.86
SING        ,2040        ,12          ,5           ,     2934.60,   181945.43
SING        ,2041        ,1           ,1           ,     2706.69,   587351.39
SING        ,2041        ,1           ,2           ,     2679.78,   249219.77
SING        ,2041        ,1           ,3           ,     2632.82,   816174.96
SING        ,2041        ,1           ,4           ,     2704.27,   167664.57
SING        ,2041        ,1           ,5           ,     2800.94,   173658.08
SING        ,2041        ,2           ,1           ,     2607.98,   511163.57
SING        ,2041        ,2           ,2           ,     2565.89,   215535.06
SING        ,2041        ,2           ,3           ,     2541.48,   711613.42
SING        ,2041        ,2           ,4           ,     2661.81,   149061.59
SING        ,2041        ,2           ,5           ,     2689.15,   150592.28
SING        ,2041        ,3           ,1           ,     2713.74,   588881.20
SING        ,2041        ,3           ,2           ,     2701.96,   251282.26
SING        ,2041        ,3           ,3           ,     2669.76,   827625.76
SING        ,2041        ,3           ,4           ,     2690.57,   166815.41
SING        ,2041        ,3           ,5           ,     2762.17,   171254.26
SING        ,2041        ,4           ,1           ,     2928.13,   614907.10
SING        ,2041        ,4           ,2           ,     2800.12,   252011.14
SING        ,2041        ,4           ,3           ,     2816.72,   845017.20
SING        ,2041        ,4           ,4           ,     2792.71,   167562.54
SING        ,2041        ,4           ,5           ,     2856.51,   171390.63
SING        ,2041        ,5           ,1           ,     2931.89,   639151.98
SING        ,2041        ,5           ,2           ,     2957.07,   275007.54
SING        ,2041        ,5           ,3           ,     2861.07,   886930.99
SING        ,2041        ,5           ,4           ,     2824.29,   175106.07
SING        ,2041        ,5           ,5           ,     2926.79,   181461.20
SING        ,2041        ,6           ,1           ,     2924.32,   614107.95
SING        ,2041        ,6           ,2           ,     2940.13,   264612.02
SING        ,2041        ,6           ,3           ,     2874.09,   862226.32
SING        ,2041        ,6           ,4           ,     2818.83,   169129.72
SING        ,2041        ,6           ,5           ,     2866.00,   171959.87
SING        ,2041        ,7           ,1           ,     2873.95,   623647.44
SING        ,2041        ,7           ,2           ,     2904.95,   270160.06
SING        ,2041        ,7           ,3           ,     2837.47,   879615.43
SING        ,2041        ,7           ,4           ,     2744.28,   170145.65
SING        ,2041        ,7           ,5           ,     2757.18,   170945.02
SING        ,2041        ,8           ,1           ,     2903.85,   627232.65
SING        ,2041        ,8           ,2           ,     2935.43,   272995.17
SING        ,2041        ,8           ,3           ,     2872.70,   890538.47
SING        ,2041        ,8           ,4           ,     2778.82,   172286.74
SING        ,2041        ,8           ,5           ,     2827.21,   175286.73
SING        ,2041        ,9           ,1           ,     2898.95,   608778.73
SING        ,2041        ,9           ,2           ,     2926.86,   263417.58
SING        ,2041        ,9           ,3           ,     2874.16,   862246.66
SING        ,2041        ,9           ,4           ,     2799.17,   167950.04
SING        ,2041        ,9           ,5           ,     2840.43,   170425.65
SING        ,2041        ,10          ,1           ,     2906.69,   630752.78
SING        ,2041        ,10          ,2           ,     2934.56,   272914.01
SING        ,2041        ,10          ,3           ,     2873.81,   890881.80
SING        ,2041        ,10          ,4           ,     2935.62,   182008.67
SING        ,2041        ,10          ,5           ,     2958.35,   183417.90
SING        ,2041        ,11          ,1           ,     3007.14,   631498.35
SING        ,2041        ,11          ,2           ,     2909.21,   261828.54
SING        ,2041        ,11          ,3           ,     2929.49,   878847.92
SING        ,2041        ,11          ,4           ,     3058.54,   183512.44
SING        ,2041        ,11          ,5           ,     3085.61,   185136.68
SING        ,2041        ,12          ,1           ,     3031.31,   657794.45
SING        ,2041        ,12          ,2           ,     3029.24,   281719.53
SING        ,2041        ,12          ,3           ,     2912.05,   902736.54
SING        ,2041        ,12          ,4           ,     2956.69,   183314.53
SING        ,2041        ,12          ,5           ,     2978.03,   184637.98
SING        ,2042        ,1           ,1           ,     2750.77,   596917.40
SING        ,2042        ,1           ,2           ,     2723.21,   253258.10
SING        ,2042        ,1           ,3           ,     2675.26,   829332.13
SING        ,2042        ,1           ,4           ,     2748.07,   170380.10
SING        ,2042        ,1           ,5           ,     2846.39,   176476.45
SING        ,2042        ,2           ,1           ,     2650.76,   519548.35
SING        ,2042        ,2           ,2           ,     2607.69,   219045.91
SING        ,2042        ,2           ,3           ,     2582.64,   723139.58
SING        ,2042        ,2           ,4           ,     2705.19,   151490.92
SING        ,2042        ,2           ,5           ,     2732.91,   153042.80
SING        ,2042        ,3           ,1           ,     2761.94,   599340.60
SING        ,2042        ,3           ,2           ,     2749.59,   255712.26
SING        ,2042        ,3           ,3           ,     2717.13,   842310.95
SING        ,2042        ,3           ,4           ,     2738.30,   169774.50
SING        ,2042        ,3           ,5           ,     2810.94,   174278.58
SING        ,2042        ,4           ,1           ,     2977.76,   625328.93
SING        ,2042        ,4           ,2           ,     2847.32,   256259.15
SING        ,2042        ,4           ,3           ,     2864.45,   859336.28
SING        ,2042        ,4           ,4           ,     2840.30,   170417.93
SING        ,2042        ,4           ,5           ,     2905.11,   174306.35
SING        ,2042        ,5           ,1           ,     2981.30,   649924.15
SING        ,2042        ,5           ,2           ,     3006.48,   279602.52
SING        ,2042        ,5           ,3           ,     2909.18,   901846.33
SING        ,2042        ,5           ,4           ,     2872.12,   178071.38
SING        ,2042        ,5           ,5           ,     2976.25,   184527.72
SING        ,2042        ,6           ,1           ,     2973.88,   624513.93
SING        ,2042        ,6           ,2           ,     2989.46,   269051.68
SING        ,2042        ,6           ,3           ,     2922.70,   876809.37
SING        ,2042        ,6           ,4           ,     2866.67,   172000.40
SING        ,2042        ,6           ,5           ,     2914.71,   174882.30
SING        ,2042        ,7           ,1           ,     2922.67,   634219.69
SING        ,2042        ,7           ,2           ,     2953.66,   274690.45
SING        ,2042        ,7           ,3           ,     2885.38,   894468.61
SING        ,2042        ,7           ,4           ,     2791.03,   173044.08
SING        ,2042        ,7           ,5           ,     2804.16,   173857.70
SING        ,2042        ,8           ,1           ,     2953.00,   637849.07
SING        ,2042        ,8           ,2           ,     2984.66,   277573.26
SING        ,2042        ,8           ,3           ,     2921.23,   905580.76
SING        ,2042        ,8           ,4           ,     2825.96,   175209.78
SING        ,2042        ,8           ,5           ,     2875.05,   178253.30
SING        ,2042        ,9           ,1           ,     2947.86,   619050.92
SING        ,2042        ,9           ,2           ,     2975.81,   267822.85
SING        ,2042        ,9           ,3           ,     2922.53,   876760.06
SING        ,2042        ,9           ,4           ,     2846.55,   170793.27
SING        ,2042        ,9           ,5           ,     2888.46,   173307.49
SING        ,2042        ,10          ,1           ,     2955.93,   641437.59
SING        ,2042        ,10          ,2           ,     2983.97,   277509.14
SING        ,2042        ,10          ,3           ,     2922.27,   905904.70
SING        ,2042        ,10          ,4           ,     2985.10,   185076.20
SING        ,2042        ,10          ,5           ,     3008.24,   186510.99
SING        ,2042        ,11          ,1           ,     3058.32,   642246.64
SING        ,2042        ,11          ,2           ,     2958.61,   266275.30
SING        ,2042        ,11          ,3           ,     2979.34,   893802.39
SING        ,2042        ,11          ,4           ,     3110.33,   186620.02
SING        ,2042        ,11          ,5           ,     3137.71,   188262.47
SING        ,2042        ,12          ,1           ,     3083.13,   669039.25
SING        ,2042        ,12          ,2           ,     3080.76,   286511.07
SING        ,2042        ,12          ,3           ,     2961.98,   918214.52
SING        ,2042        ,12          ,4           ,     3007.20,   186446.44
SING        ,2042        ,12          ,5           ,     3028.92,   187792.97
SING        ,2043        ,1           ,1           ,     2795.47,   606617.40
SING        ,2043        ,1           ,2           ,     2767.24,   257353.71
SING        ,2043        ,1           ,3           ,     2718.31,   842675.61
SING        ,2043        ,1           ,4           ,     2792.46,   173132.32
SING        ,2043        ,1           ,5           ,     2892.45,   179331.84
SING        ,2043        ,2           ,1           ,     2694.13,   528048.93
SING        ,2043        ,2           ,2           ,     2650.07,   222605.80
SING        ,2043        ,2           ,3           ,     2624.38,   734826.84
SING        ,2043        ,2           ,4           ,     2749.15,   153952.58
SING        ,2043        ,2           ,5           ,     2777.22,   155524.48
SING        ,2043        ,3           ,1           ,     2810.96,   609977.60
SING        ,2043        ,3           ,2           ,     2798.04,   260217.87
SING        ,2043        ,3           ,3           ,     2765.33,   857252.24
SING        ,2043        ,3           ,4           ,     2786.82,   172782.74
SING        ,2043        ,3           ,5           ,     2860.50,   177351.26
SING        ,2043        ,4           ,1           ,     3028.15,   635912.01
SING        ,2043        ,4           ,2           ,     2895.26,   260573.28
SING        ,2043        ,4           ,3           ,     2912.94,   873883.24
SING        ,2043        ,4           ,4           ,     2888.61,   173316.84
SING        ,2043        ,4           ,5           ,     2954.41,   177264.87
SING        ,2043        ,5           ,1           ,     3031.48,   660862.85
SING        ,2043        ,5           ,2           ,     3056.65,   284268.68
SING        ,2043        ,5           ,3           ,     2958.06,   916997.73
SING        ,2043        ,5           ,4           ,     2920.67,   181081.72
SING        ,2043        ,5           ,5           ,     3026.44,   187639.13
SING        ,2043        ,6           ,1           ,     3024.20,   635082.16
SING        ,2043        ,6           ,2           ,     3039.56,   273560.69
SING        ,2043        ,6           ,3           ,     2972.09,   891625.55
SING        ,2043        ,6           ,4           ,     2915.25,   174914.83
SING        ,2043        ,6           ,5           ,     2964.13,   177847.82
SING        ,2043        ,7           ,1           ,     2972.14,   644954.82
SING        ,2043        ,7           ,2           ,     3003.12,   279290.62
SING        ,2043        ,7           ,3           ,     2934.05,   909555.50
SING        ,2043        ,7           ,4           ,     2838.49,   175986.29
SING        ,2043        ,7           ,5           ,     2851.82,   176812.75
SING        ,2043        ,8           ,1           ,     3002.91,   648629.14
SING        ,2043        ,8           ,2           ,     3034.65,   282222.07
SING        ,2043        ,8           ,3           ,     2970.52,   920860.56
SING        ,2043        ,8           ,4           ,     2873.82,   178176.84
SING        ,2043        ,8           ,5           ,     2923.59,   181262.76
SING        ,2043        ,9           ,1           ,     2997.53,   629480.56
SING        ,2043        ,9           ,2           ,     3025.51,   272295.85
SING        ,2043        ,9           ,3           ,     2971.67,   891501.63
SING        ,2043        ,9           ,4           ,     2894.65,   173679.23
SING        ,2043        ,9           ,5           ,     2937.18,   176231.02
SING        ,2043        ,10          ,1           ,     3005.93,   652287.28
SING        ,2043        ,10          ,2           ,     3034.15,   282175.70
SING        ,2043        ,10          ,3           ,     2971.50,   921163.79
SING        ,2043        ,10          ,4           ,     3035.31,   188189.48
SING        ,2043        ,10          ,5           ,     3058.85,   189648.57
SING        ,2043        ,11          ,1           ,     3110.30,   653162.28
SING        ,2043        ,11          ,2           ,     3008.80,   270792.05
SING        ,2043        ,11          ,3           ,     3029.98,   908995.38
SING        ,2043        ,11          ,4           ,     3162.91,   189774.36
SING        ,2043        ,11          ,5           ,     3190.56,   191433.35
SING        ,2043        ,12          ,1           ,     3135.77,   680462.50
SING        ,2043        ,12          ,2           ,     3133.11,   291379.19
SING        ,2043        ,12          ,3           ,     3012.72,   933944.67
SING        ,2043        ,12          ,4           ,     3058.49,   189626.58
SING        ,2043        ,12          ,5           ,     3080.56,   190994.81
SING        ,2044        ,1           ,1           ,     2843.52,   617043.69
SING        ,2044        ,1           ,2           ,     2814.75,   261771.93
SING        ,2044        ,1           ,3           ,     2764.86,   857105.21
SING        ,2044        ,1           ,4           ,     2840.30,   176098.37
SING        ,2044        ,1           ,5           ,     2942.04,   182406.52
SING        ,2044        ,2           ,1           ,     2646.42,   537223.60
SING        ,2044        ,2           ,2           ,     2603.03,   226463.75
SING        ,2044        ,2           ,3           ,     2577.69,   747529.67
SING        ,2044        ,2           ,4           ,     2700.31,   156617.86
SING        ,2044        ,2           ,5           ,     2727.74,   158208.88
SING        ,2044        ,3           ,1           ,     2864.01,   621489.43
SING        ,2044        ,3           ,2           ,     2850.66,   265111.65
SING        ,2044        ,3           ,3           ,     2817.74,   873499.58
SING        ,2044        ,3           ,4           ,     2839.44,   176045.38
SING        ,2044        ,3           ,5           ,     2914.24,   180683.13
SING        ,2044        ,4           ,1           ,     3082.60,   647345.74
SING        ,2044        ,4           ,2           ,     2947.20,   265247.60
SING        ,2044        ,4           ,3           ,     2965.63,   889687.70
SING        ,2044        ,4           ,4           ,     2940.97,   176457.94
SING        ,2044        ,4           ,5           ,     3007.81,   180468.66
SING        ,2044        ,5           ,1           ,     3085.56,   672652.38
SING        ,2044        ,5           ,2           ,     3110.90,   289313.68
SING        ,2044        ,5           ,3           ,     3011.03,   933419.91
SING        ,2044        ,5           ,4           ,     2973.17,   184336.32
SING        ,2044        ,5           ,5           ,     3080.67,   191001.64
SING        ,2044        ,6           ,1           ,     3078.01,   646382.24
SING        ,2044        ,6           ,2           ,     3093.31,   278398.28
SING        ,2044        ,6           ,3           ,     3025.20,   907560.09
SING        ,2044        ,6           ,4           ,     2967.35,   178040.92
SING        ,2044        ,6           ,5           ,     3017.11,   181026.56
SING        ,2044        ,7           ,1           ,     3025.57,   656547.61
SING        ,2044        ,7           ,2           ,     3056.72,   284274.91
SING        ,2044        ,7           ,3           ,     2986.91,   925942.17
SING        ,2044        ,7           ,4           ,     2889.89,   179173.31
SING        ,2044        ,7           ,5           ,     2903.41,   180011.56
SING        ,2044        ,8           ,1           ,     3056.81,   660271.11
SING        ,2044        ,8           ,2           ,     3088.81,   287258.94
SING        ,2044        ,8           ,3           ,     3024.05,   937455.04
SING        ,2044        ,8           ,4           ,     2925.67,   181391.54
SING        ,2044        ,8           ,5           ,     2976.16,   184521.99
SING        ,2044        ,9           ,1           ,     3051.08,   640727.58
SING        ,2044        ,9           ,2           ,     3079.28,   277135.31
SING        ,2044        ,9           ,3           ,     3024.97,   907491.13
SING        ,2044        ,9           ,4           ,     2946.69,   176801.18
SING        ,2044        ,9           ,5           ,     2989.86,   179391.53
SING        ,2044        ,10          ,1           ,     3059.95,   664009.61
SING        ,2044        ,10          ,2           ,     3088.56,   287235.76
SING        ,2044        ,10          ,3           ,     3024.97,   937740.40
SING        ,2044        ,10          ,4           ,     3089.73,   191563.13
SING        ,2044        ,10          ,5           ,     3113.67,   193047.62
SING        ,2044        ,11          ,1           ,     3166.41,   664945.43
SING        ,2044        ,11          ,2           ,     3063.15,   275683.90
SING        ,2044        ,11          ,3           ,     3084.95,   925484.16
SING        ,2044        ,11          ,4           ,     3219.84,   193190.33
SING        ,2044        ,11          ,5           ,     3247.78,   194866.73
SING        ,2044        ,12          ,1           ,     3192.10,   692685.46
SING        ,2044        ,12          ,2           ,     3189.32,   296606.31
SING        ,2044        ,12          ,3           ,     3067.31,   950866.30
SING        ,2044        ,12          ,4           ,     3113.54,   193039.63
SING        ,2044        ,12          ,5           ,     3135.97,   194430.42
SING        ,2045        ,1           ,1           ,     2888.93,   626898.09
SING        ,2045        ,1           ,2           ,     2859.61,   265943.34
SING        ,2045        ,1           ,3           ,     2808.83,   870737.30
SING        ,2045        ,1           ,4           ,     2885.42,   178895.78
SING        ,2045        ,1           ,5           ,     2988.72,   185300.92
SING        ,2045        ,2           ,1           ,     2784.90,   545839.75
SING        ,2045        ,2           ,2           ,     2739.09,   230083.88
SING        ,2045        ,2           ,3           ,     2712.33,   759453.49
SING        ,2045        ,2           ,4           ,     2841.32,   159114.06
SING        ,2045        ,2           ,5           ,     2870.03,   160721.55
SING        ,2045        ,3           ,1           ,     2914.17,   632375.22
SING        ,2045        ,3           ,2           ,     2900.37,   269734.17
SING        ,2045        ,3           ,3           ,     2867.34,   888874.39
SING        ,2045        ,3           ,4           ,     2889.12,   179125.55
SING        ,2045        ,3           ,5           ,     2964.87,   183821.82
SING        ,2045        ,4           ,1           ,     3134.03,   658145.82
SING        ,2045        ,4           ,2           ,     2996.24,   269661.78
SING        ,2045        ,4           ,3           ,     3015.39,   904617.05
SING        ,2045        ,4           ,4           ,     2990.32,   179419.31
SING        ,2045        ,4           ,5           ,     3058.05,   183483.02
SING        ,2045        ,5           ,1           ,     3136.79,   683820.43
SING        ,2045        ,5           ,2           ,     3162.23,   294087.41
SING        ,2045        ,5           ,3           ,     3061.21,   948973.67
SING        ,2045        ,5           ,4           ,     3022.78,   187412.10
SING        ,2045        ,5           ,5           ,     3131.81,   194172.02
SING        ,2045        ,6           ,1           ,     3129.38,   657169.98
SING        ,2045        ,6           ,2           ,     3144.59,   283012.95
SING        ,2045        ,6           ,3           ,     3075.87,   922760.01
SING        ,2045        ,6           ,4           ,     3017.00,   181020.03
SING        ,2045        ,6           ,5           ,     3067.46,   184047.46
SING        ,2045        ,7           ,1           ,     3076.04,   667500.76
SING        ,2045        ,7           ,2           ,     3107.31,   288979.86
SING        ,2045        ,7           ,3           ,     3036.84,   941421.29
SING        ,2045        ,7           ,4           ,     2938.35,   182177.82
SING        ,2045        ,7           ,5           ,     2951.95,   183020.88
SING        ,2045        ,8           ,1           ,     3107.77,   671278.38
SING        ,2045        ,8           ,2           ,     3139.94,   292014.15
SING        ,2045        ,8           ,3           ,     3074.61,   953129.30
SING        ,2045        ,8           ,4           ,     2974.60,   184425.32
SING        ,2045        ,8           ,5           ,     3025.68,   187592.27
SING        ,2045        ,9           ,1           ,     3101.78,   651374.11
SING        ,2045        ,9           ,2           ,     3130.11,   281710.27
SING        ,2045        ,9           ,3           ,     3075.38,   922614.01
SING        ,2045        ,9           ,4           ,     2995.84,   179750.16
SING        ,2045        ,9           ,5           ,     3039.52,   182371.36
SING        ,2045        ,10          ,1           ,     3111.03,   675093.25
SING        ,2045        ,10          ,2           ,     3139.92,   292012.47
SING        ,2045        ,10          ,3           ,     3075.50,   953404.13
SING        ,2045        ,10          ,4           ,     3141.03,   194743.83
SING        ,2045        ,10          ,5           ,     3165.25,   196245.69
SING        ,2045        ,11          ,1           ,     3219.53,   676100.47
SING        ,2045        ,11          ,2           ,     3114.55,   280309.86
SING        ,2045        ,11          ,3           ,     3136.93,   941079.36
SING        ,2045        ,11          ,4           ,     3273.57,   196414.13
SING        ,2045        ,11          ,5           ,     3301.70,   198102.28
SING        ,2045        ,12          ,1           ,     3245.94,   704369.50
SING        ,2045        ,12          ,2           ,     3242.97,   301595.97
SING        ,2045        ,12          ,3           ,     3119.44,   967025.78
SING        ,2045        ,12          ,4           ,     3166.02,   196292.98
SING        ,2045        ,12          ,5           ,     3188.67,   197697.40
SING        ,2046        ,1           ,1           ,     2934.98,   636891.07
SING        ,2046        ,1           ,2           ,     2905.10,   270174.32
SING        ,2046        ,1           ,3           ,     2853.40,   884552.68
SING        ,2046        ,1           ,4           ,     2931.15,   181731.59
SING        ,2046        ,1           ,5           ,     3036.07,   188236.11
SING        ,2046        ,2           ,1           ,     2829.48,   554578.56
SING        ,2046        ,2           ,2           ,     2782.80,   233755.57
SING        ,2046        ,2           ,3           ,     2755.49,   771538.53
SING        ,2046        ,2           ,4           ,     2886.53,   161645.49
SING        ,2046        ,2           ,5           ,     2915.50,   163268.27
SING        ,2046        ,3           ,1           ,     2964.83,   643367.32
SING        ,2046        ,3           ,2           ,     2950.56,   274402.44
SING        ,2046        ,3           ,3           ,     2917.38,   904387.52
SING        ,2046        ,3           ,4           ,     2939.27,   182234.54
SING        ,2046        ,3           ,5           ,     3015.98,   186990.47
SING        ,2046        ,4           ,1           ,     3186.05,   669070.29
SING        ,2046        ,4           ,2           ,     3045.84,   274125.75
SING        ,2046        ,4           ,3           ,     3065.69,   919708.34
SING        ,2046        ,4           ,4           ,     3040.22,   182413.46
SING        ,2046        ,4           ,5           ,     3108.86,   186531.41
SING        ,2046        ,5           ,1           ,     3188.62,   695118.84
SING        ,2046        ,5           ,2           ,     3214.17,   298917.75
SING        ,2046        ,5           ,3           ,     3111.93,   964698.73
SING        ,2046        ,5           ,4           ,     3072.95,   190522.76
SING        ,2046        ,5           ,5           ,     3183.54,   197379.60
SING        ,2046        ,6           ,1           ,     3181.35,   668084.02
SING        ,2046        ,6           ,2           ,     3196.46,   287681.66
SING        ,2046        ,6           ,3           ,     3127.11,   938132.39
SING        ,2046        ,6           ,4           ,     3067.20,   184031.98
SING        ,2046        ,6           ,5           ,     3118.39,   187103.45
SING        ,2046        ,7           ,1           ,     3127.11,   678582.06
SING        ,2046        ,7           ,2           ,     3158.50,   293740.06
SING        ,2046        ,7           ,3           ,     3087.33,   957071.68
SING        ,2046        ,7           ,4           ,     2987.36,   185216.19
SING        ,2046        ,7           ,5           ,     3001.04,   186064.68
SING        ,2046        ,8           ,1           ,     3159.31,   682410.95
SING        ,2046        ,8           ,2           ,     3191.67,   296825.28
SING        ,2046        ,8           ,3           ,     3125.74,   968979.17
SING        ,2046        ,8           ,4           ,     3024.06,   187491.60
SING        ,2046        ,8           ,5           ,     3075.73,   190695.46
SING        ,2046        ,9           ,1           ,     3153.06,   662142.34
SING        ,2046        ,9           ,2           ,     3181.54,   286338.95
SING        ,2046        ,9           ,3           ,     3126.35,   937906.04
SING        ,2046        ,9           ,4           ,     3045.53,   182731.59
SING        ,2046        ,9           ,5           ,     3089.74,   185384.30
SING        ,2046        ,10          ,1           ,     3162.68,   686301.48
SING        ,2046        ,10          ,2           ,     3191.88,   296844.89
SING        ,2046        ,10          ,3           ,     3126.57,   969237.01
SING        ,2046        ,10          ,4           ,     3192.90,   197959.80
SING        ,2046        ,10          ,5           ,     3217.41,   199479.67
SING        ,2046        ,11          ,1           ,     3273.23,   687378.26
SING        ,2046        ,11          ,2           ,     3166.53,   284987.50
SING        ,2046        ,11          ,3           ,     3189.47,   956842.13
SING        ,2046        ,11          ,4           ,     3327.89,   199673.15
SING        ,2046        ,11          ,5           ,     3356.21,   201372.30
SING        ,2046        ,12          ,1           ,     3300.37,   716180.78
SING        ,2046        ,12          ,2           ,     3297.22,   306641.53
SING        ,2046        ,12          ,3           ,     3172.12,   983355.70
SING        ,2046        ,12          ,4           ,     3219.04,   199580.61
SING        ,2046        ,12          ,5           ,     3241.93,   200999.67
SING        ,2047        ,1           ,1           ,     2981.81,   647052.10
SING        ,2047        ,1           ,2           ,     2951.36,   274476.88
SING        ,2047        ,1           ,3           ,     2898.71,   898598.96
SING        ,2047        ,1           ,4           ,     2977.65,   184614.59
SING        ,2047        ,1           ,5           ,     3084.20,   191220.27
SING        ,2047        ,2           ,1           ,     2874.82,   563465.44
SING        ,2047        ,2           ,2           ,     2827.26,   237489.45
SING        ,2047        ,2           ,3           ,     2799.38,   783826.53
SING        ,2047        ,2           ,4           ,     2932.49,   164219.56
SING        ,2047        ,2           ,5           ,     2961.73,   165856.79
SING        ,2047        ,3           ,1           ,     3016.47,   654573.54
SING        ,2047        ,3           ,2           ,     3001.74,   279161.48
SING        ,2047        ,3           ,3           ,     2968.41,   920206.94
SING        ,2047        ,3           ,4           ,     2990.39,   185404.17
SING        ,2047        ,3           ,5           ,     3068.07,   190220.06
SING        ,2047        ,4           ,1           ,     3239.01,   680191.78
SING        ,2047        ,4           ,2           ,     3096.33,   278670.06
SING        ,2047        ,4           ,3           ,     3116.92,   935075.68
SING        ,2047        ,4           ,4           ,     3091.03,   185462.10
SING        ,2047        ,4           ,5           ,     3160.58,   189634.81
