barra,agno,etapa,bloque,potencia,energia
X-XIV       ,2019        ,6           ,2           ,      371.93,    33474.03
X-XIV       ,2019        ,6           ,3           ,      385.76,   115727.22
X-XIV       ,2019        ,6           ,4           ,      381.96,    22917.73
X-XIV       ,2019        ,6           ,5           ,      420.92,    25255.13
X-XIV       ,2019        ,7           ,1           ,      363.39,    78855.32
X-XIV       ,2019        ,7           ,2           ,      370.76,    34481.01
X-XIV       ,2019        ,7           ,3           ,      390.73,   121125.54
X-XIV       ,2019        ,7           ,4           ,      383.59,    23782.66
X-XIV       ,2019        ,7           ,5           ,      408.32,    25315.83
X-XIV       ,2019        ,8           ,1           ,      342.24,    73924.29
X-XIV       ,2019        ,8           ,2           ,      374.94,    34869.39
X-XIV       ,2019        ,8           ,3           ,      399.99,   123997.10
X-XIV       ,2019        ,8           ,4           ,      358.75,    22242.68
X-XIV       ,2019        ,8           ,5           ,      399.27,    24754.62
X-XIV       ,2019        ,9           ,1           ,      342.01,    71821.36
X-XIV       ,2019        ,9           ,2           ,      349.10,    31419.16
X-XIV       ,2019        ,9           ,3           ,      382.53,   114760.20
X-XIV       ,2019        ,9           ,4           ,      366.18,    21970.55
X-XIV       ,2019        ,9           ,5           ,      379.50,    22769.76
X-XIV       ,2019        ,10          ,1           ,      340.25,    73834.07
X-XIV       ,2019        ,10          ,2           ,      342.29,    31833.24
X-XIV       ,2019        ,10          ,3           ,      392.13,   121559.92
X-XIV       ,2019        ,10          ,4           ,      409.79,    25406.89
X-XIV       ,2019        ,10          ,5           ,      445.50,    27621.26
X-XIV       ,2019        ,11          ,1           ,      359.96,    75591.66
X-XIV       ,2019        ,11          ,2           ,      363.13,    32681.59
X-XIV       ,2019        ,11          ,3           ,      433.69,   130107.52
X-XIV       ,2019        ,11          ,4           ,      453.45,    27206.72
X-XIV       ,2019        ,11          ,5           ,      470.48,    28228.85
X-XIV       ,2019        ,12          ,1           ,      383.50,    83219.47
X-XIV       ,2019        ,12          ,2           ,      410.04,    38133.96
X-XIV       ,2019        ,12          ,3           ,      429.87,   133260.99
X-XIV       ,2019        ,12          ,4           ,      469.86,    29131.17
X-XIV       ,2019        ,12          ,5           ,      482.40,    29908.59
X-XIV       ,2020        ,1           ,1           ,      282.59,    61322.83
X-XIV       ,2020        ,1           ,2           ,      281.32,    26162.41
X-XIV       ,2020        ,1           ,3           ,      292.73,    90746.52
X-XIV       ,2020        ,1           ,4           ,      326.69,    20255.03
X-XIV       ,2020        ,1           ,5           ,      361.14,    22390.78
X-XIV       ,2020        ,2           ,1           ,      303.75,    61660.67
X-XIV       ,2020        ,2           ,2           ,      285.74,    24859.16
X-XIV       ,2020        ,2           ,3           ,      293.61,    85147.62
X-XIV       ,2020        ,2           ,4           ,      338.53,    19634.79
X-XIV       ,2020        ,2           ,5           ,      340.56,    19752.64
X-XIV       ,2020        ,3           ,1           ,      398.66,    86509.23
X-XIV       ,2020        ,3           ,2           ,      401.27,    37317.84
X-XIV       ,2020        ,3           ,3           ,      440.60,   136584.84
X-XIV       ,2020        ,3           ,4           ,      475.16,    29459.75
X-XIV       ,2020        ,3           ,5           ,      498.31,    30895.05
X-XIV       ,2020        ,4           ,1           ,      350.95,    73700.27
X-XIV       ,2020        ,4           ,2           ,      360.73,    32466.08
X-XIV       ,2020        ,4           ,3           ,      394.00,   118199.53
X-XIV       ,2020        ,4           ,4           ,      393.12,    23586.95
X-XIV       ,2020        ,4           ,5           ,      420.84,    25250.44
X-XIV       ,2020        ,5           ,1           ,      364.81,    79529.38
X-XIV       ,2020        ,5           ,2           ,      386.82,    35974.49
X-XIV       ,2020        ,5           ,3           ,      385.59,   119532.38
X-XIV       ,2020        ,5           ,4           ,      381.01,    23622.59
X-XIV       ,2020        ,5           ,5           ,      418.49,    25946.37
X-XIV       ,2020        ,6           ,1           ,      366.00,    76859.30
X-XIV       ,2020        ,6           ,2           ,      382.02,    34381.68
X-XIV       ,2020        ,6           ,3           ,      396.90,   119068.74
X-XIV       ,2020        ,6           ,4           ,      392.34,    23540.33
X-XIV       ,2020        ,6           ,5           ,      431.98,    25918.83
X-XIV       ,2020        ,7           ,1           ,      373.52,    81053.10
X-XIV       ,2020        ,7           ,2           ,      380.89,    35423.13
X-XIV       ,2020        ,7           ,3           ,      401.44,   124445.31
X-XIV       ,2020        ,7           ,4           ,      394.22,    24441.38
X-XIV       ,2020        ,7           ,5           ,      419.16,    25988.12
X-XIV       ,2020        ,8           ,1           ,      352.16,    76066.43
X-XIV       ,2020        ,8           ,2           ,      385.22,    35825.15
X-XIV       ,2020        ,8           ,3           ,      411.02,   127415.42
X-XIV       ,2020        ,8           ,4           ,      368.85,    22868.75
X-XIV       ,2020        ,8           ,5           ,      409.34,    25378.98
X-XIV       ,2020        ,9           ,1           ,      351.52,    73819.08
X-XIV       ,2020        ,9           ,2           ,      358.95,    32305.38
X-XIV       ,2020        ,9           ,3           ,      393.06,   117918.39
X-XIV       ,2020        ,9           ,4           ,      376.12,    22567.32
X-XIV       ,2020        ,9           ,5           ,      389.55,    23373.10
X-XIV       ,2020        ,10          ,1           ,      350.11,    75974.04
X-XIV       ,2020        ,10          ,2           ,      352.44,    32776.73
X-XIV       ,2020        ,10          ,3           ,      403.00,   124930.17
X-XIV       ,2020        ,10          ,4           ,      420.78,    26088.53
X-XIV       ,2020        ,10          ,5           ,      456.60,    28308.95
X-XIV       ,2020        ,11          ,1           ,      370.65,    77837.12
X-XIV       ,2020        ,11          ,2           ,      373.86,    33647.38
X-XIV       ,2020        ,11          ,3           ,      445.73,   133718.84
X-XIV       ,2020        ,11          ,4           ,      465.39,    27923.47
X-XIV       ,2020        ,11          ,5           ,      482.04,    28922.34
X-XIV       ,2020        ,12          ,1           ,      394.74,    85659.50
X-XIV       ,2020        ,12          ,2           ,      421.39,    39189.56
X-XIV       ,2020        ,12          ,3           ,      442.44,   137157.00
X-XIV       ,2020        ,12          ,4           ,      482.16,    29893.70
X-XIV       ,2020        ,12          ,5           ,      494.95,    30687.18
X-XIV       ,2021        ,1           ,1           ,      290.72,    63086.49
X-XIV       ,2021        ,1           ,2           ,      289.38,    26912.08
X-XIV       ,2021        ,1           ,3           ,      300.80,    93247.38
X-XIV       ,2021        ,1           ,4           ,      335.25,    20785.51
X-XIV       ,2021        ,1           ,5           ,      370.28,    22957.57
X-XIV       ,2021        ,2           ,1           ,      323.42,    63389.99
X-XIV       ,2021        ,2           ,2           ,      304.25,    25556.66
X-XIV       ,2021        ,2           ,3           ,      312.37,    87464.54
X-XIV       ,2021        ,2           ,4           ,      359.76,    20146.35
X-XIV       ,2021        ,2           ,5           ,      361.36,    20236.24
X-XIV       ,2021        ,3           ,1           ,      413.36,    89698.85
X-XIV       ,2021        ,3           ,2           ,      415.80,    38669.57
X-XIV       ,2021        ,3           ,3           ,      456.28,   141446.58
X-XIV       ,2021        ,3           ,4           ,      491.04,    30444.18
X-XIV       ,2021        ,3           ,5           ,      514.21,    31881.27
X-XIV       ,2021        ,4           ,1           ,      362.75,    76177.64
X-XIV       ,2021        ,4           ,2           ,      372.41,    33516.82
X-XIV       ,2021        ,4           ,3           ,      406.65,   121995.72
X-XIV       ,2021        ,4           ,4           ,      405.36,    24321.33
X-XIV       ,2021        ,4           ,5           ,      433.30,    25997.84
X-XIV       ,2021        ,5           ,1           ,      376.66,    82112.41
X-XIV       ,2021        ,5           ,2           ,      398.97,    37104.36
X-XIV       ,2021        ,5           ,3           ,      397.82,   123325.26
X-XIV       ,2021        ,5           ,4           ,      392.82,    24355.01
X-XIV       ,2021        ,5           ,5           ,      430.79,    26708.69
X-XIV       ,2021        ,6           ,1           ,      378.07,    79395.12
X-XIV       ,2021        ,6           ,2           ,      394.16,    35474.28
X-XIV       ,2021        ,6           ,3           ,      409.69,   122906.70
X-XIV       ,2021        ,6           ,4           ,      404.39,    24263.36
X-XIV       ,2021        ,6           ,5           ,      444.67,    26680.09
X-XIV       ,2021        ,7           ,1           ,      385.63,    83681.28
X-XIV       ,2021        ,7           ,2           ,      392.90,    36539.90
X-XIV       ,2021        ,7           ,3           ,      414.05,   128355.30
X-XIV       ,2021        ,7           ,4           ,      406.32,    25191.53
X-XIV       ,2021        ,7           ,5           ,      431.41,    26747.54
X-XIV       ,2021        ,8           ,1           ,      363.78,    78576.78
X-XIV       ,2021        ,8           ,2           ,      397.39,    36957.35
X-XIV       ,2021        ,8           ,3           ,      423.96,   131427.15
X-XIV       ,2021        ,8           ,4           ,      380.23,    23574.56
X-XIV       ,2021        ,8           ,5           ,      421.08,    26106.77
X-XIV       ,2021        ,9           ,1           ,      362.96,    76221.51
X-XIV       ,2021        ,9           ,2           ,      370.43,    33339.00
X-XIV       ,2021        ,9           ,3           ,      405.47,   121639.71
X-XIV       ,2021        ,9           ,4           ,      387.63,    23257.82
X-XIV       ,2021        ,9           ,5           ,      400.95,    24056.95
X-XIV       ,2021        ,10          ,1           ,      361.67,    78482.44
X-XIV       ,2021        ,10          ,2           ,      364.01,    33853.12
X-XIV       ,2021        ,10          ,3           ,      415.62,   128842.28
X-XIV       ,2021        ,10          ,4           ,      433.30,    26864.69
X-XIV       ,2021        ,10          ,5           ,      469.46,    29106.26
X-XIV       ,2021        ,11          ,1           ,      383.02,    80433.88
X-XIV       ,2021        ,11          ,2           ,      386.17,    34754.95
X-XIV       ,2021        ,11          ,3           ,      459.74,   137923.42
X-XIV       ,2021        ,11          ,4           ,      479.20,    28752.12
X-XIV       ,2021        ,11          ,5           ,      495.54,    29732.51
X-XIV       ,2021        ,12          ,1           ,      407.93,    88521.64
X-XIV       ,2021        ,12          ,2           ,      435.03,    40457.40
X-XIV       ,2021        ,12          ,3           ,      456.77,   141597.58
X-XIV       ,2021        ,12          ,4           ,      496.59,    30788.45
X-XIV       ,2021        ,12          ,5           ,      509.27,    31574.64
X-XIV       ,2022        ,1           ,1           ,      307.41,    66707.44
X-XIV       ,2022        ,1           ,2           ,      304.70,    28337.46
X-XIV       ,2022        ,1           ,3           ,      315.72,    97873.79
X-XIV       ,2022        ,1           ,4           ,      351.71,    21805.76
X-XIV       ,2022        ,1           ,5           ,      387.80,    24043.59
X-XIV       ,2022        ,2           ,1           ,      342.66,    67161.23
X-XIV       ,2022        ,2           ,2           ,      320.30,    26905.25
X-XIV       ,2022        ,2           ,3           ,      326.93,    91540.32
X-XIV       ,2022        ,2           ,4           ,      376.23,    21069.07
X-XIV       ,2022        ,2           ,5           ,      377.54,    21142.18
X-XIV       ,2022        ,3           ,1           ,      435.21,    94441.08
X-XIV       ,2022        ,3           ,2           ,      437.40,    40678.22
X-XIV       ,2022        ,3           ,3           ,      478.52,   148342.18
X-XIV       ,2022        ,3           ,4           ,      515.31,    31949.20
X-XIV       ,2022        ,3           ,5           ,      538.96,    33415.76
X-XIV       ,2022        ,4           ,1           ,      381.06,    80021.68
X-XIV       ,2022        ,4           ,2           ,      391.57,    35240.91
X-XIV       ,2022        ,4           ,3           ,      427.38,   128215.02
X-XIV       ,2022        ,4           ,4           ,      424.12,    25447.39
X-XIV       ,2022        ,4           ,5           ,      452.33,    27140.09
X-XIV       ,2022        ,5           ,1           ,      397.37,    86627.23
X-XIV       ,2022        ,5           ,2           ,      420.37,    39094.34
X-XIV       ,2022        ,5           ,3           ,      417.33,   129372.99
X-XIV       ,2022        ,5           ,4           ,      409.28,    25375.44
X-XIV       ,2022        ,5           ,5           ,      448.06,    27779.73
X-XIV       ,2022        ,6           ,1           ,      398.34,    83650.62
X-XIV       ,2022        ,6           ,2           ,      415.51,    37395.46
X-XIV       ,2022        ,6           ,3           ,      428.92,   128675.42
X-XIV       ,2022        ,6           ,4           ,      423.09,    25385.42
X-XIV       ,2022        ,6           ,5           ,      463.55,    27812.88
X-XIV       ,2022        ,7           ,1           ,      406.50,    88211.38
X-XIV       ,2022        ,7           ,2           ,      413.08,    38416.73
X-XIV       ,2022        ,7           ,3           ,      434.70,   134756.98
X-XIV       ,2022        ,7           ,4           ,      423.83,    26277.59
X-XIV       ,2022        ,7           ,5           ,      448.58,    27811.85
X-XIV       ,2022        ,8           ,1           ,      382.51,    82622.17
X-XIV       ,2022        ,8           ,2           ,      417.80,    38855.59
X-XIV       ,2022        ,8           ,3           ,      444.92,   137923.90
X-XIV       ,2022        ,8           ,4           ,      395.99,    24551.31
X-XIV       ,2022        ,8           ,5           ,      439.45,    27245.60
X-XIV       ,2022        ,9           ,1           ,      382.97,    80423.87
X-XIV       ,2022        ,9           ,2           ,      388.73,    34985.60
X-XIV       ,2022        ,9           ,3           ,      425.81,   127742.57
X-XIV       ,2022        ,9           ,4           ,      405.24,    24314.49
X-XIV       ,2022        ,9           ,5           ,      417.07,    25024.06
X-XIV       ,2022        ,10          ,1           ,      380.26,    82516.20
X-XIV       ,2022        ,10          ,2           ,      380.94,    35427.22
X-XIV       ,2022        ,10          ,3           ,      435.26,   134931.35
X-XIV       ,2022        ,10          ,4           ,      451.47,    27991.38
X-XIV       ,2022        ,10          ,5           ,      489.34,    30339.36
X-XIV       ,2022        ,11          ,1           ,      401.99,    84418.71
X-XIV       ,2022        ,11          ,2           ,      404.47,    36402.66
X-XIV       ,2022        ,11          ,3           ,      481.80,   144538.89
X-XIV       ,2022        ,11          ,4           ,      500.39,    30023.56
X-XIV       ,2022        ,11          ,5           ,      516.93,    31015.51
X-XIV       ,2022        ,12          ,1           ,      429.20,    93136.55
X-XIV       ,2022        ,12          ,2           ,      458.72,    42660.74
X-XIV       ,2022        ,12          ,3           ,      477.62,   148063.16
X-XIV       ,2022        ,12          ,4           ,      519.87,    32232.08
X-XIV       ,2022        ,12          ,5           ,      530.07,    32864.05
X-XIV       ,2023        ,1           ,1           ,      314.07,    68152.81
X-XIV       ,2023        ,1           ,2           ,      311.51,    28970.55
X-XIV       ,2023        ,1           ,3           ,      322.62,   100013.53
X-XIV       ,2023        ,1           ,4           ,      358.92,    22253.18
X-XIV       ,2023        ,1           ,5           ,      395.52,    24522.31
X-XIV       ,2023        ,2           ,1           ,      349.70,    68540.98
X-XIV       ,2023        ,2           ,2           ,      327.27,    27490.79
X-XIV       ,2023        ,2           ,3           ,      334.13,    93557.70
X-XIV       ,2023        ,2           ,4           ,      384.11,    21510.10
X-XIV       ,2023        ,2           ,5           ,      384.92,    21555.66
X-XIV       ,2023        ,3           ,1           ,      448.76,    97381.53
X-XIV       ,2023        ,3           ,2           ,      450.80,    41924.80
X-XIV       ,2023        ,3           ,3           ,      493.17,   152884.07
X-XIV       ,2023        ,3           ,4           ,      529.85,    32850.84
X-XIV       ,2023        ,3           ,5           ,      553.47,    34315.42
X-XIV       ,2023        ,4           ,1           ,      391.77,    82272.54
X-XIV       ,2023        ,4           ,2           ,      402.01,    36180.56
X-XIV       ,2023        ,4           ,3           ,      438.73,   131619.16
X-XIV       ,2023        ,4           ,4           ,      435.33,    26119.96
X-XIV       ,2023        ,4           ,5           ,      463.76,    27825.61
X-XIV       ,2023        ,5           ,1           ,      407.75,    88890.22
X-XIV       ,2023        ,5           ,2           ,      430.97,    40080.53
X-XIV       ,2023        ,5           ,3           ,      428.40,   132802.57
X-XIV       ,2023        ,5           ,4           ,      420.37,    26063.24
X-XIV       ,2023        ,5           ,5           ,      459.58,    28494.02
X-XIV       ,2023        ,6           ,1           ,      409.06,    85902.06
X-XIV       ,2023        ,6           ,2           ,      426.12,    38350.91
X-XIV       ,2023        ,6           ,3           ,      440.66,   132199.39
X-XIV       ,2023        ,6           ,4           ,      434.10,    26046.05
X-XIV       ,2023        ,6           ,5           ,      475.26,    28515.64
X-XIV       ,2023        ,7           ,1           ,      417.16,    90523.99
X-XIV       ,2023        ,7           ,2           ,      423.73,    39406.94
X-XIV       ,2023        ,7           ,3           ,      446.01,   138263.39
X-XIV       ,2023        ,7           ,4           ,      435.08,    26975.18
X-XIV       ,2023        ,7           ,5           ,      460.07,    28524.39
X-XIV       ,2023        ,8           ,1           ,      392.97,    84881.40
X-XIV       ,2023        ,8           ,2           ,      428.60,    39860.15
X-XIV       ,2023        ,8           ,3           ,      456.55,   141530.75
X-XIV       ,2023        ,8           ,4           ,      406.73,    25217.02
X-XIV       ,2023        ,8           ,5           ,      450.18,    27911.08
X-XIV       ,2023        ,9           ,1           ,      393.00,    82530.66
X-XIV       ,2023        ,9           ,2           ,      399.08,    35917.24
X-XIV       ,2023        ,9           ,3           ,      436.92,   131076.82
X-XIV       ,2023        ,9           ,4           ,      415.80,    24948.16
X-XIV       ,2023        ,9           ,5           ,      427.76,    25665.61
X-XIV       ,2023        ,10          ,1           ,      390.68,    84778.12
X-XIV       ,2023        ,10          ,2           ,      391.65,    36423.10
X-XIV       ,2023        ,10          ,3           ,      446.76,   138495.42
X-XIV       ,2023        ,10          ,4           ,      463.10,    28712.23
X-XIV       ,2023        ,10          ,5           ,      501.10,    31068.26
X-XIV       ,2023        ,11          ,1           ,      413.30,    86793.02
X-XIV       ,2023        ,11          ,2           ,      415.82,    37424.14
X-XIV       ,2023        ,11          ,3           ,      494.52,   148356.09
X-XIV       ,2023        ,11          ,4           ,      513.03,    30781.93
X-XIV       ,2023        ,11          ,5           ,      529.21,    31752.61
X-XIV       ,2023        ,12          ,1           ,      441.09,    95716.47
X-XIV       ,2023        ,12          ,2           ,      470.72,    43776.75
X-XIV       ,2023        ,12          ,3           ,      490.91,   152183.59
X-XIV       ,2023        ,12          ,4           ,      532.90,    33039.78
X-XIV       ,2023        ,12          ,5           ,      543.38,    33689.59
X-XIV       ,2024        ,1           ,1           ,      320.77,    69607.56
X-XIV       ,2024        ,1           ,2           ,      318.36,    29607.53
X-XIV       ,2024        ,1           ,3           ,      329.57,   102167.72
X-XIV       ,2024        ,1           ,4           ,      366.18,    22703.30
X-XIV       ,2024        ,1           ,5           ,      403.28,    25003.66
X-XIV       ,2024        ,2           ,1           ,      344.48,    69929.08
X-XIV       ,2024        ,2           ,2           ,      322.76,    28079.86
X-XIV       ,2024        ,2           ,3           ,      329.61,    95588.18
X-XIV       ,2024        ,2           ,4           ,      378.51,    21953.52
X-XIV       ,2024        ,2           ,5           ,      378.82,    21971.70
X-XIV       ,2024        ,3           ,1           ,      462.47,   100356.57
X-XIV       ,2024        ,3           ,2           ,      464.36,    43185.88
X-XIV       ,2024        ,3           ,3           ,      508.00,   157479.19
X-XIV       ,2024        ,3           ,4           ,      544.56,    33762.64
X-XIV       ,2024        ,3           ,5           ,      568.15,    35225.04
X-XIV       ,2024        ,4           ,1           ,      402.60,    84546.11
X-XIV       ,2024        ,4           ,2           ,      412.55,    37129.66
X-XIV       ,2024        ,4           ,3           ,      450.20,   135059.48
X-XIV       ,2024        ,4           ,4           ,      446.66,    26799.64
X-XIV       ,2024        ,4           ,5           ,      475.30,    28518.06
X-XIV       ,2024        ,5           ,1           ,      418.24,    91176.02
X-XIV       ,2024        ,5           ,2           ,      441.68,    41076.00
X-XIV       ,2024        ,5           ,3           ,      439.58,   136268.27
X-XIV       ,2024        ,5           ,4           ,      431.58,    26758.12
X-XIV       ,2024        ,5           ,5           ,      471.21,    29215.18
X-XIV       ,2024        ,6           ,1           ,      419.89,    88176.37
X-XIV       ,2024        ,6           ,2           ,      436.84,    39315.83
X-XIV       ,2024        ,6           ,3           ,      452.53,   135758.95
X-XIV       ,2024        ,6           ,4           ,      445.23,    26713.82
X-XIV       ,2024        ,6           ,5           ,      487.09,    29225.25
X-XIV       ,2024        ,7           ,1           ,      427.92,    92859.50
X-XIV       ,2024        ,7           ,2           ,      434.48,    40406.51
X-XIV       ,2024        ,7           ,3           ,      457.44,   141806.01
X-XIV       ,2024        ,7           ,4           ,      446.45,    27679.88
X-XIV       ,2024        ,7           ,5           ,      471.68,    29243.87
X-XIV       ,2024        ,8           ,1           ,      403.54,    87164.21
X-XIV       ,2024        ,8           ,2           ,      439.51,    40874.21
X-XIV       ,2024        ,8           ,3           ,      468.30,   145174.04
X-XIV       ,2024        ,8           ,4           ,      417.58,    25890.10
X-XIV       ,2024        ,8           ,5           ,      461.03,    28583.84
X-XIV       ,2024        ,9           ,1           ,      403.14,    84659.49
X-XIV       ,2024        ,9           ,2           ,      409.53,    36857.77
X-XIV       ,2024        ,9           ,3           ,      448.15,   134445.31
X-XIV       ,2024        ,9           ,4           ,      426.48,    25588.70
X-XIV       ,2024        ,9           ,5           ,      438.56,    26313.88
X-XIV       ,2024        ,10          ,1           ,      401.22,    87064.49
X-XIV       ,2024        ,10          ,2           ,      402.46,    37429.14
X-XIV       ,2024        ,10          ,3           ,      458.38,   142096.96
X-XIV       ,2024        ,10          ,4           ,      474.84,    29440.18
X-XIV       ,2024        ,10          ,5           ,      512.97,    31804.22
X-XIV       ,2024        ,11          ,1           ,      424.73,    89193.32
X-XIV       ,2024        ,11          ,2           ,      427.30,    38456.56
X-XIV       ,2024        ,11          ,3           ,      507.38,   152213.13
X-XIV       ,2024        ,11          ,4           ,      525.80,    31547.90
X-XIV       ,2024        ,11          ,5           ,      541.62,    32497.33
X-XIV       ,2024        ,12          ,1           ,      453.11,    98325.05
X-XIV       ,2024        ,12          ,2           ,      482.85,    44904.81
X-XIV       ,2024        ,12          ,3           ,      504.35,   156348.24
X-XIV       ,2024        ,12          ,4           ,      546.06,    33855.94
X-XIV       ,2024        ,12          ,5           ,      556.83,    34523.43
X-XIV       ,2025        ,1           ,1           ,      327.00,    70958.19
X-XIV       ,2025        ,1           ,2           ,      324.78,    30204.23
X-XIV       ,2025        ,1           ,3           ,      338.23,   104850.90
X-XIV       ,2025        ,1           ,4           ,      375.15,    23259.27
X-XIV       ,2025        ,1           ,5           ,      412.44,    25571.54
X-XIV       ,2025        ,2           ,1           ,      363.20,    71188.04
X-XIV       ,2025        ,2           ,2           ,      341.00,    28644.13
X-XIV       ,2025        ,2           ,3           ,      350.69,    98193.37
X-XIV       ,2025        ,2           ,4           ,      401.94,    22508.75
X-XIV       ,2025        ,2           ,5           ,      401.43,    22480.03
X-XIV       ,2025        ,3           ,1           ,      476.08,   103309.46
X-XIV       ,2025        ,3           ,2           ,      477.69,    44425.27
X-XIV       ,2025        ,3           ,3           ,      525.17,   162802.55
X-XIV       ,2025        ,3           ,4           ,      561.49,    34812.18
X-XIV       ,2025        ,3           ,5           ,      584.85,    36260.58
X-XIV       ,2025        ,4           ,1           ,      414.79,    87106.55
X-XIV       ,2025        ,4           ,2           ,      425.35,    38281.61
X-XIV       ,2025        ,4           ,3           ,      463.05,   138914.64
X-XIV       ,2025        ,4           ,4           ,      458.03,    27481.70
X-XIV       ,2025        ,4           ,5           ,      487.02,    29221.09
X-XIV       ,2025        ,5           ,1           ,      429.57,    93646.45
X-XIV       ,2025        ,5           ,2           ,      454.68,    42285.12
X-XIV       ,2025        ,5           ,3           ,      452.53,   140283.96
X-XIV       ,2025        ,5           ,4           ,      443.13,    27473.91
X-XIV       ,2025        ,5           ,5           ,      483.28,    29963.49
X-XIV       ,2025        ,6           ,1           ,      431.42,    90598.47
X-XIV       ,2025        ,6           ,2           ,      449.26,    40433.42
X-XIV       ,2025        ,6           ,3           ,      466.41,   139922.26
X-XIV       ,2025        ,6           ,4           ,      456.76,    27405.32
X-XIV       ,2025        ,6           ,5           ,      499.62,    29977.49
X-XIV       ,2025        ,7           ,1           ,      439.48,    95367.71
X-XIV       ,2025        ,7           ,2           ,      447.83,    41647.87
X-XIV       ,2025        ,7           ,3           ,      470.62,   145890.84
X-XIV       ,2025        ,7           ,4           ,      458.07,    28400.61
X-XIV       ,2025        ,7           ,5           ,      483.75,    29992.69
X-XIV       ,2025        ,8           ,1           ,      415.04,    89649.12
X-XIV       ,2025        ,8           ,2           ,      452.91,    42121.01
X-XIV       ,2025        ,8           ,3           ,      481.95,   149405.36
X-XIV       ,2025        ,8           ,4           ,      428.87,    26589.84
X-XIV       ,2025        ,8           ,5           ,      472.16,    29274.07
X-XIV       ,2025        ,9           ,1           ,      414.03,    86947.11
X-XIV       ,2025        ,9           ,2           ,      422.57,    38031.27
X-XIV       ,2025        ,9           ,3           ,      461.06,   138318.80
X-XIV       ,2025        ,9           ,4           ,      437.25,    26234.95
X-XIV       ,2025        ,9           ,5           ,      449.80,    26987.88
X-XIV       ,2025        ,10          ,1           ,      411.91,    89384.34
X-XIV       ,2025        ,10          ,2           ,      413.31,    38437.97
X-XIV       ,2025        ,10          ,3           ,      472.66,   146525.17
X-XIV       ,2025        ,10          ,4           ,      490.17,    30390.49
X-XIV       ,2025        ,10          ,5           ,      527.41,    32699.44
X-XIV       ,2025        ,11          ,1           ,      436.82,    91731.81
X-XIV       ,2025        ,11          ,2           ,      438.75,    39487.31
X-XIV       ,2025        ,11          ,3           ,      522.73,   156818.29
X-XIV       ,2025        ,11          ,4           ,      542.16,    32529.81
X-XIV       ,2025        ,11          ,5           ,      557.27,    33436.43
X-XIV       ,2025        ,12          ,1           ,      465.89,   101097.30
X-XIV       ,2025        ,12          ,2           ,      494.57,    45995.47
X-XIV       ,2025        ,12          ,3           ,      520.23,   161272.65
X-XIV       ,2025        ,12          ,4           ,      562.63,    34882.82
X-XIV       ,2025        ,12          ,5           ,      573.61,    35563.65
X-XIV       ,2026        ,1           ,1           ,      333.20,    72303.32
X-XIV       ,2026        ,1           ,2           ,      331.16,    30797.89
X-XIV       ,2026        ,1           ,3           ,      345.02,   106955.97
X-XIV       ,2026        ,1           ,4           ,      382.16,    23694.08
X-XIV       ,2026        ,1           ,5           ,      419.85,    26030.39
X-XIV       ,2026        ,2           ,1           ,      369.67,    72454.42
X-XIV       ,2026        ,2           ,2           ,      347.53,    29192.83
X-XIV       ,2026        ,2           ,3           ,      357.84,   100194.07
X-XIV       ,2026        ,2           ,4           ,      409.65,    22940.23
X-XIV       ,2026        ,2           ,5           ,      408.55,    22878.53
X-XIV       ,2026        ,3           ,1           ,      489.53,   106227.57
X-XIV       ,2026        ,3           ,2           ,      490.95,    45658.48
X-XIV       ,2026        ,3           ,3           ,      540.07,   167423.02
X-XIV       ,2026        ,3           ,4           ,      576.12,    35719.62
X-XIV       ,2026        ,3           ,5           ,      599.34,    37159.38
X-XIV       ,2026        ,4           ,1           ,      425.52,    89359.91
X-XIV       ,2026        ,4           ,2           ,      435.87,    39228.70
X-XIV       ,2026        ,4           ,3           ,      474.32,   142296.81
X-XIV       ,2026        ,4           ,4           ,      468.97,    28138.17
X-XIV       ,2026        ,4           ,5           ,      498.13,    29887.72
X-XIV       ,2026        ,5           ,1           ,      439.78,    95872.25
X-XIV       ,2026        ,5           ,2           ,      465.28,    43270.91
X-XIV       ,2026        ,5           ,3           ,      463.59,   143711.88
X-XIV       ,2026        ,5           ,4           ,      454.04,    28150.72
X-XIV       ,2026        ,5           ,5           ,      494.56,    30662.56
X-XIV       ,2026        ,6           ,1           ,      441.99,    92817.52
X-XIV       ,2026        ,6           ,2           ,      459.80,    41382.27
X-XIV       ,2026        ,6           ,3           ,      478.22,   143466.32
X-XIV       ,2026        ,6           ,4           ,      467.54,    28052.33
X-XIV       ,2026        ,6           ,5           ,      511.10,    30665.94
X-XIV       ,2026        ,7           ,1           ,      449.96,    97641.96
X-XIV       ,2026        ,7           ,2           ,      458.56,    42645.69
X-XIV       ,2026        ,7           ,3           ,      481.88,   149384.18
X-XIV       ,2026        ,7           ,4           ,      469.10,    29084.45
X-XIV       ,2026        ,7           ,5           ,      495.01,    30690.45
X-XIV       ,2026        ,8           ,1           ,      425.42,    91890.25
X-XIV       ,2026        ,8           ,2           ,      463.78,    43131.66
X-XIV       ,2026        ,8           ,3           ,      493.56,   153005.14
X-XIV       ,2026        ,8           ,4           ,      439.46,    27246.61
X-XIV       ,2026        ,8           ,5           ,      482.58,    29919.93
X-XIV       ,2026        ,9           ,1           ,      423.90,    89019.13
X-XIV       ,2026        ,9           ,2           ,      433.06,    38975.22
