agno,producto,demanda
2047        ,energia_publ,        0.00
2048        ,energia_publ,        0.00
2049        ,energia_publ,        0.00
2050        ,energia_publ,        0.00
2017        ,km_recorrido,        0.00
2018        ,km_recorrido,        0.00
2019        ,km_recorrido,        0.00
2020        ,km_recorrido,        0.00
2021        ,km_recorrido,        0.00
2022        ,km_recorrido,        0.00
2023        ,km_recorrido,        0.00
2024        ,km_recorrido,        0.00
2025        ,km_recorrido,        0.00
2026        ,km_recorrido,        0.00
2027        ,km_recorrido,        0.00
2028        ,km_recorrido,        0.00
2029        ,km_recorrido,        0.00
2030        ,km_recorrido,        0.00
2031        ,km_recorrido,        0.00
2032        ,km_recorrido,        0.00
2033        ,km_recorrido,        0.00
2034        ,km_recorrido,        0.00
2035        ,km_recorrido,        0.00
2036        ,km_recorrido,        0.00
2037        ,km_recorrido,        0.00
2038        ,km_recorrido,        0.00
2039        ,km_recorrido,        0.00
2040        ,km_recorrido,        0.00
2041        ,km_recorrido,        0.00
2042        ,km_recorrido,        0.00
2043        ,km_recorrido,        0.00
2044        ,km_recorrido,        0.00
2045        ,km_recorrido,        0.00
2046        ,km_recorrido,        0.00
2047        ,km_recorrido,        0.00
2048        ,km_recorrido,        0.00
2049        ,km_recorrido,        0.00
2050        ,km_recorrido,        0.00
2017        ,km_recorrido,        0.00
2018        ,km_recorrido,        0.00
2019        ,km_recorrido,        0.00
2020        ,km_recorrido,        0.00
2021        ,km_recorrido,        0.00
2022        ,km_recorrido,        0.00
2023        ,km_recorrido,        0.00
2024        ,km_recorrido,        0.00
2025        ,km_recorrido,        0.00
2026        ,km_recorrido,        0.00
2027        ,km_recorrido,        0.00
2028        ,km_recorrido,        0.00
2029        ,km_recorrido,        0.00
2030        ,km_recorrido,        0.00
2031        ,km_recorrido,        0.00
2032        ,km_recorrido,        0.00
2033        ,km_recorrido,        0.00
2034        ,km_recorrido,        0.00
2035        ,km_recorrido,        0.00
2036        ,km_recorrido,        0.00
2037        ,km_recorrido,        0.00
2038        ,km_recorrido,        0.00
2039        ,km_recorrido,        0.00
2040        ,km_recorrido,        0.00
2041        ,km_recorrido,        0.00
2042        ,km_recorrido,        0.00
2043        ,km_recorrido,        0.00
2044        ,km_recorrido,        0.00
2045        ,km_recorrido,        0.00
2046        ,km_recorrido,        0.00
2047        ,km_recorrido,        0.00
2048        ,km_recorrido,        0.00
2049        ,km_recorrido,        0.00
2050        ,km_recorrido,        0.00
2017        ,km_transanti,        0.00
2018        ,km_transanti,        0.00
2019        ,km_transanti,        0.00
2020        ,km_transanti,        0.00
2021        ,km_transanti,        0.00
2022        ,km_transanti,        0.00
2023        ,km_transanti,        0.00
2024        ,km_transanti,        0.00
2025        ,km_transanti,        0.00
2026        ,km_transanti,        0.00
2027        ,km_transanti,        0.00
2028        ,km_transanti,        0.00
2029        ,km_transanti,        0.00
2030        ,km_transanti,        0.00
2031        ,km_transanti,        0.00
2032        ,km_transanti,        0.00
2033        ,km_transanti,        0.00
2034        ,km_transanti,        0.00
2035        ,km_transanti,        0.00
2036        ,km_transanti,        0.00
2037        ,km_transanti,        0.00
2038        ,km_transanti,        0.00
2039        ,km_transanti,        0.00
2040        ,km_transanti,        0.00
2041        ,km_transanti,        0.00
2042        ,km_transanti,        0.00
2043        ,km_transanti,        0.00
2044        ,km_transanti,        0.00
2045        ,km_transanti,        0.00
2046        ,km_transanti,        0.00
2047        ,km_transanti,        0.00
2048        ,km_transanti,        0.00
2049        ,km_transanti,        0.00
2050        ,km_transanti,        0.00
2017        ,km_bus      ,        0.00
2018        ,km_bus      ,        0.00
2019        ,km_bus      ,        0.00
2020        ,km_bus      ,        0.00
2021        ,km_bus      ,        0.00
2022        ,km_bus      ,        0.00
2023        ,km_bus      ,        0.00
2024        ,km_bus      ,        0.00
2025        ,km_bus      ,        0.00
2026        ,km_bus      ,        0.00
2027        ,km_bus      ,        0.00
2028        ,km_bus      ,        0.00
2029        ,km_bus      ,        0.00
2030        ,km_bus      ,        0.00
2031        ,km_bus      ,        0.00
2032        ,km_bus      ,        0.00
2033        ,km_bus      ,        0.00
2034        ,km_bus      ,        0.00
2035        ,km_bus      ,        0.00
2036        ,km_bus      ,        0.00
2037        ,km_bus      ,        0.00
2038        ,km_bus      ,        0.00
2039        ,km_bus      ,        0.00
2040        ,km_bus      ,        0.00
2041        ,km_bus      ,        0.00
2042        ,km_bus      ,        0.00
2043        ,km_bus      ,        0.00
2044        ,km_bus      ,        0.00
2045        ,km_bus      ,        0.00
2046        ,km_bus      ,        0.00
2047        ,km_bus      ,        0.00
2048        ,km_bus      ,        0.00
2049        ,km_bus      ,        0.00
2050        ,km_bus      ,        0.00
2017        ,km_bus_RM   ,        0.00
2018        ,km_bus_RM   ,        0.00
2019        ,km_bus_RM   ,        0.00
2020        ,km_bus_RM   ,        0.00
2021        ,km_bus_RM   ,        0.00
2022        ,km_bus_RM   ,        0.00
2023        ,km_bus_RM   ,        0.00
2024        ,km_bus_RM   ,        0.00
2025        ,km_bus_RM   ,        0.00
2026        ,km_bus_RM   ,        0.00
2027        ,km_bus_RM   ,        0.00
2028        ,km_bus_RM   ,        0.00
2029        ,km_bus_RM   ,        0.00
2030        ,km_bus_RM   ,        0.00
2031        ,km_bus_RM   ,        0.00
2032        ,km_bus_RM   ,        0.00
2033        ,km_bus_RM   ,        0.00
2034        ,km_bus_RM   ,        0.00
2035        ,km_bus_RM   ,        0.00
2036        ,km_bus_RM   ,        0.00
2037        ,km_bus_RM   ,        0.00
2038        ,km_bus_RM   ,        0.00
2039        ,km_bus_RM   ,        0.00
2040        ,km_bus_RM   ,        0.00
2041        ,km_bus_RM   ,        0.00
2042        ,km_bus_RM   ,        0.00
2043        ,km_bus_RM   ,        0.00
2044        ,km_bus_RM   ,        0.00
2045        ,km_bus_RM   ,        0.00
2046        ,km_bus_RM   ,        0.00
2047        ,km_bus_RM   ,        0.00
2048        ,km_bus_RM   ,        0.00
2049        ,km_bus_RM   ,        0.00
2050        ,km_bus_RM   ,        0.00
2017        ,km_medianos ,        0.00
2018        ,km_medianos ,        0.00
2019        ,km_medianos ,        0.00
2020        ,km_medianos ,        0.00
2021        ,km_medianos ,        0.00
2022        ,km_medianos ,        0.00
2023        ,km_medianos ,        0.00
2024        ,km_medianos ,        0.00
2025        ,km_medianos ,        0.00
2026        ,km_medianos ,        0.00
2027        ,km_medianos ,        0.00
2028        ,km_medianos ,        0.00
2029        ,km_medianos ,        0.00
2030        ,km_medianos ,        0.00
2031        ,km_medianos ,        0.00
2032        ,km_medianos ,        0.00
2033        ,km_medianos ,        0.00
2034        ,km_medianos ,        0.00
2035        ,km_medianos ,        0.00
2036        ,km_medianos ,        0.00
2037        ,km_medianos ,        0.00
2038        ,km_medianos ,        0.00
2039        ,km_medianos ,        0.00
2040        ,km_medianos ,        0.00
2041        ,km_medianos ,        0.00
2042        ,km_medianos ,        0.00
2043        ,km_medianos ,        0.00
2044        ,km_medianos ,        0.00
2045        ,km_medianos ,        0.00
2046        ,km_medianos ,        0.00
2047        ,km_medianos ,        0.00
2048        ,km_medianos ,        0.00
2049        ,km_medianos ,        0.00
2050        ,km_medianos ,        0.00
2017        ,km_minibus  ,        0.00
2018        ,km_minibus  ,        0.00
2019        ,km_minibus  ,        0.00
2020        ,km_minibus  ,        0.00
2021        ,km_minibus  ,        0.00
2022        ,km_minibus  ,        0.00
2023        ,km_minibus  ,        0.00
2024        ,km_minibus  ,        0.00
2025        ,km_minibus  ,        0.00
2026        ,km_minibus  ,        0.00
2027        ,km_minibus  ,        0.00
2028        ,km_minibus  ,        0.00
2029        ,km_minibus  ,        0.00
2030        ,km_minibus  ,        0.00
2031        ,km_minibus  ,        0.00
2032        ,km_minibus  ,        0.00
2033        ,km_minibus  ,        0.00
2034        ,km_minibus  ,        0.00
2035        ,km_minibus  ,        0.00
2036        ,km_minibus  ,        0.00
2037        ,km_minibus  ,        0.00
2038        ,km_minibus  ,        0.00
2039        ,km_minibus  ,        0.00
2040        ,km_minibus  ,        0.00
2041        ,km_minibus  ,        0.00
2042        ,km_minibus  ,        0.00
2043        ,km_minibus  ,        0.00
2044        ,km_minibus  ,        0.00
2045        ,km_minibus  ,        0.00
2046        ,km_minibus  ,        0.00
2047        ,km_minibus  ,        0.00
2048        ,km_minibus  ,        0.00
2049        ,km_minibus  ,        0.00
2050        ,km_minibus  ,        0.00
2017        ,km_camion   ,        0.00
2018        ,km_camion   ,        0.00
2019        ,km_camion   ,        0.00
2020        ,km_camion   ,        0.00
2021        ,km_camion   ,        0.00
2022        ,km_camion   ,        0.00
2023        ,km_camion   ,        0.00
2024        ,km_camion   ,        0.00
2025        ,km_camion   ,        0.00
2026        ,km_camion   ,        0.00
2027        ,km_camion   ,        0.00
2028        ,km_camion   ,        0.00
2029        ,km_camion   ,        0.00
2030        ,km_camion   ,        0.00
2031        ,km_camion   ,        0.00
2032        ,km_camion   ,        0.00
2033        ,km_camion   ,        0.00
2034        ,km_camion   ,        0.00
2035        ,km_camion   ,        0.00
2036        ,km_camion   ,        0.00
2037        ,km_camion   ,        0.00
2038        ,km_camion   ,        0.00
2039        ,km_camion   ,        0.00
2040        ,km_camion   ,        0.00
2041        ,km_camion   ,        0.00
2042        ,km_camion   ,        0.00
2043        ,km_camion   ,        0.00
2044        ,km_camion   ,        0.00
2045        ,km_camion   ,        0.00
2046        ,km_camion   ,        0.00
2047        ,km_camion   ,        0.00
2048        ,km_camion   ,        0.00
2049        ,km_camion   ,        0.00
2050        ,km_camion   ,        0.00
2017        ,km_tractocam,        0.00
2018        ,km_tractocam,        0.00
2019        ,km_tractocam,        0.00
2020        ,km_tractocam,        0.00
2021        ,km_tractocam,        0.00
2022        ,km_tractocam,        0.00
2023        ,km_tractocam,        0.00
2024        ,km_tractocam,        0.00
2025        ,km_tractocam,        0.00
2026        ,km_tractocam,        0.00
2027        ,km_tractocam,        0.00
2028        ,km_tractocam,        0.00
2029        ,km_tractocam,        0.00
2030        ,km_tractocam,        0.00
2031        ,km_tractocam,        0.00
2032        ,km_tractocam,        0.00
2033        ,km_tractocam,        0.00
2034        ,km_tractocam,        0.00
2035        ,km_tractocam,        0.00
2036        ,km_tractocam,        0.00
2037        ,km_tractocam,        0.00
2038        ,km_tractocam,        0.00
2039        ,km_tractocam,        0.00
2040        ,km_tractocam,        0.00
2041        ,km_tractocam,        0.00
2042        ,km_tractocam,        0.00
2043        ,km_tractocam,        0.00
2044        ,km_tractocam,        0.00
2045        ,km_tractocam,        0.00
2046        ,km_tractocam,        0.00
2047        ,km_tractocam,        0.00
2048        ,km_tractocam,        0.00
2049        ,km_tractocam,        0.00
2050        ,km_tractocam,        0.00
2017        ,km_moto     ,        0.00
2018        ,km_moto     ,        0.00
2019        ,km_moto     ,        0.00
2020        ,km_moto     ,        0.00
2021        ,km_moto     ,        0.00
2022        ,km_moto     ,        0.00
2023        ,km_moto     ,        0.00
2024        ,km_moto     ,        0.00
2025        ,km_moto     ,        0.00
2026        ,km_moto     ,        0.00
2027        ,km_moto     ,        0.00
2028        ,km_moto     ,        0.00
2029        ,km_moto     ,        0.00
2030        ,km_moto     ,        0.00
2031        ,km_moto     ,        0.00
2032        ,km_moto     ,        0.00
2033        ,km_moto     ,        0.00
2034        ,km_moto     ,        0.00
2035        ,km_moto     ,        0.00
2036        ,km_moto     ,        0.00
2037        ,km_moto     ,        0.00
2038        ,km_moto     ,        0.00
2039        ,km_moto     ,        0.00
2040        ,km_moto     ,        0.00
2041        ,km_moto     ,        0.00
2042        ,km_moto     ,        0.00
2043        ,km_moto     ,        0.00
2044        ,km_moto     ,        0.00
2045        ,km_moto     ,        0.00
2046        ,km_moto     ,        0.00
2047        ,km_moto     ,        0.00
2048        ,km_moto     ,        0.00
2049        ,km_moto     ,        0.00
2050        ,km_moto     ,        0.00
2017        ,pkm_aereo   ,        0.00
2018        ,pkm_aereo   ,        0.00
2019        ,pkm_aereo   ,        0.00
2020        ,pkm_aereo   ,        0.00
2021        ,pkm_aereo   ,        0.00
2022        ,pkm_aereo   ,        0.00
2023        ,pkm_aereo   ,        0.00
2024        ,pkm_aereo   ,        0.00
2025        ,pkm_aereo   ,        0.00
2026        ,pkm_aereo   ,        0.00
2027        ,pkm_aereo   ,        0.00
2028        ,pkm_aereo   ,        0.00
2029        ,pkm_aereo   ,        0.00
2030        ,pkm_aereo   ,        0.00
2031        ,pkm_aereo   ,        0.00
2032        ,pkm_aereo   ,        0.00
2033        ,pkm_aereo   ,        0.00
2034        ,pkm_aereo   ,        0.00
2035        ,pkm_aereo   ,        0.00
2036        ,pkm_aereo   ,        0.00
2037        ,pkm_aereo   ,        0.00
2038        ,pkm_aereo   ,        0.00
2039        ,pkm_aereo   ,        0.00
2040        ,pkm_aereo   ,        0.00
2041        ,pkm_aereo   ,        0.00
2042        ,pkm_aereo   ,        0.00
2043        ,pkm_aereo   ,        0.00
2044        ,pkm_aereo   ,        0.00
2045        ,pkm_aereo   ,        0.00
2046        ,pkm_aereo   ,        0.00
2047        ,pkm_aereo   ,        0.00
2048        ,pkm_aereo   ,        0.00
2049        ,pkm_aereo   ,        0.00
2050        ,pkm_aereo   ,        0.00
2017        ,tkm_maritimo,        0.00
2018        ,tkm_maritimo,        0.00
2019        ,tkm_maritimo,        0.00
2020        ,tkm_maritimo,        0.00
2021        ,tkm_maritimo,        0.00
2022        ,tkm_maritimo,        0.00
2023        ,tkm_maritimo,        0.00
2024        ,tkm_maritimo,        0.00
2025        ,tkm_maritimo,        0.00
2026        ,tkm_maritimo,        0.00
2027        ,tkm_maritimo,        0.00
2028        ,tkm_maritimo,        0.00
2029        ,tkm_maritimo,        0.00
2030        ,tkm_maritimo,        0.00
2031        ,tkm_maritimo,        0.00
2032        ,tkm_maritimo,        0.00
2033        ,tkm_maritimo,        0.00
2034        ,tkm_maritimo,        0.00
2035        ,tkm_maritimo,        0.00
2036        ,tkm_maritimo,        0.00
2037        ,tkm_maritimo,        0.00
2038        ,tkm_maritimo,        0.00
2039        ,tkm_maritimo,        0.00
2040        ,tkm_maritimo,        0.00
2041        ,tkm_maritimo,        0.00
2042        ,tkm_maritimo,        0.00
2043        ,tkm_maritimo,        0.00
2044        ,tkm_maritimo,        0.00
2045        ,tkm_maritimo,        0.00
2046        ,tkm_maritimo,        0.00
2047        ,tkm_maritimo,        0.00
2048        ,tkm_maritimo,        0.00
2049        ,tkm_maritimo,        0.00
2050        ,tkm_maritimo,        0.00
2017        ,pkm_ferrovia,        0.00
2018        ,pkm_ferrovia,        0.00
2019        ,pkm_ferrovia,        0.00
2020        ,pkm_ferrovia,        0.00
2021        ,pkm_ferrovia,        0.00
2022        ,pkm_ferrovia,        0.00
2023        ,pkm_ferrovia,        0.00
2024        ,pkm_ferrovia,        0.00
2025        ,pkm_ferrovia,        0.00
2026        ,pkm_ferrovia,        0.00
2027        ,pkm_ferrovia,        0.00
2028        ,pkm_ferrovia,        0.00
2029        ,pkm_ferrovia,        0.00
2030        ,pkm_ferrovia,        0.00
2031        ,pkm_ferrovia,        0.00
2032        ,pkm_ferrovia,        0.00
2033        ,pkm_ferrovia,        0.00
2034        ,pkm_ferrovia,        0.00
2035        ,pkm_ferrovia,        0.00
2036        ,pkm_ferrovia,        0.00
2037        ,pkm_ferrovia,        0.00
2038        ,pkm_ferrovia,        0.00
2039        ,pkm_ferrovia,        0.00
2040        ,pkm_ferrovia,        0.00
2041        ,pkm_ferrovia,        0.00
2042        ,pkm_ferrovia,        0.00
2043        ,pkm_ferrovia,        0.00
2044        ,pkm_ferrovia,        0.00
2045        ,pkm_ferrovia,        0.00
2046        ,pkm_ferrovia,        0.00
2047        ,pkm_ferrovia,        0.00
2048        ,pkm_ferrovia,        0.00
2049        ,pkm_ferrovia,        0.00
2050        ,pkm_ferrovia,        0.00
2017        ,pkm_ferrovia,        0.00
2018        ,pkm_ferrovia,        0.00
2019        ,pkm_ferrovia,        0.00
2020        ,pkm_ferrovia,        0.00
2021        ,pkm_ferrovia,        0.00
2022        ,pkm_ferrovia,        0.00
2023        ,pkm_ferrovia,        0.00
2024        ,pkm_ferrovia,        0.00
2025        ,pkm_ferrovia,        0.00
2026        ,pkm_ferrovia,        0.00
2027        ,pkm_ferrovia,        0.00
2028        ,pkm_ferrovia,        0.00
2029        ,pkm_ferrovia,        0.00
2030        ,pkm_ferrovia,        0.00
2031        ,pkm_ferrovia,        0.00
2032        ,pkm_ferrovia,        0.00
2033        ,pkm_ferrovia,        0.00
2034        ,pkm_ferrovia,        0.00
2035        ,pkm_ferrovia,        0.00
2036        ,pkm_ferrovia,        0.00
2037        ,pkm_ferrovia,        0.00
2038        ,pkm_ferrovia,        0.00
2039        ,pkm_ferrovia,        0.00
2040        ,pkm_ferrovia,        0.00
2041        ,pkm_ferrovia,        0.00
2042        ,pkm_ferrovia,        0.00
2043        ,pkm_ferrovia,        0.00
2044        ,pkm_ferrovia,        0.00
2045        ,pkm_ferrovia,        0.00
2046        ,pkm_ferrovia,        0.00
2047        ,pkm_ferrovia,        0.00
2048        ,pkm_ferrovia,        0.00
2049        ,pkm_ferrovia,        0.00
2050        ,pkm_ferrovia,        0.00
2017        ,tkm_ferrovia,        0.00
2018        ,tkm_ferrovia,        0.00
2019        ,tkm_ferrovia,        0.00
2020        ,tkm_ferrovia,        0.00
2021        ,tkm_ferrovia,        0.00
2022        ,tkm_ferrovia,        0.00
2023        ,tkm_ferrovia,        0.00
2024        ,tkm_ferrovia,        0.00
2025        ,tkm_ferrovia,        0.00
2026        ,tkm_ferrovia,        0.00
2027        ,tkm_ferrovia,        0.00
2028        ,tkm_ferrovia,        0.00
2029        ,tkm_ferrovia,        0.00
2030        ,tkm_ferrovia,        0.00
2031        ,tkm_ferrovia,        0.00
2032        ,tkm_ferrovia,        0.00
2033        ,tkm_ferrovia,        0.00
2034        ,tkm_ferrovia,        0.00
2035        ,tkm_ferrovia,        0.00
2036        ,tkm_ferrovia,        0.00
2037        ,tkm_ferrovia,        0.00
2038        ,tkm_ferrovia,        0.00
2039        ,tkm_ferrovia,        0.00
2040        ,tkm_ferrovia,        0.00
2041        ,tkm_ferrovia,        0.00
2042        ,tkm_ferrovia,        0.00
2043        ,tkm_ferrovia,        0.00
2044        ,tkm_ferrovia,        0.00
2045        ,tkm_ferrovia,        0.00
2046        ,tkm_ferrovia,        0.00
2047        ,tkm_ferrovia,        0.00
2048        ,tkm_ferrovia,        0.00
2049        ,tkm_ferrovia,        0.00
2050        ,tkm_ferrovia,        0.00
2017        ,refineria_en,        0.00
2018        ,refineria_en,        0.00
2019        ,refineria_en,        0.00
2020        ,refineria_en,        0.00
2021        ,refineria_en,        0.00
2022        ,refineria_en,        0.00
2023        ,refineria_en,        0.00
2024        ,refineria_en,        0.00
2025        ,refineria_en,        0.00
2026        ,refineria_en,        0.00
2027        ,refineria_en,        0.00
2028        ,refineria_en,        0.00
2029        ,refineria_en,        0.00
2030        ,refineria_en,        0.00
2031        ,refineria_en,        0.00
2032        ,refineria_en,        0.00
2033        ,refineria_en,        0.00
2034        ,refineria_en,        0.00
2035        ,refineria_en,        0.00
2036        ,refineria_en,        0.00
2037        ,refineria_en,        0.00
2038        ,refineria_en,        0.00
2039        ,refineria_en,        0.00
2040        ,refineria_en,        0.00
2041        ,refineria_en,        0.00
2042        ,refineria_en,        0.00
2043        ,refineria_en,        0.00
2044        ,refineria_en,        0.00
2045        ,refineria_en,        0.00
2046        ,refineria_en,        0.00
2047        ,refineria_en,        0.00
2048        ,refineria_en,        0.00
2049        ,refineria_en,        0.00
2050        ,refineria_en,        0.00
2017        ,azucar_exist,        0.00
2018        ,azucar_exist,        0.00
2019        ,azucar_exist,        0.00
2020        ,azucar_exist,        0.00
2021        ,azucar_exist,        0.00
2022        ,azucar_exist,        0.00
2023        ,azucar_exist,        0.00
2024        ,azucar_exist,        0.00
2025        ,azucar_exist,        0.00
2026        ,azucar_exist,        0.00
2027        ,azucar_exist,        0.00
2028        ,azucar_exist,        0.00
2029        ,azucar_exist,        0.00
2030        ,azucar_exist,        0.00
2031        ,azucar_exist,        0.00
2032        ,azucar_exist,        0.00
2033        ,azucar_exist,        0.00
2034        ,azucar_exist,        0.00
2035        ,azucar_exist,        0.00
2036        ,azucar_exist,        0.00
2037        ,azucar_exist,        0.00
2038        ,azucar_exist,        0.00
2039        ,azucar_exist,        0.00
2040        ,azucar_exist,        0.00
2041        ,azucar_exist,        0.00
2042        ,azucar_exist,        0.00
2043        ,azucar_exist,        0.00
2044        ,azucar_exist,        0.00
2045        ,azucar_exist,        0.00
2046        ,azucar_exist,        0.00
2047        ,azucar_exist,        0.00
2048        ,azucar_exist,        0.00
2049        ,azucar_exist,        0.00
2050        ,azucar_exist,        0.00
2017        ,celulosa_exi,        0.00
2018        ,celulosa_exi,        0.00
2019        ,celulosa_exi,        0.00
2020        ,celulosa_exi,        0.00
2021        ,celulosa_exi,        0.00
2022        ,celulosa_exi,        0.00
2023        ,celulosa_exi,        0.00
2024        ,celulosa_exi,        0.00
2025        ,celulosa_exi,        0.00
2026        ,celulosa_exi,        0.00
2027        ,celulosa_exi,        0.00
2028        ,celulosa_exi,        0.00
2029        ,celulosa_exi,        0.00
2030        ,celulosa_exi,        0.00
2031        ,celulosa_exi,        0.00
2032        ,celulosa_exi,        0.00
2033        ,celulosa_exi,        0.00
2034        ,celulosa_exi,        0.00
2035        ,celulosa_exi,        0.00
2036        ,celulosa_exi,        0.00
2037        ,celulosa_exi,        0.00
2038        ,celulosa_exi,        0.00
2039        ,celulosa_exi,        0.00
2040        ,celulosa_exi,        0.00
2041        ,celulosa_exi,        0.00
2042        ,celulosa_exi,        0.00
2043        ,celulosa_exi,        0.00
2044        ,celulosa_exi,        0.00
2045        ,celulosa_exi,        0.00
2046        ,celulosa_exi,        0.00
2047        ,celulosa_exi,        0.00
2048        ,celulosa_exi,        0.00
2049        ,celulosa_exi,        0.00
2050        ,celulosa_exi,        0.00
2017        ,cemento_exis,        0.00
2018        ,cemento_exis,        0.00
2019        ,cemento_exis,        0.00
2020        ,cemento_exis,        0.00
2021        ,cemento_exis,        0.00
2022        ,cemento_exis,        0.00
2023        ,cemento_exis,        0.00
2024        ,cemento_exis,        0.00
2025        ,cemento_exis,        0.00
2026        ,cemento_exis,        0.00
2027        ,cemento_exis,        0.00
2028        ,cemento_exis,        0.00
2029        ,cemento_exis,        0.00
2030        ,cemento_exis,        0.00
2031        ,cemento_exis,        0.00
2032        ,cemento_exis,        0.00
2033        ,cemento_exis,        0.00
2034        ,cemento_exis,        0.00
2035        ,cemento_exis,        0.00
2036        ,cemento_exis,        0.00
2037        ,cemento_exis,        0.00
2038        ,cemento_exis,        0.00
2039        ,cemento_exis,        0.00
2040        ,cemento_exis,        0.00
2041        ,cemento_exis,        0.00
2042        ,cemento_exis,        0.00
2043        ,cemento_exis,        0.00
2044        ,cemento_exis,        0.00
2045        ,cemento_exis,        0.00
2046        ,cemento_exis,        0.00
2047        ,cemento_exis,        0.00
2048        ,cemento_exis,        0.00
2049        ,cemento_exis,        0.00
2050        ,cemento_exis,        0.00
2017        ,hierro_exist,        0.00
2018        ,hierro_exist,        0.00
2019        ,hierro_exist,        0.00
2020        ,hierro_exist,        0.00
2021        ,hierro_exist,        0.00
2022        ,hierro_exist,        0.00
2023        ,hierro_exist,        0.00
2024        ,hierro_exist,        0.00
2025        ,hierro_exist,        0.00
2026        ,hierro_exist,        0.00
2027        ,hierro_exist,        0.00
2028        ,hierro_exist,        0.00
2029        ,hierro_exist,        0.00
2030        ,hierro_exist,        0.00
2031        ,hierro_exist,        0.00
2032        ,hierro_exist,        0.00
2033        ,hierro_exist,        0.00
2034        ,hierro_exist,        0.00
2035        ,hierro_exist,        0.00
2036        ,hierro_exist,        0.00
2037        ,hierro_exist,        0.00
2038        ,hierro_exist,        0.00
2039        ,hierro_exist,        0.00
2040        ,hierro_exist,        0.00
2041        ,hierro_exist,        0.00
2042        ,hierro_exist,        0.00
2043        ,hierro_exist,        0.00
2044        ,hierro_exist,        0.00
2045        ,hierro_exist,        0.00
2046        ,hierro_exist,        0.00
2047        ,hierro_exist,        0.00
2048        ,hierro_exist,        0.00
2049        ,hierro_exist,        0.00
2050        ,hierro_exist,        0.00
2017        ,pesca_existe,        0.00
2018        ,pesca_existe,        0.00
2019        ,pesca_existe,        0.00
2020        ,pesca_existe,        0.00
2021        ,pesca_existe,        0.00
2022        ,pesca_existe,        0.00
2023        ,pesca_existe,        0.00
2024        ,pesca_existe,        0.00
2025        ,pesca_existe,        0.00
2026        ,pesca_existe,        0.00
2027        ,pesca_existe,        0.00
2028        ,pesca_existe,        0.00
2029        ,pesca_existe,        0.00
2030        ,pesca_existe,        0.00
2031        ,pesca_existe,        0.00
2032        ,pesca_existe,        0.00
2033        ,pesca_existe,        0.00
2034        ,pesca_existe,        0.00
2035        ,pesca_existe,        0.00
2036        ,pesca_existe,        0.00
2037        ,pesca_existe,        0.00
2038        ,pesca_existe,        0.00
2039        ,pesca_existe,        0.00
2040        ,pesca_existe,        0.00
2041        ,pesca_existe,        0.00
2042        ,pesca_existe,        0.00
2043        ,pesca_existe,        0.00
2044        ,pesca_existe,        0.00
2045        ,pesca_existe,        0.00
2046        ,pesca_existe,        0.00
2047        ,pesca_existe,        0.00
2048        ,pesca_existe,        0.00
2049        ,pesca_existe,        0.00
2050        ,pesca_existe,        0.00
2017        ,acero_existe,        0.00
2018        ,acero_existe,        0.00
2019        ,acero_existe,        0.00
2020        ,acero_existe,        0.00
2021        ,acero_existe,        0.00
2022        ,acero_existe,        0.00
2023        ,acero_existe,        0.00
2024        ,acero_existe,        0.00
2025        ,acero_existe,        0.00
2026        ,acero_existe,        0.00
2027        ,acero_existe,        0.00
2028        ,acero_existe,        0.00
2029        ,acero_existe,        0.00
2030        ,acero_existe,        0.00
2031        ,acero_existe,        0.00
2032        ,acero_existe,        0.00
2033        ,acero_existe,        0.00
2034        ,acero_existe,        0.00
2035        ,acero_existe,        0.00
2036        ,acero_existe,        0.00
2037        ,acero_existe,        0.00
2038        ,acero_existe,        0.00
2039        ,acero_existe,        0.00
2040        ,acero_existe,        0.00
2041        ,acero_existe,        0.00
2042        ,acero_existe,        0.00
2043        ,acero_existe,        0.00
2044        ,acero_existe,        0.00
2045        ,acero_existe,        0.00
2046        ,acero_existe,        0.00
2047        ,acero_existe,        0.00
2048        ,acero_existe,        0.00
2049        ,acero_existe,        0.00
2050        ,acero_existe,        0.00
2017        ,petroquimica,        0.00
2018        ,petroquimica,        0.00
2019        ,petroquimica,        0.00
2020        ,petroquimica,        0.00
2021        ,petroquimica,        0.00
2022        ,petroquimica,        0.00
2023        ,petroquimica,        0.00
2024        ,petroquimica,        0.00
2025        ,petroquimica,        0.00
2026        ,petroquimica,        0.00
2027        ,petroquimica,        0.00
2028        ,petroquimica,        0.00
2029        ,petroquimica,        0.00
2030        ,petroquimica,        0.00
2031        ,petroquimica,        0.00
2032        ,petroquimica,        0.00
2033        ,petroquimica,        0.00
2034        ,petroquimica,        0.00
2035        ,petroquimica,        0.00
2036        ,petroquimica,        0.00
2037        ,petroquimica,        0.00
2038        ,petroquimica,        0.00
2039        ,petroquimica,        0.00
2040        ,petroquimica,        0.00
2041        ,petroquimica,        0.00
2042        ,petroquimica,        0.00
2043        ,petroquimica,        0.00
2044        ,petroquimica,        0.00
2045        ,petroquimica,        0.00
2046        ,petroquimica,        0.00
2047        ,petroquimica,        0.00
2048        ,petroquimica,        0.00
2049        ,petroquimica,        0.00
2050        ,petroquimica,        0.00
2017        ,mineral_exis,        0.00
2018        ,mineral_exis,        0.00
2019        ,mineral_exis,        0.00
2020        ,mineral_exis,        0.00
2021        ,mineral_exis,        0.00
2022        ,mineral_exis,        0.00
2023        ,mineral_exis,        0.00
