year,residuos_per_capita_per_anho_kg,residuos_ordinarios_total_gg,frac_recap,frac_hh_reciclaje_alimiento,frac_hh_reciclaje_jardin,frac_hh_reciclaje_papel,frac_hh_reciclaje_madera,frac_hh_reciclaje_textil,frac_hh_reciclaje_panhales,frac_hh_reciclaje_plastico_otros,sdrd_frac_alimiento,sdrd_frac_jardin,sdrd_frac_papel,sdrd_frac_madera,sdrd_frac_textil,sdrd_frac_panhales,sdrd_frac_plastico_otros,frac_typo_de_sdrd_no_manejados_superficiales_mcf0.4,frac_typo_de_sdrd_no_manejados_profundos_vertederos_mcf0.8,frac_typo_de_sdrd_manejados_rellenos_sanitarios_mcf1,frac_typo_de_sdrd_manejados_semi_aerobicos_mcf0.5,frac_typo_de_sdrd_no_categorizados_mcf0.6,rso_k_alimiento,rso_k_jardin,rso_k_papel,rso_k_madera,rso_k_textil,rso_k_panhales,rso_k_plastico_otros,rso_k_industrial,rso_doc_alimiento,rso_doc_jardin,rso_doc_papel,rso_doc_madera,rso_doc_textil,rso_doc_panhales,rso_doc_plastico_otros,rso_doc_industrial,ggri_per_bilpib,gdp_2016,gdp_ind,poblacion_milliones,residuos_industrial_total_gg,residuos_de_quema_total_tonne,gg_ch4_quema,gg_co2_quema,gg_n2o_quema,total_gg_ch4_co2e_quema,total_gg_co2_co2e_quema,total_gg_n2o_co2e_quema,total_gg_co2e_quema,kg_dbo5_per_capita_per_anho,kg_dbo5_per_anho,frac_ar_tanque_septico,frac_ar_latrinos,frac_ar_aguas_alcantarillado_sin_tratar,frac_ar_aguas_alcantarillado_central_con_tratar,frac_ar_aguas_alcantarillado_pequenos_con_tratar,frac_ar_sistema_anaerobico,frac_ar_otros,kg_por_persona_proteina_per_anho,kg_total_proteina_per_anho,gg_n2o_proteina,gg_co2e_proteina,gg_ch4_ar_industriales,gg_co2e_ch4_ar_industriales,mcf_ch4_dbo5,gg_ch4_ar,gg_co2e_ch4_ar,ar_typo_mcf_aguas_alcantarillado_central_con_tratar,ar_typo_mcf_aguas_alcantarillado_pequenos_con_tratar,ar_typo_mcf_aguas_alcantarillado_sin_tratar,ar_typo_mcf_latrinos,ar_typo_mcf_otros,ar_typo_mcf_sistema_anaerobico,ar_typo_mcf_tanque_septico,max_ch4_per_dbo,max_ch4_per_dco,factor_nonconsum_dom_proteina,factor_nonconsum_ind_proteina,kg_n2_per_kg_proteina,kg_n2o_per_kg_n,gg ch4/tonne rq,tonne_rq_gg_em_co2,tonne_rq_gg_em_n2o,frac_rso_reciclaje,frac_alimiento_rec,frac_jardin_rec,frac_madera_rec,frac_panhales_rec,frac_papel_rec,frac_plastico_otros_rec,frac_textil_rec,frac_rso_sdrd,frac_rso_quemado,ef_rec_alimiento,ef_rec_jardin,ef_rec_madera,ef_rec_panhales,ef_rec_papel,ef_rec_plastico_otros,ef_rec_textil,mean_mcf_sdrd
2005,430.5523246531831,1297.13,0.01,0.33315789296,0.33315789296,0.30236841944,0.01105263152,0,0,0.22894736719999997,0.55,0.0,0.16,0.0,0.03,0.0,0.26,0.08,0.56,0.34,0,0.02,0.185,0.1,0.06,0.03,0.06,0.1,0,0.09,0.15,0.2,0.4,0.43,0.24,0.24,0,0.15,11.799356518237555,36238.94317470443,7038.257531362288,4.285502,58.38205,,,,,,,,,22.677210292858764,116712737.6,0.68,0.03,0.26,0.0,0.01,0.01,0.01,23.433117302620722,120603162.2,0.17,53.46,1.992,41.82,0.24036,14.03,294.56,0.0,0.0,0.1,0.7,0.5,0.8,0.5,0.6,0.25,1.1,1.25,0.16,0.0065,6.55e-06,0.0025824916614447507,4.182584686633384e-07,0.007875,0.00901147025326753,0.00901147025326753,0.0002989587287813873,0.0,0.008178656651662237,0.006192716524757308,0.0,0.7962706312208643,0.0,0.029445824934533238,0.029445824934533238,-0.619,0.0,-0.601,-1.1902142857142857,0.0,0.8320000000000001
2006,438.5843703622533,1339.8,0.01,0.35092632112,0.35092632112,0.31849474167999997,0.01164210544,0,0,0.2411578984,0.55,0.0,0.16,0.0,0.03,0.0,0.26,0.08,0.5,0.4,0,0.02,0.185,0.1,0.06,0.03,0.06,0.1,0,0.09,0.15,0.2,0.4,0.43,0.24,0.24,0,0.15,13.231086984265586,38861.8210313693,7547.667801400205,4.345412,70.204373,,,,,,,,,22.677210292858764,118426193.6,0.67,0.03,0.26,0.0,0.01,0.01,0.01,23.433117302620722,122373733.4,0.17,54.25,1.992,41.82,0.2406,14.25,299.18,0.0,0.0,0.1,0.7,0.5,0.8,0.5,0.6,0.25,1.1,1.25,0.16,0.0065,6.55e-06,0.0025824916614447507,4.182584686633384e-07,0.0084,0.009612234936818698,0.009612234936818698,0.00031888931070014637,0.0,0.008723900428439717,0.00660556429307446,0.0,0.7866075030254135,0.0,0.029445824934533238,0.029445824934533238,-0.619,0.0,-0.601,-1.1902142857142857,0.0,0.8440000000000001
2007,446.73633651664227,1383.3,0.01,0.36869474928,0.36869474928,0.33462106392,0.01223157936,0,0,0.2533684296,0.55,0.0,0.16,0.0,0.03,0.0,0.26,0.07,0.39,0.52,0,0.02,0.185,0.1,0.06,0.03,0.06,0.1,0,0.09,0.15,0.2,0.4,0.43,0.24,0.24,0,0.15,14.353396957788537,42036.014215380346,8164.153469198568,4.404628,82.37998700000001,,,,,,,,,22.677210292858764,118818176.3,0.71,0.03,0.23,0.0,0.01,0.01,0.01,23.433117302620722,122778782.1,0.18,54.43,1.992,41.82,0.24756,14.71,308.85,0.0,0.0,0.1,0.7,0.5,0.8,0.5,0.6,0.25,1.1,1.25,0.16,0.0065,6.55e-06,0.0025824916614447507,4.182584686633384e-07,0.008925,0.010212999620369869,0.010212999620369869,0.0003388198926189056,0.0,0.009269144205217204,0.0070184120613916165,0.0,0.7870241909038166,0.0,0.029445824934533238,0.029445824934533238,-0.619,0.0,-0.601,-1.1902142857142857,0.0,0.8720000000000001
2008,454.8663787734609,1427.18,0.01,0.38646314367999995,0.38646314367999995,0.35074735551999997,0.012821052159999999,0,0,0.26557893759999995,0.55,0.0,0.16,0.0,0.03,0.0,0.26,0.07,0.36,0.55,0,0.02,0.185,0.1,0.06,0.03,0.06,0.1,0,0.09,0.15,0.2,0.4,0.43,0.24,0.24,0,0.15,15.882971075339437,43990.519989505716,8543.753804630844,4.463125,95.39735499999999,,,,,,,,,22.677210292858764,120561963.8,0.71,0.03,0.24,0.0,0.01,0.02,0.0,23.433117302620722,124580695.9,0.18,55.23,1.992,41.82,0.24702,14.89,312.7,0.0,0.0,0.1,0.7,0.5,0.8,0.5,0.6,0.25,1.1,1.25,0.16,0.0065,6.55e-06,0.0025824916614447507,4.182584686633384e-07,0.00945,0.010813764303921038,0.010813764303921038,0.00035875047453766477,0.0,0.009814387981994686,0.0074312598297087695,0.0,0.7975367220231184,0.0,0.029445824934533238,0.029445824934533238,-0.619,0.0,-0.601,-1.1902142857142857,0.0,0.8780000000000001
2009,462.6781188215657,1470.43,0.01,0.40423157183999997,0.40423157183999997,0.36687367776,0.01341052608,0,0,0.2777894688,0.55,0.0,0.16,0.0,0.03,0.0,0.26,0.07,0.31,0.61,0,0.02,0.185,0.1,0.06,0.03,0.06,0.1,0,0.09,0.15,0.2,0.4,0.43,0.24,0.24,0,0.15,17.54795223777745,43563.5707399448,8460.832546228112,4.52074,104.37474,,,,,,,,,22.677210292858764,122348100.4,0.71,0.03,0.24,0.0,0.01,0.02,0.0,23.433117302620722,126426370.4,0.18,56.04,1.992,41.82,0.24744,15.14,317.88,0.0,0.0,0.1,0.7,0.5,0.8,0.5,0.6,0.25,1.1,1.25,0.16,0.0065,6.55e-06,0.0025824916614447507,4.182584686633384e-07,0.009975,0.011414528987472203,0.011414528987472203,0.00037868105645642386,0.0,0.010359631758772168,0.007844107598025922,0.0,0.7979596474836494,0.0,0.029445824934533238,0.029445824934533238,-0.619,0.0,-0.601,-1.1902142857142857,0.0,0.898
2010,467.1430630862604,1503.22,0.01,0.422,0.422,0.383,0.014,0,0,0.29,0.4,0.04,0.14,0.02,0.03,0.08,0.29,0.06,0.26,0.67,0,0.01,0.185,0.1,0.06,0.03,0.06,0.1,0,0.09,0.15,0.2,0.4,0.43,0.24,0.24,0,0.15,18.934408573541212,45720.77944857996,8879.801453987811,4.577378,118.1982,134951.15,0.884,65.076,0.01055,18.569,65.076,3.269,86.913,22.677210292858764,124115348.3,0.71,0.03,0.23,0.0,0.01,0.02,0.01,23.433117302620722,128252526.5,0.18,56.85,1.992,41.82,0.2485,15.42,323.84,0.0,0.0,0.1,0.7,0.5,0.8,0.5,0.6,0.25,1.1,1.25,0.16,0.0065,6.55e-06,0.0025824916614447507,4.182584686633384e-07,0.0105,0.013689446366782008,0.013689446366782008,0.00045415224913494817,0.0,0.01242430795847751,0.009407439446366782,0.0,0.7882769075290551,0.09978014248497712,0.029445824934533238,0.029445824934533238,-0.619,0.0,-0.601,-1.1902142857142857,0.0,0.908
2011,475.15499853740283,1547.61,0.0525,0.422,0.422,0.383,0.014,0,0,0.29,0.4,0.04,0.14,0.02,0.03,0.08,0.29,0.06,0.28,0.65,0,0.01,0.185,0.1,0.06,0.03,0.06,0.1,0,0.09,0.15,0.2,0.4,0.43,0.24,0.24,0,0.15,19.790399767157343,47690.019899140236,9262.263529810532,4.633086,128.8628,138936.77,0.91,66.998,0.01086,19.117,66.998,3.366,89.48,22.677210292858764,125710078.9,0.73,0.02,0.2,0.0,0.01,0.03,0.01,23.433117302620722,129900414.8,0.19,57.58,1.943,40.8,0.25622,16.1,338.2,0.0,0.0,0.1,0.7,0.5,0.8,0.5,0.6,0.25,1.1,1.25,0.16,0.0065,6.55e-06,0.0025824916614447507,4.182584686633384e-07,0.011025,0.014373918685121105,0.014373918685121105,0.00047685986159169545,0.0,0.013045523356401382,0.009877811418685118,0.0,0.7886953664147223,0.0998388105566552,0.029445824934533238,0.029445824934533238,-0.619,0.0,-0.601,-1.1902142857142857,0.0,0.904
2012,483.4679825720464,1593.35,0.095,0.422,0.422,0.383,0.014,0,0,0.29,0.4,0.04,0.14,0.02,0.03,0.08,0.29,0.06,0.28,0.65,0,0.01,0.185,0.1,0.06,0.03,0.06,0.1,0,0.09,0.15,0.2,0.4,0.43,0.24,0.24,0,0.15,20.69146255825704,49977.67196285765,9706.566893983538,4.688,141.19285,143042.71,0.937,68.977,0.01118,19.682,68.977,3.465,92.125,22.677210292858764,127361063.2,0.72,0.02,0.21,0.0,0.01,0.03,0.01,23.433117302620722,131606432.0,0.19,58.34,1.956,41.07,0.25424,16.19,340.0,0.0,0.0,0.1,0.7,0.5,0.8,0.5,0.6,0.25,1.1,1.25,0.16,0.0065,6.55e-06,0.0025824916614447507,4.182584686633384e-07,0.01155,0.015058391003460207,0.015058391003460207,0.0004995674740484429,0.0,0.01366673875432526,0.01034818339100346,0.0,0.7891142698163792,0.09989685080847394,0.029445824934533238,0.029445824934533238,-0.619,0.0,-0.601,-1.1902142857142857,0.0,0.904
2013,491.9091001074892,1639.88,0.1375,0.422,0.422,0.383,0.014,0,0,0.29,0.4,0.04,0.14,0.02,0.03,0.08,0.29,0.06,0.28,0.65,0,0.01,0.185,0.1,0.06,0.03,0.06,0.1,0,0.09,0.15,0.2,0.4,0.43,0.24,0.24,0,0.15,21.861245271751624,51111.67903380759,9926.811556452138,4.742107,152.55995,147220.25,0.965,70.992,0.0115,20.257,70.992,3.566,94.815,22.677210292858764,129022977.9,0.71,0.02,0.21,0.0,0.01,0.04,0.02,23.433117302620722,133323743.8,0.19,59.1,1.96,41.17,0.25542,16.48,346.03,0.0,0.0,0.1,0.7,0.5,0.8,0.5,0.6,0.25,1.1,1.25,0.16,0.0065,6.55e-06,0.0025824916614447507,4.182584686633384e-07,0.012075,0.01574286332179931,0.01574286332179931,0.0005222750865051904,0.0,0.014287954152249135,0.010818555363321799,0.0,0.7895336184426955,0.09995548118614232,0.029445824934533238,0.029445824934533238,-0.619,0.0,-0.601,-1.1902142857142857,0.0,0.904
2014,500.3637365937255,1686.81,0.18,0.422,0.422,0.383,0.014,0,0,0.29,0.4,0.04,0.14,0.02,0.03,0.08,0.29,0.06,0.23,0.7,0,0.01,0.185,0.1,0.06,0.03,0.06,0.1,0,0.09,0.15,0.2,0.4,0.43,0.24,0.24,0,0.15,22.981553819362865,52908.42759754575,10275.772591262932,4.795396,166.01592,151433.63,0.992,73.024,0.01183,20.837,73.024,3.668,97.529,22.677210292858764,130664431.9,0.71,0.02,0.21,0.0,0.01,0.04,0.02,23.433117302620722,135019913.0,0.19,59.85,1.965,41.27,0.2568,16.78,352.32,0.0,0.0,0.1,0.7,0.5,0.8,0.5,0.6,0.25,1.1,1.25,0.16,0.0065,6.55e-06,0.0025824916614447507,4.182584686633384e-07,0.0126,0.01642733564013841,0.01642733564013841,0.0005449826989619378,0.0,0.014909169550173011,0.011288927335640138,0.0,0.7899534130038485,0.10001411616239542,0.029445824934533238,0.029445824934533238,-0.619,0.0,-0.601,-1.1902142857142857,0.0,0.9139999999999999
