sector,time_series_id,strategy_id,type,parameter,normalize_group,parameter_constant_q,min_2050,max_2050,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Analytica_agriculture,1,0,accion,medida_biodigestores,,1,0.7,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Analytica_agriculture,1,1,accion,medida_biodigestores,,1,0.7,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Analytica_agriculture,1,0,accion,medida_cambio_dieta_bovina,,1,0.7,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Analytica_agriculture,1,1,accion,medida_cambio_dieta_bovina,,1,0.7,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Analytica_agriculture,1,0,accion,medida_captura_c_suelos,,1,0.7,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Analytica_agriculture,1,1,accion,medida_captura_c_suelos,,1,0.7,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Analytica_agriculture,1,0,accion,medida_uso_eficiente_fertilizante,,1,0.7,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Analytica_agriculture,1,1,accion,medida_uso_eficiente_fertilizante,,1,0.7,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Analytica_agriculture,1,0,incertidumbre,precio_bovino,,,0.8,1.2,2949497.016,2949497.016,2949497.016,2949497.016,2949497.016,2882114.001,2930282.632,2935616.186,2939896.011,2992902.073,3064530.683,3128671.813,3198069.449,3271283.398,3309137.852,3347430.348,3386165.955,3425349.801,3464987.072,3505083.016,3545642.939,3586672.212,3628176.265,3670160.592,3712630.751,3755592.364,3799051.118,3843012.765,3887483.125,3932468.085,3977973.599,4024005.691,4070570.455,4117674.055,4165322.725,4213522.774
Analytica_agriculture,1,1,incertidumbre,precio_bovino,,,0.8,1.2,2949497.016,2949497.016,2949497.016,2949497.016,2949497.016,2882114.001,2930282.632,2935616.186,2939896.011,2992902.073,3064530.683,3128671.813,3198069.449,3271283.398,3309137.852,3347430.348,3386165.955,3425349.801,3464987.072,3505083.016,3545642.939,3586672.212,3628176.265,3670160.592,3712630.751,3755592.364,3799051.118,3843012.765,3887483.125,3932468.085,3977973.599,4024005.691,4070570.455,4117674.055,4165322.725,4213522.774
Analytica_agriculture,1,0,incertidumbre,precio_cerdo,,,0.8,1.2,830763.7034,830763.7034,830763.7034,830763.7034,830763.7034,802806.6407,896354.7971,952306.2764,965025.5628,976832.6602,986067.3012,981086.1357,983736.6304,990223.4482,1009731.862,1029624.612,1049909.27,1070593.556,1091685.343,1113192.661,1135123.694,1157486.791,1180290.465,1203543.393,1227254.429,1251432.596,1276087.097,1301227.317,1326862.826,1353003.38,1379658.93,1406839.621,1434555.8,1462818.016,1491637.026,1521023.801
Analytica_agriculture,1,1,incertidumbre,precio_cerdo,,,0.8,1.2,830763.7034,830763.7034,830763.7034,830763.7034,830763.7034,802806.6407,896354.7971,952306.2764,965025.5628,976832.6602,986067.3012,981086.1357,983736.6304,990223.4482,1009731.862,1029624.612,1049909.27,1070593.556,1091685.343,1113192.661,1135123.694,1157486.791,1180290.465,1203543.393,1227254.429,1251432.596,1276087.097,1301227.317,1326862.826,1353003.38,1379658.93,1406839.621,1434555.8,1462818.016,1491637.026,1521023.801
Analytica_agriculture,1,0,incertidumbre,precio_leche,,,0.8,1.2,3149.52,3149.52,3149.52,3149.52,3149.52,3138.41,3156.34,3155.35,3162.94,3167.34,3176.91,3184.39,3194.51,3201.44,3207.261466,3213.093518,3218.936176,3224.789457,3230.653382,3236.527969,3242.413239,3248.309211,3254.215904,3260.133337,3266.061531,3272.000505,3277.950278,3283.91087,3289.8823,3295.864589,3301.857756,3307.861821,3313.876804,3319.902724,3325.939602,3331.987457
Analytica_agriculture,1,1,incertidumbre,precio_leche,,,0.8,1.2,3149.52,3149.52,3149.52,3149.52,3149.52,3138.41,3156.34,3155.35,3162.94,3167.34,3176.91,3184.39,3194.51,3201.44,3207.261466,3213.093518,3218.936176,3224.789457,3230.653382,3236.527969,3242.413239,3248.309211,3254.215904,3260.133337,3266.061531,3272.000505,3277.950278,3283.91087,3289.8823,3295.864589,3301.857756,3307.861821,3313.876804,3319.902724,3325.939602,3331.987457
