sector;time_series_id;strategy_id;type;parameter;normalize_group;parameter_constant_q;min_2050;max_2050;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
Analytica_agriculture;1;0;accion;medida_biodigestores;;1;0.8;1.2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Analytica_agriculture;1;1;accion;medida_biodigestores;;1;0.8;1.2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Analytica_agriculture;1;0;accion;medida_cambio_dieta_bovina;;1;0.8;1.2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Analytica_agriculture;1;1;accion;medida_cambio_dieta_bovina;;1;0.8;1.2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Analytica_agriculture;1;0;accion;medida_captura_c_suelos;;1;0.8;1.2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Analytica_agriculture;1;1;accion;medida_captura_c_suelos;;1;0.8;1.2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Analytica_agriculture;1;0;accion;medida_uso_eficiente_fertilizante;;1;0.8;1.2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Analytica_agriculture;1;1;accion;medida_uso_eficiente_fertilizante;;1;0.8;1.2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Analytica_agriculture;1;0;incertidumbre;precio_bovino;;;0.8;1.2;4312.88;4312.88;4312.88;4312.88;4312.88;4068.68;4015.99;3906.87;3799.29;3756.94;3737.47;3707.66;3682.8;3660.58;3594.486444;3529.58624;3465.85784;3403.280088;3341.832207;3281.493798;3222.244829;3164.065628;3106.936881;3050.839622;2995.755226;2941.665405;2888.552203;2836.397985;2785.185437;2734.897557;2685.517649;2637.029319;2589.416469;2542.663293;2496.754268;2451.674153
Analytica_agriculture;1;1;incertidumbre;precio_bovino;;;0.8;1.2;4312.88;4312.88;4312.88;4312.88;4312.88;4068.68;4015.99;3906.87;3799.29;3756.94;3737.47;3707.66;3682.8;3660.58;3594.486444;3529.58624;3465.85784;3403.280088;3341.832207;3281.493798;3222.244829;3164.065628;3106.936881;3050.839622;2995.755226;2941.665405;2888.552203;2836.397985;2785.185437;2734.897557;2685.517649;2637.029319;2589.416469;2542.663293;2496.754268;2451.674153
