master_id,strategy_id,cement_production,cumplimiento_metas,ef_captura,fishing_production,hfcmma,incendio_bosque_nativo,incendio_plantaciones_forestales,incertidumbre_incendio_bn,incertidumbre_incendio_plantaciones,iron_production,medida_biodigestores,medida_cambio_dieta_bovina,medida_captura_c_suelos,medida_uso_eficiente_fertilizante,pib,poblacion,pqe_vehicular,precio_bovino,precio_cerdo,precio_leche,precio_maiz,precio_pollo,ptas_antofa,ptas_biobio,ptas_valpo,ptasls_coq,public_frac_biomass,public_frac_electric,public_frac_natural_gas,public_frac_pliqgas,public_intensity,pulp_frac_biomass,pulp_frac_electric,pulp_intensity,pulp_production,recuperacion_bn,rs_arauc,rs_aysen,rs_coq,rs_magallanes,rs_tarapaca,rs_valpo,saltpeter_production,steel_production,sugar_production,supuestos_mma_waste,sustitucion_degradacion,tierras_convertidas_a_bn,tierras_convertidas_a_plantaciones,transport_bus_veh_km,transport_intensity_aviation_kerosene,transport_intensity_bus_diesel,transport_intensity_bus_electric,transport_intensity_pkm_train,transport_intensity_private_diesel,transport_intensity_private_electric,transport_intensity_private_gasoline,transport_intensity_taxi_electric,transport_intensity_taxi_gasoline,transport_intensity_train_electric,transport_occupancy_rate_bus,transport_occupancy_rate_private,transport_occupancy_rate_taxi,transport_occupancy_rate_train,transport_pkm_aviation,transport_tkm_freight_train,transport_train13_pkm,transport_train5_pkm,transport_train8_pkm,transport_trip_distance_private,var_demanda_legna,fuel_price_coal,fuel_price_diesel,fuel_price_fuel_oil,fuel_price_natural_gas,investment_cost_csp_solar,investment_cost_geothermal,investment_cost_natural_gas_cc,investment_cost_pv_solar,investment_cost_wind,co-emissions_total-mtco2e,im-emissions_total-mtco2e,pu-emissions_total-mtco2e,re-emissions_total-mtco2e,tx-emissions_total-mtco2e,ag-emissions_total-mtco2e,fo-emissions_total-mtco2e,ip-emissions_total-mtco2e,wa-emissions_total-mtco2e,el-emissions_total-mtco2e
101,1,4956.645407,1.0,0.45,4752.855,0.0,1.0,1.0,1.0,1.0,16000.0,1.0,1.0,1.0,1.0,510.4844248,21626079.0,9306403.859,2451.674153,1921.392804,3331.987457,157.8074746,1440.987114,1.0,1.0,1.0,1.0,0.02,0.69,0.06,0.07,0.2,0.621354611,0.203039919,4.453744221,6424.329897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3253.135641,1253.0,1703.7500899999998,0.0,1.0,1.0,1.0,2139421604.0,0.375213944,1.79,0.6,0.064949909,9.2,6.21,9.2,6.21,9.2,0.37,30.0,1.1,1.0,100.0,74049630.79,3861920403.0,10321713448.0,1928812635.0,86537415.78,7.0,0.743467333,64.85,767.1410435500002,557.4,9.95,4891.5,6617.5,1733.0,513.5,1121.5,5.546365363618777,10.647012984611338,0.1496416363396368,3.8657929196896568,20.8186237097586,11.424079352305295,-77.97281332906537,6.119759770734214,7.343901274452122,5.75
102,1,5008.232866350218,0.989580641672518,0.5477593593567226,5100.728875204876,0.0,1.0,1.0,1.2534373446139542,0.3296245043436374,17392.01924683372,1.0,1.0,1.0,1.0,480.5014979584443,22627893.84768973,8740450.949911239,2525.921324486822,2273.3975595298825,3443.485243184868,138.616725744681,1181.862716815249,1.0,1.0,1.0,1.0,0.020103189199967092,0.7052365647935327,0.06259406994145039,0.07011466825535281,0.18027895272276215,0.6012117224943704,0.1935508950563796,4.650867398055175,8519.390081441992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3269.4695237990913,1157.0042501309074,1556.7245398095329,0.0,1.0,1.0,1.0,1959866128.3877068,0.3899899852157641,1.7711203649631744,0.6260250186426608,0.065506397153505,9.253448941610195,6.3297930998657135,9.297079138024444,6.2534628332964814,9.434334053540914,0.3652164500152018,31.062204173909315,1.0866518573032071,1.029093307030088,102.78931936559795,72291876.18603791,3535759053.046088,10553158195.510069,1907461613.8786461,87685786.81271926,6.738244021338196,0.3900235385081128,73.75288841979962,584.5504250386824,477.1689974950171,10.299983316404175,6644.182940078817,5886.576869501026,1733.0,672.4908302185335,1157.966508319554,4.9947026355224295,11.192189158865553,0.14410068430442144,4.044873406033895,20.20036943101453,11.424079352305295,-84.4290779817224,6.084569907877548,7.2565995722788115,6.51
103,1,5411.7293115014945,1.040422615220163,0.4588330448547798,4757.678141320403,0.0,1.0,1.0,0.3958212808358828,1.0216170707402628,16657.43197610099,1.0,1.0,1.0,1.0,462.8695487855327,22126815.72062541,9422632.938308967,2551.386767806829,1545.1862450775131,3781.346762408705,127.27036629075675,1546.6778201580753,1.0,1.0,1.0,1.0,0.02052394187063801,0.6662326534719494,0.05721588381291756,0.06877567003505505,0.19712163577315966,0.5969400963627061,0.20321174403264267,4.464882279360422,7863.8316275877205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3039.848830405018,1232.1605723335792,1817.4321124889013,0.0,1.0,1.0,1.0,2137749653.2760296,0.4049546144975621,1.7618380757854846,0.5911786633403743,0.0675326256469005,9.027295217274043,6.403413772606129,9.143462120474963,5.991167965392628,9.578625415787554,0.3676594651906503,30.773659856934373,1.1061814187419414,0.9621524657736912,95.60611355006995,76356319.65100372,3810366245.3251314,10764624494.51404,2016315585.180218,87642117.39173637,6.7201017884243885,0.4693014122318341,58.33716465298822,950.4195888759244,416.5261336045495,8.497023503433946,4970.036199372108,5411.633300042718,1733.0,487.2733284943738,1271.0129187737896,4.6817490802463375,10.991370712866313,0.14623127845128275,3.9553026486249085,19.74719889992784,11.424079352305295,-84.29306147733409,6.038971817671398,7.1906332557725054,6.17
104,1,4949.207878011444,1.0071658831854455,0.3631597828289085,4489.6874334730355,0.0,1.0,1.0,0.4659726954047304,1.3953849723048686,17535.81142347314,1.0,1.0,1.0,1.0,532.5284382652936,17770053.51787063,7607807.890368721,2612.6786137599233,2174.0905171995114,3335.3222201243248,169.3597351686002,1205.460206819909,1.0,1.0,1.0,1.0,0.020643068871212502,0.6694936917001766,0.05810978204055249,0.07290153229202441,0.21494381794332568,0.6157897351753246,0.19482278483911847,4.337403499493914,7088.793275241222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3116.406629000429,1291.8180554113464,1706.4563994734222,0.0,1.0,1.0,1.0,2007894486.4773672,0.3499333457442131,1.7259973466267258,0.6224239712138349,0.06731518699182956,9.096682268959263,5.9456948684821835,8.979386095992448,6.222230628777625,9.124687328371351,0.381247471406065,28.816546965198132,1.1522577830951424,1.0334148883922956,100.87247325256244,68649435.39367418,3737267386.1811686,9845966562.16519,1838756434.2590446,90804971.94489878,6.465066893742223,0.7380943850438233,56.19206596094713,661.2857470143821,444.2115493613903,8.607543632288719,5890.301632538967,6979.1813065793895,1733.0,633.221022479421,1190.2433172813217,5.967418522430438,10.778675711584242,0.13313390611937195,3.1765049536668464,21.29862424737342,11.424079352305295,-78.8755538106078,6.093795344260339,7.404093121195397,6.79
105,1,4876.453729717133,0.96095415285274,0.4550419767942781,4474.101921757786,0.0,1.0,1.0,0.3672157772794613,0.8197887674544218,15342.753230809862,1.0,1.0,1.0,1.0,515.7346177761625,22279724.172511548,9757915.0720233,2889.1068782801067,1844.6627661745285,3760.940096601028,187.13733109876358,1564.6019478117455,1.0,1.0,1.0,1.0,0.01987117016425749,0.6808804301592695,0.06226313140270471,0.06772512912496731,0.20153969059842572,0.6255221308632587,0.19740420945270512,4.556928196445348,8254.38731512024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3176.95518325771,1179.040096600134,1693.1662917260242,0.0,1.0,1.0,1.0,2148765164.151403,0.3768325137631629,1.8060117878297413,0.5850395162850252,0.062251036525462565,9.562518443707813,6.2616371429090165,9.203814755828136,6.354297831177509,9.591987278827906,0.3534621340504289,29.762268743387203,1.097308544251956,1.0257824335852814,104.64809796299637,69162729.18192573,3785269112.104222,10243901485.69586,1997188741.4251747,82835472.72275837,7.120961892637809,1.001366480980501,72.99806947058347,911.4767782853984,495.9404717122839,9.476408784688443,4900.4494189466195,7728.020771496051,1733.0,540.6520637766247,912.9221975120128,5.645465824246768,10.964565651596994,0.15538421487691612,3.982635962752824,21.000079999796146,11.424079352305295,-75.78295524694798,6.1448604673439595,7.358339154235202,5.99
106,1,4835.730365736458,0.8229579503221598,0.4932455996195464,4935.727499613524,0.0,1.0,1.0,0.6048502360084195,1.304784529420169,16627.046176110467,1.0,1.0,1.0,1.0,454.94708706116853,24261450.449174725,9166393.67581966,2191.392538160262,2090.0040305592474,3561.1368066824066,150.19871331207946,1354.2767348138964,1.0,1.0,1.0,1.0,0.020171055964897096,0.6758577226418658,0.061299576634973575,0.07255302323175036,0.1993710629617316,0.6494184666748499,0.2020139599145542,4.248503813360721,8488.41397137463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3058.580180730315,1303.3925683242994,1733.3835600246205,0.0,1.0,1.0,1.0,2291664633.4854364,0.39058273413868,1.8020733637510105,0.5984457879798591,0.06280304354775569,9.365056402983411,6.176362273691478,8.750269562705533,5.9930595539394735,9.163718224771877,0.35742837921432064,30.51437257992001,1.149662625130891,1.016617034350122,95.31161393488868,80771451.05727789,3927517893.4195213,10422333652.412577,1945631315.1819923,89892078.9249273,7.223915608351962,0.5113732876463021,55.696067205786065,843.6989559099495,399.26307195016864,11.414317588956733,4491.131538892215,7860.3302817105205,1733.0,505.71428402217623,946.3849900239728,4.543924189953456,11.099968977429633,0.17229796974717174,4.336881566363513,19.571686180528005,11.424079352305295,-82.46136690871346,6.0723888663064125,7.175355337953148,4.59
107,1,4824.371857436538,1.0482948606560285,0.39426449946053205,5113.643195126254,0.0,1.0,1.0,1.7210660699219424,1.4487321599085052,15967.59146674786,1.0,1.0,1.0,1.0,482.4708194989751,25687420.03456037,8431108.546185056,2641.504999860009,1885.6773264773944,3174.064637172049,126.3073782928886,1614.141591786529,1.0,1.0,1.0,1.0,0.020711465135375383,0.6749371495495727,0.0592785697631695,0.06929165147979349,0.18134412691998664,0.6049415921592141,0.20906430367274328,4.2346721950156185,8212.067085858353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3190.3823579025698,1276.9617957065007,1694.5336226623667,0.0,1.0,1.0,1.0,2277889020.2318645,0.3979551862439178,1.821506694014432,0.5764174127180419,0.06703090430203829,9.224301796945523,6.194147059478222,8.967640647679495,5.907024205342912,9.489431682747114,0.3550609344181373,29.80328120482441,1.1045980831518192,0.9900765466262952,100.96952118253648,76818908.83310579,3957411439.3422375,10207035922.222107,1968196799.5444028,84432767.73458001,7.411545664651996,0.9248910215262988,70.8028332561704,754.8433408381818,492.87367743137,10.864966377668193,5587.5049585069055,6662.11520551478,1733.0,331.52418015413195,1292.90104791018,5.0301862682413425,11.026364285526485,0.15939037574913498,4.591782287242071,20.10639960037512,11.424079352305295,-72.01351132847485,6.1582742494189535,7.260997967655469,5.58
108,1,5268.030169331568,0.9659978692199374,0.4398912130941793,4567.068581162057,0.0,1.0,1.0,1.1981839180616989,0.5299547605220921,17414.30729422115,1.0,1.0,1.0,1.0,525.8595743566657,19001685.402529728,11120500.156058542,2419.981954284783,2038.9447266760208,3535.5389612292292,151.38291159608397,1258.8861586582566,1.0,1.0,1.0,1.0,0.01922606038782601,0.6583450181626023,0.05734829761902244,0.06889568932355826,0.19739855860249103,0.6474186021464295,0.1956530553748205,4.472058925679378,6556.749962247688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3153.346000977813,1330.6908595069744,1749.9670395463024,0.0,1.0,1.0,1.0,1979829328.7089305,0.3682989615745045,1.7829768732475673,0.615014914726817,0.06177980758809385,9.066589527661003,6.031850840484982,8.747147775339643,6.275996437901534,8.877314748979945,0.3640576689089499,30.607812762413786,1.069542293035088,0.9752243258700533,99.20595220673492,71283177.09339082,3841394708.394217,10587347026.941088,2007223927.5978968,86148031.40910146,7.514824183205936,0.6386969014590178,60.79011117481681,618.7773686284704,637.7218849581112,8.883424990885498,6054.233859673623,6212.33945637419,1733.0,500.0645686874568,1242.6684737311787,5.8386681991716065,10.773661970379825,0.12600665752082352,3.3966666306578155,21.25218144784116,11.424079352305295,-80.03073859147592,6.096360756426297,7.3881275617891164,6.93
109,1,5135.219076903552,0.9008515661301764,0.4983730385641105,4827.2227349197965,0.0,1.0,1.0,1.749138927195253,1.1041620810608876,15724.041229942512,1.0,1.0,1.0,1.0,542.3107734263975,23073883.42412212,8926378.274775378,2148.4735778847935,2177.174918943454,3510.144402626726,168.6147704722537,1539.38018587895,1.0,1.0,1.0,1.0,0.01946971873768833,0.6773956527964453,0.0611987902082576,0.07342884898483024,0.1844053656169457,0.6283464133108453,0.20803884012906135,4.3764597464662005,7254.153319885639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3527.029674784671,1358.1090316562766,1825.9786891867386,0.0,1.0,1.0,1.0,2182137993.011516,0.355564622195573,1.8663684782942784,0.6204555122570747,0.06686173971195457,8.81018506711991,6.211804622418325,9.35553117820262,6.512149694292601,8.855567111115061,0.35308841360278004,30.356237946635986,1.0883434876114844,0.9936044485200448,100.7996787181237,75561662.31550747,3710891096.310844,10514965993.69829,1942784315.1270704,87903763.68470594,6.933634895922201,0.6049961749180052,66.60620919568686,875.4584353444358,450.23976576215665,11.888802923759544,3255.730575993275,6789.591992088293,1733.0,637.1874374820018,1236.7034610523535,6.158418680503707,10.956988176707025,0.15243247993698605,4.124596750558242,21.40116645519738,11.424079352305295,-77.95517208414314,6.214477782650208,7.440327659678322,2.76
110,1,5191.673624620449,0.9793078411043528,0.3751949955575697,5049.456705983836,0.0,1.0,1.0,1.8315197759771356,0.8720165344337445,17115.280704576155,1.0,1.0,1.0,1.0,561.1843755891399,19812147.232582733,8961920.922483422,2447.262071437841,2183.8890745250437,3785.4309113492177,179.8709394896912,1561.9513394044268,1.0,1.0,1.0,1.0,0.02057483709334072,0.6919060466812482,0.05903454049644517,0.0719176936123564,0.1886700546171,0.6311096236521918,0.1952019630741293,4.673498669492134,6782.08295040523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3430.952688372433,1358.653109894127,1563.2903481972012,0.0,1.0,1.0,1.0,2131696648.7513433,0.4005600216993357,1.8749158636629677,0.6252993276819533,0.06442270433874503,8.802634940317,6.115955899703051,9.58832683314092,6.1503913116518865,9.473553439624345,0.3622540684634869,29.91033026781092,1.08235473659728,0.9688298096526928,97.87766559816822,76907741.8094822,4080609543.8633213,10109515915.711298,1846540440.8621972,89300369.58699156,6.578196226498152,0.7839367872659377,55.468410186559716,741.7116330181743,651.4928821734735,11.283887021644453,5328.129170165801,7394.576795971128,1733.0,429.1356868491249,1046.032528877658,6.534077678881293,10.984749938151133,0.13024713052075654,3.5415416033376808,22.06972289535112,11.424079352305295,-75.12992703622062,6.178849691778178,7.490601825302725,6.4
