cement_emission_fact_coal,cement_emission_fact_diesel,cement_emission_fact_kerosene,cement_emission_fact_natural_gas,cement_frac_solar,commercial_emission_fact_diesel,commercial_emission_fact_kerosene,commercial_emission_fact_natural_gas,commercial_emission_fact_pliqgas,commercial_frac_hydrogen,commercial_frac_solar,copper_efficiency_heat_diesel,copper_efficiency_heat_electricitiy,copper_efficiency_heat_hydrogen,copper_efficiency_heat_natural_gas,copper_efficiency_heat_plqgas,copper_efficiency_heat_solar,copper_efficiency_motor_diesel,copper_efficiency_motor_electricitiy,copper_efficiency_motor_hydrogen,copper_efficiency_open_pit_mine_diesel,copper_efficiency_open_pit_mine_electricitiy,copper_efficiency_open_pit_mine_hydrogen,copper_efficiency_other_diesel,copper_efficiency_other_electricity,copper_efficiency_other_natural_gas,copper_efficiency_subt_mine_diesel,copper_efficiency_subt_mine_electricitiy,copper_efficiency_subt_mine_hydrogen,copper_emission_fact_diesel,copper_emission_fact_fueloil,copper_emission_fact_kerosene,copper_emission_fact_natural_gas,copper_emission_fact_pliqgas,copper_heat_hydrogen,copper_motor_hydrogen,electrolyzer_efficiency,fishing_emission_fact_coal,fishing_emission_fact_diesel,fishing_emission_fact_natural_gas,fishing_frac_solar,iron_emission_fact_coal,iron_emission_fact_diesel,iron_emission_fact_natural_gas,iron_frac_biomass,iron_frac_natural_gas,iron_frac_solar,nueva_cap_recuperacion,other_industries_efficiency_heat_biomass,other_industries_efficiency_heat_coal,other_industries_efficiency_heat_diesel,other_industries_efficiency_heat_electric,other_industries_efficiency_heat_fuel_oil,other_industries_efficiency_heat_hydrogen,other_industries_efficiency_heat_natural_gas,other_industries_efficiency_heat_pliqgas,other_industries_efficiency_heat_solar,other_industries_efficiency_motor_diesel,other_industries_efficiency_motor_electric,other_industries_efficiency_motor_hydrogen,other_industries_efficiency_motor_pliqgas,other_industries_efficiency_other_electric,other_industries_emission_fact_coal,other_industries_emission_fact_diesel,other_industries_emission_fact_fueloil,other_industries_emission_fact_natural_gas,other_industries_emission_fact_pliqgas,other_industries_frac_solar,other_industries_other_electric,other_mining_emission_fact_coal,other_mining_emission_fact_diesel,other_mining_emission_fact_natural_gas,other_mining_frac_biomass,other_mining_frac_coal,other_mining_frac_solar,public_emission_fact_kerosene,public_emission_fact_natural_gas,public_emission_fact_pliqgas,public_frac_diesel,public_frac_kerosene,public_frac_solar,pulp_emission_fact_diesel,pulp_emission_fact_natural_gas,pulp_frac_diesel,pulp_frac_hydrogen,pulp_frac_natural_gas,pulp_frac_solar,residential_emission_fact_kerosene,residential_emission_fact_natural_gas,residential_emission_fact_pliqgas,saltpeter_emission_fact_coal,saltpeter_emission_fact_diesel,saltpeter_emission_fact_natural_gas,saltpeter_frac_biomass,saltpeter_frac_coal,saltpeter_frac_solar,share_electric_grid_to_hydrogen,steel_emission_fact_coal,steel_emission_fact_diesel,steel_emission_fact_kerosene,steel_emission_fact_natural_gas,steel_frac_biomass,steel_frac_solar,sugar_emission_fact_coal,sugar_emission_fact_diesel,sugar_emission_fact_natural_gas,sugar_frac_solar,supuestos_mma_ippu,trajmax_investment_cost_wind,transport_emission_fact_diesel,transport_emission_fact_fueloil,transport_emission_fact_gasoline,transport_emission_fact_kerosene_aviation,transport_frac_private_diesel,transport_intensity_maritime,transport_intensity_train_freight_diesel,transport_intensity_truck_diesel,transport_intensity_truck_hydrogen,transport_load_average_freight_train,transport_load_average_truck,transport_maritime_frac_diesel,transport_maritime_frac_fueloil,transport_modal_split_private_to_bus,transport_modal_split_private_to_cycling,transport_modal_split_private_to_telework,transport_modal_split_private_to_train,transport_modal_split_truck,transport_modal_split_truck_to_train,transport_share_diesel_private,transport_share_diesel_truck
94600.0,74100.0,71900.0,64200.0,0.0,74100.0,71900.0,64200.0,63100.0,0.0,0.0,0.82,0.82,1.0,0.77,0.77,1.0,0.3,0.88,0.43,0.3,0.88,0.43,0.3,1.0,0.77,0.3,0.88,0.43,74100.0,77400.0,71900.0,64200.0,63100.0,0.0,0.0,0.73,94600.0,74100.0,64200.0,0.0,94600.0,74100.0,64200.0,0.0,0.0,0.0,0.0,0.73,0.5,0.82,0.82,0.74,1.0,0.77,0.77,1.0,0.14,0.88,0.43,0.25,1.0,94600.0,74100.0,77400.0,64200.0,63100.0,0.0,1.0,94600.0,74100.0,64200.0,0.0,0.0,0.0,71900.0,64200.0,63100.0,0.07,0.0,0.0,74100.0,64200.0,0.09310812,0.0,0.08212510599999999,0.0,71900.0,64200.0,63100.0,94600.0,74100.0,64200.0,0.0,0.0,0.0,1.0,94600.0,74100.0,71900.0,64200.0,0.0,0.0,94600.0,74100.0,64200.0,0.0,1.0,1365.0,74100.0,77400.0,69300.0,71500.0,0.0,0.139,0.045,2.7,12.0,2625.0,9.5,0.54,0.46,0.0,0.0,0.0,0.0,1.0,0.0,0.32,0.68
